Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWS_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWS_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWS_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWS_M_R,SIBERIA_2024_WorldCover_2021_45WWS_M_R
167,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
168,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
169,NULL,Forest,NULL,Non_Wetland,NULL
170,NULL,Forest,NULL,Non_Wetland,Grassland
171,NULL,Forest,NULL,Non_Wetland,Wetland
172,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
173,NULL,Forest,NULL,Non_Wetland,Bareland
174,NULL,Forest,NULL,Non_Wetland,Built-up
175,NULL,Forest,NULL,Non_Wetland,Water
176,NULL,Forest,NULL,Non_Wetland,Forest
177,NULL,Forest,Non_Water,Non_Wetland,Grassland
178,NULL,Forest,Non_Water,Non_Wetland,Wetland
179,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
180,NULL,Forest,Non_Water,Non_Wetland,Bareland
181,NULL,Forest,Non_Water,Non_Wetland,Water
182,NULL,Forest,Non_Water,Non_Wetland,Forest
183,NULL,Forest,Water,Non_Wetland,Grassland
184,NULL,Forest,Water,Non_Wetland,Wetland
185,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
186,NULL,Forest,Water,Non_Wetland,Bareland
187,NULL,Forest,Water,Non_Wetland,Water
188,NULL,Forest,Water,Non_Wetland,Forest
189,Cropland,NULL,NULL,Non_Wetland,Grassland
190,Cropland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
191,Cropland,NULL,NULL,Non_Wetland,Forest
192,Cropland,Shrubland,NULL,Non_Wetland,Grassland
193,Cropland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
194,Cropland,Shrubland,NULL,Non_Wetland,Forest
195,Cropland,Grassland,NULL,Non_Wetland,Grassland
196,Cropland,Grassland,NULL,Non_Wetland,Wetland
197,Cropland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
198,Cropland,Grassland,NULL,Non_Wetland,Forest
199,Cropland,Wetland,NULL,Wetland,Grassland
200,Cropland,Bareland,NULL,Non_Wetland,Grassland
201,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
202,Cropland,Forest,NULL,Non_Wetland,Grassland
203,Cropland,Forest,NULL,Non_Wetland,Wetland
204,Cropland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
205,Cropland,Forest,NULL,Non_Wetland,Forest
206,Wetland,NULL,NULL,Non_Wetland,Grassland
207,Wetland,NULL,NULL,Non_Wetland,Wetland
208,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
209,Wetland,NULL,NULL,Non_Wetland,Bareland
210,Wetland,NULL,NULL,Non_Wetland,Built-up
211,Wetland,NULL,NULL,Non_Wetland,Water
212,Wetland,NULL,NULL,Non_Wetland,Forest
213,Wetland,NULL,Non_Water,Non_Wetland,Grassland
214,Wetland,NULL,Non_Water,Non_Wetland,Wetland
215,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
216,Wetland,NULL,Non_Water,Non_Wetland,Bareland
217,Wetland,NULL,Non_Water,Non_Wetland,Water
218,Wetland,NULL,Non_Water,Non_Wetland,Forest
219,Wetland,NULL,Water,Non_Wetland,Grassland
220,Wetland,NULL,Water,Non_Wetland,Wetland
221,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
222,Wetland,NULL,Water,Non_Wetland,Bareland
223,Wetland,NULL,Water,Non_Wetland,Water
224,Wetland,NULL,Water,Non_Wetland,Forest
225,Wetland,Shrubland,NULL,Non_Wetland,Grassland
226,Wetland,Shrubland,NULL,Non_Wetland,Wetland
227,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
228,Wetland,Shrubland,NULL,Non_Wetland,Bareland
229,Wetland,Shrubland,NULL,Non_Wetland,Built-up
230,Wetland,Shrubland,NULL,Non_Wetland,Water
231,Wetland,Shrubland,NULL,Non_Wetland,Forest
232,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
233,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
234,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
235,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
236,Wetland,Shrubland,Non_Water,Non_Wetland,Water
237,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
238,Wetland,Shrubland,Water,Non_Wetland,Grassland
239,Wetland,Shrubland,Water,Non_Wetland,Wetland
240,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
241,Wetland,Shrubland,Water,Non_Wetland,Bareland
242,Wetland,Shrubland,Water,Non_Wetland,Water
243,Wetland,Shrubland,Water,Non_Wetland,Forest
244,Wetland,Grassland,NULL,Non_Wetland,Grassland
245,Wetland,Grassland,NULL,Non_Wetland,Wetland
246,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
247,Wetland,Grassland,NULL,Non_Wetland,Bareland
248,Wetland,Grassland,NULL,Non_Wetland,Built-up
249,Wetland,Grassland,NULL,Non_Wetland,Water
250,Wetland,Grassland,NULL,Non_Wetland,Forest
251,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
252,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
253,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
254,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
255,Wetland,Grassland,Non_Water,Non_Wetland,Water
256,Wetland,Grassland,Non_Water,Non_Wetland,Forest
257,Wetland,Grassland,Water,Non_Wetland,Grassland
258,Wetland,Grassland,Water,Non_Wetland,Wetland
259,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
260,Wetland,Grassland,Water,Non_Wetland,Bareland
261,Wetland,Grassland,Water,Non_Wetland,Water
262,Wetland,Grassland,Water,Non_Wetland,Forest
263,Wetland,Wetland,NULL,Wetland,Grassland
264,Wetland,Wetland,NULL,Wetland,Wetland
265,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
266,Wetland,Wetland,NULL,Wetland,Bareland
267,Wetland,Wetland,NULL,Wetland,Built-up
268,Wetland,Wetland,NULL,Wetland,Water
269,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
270,Wetland,Wetland,NULL,Wetland,Forest
271,Wetland,Wetland,Non_Water,Wetland,Grassland
272,Wetland,Wetland,Non_Water,Wetland,Wetland
273,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
274,Wetland,Wetland,Non_Water,Wetland,Bareland
275,Wetland,Wetland,Non_Water,Wetland,Water
276,Wetland,Wetland,Non_Water,Wetland,Forest
277,Wetland,Wetland,Water,Wetland,Grassland
278,Wetland,Wetland,Water,Wetland,Wetland
279,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
280,Wetland,Wetland,Water,Wetland,Bareland
281,Wetland,Wetland,Water,Wetland,Built-up
282,Wetland,Wetland,Water,Wetland,Water
283,Wetland,Wetland,Water,Wetland,Forest
284,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
285,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
286,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
287,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
288,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
289,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
290,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
291,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
292,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
293,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
294,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
295,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
296,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
297,Wetland,Bareland,NULL,Non_Wetland,Grassland
298,Wetland,Bareland,NULL,Non_Wetland,Wetland
299,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
300,Wetland,Bareland,NULL,Non_Wetland,Bareland
301,Wetland,Bareland,NULL,Non_Wetland,Built-up
302,Wetland,Bareland,NULL,Non_Wetland,Water
303,Wetland,Bareland,NULL,Non_Wetland,Forest
304,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
305,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
306,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
307,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
308,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
309,Wetland,Bareland,Non_Water,Non_Wetland,Water
310,Wetland,Bareland,Non_Water,Non_Wetland,Forest
311,Wetland,Bareland,Water,Non_Wetland,Grassland
312,Wetland,Bareland,Water,Non_Wetland,Wetland
313,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
314,Wetland,Bareland,Water,Non_Wetland,Bareland
315,Wetland,Bareland,Water,Non_Wetland,Built-up
316,Wetland,Bareland,Water,Non_Wetland,Water
317,Wetland,Bareland,Water,Non_Wetland,Forest
318,Wetland,Built-up,NULL,Non_Wetland,Grassland
319,Wetland,Built-up,NULL,Non_Wetland,Wetland
320,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
321,Wetland,Built-up,NULL,Non_Wetland,Bareland
322,Wetland,Built-up,NULL,Non_Wetland,Built-up
323,Wetland,Built-up,NULL,Non_Wetland,Water
324,Wetland,Built-up,NULL,Non_Wetland,Forest
325,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
326,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
327,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
328,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
329,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
330,Wetland,Built-up,Non_Water,Non_Wetland,Water
331,Wetland,Built-up,Non_Water,Non_Wetland,Forest
332,Wetland,Built-up,Water,Non_Wetland,Grassland
333,Wetland,Built-up,Water,Non_Wetland,Wetland
334,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
335,Wetland,Built-up,Water,Non_Wetland,Bareland
336,Wetland,Built-up,Water,Non_Wetland,Built-up
337,Wetland,Built-up,Water,Non_Wetland,Water
338,Wetland,Built-up,Water,Non_Wetland,Forest
339,Wetland,Water,NULL,Water,Grassland
340,Wetland,Water,NULL,Water,Wetland
341,Wetland,Water,NULL,Water,Lichens_and_Mosses
342,Wetland,Water,NULL,Water,Bareland
343,Wetland,Water,NULL,Water,Built-up
344,Wetland,Water,NULL,Water,Water
345,Wetland,Water,NULL,Water,Forest
346,Wetland,Water,Non_Water,Water,Grassland
347,Wetland,Water,Non_Water,Water,Wetland
348,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
349,Wetland,Water,Non_Water,Water,Bareland
350,Wetland,Water,Non_Water,Water,Water
351,Wetland,Water,Non_Water,Water,Forest
352,Wetland,Water,Water,Water,Grassland
353,Wetland,Water,Water,Water,Wetland
354,Wetland,Water,Water,Water,Lichens_and_Mosses
355,Wetland,Water,Water,Water,Bareland
356,Wetland,Water,Water,Water,Built-up
357,Wetland,Water,Water,Water,Water
358,Wetland,Water,Water,Water,Forest
359,Wetland,Forest,NULL,Non_Wetland,NULL
360,Wetland,Forest,NULL,Non_Wetland,Grassland
361,Wetland,Forest,NULL,Non_Wetland,Wetland
362,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
363,Wetland,Forest,NULL,Non_Wetland,Bareland
364,Wetland,Forest,NULL,Non_Wetland,Built-up
365,Wetland,Forest,NULL,Non_Wetland,Water
366,Wetland,Forest,NULL,Non_Wetland,Forest
367,Wetland,Forest,Non_Water,Non_Wetland,Grassland
368,Wetland,Forest,Non_Water,Non_Wetland,Wetland
369,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
370,Wetland,Forest,Non_Water,Non_Wetland,Bareland
371,Wetland,Forest,Non_Water,Non_Wetland,Water
372,Wetland,Forest,Non_Water,Non_Wetland,Forest
373,Wetland,Forest,Water,Non_Wetland,Grassland
374,Wetland,Forest,Water,Non_Wetland,Wetland
375,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
376,Wetland,Forest,Water,Non_Wetland,Bareland
377,Wetland,Forest,Water,Non_Wetland,Water
378,Wetland,Forest,Water,Non_Wetland,Forest
379,Bareland,NULL,NULL,Non_Wetland,Grassland
380,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
381,Bareland,NULL,NULL,Non_Wetland,Bareland
382,Bareland,NULL,NULL,Non_Wetland,Water
383,Bareland,NULL,NULL,Non_Wetland,Forest
384,Bareland,NULL,Non_Water,Non_Wetland,Water
385,Bareland,NULL,Water,Non_Wetland,Water
386,Bareland,Shrubland,NULL,Non_Wetland,Grassland
387,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
388,Bareland,Shrubland,NULL,Non_Wetland,Bareland
389,Bareland,Shrubland,NULL,Non_Wetland,Water
390,Bareland,Shrubland,NULL,Non_Wetland,Forest
391,Bareland,Shrubland,Water,Non_Wetland,Bareland
392,Bareland,Shrubland,Water,Non_Wetland,Water
393,Bareland,Grassland,NULL,Non_Wetland,Grassland
394,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
395,Bareland,Grassland,NULL,Non_Wetland,Bareland
396,Bareland,Grassland,NULL,Non_Wetland,Water
397,Bareland,Grassland,NULL,Non_Wetland,Forest
398,Bareland,Wetland,NULL,Wetland,Grassland
399,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
400,Bareland,Wetland,NULL,Wetland,Bareland
401,Bareland,Wetland,NULL,Wetland,Built-up
402,Bareland,Wetland,NULL,Wetland,Water
403,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
404,Bareland,Wetland,NULL,Wetland,Forest
405,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
406,Bareland,Wetland,Non_Water,Wetland,Water
407,Bareland,Wetland,Non_Water,Wetland,Forest
408,Bareland,Wetland,Water,Wetland,Wetland
409,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
410,Bareland,Wetland,Water,Wetland,Bareland
411,Bareland,Wetland,Water,Wetland,Built-up
412,Bareland,Wetland,Water,Wetland,Water
413,Bareland,Wetland,Water,Wetland,Permanent_ice_and_snow
414,Bareland,Wetland,Water,Wetland,Forest
415,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
416,Bareland,Bareland,NULL,Non_Wetland,Grassland
417,Bareland,Bareland,NULL,Non_Wetland,Wetland
418,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
419,Bareland,Bareland,NULL,Non_Wetland,Bareland
420,Bareland,Bareland,NULL,Non_Wetland,Built-up
421,Bareland,Bareland,NULL,Non_Wetland,Water
422,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
423,Bareland,Bareland,NULL,Non_Wetland,Forest
424,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
425,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
426,Bareland,Bareland,Non_Water,Non_Wetland,Water
427,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
428,Bareland,Bareland,Water,Non_Wetland,Wetland
429,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
430,Bareland,Bareland,Water,Non_Wetland,Bareland
431,Bareland,Bareland,Water,Non_Wetland,Built-up
432,Bareland,Bareland,Water,Non_Wetland,Water
433,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
434,Bareland,Bareland,Water,Non_Wetland,Forest
435,Bareland,Built-up,NULL,Non_Wetland,Grassland
436,Bareland,Built-up,NULL,Non_Wetland,Wetland
437,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
438,Bareland,Built-up,NULL,Non_Wetland,Bareland
439,Bareland,Built-up,NULL,Non_Wetland,Built-up
440,Bareland,Built-up,NULL,Non_Wetland,Water
441,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
442,Bareland,Built-up,NULL,Non_Wetland,Forest
443,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
444,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
445,Bareland,Built-up,Non_Water,Non_Wetland,Water
446,Bareland,Built-up,Water,Non_Wetland,Wetland
447,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
448,Bareland,Built-up,Water,Non_Wetland,Bareland
449,Bareland,Built-up,Water,Non_Wetland,Built-up
450,Bareland,Built-up,Water,Non_Wetland,Water
451,Bareland,Water,NULL,Water,Lichens_and_Mosses
452,Bareland,Water,NULL,Water,Bareland
453,Bareland,Water,NULL,Water,Built-up
454,Bareland,Water,NULL,Water,Water
455,Bareland,Water,NULL,Water,Permanent_ice_and_snow
456,Bareland,Water,Non_Water,Water,Water
457,Bareland,Water,Water,Water,Lichens_and_Mosses
458,Bareland,Water,Water,Water,Bareland
459,Bareland,Water,Water,Water,Built-up
460,Bareland,Water,Water,Water,Water
461,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
462,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
463,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
464,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
465,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
466,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
