Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,SIBERIA_2024_WorldCover_2021_44VNM_M_R
270,Wetland,Forest,Water,Non_Wetland,Water
271,Wetland,Forest,Water,Non_Wetland,Forest
272,Bareland,NULL,NULL,Non_Wetland,Water
273,Bareland,NULL,NULL,Non_Wetland,Forest
274,Bareland,Grassland,NULL,Non_Wetland,Bareland
275,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
276,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
277,Bareland,Grassland,Water,Non_Wetland,Grassland
278,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
279,Bareland,Grassland,Water,Non_Wetland,Bareland
280,Bareland,Cropland,NULL,Non_Wetland,Grassland
281,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
282,Bareland,Cropland,NULL,Non_Wetland,Bareland
283,Bareland,Cropland,NULL,Non_Wetland,Water
284,Bareland,Cropland,NULL,Non_Wetland,Forest
285,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
286,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
287,Bareland,Cropland,Water,Non_Wetland,Grassland
288,Bareland,Cropland,Water,Non_Wetland,Lichens_and_Mosses
289,Bareland,Cropland,Water,Non_Wetland,Bareland
290,Bareland,Cropland,Water,Non_Wetland,Water
291,Bareland,Cropland,Water,Non_Wetland,Forest
292,Bareland,Wetland,NULL,Wetland,Grassland
293,Bareland,Wetland,NULL,Wetland,Wetland
294,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
295,Bareland,Wetland,NULL,Wetland,Bareland
296,Bareland,Wetland,NULL,Wetland,Water
297,Bareland,Wetland,NULL,Wetland,Forest
298,Bareland,Wetland,Non_Water,Wetland,Grassland
299,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
300,Bareland,Wetland,Non_Water,Wetland,Bareland
301,Bareland,Wetland,Non_Water,Wetland,Water
302,Bareland,Wetland,Water,Wetland,Grassland
303,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
304,Bareland,Wetland,Water,Wetland,Bareland
305,Bareland,Wetland,Water,Wetland,Water
306,Bareland,Wetland,Water,Wetland,Forest
307,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
308,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
309,Bareland,Bareland,NULL,Non_Wetland,Grassland
310,Bareland,Bareland,NULL,Non_Wetland,Bareland
311,Bareland,Bareland,NULL,Non_Wetland,Forest
312,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
313,Bareland,Bareland,Non_Water,Non_Wetland,Water
314,Bareland,Bareland,Water,Non_Wetland,Bareland
315,Bareland,Bareland,Water,Non_Wetland,Water
316,Bareland,Built-up,NULL,Non_Wetland,Grassland
317,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
318,Bareland,Built-up,NULL,Non_Wetland,Bareland
319,Bareland,Built-up,NULL,Non_Wetland,Forest
320,Bareland,Built-up,Water,Non_Wetland,Grassland
321,Bareland,Water,NULL,Water,Bareland
322,Bareland,Water,NULL,Water,Water
323,Bareland,Water,NULL,Water,Forest
324,Bareland,Water,Non_Water,Water,Grassland
325,Bareland,Water,Non_Water,Water,Bareland
326,Bareland,Water,Non_Water,Water,Water
327,Bareland,Water,Water,Water,Grassland
328,Bareland,Water,Water,Water,Lichens_and_Mosses
329,Bareland,Water,Water,Water,Bareland
330,Bareland,Water,Water,Water,Water
331,Bareland,Water,Water,Water,Forest
332,Bareland,Forest,NULL,Non_Wetland,Water
333,Bareland,Forest,NULL,Non_Wetland,Forest
334,Bareland,Forest,Non_Water,Non_Wetland,Water
335,Bareland,Forest,Water,Non_Wetland,Bareland
336,Bareland,Forest,Water,Non_Wetland,Water
337,Built-up,NULL,NULL,Non_Wetland,Grassland
338,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
339,Built-up,NULL,NULL,Non_Wetland,Forest
340,Built-up,Shrubland,NULL,Non_Wetland,Grassland
341,Built-up,Shrubland,NULL,Non_Wetland,Forest
342,Built-up,Grassland,NULL,Non_Wetland,Grassland
343,Built-up,Grassland,NULL,Non_Wetland,Bareland
344,Built-up,Grassland,NULL,Non_Wetland,Built-up
345,Built-up,Grassland,NULL,Non_Wetland,Forest
346,Built-up,Cropland,NULL,Non_Wetland,Grassland
347,Built-up,Cropland,NULL,Non_Wetland,Cropland
348,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
349,Built-up,Cropland,NULL,Non_Wetland,Bareland
350,Built-up,Cropland,NULL,Non_Wetland,Built-up
351,Built-up,Cropland,NULL,Non_Wetland,Water
352,Built-up,Cropland,NULL,Non_Wetland,Forest
353,Built-up,Cropland,Water,Non_Wetland,Forest
354,Built-up,Wetland,NULL,Wetland,Forest
355,Built-up,Wetland,Water,Wetland,Grassland
356,Built-up,Wetland,Water,Wetland,Bareland
357,Built-up,Bareland,NULL,Non_Wetland,Grassland
358,Built-up,Bareland,NULL,Non_Wetland,Built-up
359,Built-up,Bareland,NULL,Non_Wetland,Forest
360,Built-up,Bareland,Water,Non_Wetland,Grassland
361,Built-up,Built-up,NULL,Non_Wetland,Grassland
362,Built-up,Built-up,NULL,Non_Wetland,Bareland
363,Built-up,Built-up,NULL,Non_Wetland,Built-up
364,Built-up,Built-up,NULL,Non_Wetland,Forest
365,Built-up,Water,Water,Water,Forest
366,Built-up,Forest,NULL,Non_Wetland,Grassland
367,Built-up,Forest,NULL,Non_Wetland,Cropland
368,Built-up,Forest,NULL,Non_Wetland,Built-up
369,Built-up,Forest,NULL,Non_Wetland,Forest
370,Built-up,Forest,Water,Non_Wetland,Grassland
371,Built-up,Forest,Water,Non_Wetland,Forest
372,Water,NULL,NULL,Non_Wetland,Grassland
373,Water,NULL,NULL,Non_Wetland,Wetland
374,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
375,Water,NULL,NULL,Non_Wetland,Water
376,Water,NULL,NULL,Non_Wetland,Forest
377,Water,NULL,Non_Water,Non_Wetland,Grassland
378,Water,NULL,Non_Water,Non_Wetland,Water
379,Water,NULL,Non_Water,Non_Wetland,Forest
380,Water,NULL,Water,Non_Wetland,Grassland
381,Water,NULL,Water,Non_Wetland,Wetland
382,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
383,Water,NULL,Water,Non_Wetland,Bareland
384,Water,NULL,Water,Non_Wetland,Water
385,Water,NULL,Water,Non_Wetland,Forest
386,Water,Shrubland,NULL,Non_Wetland,Wetland
387,Water,Shrubland,NULL,Non_Wetland,Water
388,Water,Shrubland,NULL,Non_Wetland,Forest
389,Water,Shrubland,Non_Water,Non_Wetland,Bareland
390,Water,Shrubland,Non_Water,Non_Wetland,Water
391,Water,Shrubland,Non_Water,Non_Wetland,Forest
392,Water,Shrubland,Water,Non_Wetland,Grassland
393,Water,Shrubland,Water,Non_Wetland,Bareland
394,Water,Shrubland,Water,Non_Wetland,Water
395,Water,Shrubland,Water,Non_Wetland,Forest
396,Water,Grassland,NULL,Non_Wetland,Bareland
397,Water,Grassland,NULL,Non_Wetland,Water
398,Water,Grassland,NULL,Non_Wetland,Forest
399,Water,Grassland,Non_Water,Non_Wetland,Forest
400,Water,Grassland,Water,Non_Wetland,Grassland
401,Water,Grassland,Water,Non_Wetland,Wetland
402,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
403,Water,Grassland,Water,Non_Wetland,Bareland
404,Water,Grassland,Water,Non_Wetland,Water
405,Water,Cropland,NULL,Non_Wetland,Grassland
406,Water,Cropland,NULL,Non_Wetland,Cropland
407,Water,Cropland,NULL,Non_Wetland,Wetland
408,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
409,Water,Cropland,NULL,Non_Wetland,Bareland
410,Water,Cropland,NULL,Non_Wetland,Water
411,Water,Cropland,NULL,Non_Wetland,Forest
412,Water,Cropland,Non_Water,Non_Wetland,Grassland
413,Water,Cropland,Non_Water,Non_Wetland,Bareland
414,Water,Cropland,Non_Water,Non_Wetland,Water
415,Water,Cropland,Non_Water,Non_Wetland,Forest
416,Water,Cropland,Water,Non_Wetland,Grassland
417,Water,Cropland,Water,Non_Wetland,Wetland
418,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
419,Water,Cropland,Water,Non_Wetland,Bareland
420,Water,Cropland,Water,Non_Wetland,Water
421,Water,Cropland,Water,Non_Wetland,Forest
422,Water,Wetland,NULL,Wetland,NULL
423,Water,Wetland,NULL,Wetland,Grassland
424,Water,Wetland,NULL,Wetland,Cropland
425,Water,Wetland,NULL,Wetland,Wetland
426,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
427,Water,Wetland,NULL,Wetland,Bareland
428,Water,Wetland,NULL,Wetland,Water
429,Water,Wetland,NULL,Wetland,Forest
430,Water,Wetland,Non_Water,Wetland,NULL
431,Water,Wetland,Non_Water,Wetland,Grassland
432,Water,Wetland,Non_Water,Wetland,Wetland
433,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
434,Water,Wetland,Non_Water,Wetland,Bareland
435,Water,Wetland,Non_Water,Wetland,Water
436,Water,Wetland,Non_Water,Wetland,Forest
437,Water,Wetland,Water,Wetland,NULL
438,Water,Wetland,Water,Wetland,Grassland
439,Water,Wetland,Water,Wetland,Cropland
440,Water,Wetland,Water,Wetland,Wetland
441,Water,Wetland,Water,Wetland,Lichens_and_Mosses
442,Water,Wetland,Water,Wetland,Bareland
443,Water,Wetland,Water,Wetland,Water
444,Water,Wetland,Water,Wetland,Forest
445,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
446,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
447,Water,Bareland,NULL,Non_Wetland,NULL
448,Water,Bareland,NULL,Non_Wetland,Grassland
449,Water,Bareland,NULL,Non_Wetland,Wetland
450,Water,Bareland,NULL,Non_Wetland,Bareland
451,Water,Bareland,NULL,Non_Wetland,Water
452,Water,Bareland,NULL,Non_Wetland,Forest
453,Water,Bareland,Non_Water,Non_Wetland,Grassland
454,Water,Bareland,Non_Water,Non_Wetland,Wetland
455,Water,Bareland,Non_Water,Non_Wetland,Water
456,Water,Bareland,Non_Water,Non_Wetland,Forest
457,Water,Bareland,Water,Non_Wetland,Grassland
458,Water,Bareland,Water,Non_Wetland,Wetland
459,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
460,Water,Bareland,Water,Non_Wetland,Bareland
461,Water,Bareland,Water,Non_Wetland,Water
462,Water,Bareland,Water,Non_Wetland,Forest
463,Water,Built-up,NULL,Non_Wetland,Grassland
464,Water,Built-up,NULL,Non_Wetland,Bareland
465,Water,Built-up,NULL,Non_Wetland,Water
466,Water,Built-up,NULL,Non_Wetland,Forest
467,Water,Built-up,Non_Water,Non_Wetland,Grassland
468,Water,Built-up,Non_Water,Non_Wetland,Water
469,Water,Built-up,Water,Non_Wetland,Grassland
470,Water,Built-up,Water,Non_Wetland,Water
471,Water,Built-up,Water,Non_Wetland,Forest
472,Water,Water,NULL,Water,NULL
473,Water,Water,NULL,Water,Grassland
474,Water,Water,NULL,Water,Wetland
475,Water,Water,NULL,Water,Lichens_and_Mosses
476,Water,Water,NULL,Water,Bareland
477,Water,Water,NULL,Water,Water
478,Water,Water,NULL,Water,Forest
479,Water,Water,Non_Water,Water,Grassland
480,Water,Water,Non_Water,Water,Wetland
481,Water,Water,Non_Water,Water,Bareland
482,Water,Water,Non_Water,Water,Water
483,Water,Water,Non_Water,Water,Forest
484,Water,Water,Water,Water,NULL
485,Water,Water,Water,Water,Grassland
486,Water,Water,Water,Water,Cropland
487,Water,Water,Water,Water,Wetland
488,Water,Water,Water,Water,Lichens_and_Mosses
489,Water,Water,Water,Water,Bareland
490,Water,Water,Water,Water,Water
491,Water,Water,Water,Water,Forest
492,Water,Forest,NULL,Non_Wetland,NULL
493,Water,Forest,NULL,Non_Wetland,Grassland
494,Water,Forest,NULL,Non_Wetland,Wetland
495,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
496,Water,Forest,NULL,Non_Wetland,Bareland
497,Water,Forest,NULL,Non_Wetland,Water
498,Water,Forest,NULL,Non_Wetland,Forest
499,Water,Forest,Non_Water,Non_Wetland,NULL
500,Water,Forest,Non_Water,Non_Wetland,Grassland
501,Water,Forest,Non_Water,Non_Wetland,Wetland
502,Water,Forest,Non_Water,Non_Wetland,Water
503,Water,Forest,Non_Water,Non_Wetland,Forest
504,Water,Forest,Water,Non_Wetland,Grassland
505,Water,Forest,Water,Non_Wetland,Wetland
