Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,SIBERIA_2024_WorldCover_2021_42WXT_M_R
466,Bareland,Bareland,Water,Non_Wetland,Water
467,Bareland,Bareland,Water,Non_Wetland,Forest
468,Bareland,Built-up,NULL,Non_Wetland,Grassland
469,Bareland,Built-up,NULL,Non_Wetland,Wetland
470,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
471,Bareland,Built-up,NULL,Non_Wetland,Bareland
472,Bareland,Built-up,NULL,Non_Wetland,Built-up
473,Bareland,Built-up,NULL,Non_Wetland,Water
474,Bareland,Built-up,NULL,Non_Wetland,Forest
475,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
476,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
477,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
478,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
479,Bareland,Built-up,Non_Water,Non_Wetland,Water
480,Bareland,Built-up,Water,Non_Wetland,Grassland
481,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
482,Bareland,Built-up,Water,Non_Wetland,Bareland
483,Bareland,Built-up,Water,Non_Wetland,Built-up
484,Bareland,Built-up,Water,Non_Wetland,Water
485,Bareland,Built-up,Water,Non_Wetland,Forest
486,Bareland,Water,NULL,Water,Grassland
487,Bareland,Water,NULL,Water,Wetland
488,Bareland,Water,NULL,Water,Lichens_and_Mosses
489,Bareland,Water,NULL,Water,Bareland
490,Bareland,Water,NULL,Water,Built-up
491,Bareland,Water,NULL,Water,Water
492,Bareland,Water,NULL,Water,Forest
493,Bareland,Water,Non_Water,Water,Grassland
494,Bareland,Water,Non_Water,Water,Wetland
495,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
496,Bareland,Water,Non_Water,Water,Bareland
497,Bareland,Water,Non_Water,Water,Built-up
498,Bareland,Water,Non_Water,Water,Water
499,Bareland,Water,Non_Water,Water,Forest
500,Bareland,Water,Water,Water,Grassland
501,Bareland,Water,Water,Water,Wetland
502,Bareland,Water,Water,Water,Lichens_and_Mosses
503,Bareland,Water,Water,Water,Bareland
504,Bareland,Water,Water,Water,Water
505,Bareland,Water,Water,Water,Forest
506,Bareland,Forest,NULL,Non_Wetland,Grassland
507,Bareland,Forest,NULL,Non_Wetland,Wetland
508,Bareland,Forest,NULL,Non_Wetland,Bareland
509,Bareland,Forest,NULL,Non_Wetland,Built-up
510,Bareland,Forest,NULL,Non_Wetland,Water
511,Bareland,Forest,NULL,Non_Wetland,Forest
512,Bareland,Forest,Non_Water,Non_Wetland,Grassland
513,Bareland,Forest,Non_Water,Non_Wetland,Wetland
514,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
515,Bareland,Forest,Non_Water,Non_Wetland,Bareland
516,Bareland,Forest,Non_Water,Non_Wetland,Water
517,Bareland,Forest,Water,Non_Wetland,Grassland
518,Bareland,Forest,Water,Non_Wetland,Wetland
519,Bareland,Forest,Water,Non_Wetland,Bareland
520,Bareland,Forest,Water,Non_Wetland,Water
521,Bareland,Forest,Water,Non_Wetland,Forest
522,Built-up,NULL,NULL,Non_Wetland,Forest
523,Built-up,Shrubland,NULL,Non_Wetland,Grassland
524,Built-up,Shrubland,NULL,Non_Wetland,Bareland
525,Built-up,Shrubland,NULL,Non_Wetland,Built-up
526,Built-up,Shrubland,NULL,Non_Wetland,Forest
527,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
528,Built-up,Grassland,NULL,Non_Wetland,Grassland
529,Built-up,Grassland,NULL,Non_Wetland,Wetland
530,Built-up,Grassland,NULL,Non_Wetland,Bareland
531,Built-up,Grassland,NULL,Non_Wetland,Built-up
532,Built-up,Grassland,NULL,Non_Wetland,Water
533,Built-up,Grassland,NULL,Non_Wetland,Forest
534,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
535,Built-up,Grassland,Non_Water,Non_Wetland,Forest
536,Built-up,Grassland,Water,Non_Wetland,Wetland
537,Built-up,Wetland,NULL,Wetland,Grassland
538,Built-up,Wetland,NULL,Wetland,Wetland
539,Built-up,Wetland,NULL,Wetland,Bareland
540,Built-up,Wetland,NULL,Wetland,Built-up
541,Built-up,Wetland,NULL,Wetland,Water
542,Built-up,Wetland,NULL,Wetland,Forest
543,Built-up,Wetland,Non_Water,Wetland,Grassland
544,Built-up,Wetland,Non_Water,Wetland,Wetland
545,Built-up,Wetland,Non_Water,Wetland,Bareland
546,Built-up,Wetland,Non_Water,Wetland,Forest
547,Built-up,Wetland,Water,Wetland,Grassland
548,Built-up,Wetland,Water,Wetland,Wetland
549,Built-up,Wetland,Water,Wetland,Bareland
550,Built-up,Wetland,Water,Wetland,Built-up
551,Built-up,Wetland,Water,Wetland,Water
552,Built-up,Wetland,Water,Wetland,Forest
553,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
554,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
555,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
556,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
557,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
558,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
559,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
560,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
561,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
562,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
563,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
564,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
565,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
566,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
567,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
568,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
569,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
570,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
571,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
572,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
573,Built-up,Bareland,NULL,Non_Wetland,Grassland
574,Built-up,Bareland,NULL,Non_Wetland,Wetland
575,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
576,Built-up,Bareland,NULL,Non_Wetland,Bareland
577,Built-up,Bareland,NULL,Non_Wetland,Built-up
578,Built-up,Bareland,NULL,Non_Wetland,Water
579,Built-up,Bareland,NULL,Non_Wetland,Forest
580,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
581,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
582,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
583,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
584,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
585,Built-up,Bareland,Non_Water,Non_Wetland,Water
586,Built-up,Bareland,Non_Water,Non_Wetland,Forest
587,Built-up,Bareland,Water,Non_Wetland,Grassland
588,Built-up,Bareland,Water,Non_Wetland,Wetland
589,Built-up,Bareland,Water,Non_Wetland,Bareland
590,Built-up,Bareland,Water,Non_Wetland,Built-up
591,Built-up,Bareland,Water,Non_Wetland,Water
592,Built-up,Bareland,Water,Non_Wetland,Forest
593,Built-up,Built-up,NULL,Non_Wetland,Grassland
594,Built-up,Built-up,NULL,Non_Wetland,Wetland
595,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
596,Built-up,Built-up,NULL,Non_Wetland,Bareland
597,Built-up,Built-up,NULL,Non_Wetland,Built-up
598,Built-up,Built-up,NULL,Non_Wetland,Water
599,Built-up,Built-up,NULL,Non_Wetland,Forest
600,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
601,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
602,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
603,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
604,Built-up,Built-up,Non_Water,Non_Wetland,Water
605,Built-up,Built-up,Non_Water,Non_Wetland,Forest
606,Built-up,Built-up,Water,Non_Wetland,Grassland
607,Built-up,Built-up,Water,Non_Wetland,Bareland
608,Built-up,Built-up,Water,Non_Wetland,Built-up
609,Built-up,Built-up,Water,Non_Wetland,Water
610,Built-up,Built-up,Water,Non_Wetland,Forest
611,Built-up,Water,NULL,Water,Grassland
612,Built-up,Water,NULL,Water,Wetland
613,Built-up,Water,NULL,Water,Lichens_and_Mosses
614,Built-up,Water,NULL,Water,Bareland
615,Built-up,Water,NULL,Water,Built-up
616,Built-up,Water,NULL,Water,Water
617,Built-up,Water,NULL,Water,Forest
618,Built-up,Water,Non_Water,Water,Grassland
619,Built-up,Water,Non_Water,Water,Bareland
620,Built-up,Water,Non_Water,Water,Built-up
621,Built-up,Water,Non_Water,Water,Water
622,Built-up,Water,Non_Water,Water,Forest
623,Built-up,Water,Water,Water,Grassland
624,Built-up,Water,Water,Water,Wetland
625,Built-up,Water,Water,Water,Bareland
626,Built-up,Water,Water,Water,Built-up
627,Built-up,Water,Water,Water,Water
628,Built-up,Water,Water,Water,Forest
629,Built-up,Forest,NULL,Non_Wetland,Grassland
630,Built-up,Forest,NULL,Non_Wetland,Wetland
631,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
632,Built-up,Forest,NULL,Non_Wetland,Bareland
633,Built-up,Forest,NULL,Non_Wetland,Built-up
634,Built-up,Forest,NULL,Non_Wetland,Water
635,Built-up,Forest,NULL,Non_Wetland,Forest
636,Built-up,Forest,Non_Water,Non_Wetland,Grassland
637,Built-up,Forest,Non_Water,Non_Wetland,Wetland
638,Built-up,Forest,Non_Water,Non_Wetland,Water
639,Built-up,Forest,Non_Water,Non_Wetland,Forest
640,Built-up,Forest,Water,Non_Wetland,Grassland
641,Built-up,Forest,Water,Non_Wetland,Wetland
642,Built-up,Forest,Water,Non_Wetland,Water
643,Water,NULL,NULL,Non_Wetland,Grassland
644,Water,NULL,NULL,Non_Wetland,Wetland
645,Water,NULL,NULL,Non_Wetland,Water
646,Water,NULL,NULL,Non_Wetland,Forest
647,Water,NULL,Non_Water,Non_Wetland,Wetland
648,Water,NULL,Non_Water,Non_Wetland,Water
649,Water,NULL,Non_Water,Non_Wetland,Forest
650,Water,NULL,Water,Non_Wetland,Grassland
651,Water,NULL,Water,Non_Wetland,Wetland
652,Water,NULL,Water,Non_Wetland,Water
653,Water,NULL,Water,Non_Wetland,Forest
654,Water,Shrubland,NULL,Non_Wetland,Grassland
655,Water,Shrubland,NULL,Non_Wetland,Wetland
656,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
657,Water,Shrubland,NULL,Non_Wetland,Bareland
658,Water,Shrubland,NULL,Non_Wetland,Water
659,Water,Shrubland,NULL,Non_Wetland,Forest
660,Water,Shrubland,Non_Water,Non_Wetland,Grassland
661,Water,Shrubland,Non_Water,Non_Wetland,Wetland
662,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
663,Water,Shrubland,Non_Water,Non_Wetland,Bareland
664,Water,Shrubland,Non_Water,Non_Wetland,Water
665,Water,Shrubland,Non_Water,Non_Wetland,Forest
666,Water,Shrubland,Water,Non_Wetland,Grassland
667,Water,Shrubland,Water,Non_Wetland,Wetland
668,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
669,Water,Shrubland,Water,Non_Wetland,Bareland
670,Water,Shrubland,Water,Non_Wetland,Water
671,Water,Shrubland,Water,Non_Wetland,Forest
672,Water,Grassland,NULL,Non_Wetland,Grassland
673,Water,Grassland,NULL,Non_Wetland,Wetland
674,Water,Grassland,NULL,Non_Wetland,Bareland
675,Water,Grassland,NULL,Non_Wetland,Built-up
676,Water,Grassland,NULL,Non_Wetland,Water
677,Water,Grassland,NULL,Non_Wetland,Forest
678,Water,Grassland,Non_Water,Non_Wetland,Grassland
679,Water,Grassland,Non_Water,Non_Wetland,Wetland
680,Water,Grassland,Non_Water,Non_Wetland,Bareland
681,Water,Grassland,Non_Water,Non_Wetland,Water
682,Water,Grassland,Non_Water,Non_Wetland,Forest
683,Water,Grassland,Water,Non_Wetland,Grassland
684,Water,Grassland,Water,Non_Wetland,Wetland
685,Water,Grassland,Water,Non_Wetland,Bareland
686,Water,Grassland,Water,Non_Wetland,Water
687,Water,Grassland,Water,Non_Wetland,Forest
688,Water,Cropland,Non_Water,Non_Wetland,Water
689,Water,Wetland,NULL,Wetland,Grassland
690,Water,Wetland,NULL,Wetland,Wetland
691,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
692,Water,Wetland,NULL,Wetland,Bareland
693,Water,Wetland,NULL,Wetland,Built-up
694,Water,Wetland,NULL,Wetland,Water
695,Water,Wetland,NULL,Wetland,Forest
696,Water,Wetland,Non_Water,Wetland,Grassland
697,Water,Wetland,Non_Water,Wetland,Wetland
698,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
699,Water,Wetland,Non_Water,Wetland,Bareland
700,Water,Wetland,Non_Water,Wetland,Water
701,Water,Wetland,Non_Water,Wetland,Forest
702,Water,Wetland,Water,Wetland,Grassland
703,Water,Wetland,Water,Wetland,Wetland
704,Water,Wetland,Water,Wetland,Lichens_and_Mosses
705,Water,Wetland,Water,Wetland,Bareland
706,Water,Wetland,Water,Wetland,Built-up
707,Water,Wetland,Water,Wetland,Water
708,Water,Wetland,Water,Wetland,Forest
709,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
710,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
711,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
712,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
713,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
714,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
715,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
716,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
717,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
718,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
719,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
720,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
721,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
722,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
723,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
724,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
725,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
726,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up
727,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
728,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
729,Water,Bareland,NULL,Non_Wetland,Grassland
730,Water,Bareland,NULL,Non_Wetland,Wetland
731,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
732,Water,Bareland,NULL,Non_Wetland,Bareland
733,Water,Bareland,NULL,Non_Wetland,Built-up
734,Water,Bareland,NULL,Non_Wetland,Water
735,Water,Bareland,NULL,Non_Wetland,Forest
736,Water,Bareland,Non_Water,Non_Wetland,Grassland
737,Water,Bareland,Non_Water,Non_Wetland,Wetland
738,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
739,Water,Bareland,Non_Water,Non_Wetland,Bareland
740,Water,Bareland,Non_Water,Non_Wetland,Built-up
741,Water,Bareland,Non_Water,Non_Wetland,Water
742,Water,Bareland,Non_Water,Non_Wetland,Forest
743,Water,Bareland,Water,Non_Wetland,Grassland
744,Water,Bareland,Water,Non_Wetland,Wetland
745,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
746,Water,Bareland,Water,Non_Wetland,Bareland
747,Water,Bareland,Water,Non_Wetland,Built-up
748,Water,Bareland,Water,Non_Wetland,Water
749,Water,Bareland,Water,Non_Wetland,Forest
750,Water,Built-up,NULL,Non_Wetland,Grassland
751,Water,Built-up,NULL,Non_Wetland,Wetland
752,Water,Built-up,NULL,Non_Wetland,Bareland
753,Water,Built-up,NULL,Non_Wetland,Built-up
754,Water,Built-up,NULL,Non_Wetland,Water
755,Water,Built-up,NULL,Non_Wetland,Forest
756,Water,Built-up,Non_Water,Non_Wetland,Grassland
757,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
758,Water,Built-up,Non_Water,Non_Wetland,Bareland
759,Water,Built-up,Non_Water,Non_Wetland,Water
760,Water,Built-up,Non_Water,Non_Wetland,Forest
761,Water,Built-up,Water,Non_Wetland,Grassland
762,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
763,Water,Built-up,Water,Non_Wetland,Bareland
764,Water,Built-up,Water,Non_Wetland,Built-up
765,Water,Built-up,Water,Non_Wetland,Water
766,Water,Built-up,Water,Non_Wetland,Forest
767,Water,Water,NULL,Water,Grassland
768,Water,Water,NULL,Water,Wetland
769,Water,Water,NULL,Water,Lichens_and_Mosses
770,Water,Water,NULL,Water,Bareland
771,Water,Water,NULL,Water,Built-up
772,Water,Water,NULL,Water,Water
773,Water,Water,NULL,Water,Forest
774,Water,Water,Non_Water,Water,Grassland
775,Water,Water,Non_Water,Water,Wetland
776,Water,Water,Non_Water,Water,Lichens_and_Mosses
777,Water,Water,Non_Water,Water,Bareland
778,Water,Water,Non_Water,Water,Water
779,Water,Water,Non_Water,Water,Forest
780,Water,Water,Water,Water,Grassland
781,Water,Water,Water,Water,Wetland
782,Water,Water,Water,Water,Lichens_and_Mosses
783,Water,Water,Water,Water,Bareland
784,Water,Water,Water,Water,Built-up
785,Water,Water,Water,Water,Water
786,Water,Water,Water,Water,Forest
787,Water,Forest,NULL,Non_Wetland,Grassland
788,Water,Forest,NULL,Non_Wetland,Wetland
789,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
790,Water,Forest,NULL,Non_Wetland,Bareland
791,Water,Forest,NULL,Non_Wetland,Built-up
792,Water,Forest,NULL,Non_Wetland,Water
793,Water,Forest,NULL,Non_Wetland,Forest
794,Water,Forest,Non_Water,Non_Wetland,Grassland
795,Water,Forest,Non_Water,Non_Wetland,Wetland
796,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
797,Water,Forest,Non_Water,Non_Wetland,Bareland
798,Water,Forest,Non_Water,Non_Wetland,Water
799,Water,Forest,Non_Water,Non_Wetland,Forest
800,Water,Forest,Water,Non_Wetland,Grassland
801,Water,Forest,Water,Non_Wetland,Wetland
802,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
803,Water,Forest,Water,Non_Wetland,Bareland
804,Water,Forest,Water,Non_Wetland,Water
805,Water,Forest,Water,Non_Wetland,Forest
806,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
807,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
808,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
809,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
810,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
811,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
812,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
813,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
815,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
816,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
817,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
818,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
819,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
820,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
821,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
822,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
823,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
824,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
825,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
827,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
828,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
829,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
830,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
831,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
832,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
833,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
834,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
835,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
836,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
837,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
838,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
839,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
840,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
841,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
842,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
843,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
844,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
845,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
846,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
847,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
848,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
849,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
850,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
851,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
852,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
853,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
854,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
855,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
856,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
857,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
858,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
859,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
860,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
861,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
862,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
863,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
864,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
865,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
866,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
867,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
868,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
869,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
870,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
871,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
872,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
873,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
874,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
875,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
876,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
877,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
878,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
879,Permanent_ice_and_snow,Water,NULL,Water,Grassland
880,Permanent_ice_and_snow,Water,NULL,Water,Wetland
881,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
882,Permanent_ice_and_snow,Water,NULL,Water,Water
883,Permanent_ice_and_snow,Water,NULL,Water,Forest
884,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
885,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
886,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
887,Permanent_ice_and_snow,Water,Water,Water,Grassland
888,Permanent_ice_and_snow,Water,Water,Water,Wetland
889,Permanent_ice_and_snow,Water,Water,Water,Bareland
890,Permanent_ice_and_snow,Water,Water,Water,Water
891,Permanent_ice_and_snow,Water,Water,Water,Forest
892,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
893,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
894,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
895,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
896,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
897,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
898,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
899,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
900,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
901,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
902,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
903,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
904,Forest,NULL,NULL,Non_Wetland,NULL
905,Forest,NULL,NULL,Non_Wetland,Grassland
906,Forest,NULL,NULL,Non_Wetland,Wetland
907,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
908,Forest,NULL,NULL,Non_Wetland,Bareland
909,Forest,NULL,NULL,Non_Wetland,Built-up
910,Forest,NULL,NULL,Non_Wetland,Water
911,Forest,NULL,NULL,Non_Wetland,Forest
912,Forest,NULL,Non_Water,Non_Wetland,Grassland
913,Forest,NULL,Non_Water,Non_Wetland,Wetland
914,Forest,NULL,Non_Water,Non_Wetland,Water
915,Forest,NULL,Non_Water,Non_Wetland,Forest
916,Forest,NULL,Water,Non_Wetland,Grassland
917,Forest,NULL,Water,Non_Wetland,Wetland
918,Forest,NULL,Water,Non_Wetland,Bareland
919,Forest,NULL,Water,Non_Wetland,Water
920,Forest,NULL,Water,Non_Wetland,Forest
921,Forest,Shrubland,NULL,Non_Wetland,NULL
922,Forest,Shrubland,NULL,Non_Wetland,Grassland
923,Forest,Shrubland,NULL,Non_Wetland,Wetland
924,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
925,Forest,Shrubland,NULL,Non_Wetland,Bareland
926,Forest,Shrubland,NULL,Non_Wetland,Built-up
927,Forest,Shrubland,NULL,Non_Wetland,Water
928,Forest,Shrubland,NULL,Non_Wetland,Forest
929,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
930,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
