Value,SIBERIA_2024_ESA_CALU_2024_43WDQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_WorldCover_2021_43WDQ_M_R
411,NULL,Built-up,Wetland,NULL,Wetland,Bareland
412,NULL,Built-up,Wetland,NULL,Wetland,Built-up
413,NULL,Built-up,Wetland,NULL,Wetland,Water
414,NULL,Built-up,Wetland,NULL,Wetland,Forest
415,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
416,NULL,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
417,NULL,Built-up,Wetland,Water,Wetland,Water
418,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
419,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
420,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
421,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
422,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
423,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
424,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
425,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
426,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
427,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
428,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
429,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
430,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
431,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
433,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
434,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
435,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
436,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
437,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
438,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
439,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
440,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
441,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
442,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
443,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
444,NULL,Built-up,Bareland,Water,Non_Wetland,Water
445,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
453,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
454,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
455,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
456,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
457,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
458,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
459,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
460,NULL,Built-up,Water,NULL,Water,Grassland
461,NULL,Built-up,Water,NULL,Water,Wetland
462,NULL,Built-up,Water,NULL,Water,Bareland
463,NULL,Built-up,Water,Water,Water,Bareland
464,NULL,Built-up,Water,Water,Water,Water
465,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
466,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
467,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
468,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
469,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
470,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
471,NULL,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Water,NULL,NULL,Non_Wetland,Water
473,NULL,Water,NULL,NULL,Non_Wetland,Forest
474,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
475,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
476,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
477,NULL,Water,Shrubland,NULL,Non_Wetland,Water
478,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
479,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
480,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
481,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
482,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
483,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
484,NULL,Water,Shrubland,Water,Non_Wetland,Water
485,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
486,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
487,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
488,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
489,NULL,Water,Grassland,NULL,Non_Wetland,Water
490,NULL,Water,Grassland,NULL,Non_Wetland,Forest
491,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
492,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
493,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
494,NULL,Water,Grassland,Water,Non_Wetland,Grassland
495,NULL,Water,Grassland,Water,Non_Wetland,Wetland
496,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
497,NULL,Water,Grassland,Water,Non_Wetland,Water
498,NULL,Water,Grassland,Water,Non_Wetland,Forest
499,NULL,Water,Wetland,NULL,NULL,Wetland
500,NULL,Water,Wetland,NULL,NULL,Bareland
501,NULL,Water,Wetland,NULL,NULL,Water
502,NULL,Water,Wetland,NULL,Wetland,Grassland
503,NULL,Water,Wetland,NULL,Wetland,Wetland
504,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
505,NULL,Water,Wetland,NULL,Wetland,Bareland
506,NULL,Water,Wetland,NULL,Wetland,Water
507,NULL,Water,Wetland,NULL,Wetland,Forest
508,NULL,Water,Wetland,Non_Water,NULL,Wetland
509,NULL,Water,Wetland,Non_Water,NULL,Water
510,NULL,Water,Wetland,Non_Water,Wetland,Grassland
511,NULL,Water,Wetland,Non_Water,Wetland,Wetland
512,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
513,NULL,Water,Wetland,Non_Water,Wetland,Bareland
514,NULL,Water,Wetland,Non_Water,Wetland,Water
515,NULL,Water,Wetland,Non_Water,Wetland,Forest
516,NULL,Water,Wetland,Water,NULL,Wetland
517,NULL,Water,Wetland,Water,NULL,Bareland
518,NULL,Water,Wetland,Water,NULL,Water
519,NULL,Water,Wetland,Water,Wetland,Grassland
520,NULL,Water,Wetland,Water,Wetland,Wetland
521,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
522,NULL,Water,Wetland,Water,Wetland,Bareland
523,NULL,Water,Wetland,Water,Wetland,Water
524,NULL,Water,Wetland,Water,Wetland,Forest
525,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
526,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
527,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
528,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
529,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
530,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
531,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
532,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
533,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
535,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
536,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
537,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
538,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
539,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
540,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
541,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
542,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
543,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
544,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
545,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
546,NULL,Water,Bareland,NULL,Non_Wetland,Water
547,NULL,Water,Bareland,NULL,Non_Wetland,Forest
548,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
549,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
550,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
551,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
552,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
553,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
554,NULL,Water,Bareland,Water,Non_Wetland,Grassland
555,NULL,Water,Bareland,Water,Non_Wetland,Wetland
556,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
557,NULL,Water,Bareland,Water,Non_Wetland,Bareland
558,NULL,Water,Bareland,Water,Non_Wetland,Water
559,NULL,Water,Bareland,Water,Non_Wetland,Forest
560,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
561,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
562,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
563,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
564,NULL,Water,Built-up,NULL,Non_Wetland,Water
565,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
567,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
568,NULL,Water,Built-up,Water,Non_Wetland,Wetland
569,NULL,Water,Built-up,Water,Non_Wetland,Bareland
570,NULL,Water,Built-up,Water,Non_Wetland,Water
571,NULL,Water,Water,NULL,NULL,Wetland
572,NULL,Water,Water,NULL,NULL,Water
573,NULL,Water,Water,NULL,Water,Grassland
574,NULL,Water,Water,NULL,Water,Wetland
575,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
576,NULL,Water,Water,NULL,Water,Bareland
577,NULL,Water,Water,NULL,Water,Water
578,NULL,Water,Water,NULL,Water,Forest
579,NULL,Water,Water,Non_Water,NULL,Wetland
580,NULL,Water,Water,Non_Water,NULL,Water
581,NULL,Water,Water,Non_Water,Water,Grassland
582,NULL,Water,Water,Non_Water,Water,Wetland
583,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
584,NULL,Water,Water,Non_Water,Water,Bareland
585,NULL,Water,Water,Non_Water,Water,Water
586,NULL,Water,Water,Non_Water,Water,Forest
587,NULL,Water,Water,Water,NULL,Wetland
588,NULL,Water,Water,Water,NULL,Water
589,NULL,Water,Water,Water,Water,Grassland
590,NULL,Water,Water,Water,Water,Wetland
591,NULL,Water,Water,Water,Water,Lichens_and_Mosses
592,NULL,Water,Water,Water,Water,Bareland
593,NULL,Water,Water,Water,Water,Water
594,NULL,Water,Water,Water,Water,Forest
595,NULL,Water,Forest,NULL,Non_Wetland,Grassland
596,NULL,Water,Forest,NULL,Non_Wetland,Wetland
597,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
598,NULL,Water,Forest,NULL,Non_Wetland,Bareland
599,NULL,Water,Forest,NULL,Non_Wetland,Built-up
600,NULL,Water,Forest,NULL,Non_Wetland,Water
601,NULL,Water,Forest,NULL,Non_Wetland,Forest
602,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
603,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
604,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
605,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
606,NULL,Water,Forest,Non_Water,Non_Wetland,Water
607,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
608,NULL,Water,Forest,Water,Non_Wetland,Grassland
609,NULL,Water,Forest,Water,Non_Wetland,Wetland
610,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
611,NULL,Water,Forest,Water,Non_Wetland,Bareland
612,NULL,Water,Forest,Water,Non_Wetland,Water
613,NULL,Water,Forest,Water,Non_Wetland,Forest
614,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
615,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
616,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
617,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
618,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
619,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
620,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
621,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
622,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
623,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
624,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
625,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
626,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
627,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
628,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
629,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
630,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
631,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
632,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
633,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
634,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
635,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
636,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
637,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
638,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
639,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
640,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
641,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
642,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
643,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
644,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
645,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
646,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
647,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
648,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
649,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
650,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
651,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
652,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
653,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
654,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
655,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
656,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
657,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
658,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
659,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
660,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
661,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
662,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
663,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
664,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
665,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
666,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
667,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
668,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
669,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
670,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
671,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
672,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
673,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
674,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
675,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
676,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
677,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
678,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
679,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
680,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
681,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
682,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
683,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
684,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
687,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
688,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
689,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
690,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
691,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
692,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
693,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
694,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
695,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
696,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
697,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
698,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
699,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
700,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
701,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
702,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
703,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
704,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
705,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
706,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
707,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
708,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
709,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
710,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
711,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
712,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
713,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
714,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
715,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
716,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
717,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
718,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
719,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
720,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
721,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
722,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
723,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
724,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
725,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
726,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
727,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
728,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
729,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
730,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
731,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
732,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
733,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
734,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
735,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
736,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
737,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
738,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
739,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
740,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
741,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
742,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
743,NULL,Forest,NULL,NULL,Non_Wetland,Forest
744,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
745,NULL,Forest,NULL,Water,Non_Wetland,Forest
746,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
747,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
748,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
749,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
750,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
751,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
752,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
753,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
754,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
755,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
756,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
757,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
758,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
759,NULL,Forest,Grassland,NULL,Non_Wetland,Water
760,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
761,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
762,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
763,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
764,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
765,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
766,NULL,Forest,Grassland,Water,Non_Wetland,Water
767,NULL,Forest,Grassland,Water,Non_Wetland,Forest
768,NULL,Forest,Wetland,NULL,Wetland,Grassland
769,NULL,Forest,Wetland,NULL,Wetland,Wetland
770,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
771,NULL,Forest,Wetland,NULL,Wetland,Bareland
772,NULL,Forest,Wetland,NULL,Wetland,Built-up
773,NULL,Forest,Wetland,NULL,Wetland,Water
774,NULL,Forest,Wetland,NULL,Wetland,Forest
775,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
776,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
777,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
778,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
779,NULL,Forest,Wetland,Non_Water,Wetland,Water
780,NULL,Forest,Wetland,Non_Water,Wetland,Forest
781,NULL,Forest,Wetland,Water,Wetland,Grassland
782,NULL,Forest,Wetland,Water,Wetland,Wetland
783,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
784,NULL,Forest,Wetland,Water,Wetland,Bareland
785,NULL,Forest,Wetland,Water,Wetland,Water
786,NULL,Forest,Wetland,Water,Wetland,Forest
787,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
788,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
789,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
790,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
791,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
792,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
793,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
794,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
795,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
796,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
797,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
798,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
799,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
800,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
801,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
802,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
803,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
