Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,SIBERIA_2024_WorldCover_2021_45VUL_M_R
263,Wetland,Water,NULL,Water,Wetland
264,Wetland,Water,NULL,Water,Bareland
265,Wetland,Water,NULL,Water,Water
266,Wetland,Water,NULL,Water,Forest
267,Wetland,Water,Non_Water,Water,Wetland
268,Wetland,Water,Non_Water,Water,Water
269,Wetland,Water,Non_Water,Water,Forest
270,Wetland,Water,Water,Water,Grassland
271,Wetland,Water,Water,Water,Wetland
272,Wetland,Water,Water,Water,Lichens_and_Mosses
273,Wetland,Water,Water,Water,Bareland
274,Wetland,Water,Water,Water,Water
275,Wetland,Water,Water,Water,Forest
276,Wetland,Forest,NULL,Non_Wetland,NULL
277,Wetland,Forest,NULL,Non_Wetland,Grassland
278,Wetland,Forest,NULL,Non_Wetland,Wetland
279,Wetland,Forest,NULL,Non_Wetland,Bareland
280,Wetland,Forest,NULL,Non_Wetland,Water
281,Wetland,Forest,NULL,Non_Wetland,Forest
282,Wetland,Forest,Non_Water,Non_Wetland,Grassland
283,Wetland,Forest,Non_Water,Non_Wetland,Wetland
284,Wetland,Forest,Non_Water,Non_Wetland,Water
285,Wetland,Forest,Non_Water,Non_Wetland,Forest
286,Wetland,Forest,Water,Non_Wetland,Grassland
287,Wetland,Forest,Water,Non_Wetland,Wetland
288,Wetland,Forest,Water,Non_Wetland,Water
289,Wetland,Forest,Water,Non_Wetland,Forest
290,Bareland,NULL,NULL,Non_Wetland,Grassland
291,Bareland,NULL,NULL,Non_Wetland,Wetland
292,Bareland,NULL,NULL,Non_Wetland,Forest
293,Bareland,NULL,Water,Non_Wetland,Water
294,Bareland,Shrubland,NULL,Non_Wetland,Grassland
295,Bareland,Shrubland,NULL,Non_Wetland,Wetland
296,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
297,Bareland,Shrubland,Water,Non_Wetland,Bareland
298,Bareland,Shrubland,Water,Non_Wetland,Water
299,Bareland,Grassland,NULL,Non_Wetland,Grassland
300,Bareland,Grassland,NULL,Non_Wetland,Forest
301,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
302,Bareland,Wetland,NULL,Wetland,Grassland
303,Bareland,Wetland,NULL,Wetland,Wetland
304,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
305,Bareland,Wetland,NULL,Wetland,Bareland
306,Bareland,Wetland,NULL,Wetland,Water
307,Bareland,Wetland,NULL,Wetland,Forest
308,Bareland,Wetland,Non_Water,Wetland,Wetland
309,Bareland,Wetland,Non_Water,Wetland,Forest
310,Bareland,Wetland,Water,Wetland,Grassland
311,Bareland,Wetland,Water,Wetland,Wetland
312,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
313,Bareland,Wetland,Water,Wetland,Bareland
314,Bareland,Wetland,Water,Wetland,Water
315,Bareland,Wetland,Water,Wetland,Forest
316,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
317,Bareland,Bareland,NULL,Non_Wetland,Grassland
318,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
319,Bareland,Bareland,NULL,Non_Wetland,Bareland
320,Bareland,Bareland,NULL,Non_Wetland,Water
321,Bareland,Bareland,NULL,Non_Wetland,Forest
322,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
323,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
324,Bareland,Bareland,Water,Non_Wetland,Grassland
325,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
326,Bareland,Bareland,Water,Non_Wetland,Bareland
327,Bareland,Bareland,Water,Non_Wetland,Water
328,Bareland,Bareland,Water,Non_Wetland,Forest
329,Bareland,Built-up,NULL,Non_Wetland,Grassland
330,Bareland,Built-up,NULL,Non_Wetland,Bareland
331,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
332,Bareland,Built-up,Water,Non_Wetland,Bareland
333,Bareland,Water,NULL,Water,Lichens_and_Mosses
334,Bareland,Water,NULL,Water,Water
335,Bareland,Water,NULL,Water,Forest
336,Bareland,Water,Non_Water,Water,Forest
337,Bareland,Water,Water,Water,Grassland
338,Bareland,Water,Water,Water,Lichens_and_Mosses
339,Bareland,Water,Water,Water,Bareland
340,Bareland,Water,Water,Water,Water
341,Bareland,Water,Water,Water,Forest
342,Bareland,Forest,NULL,Non_Wetland,Grassland
343,Bareland,Forest,NULL,Non_Wetland,Water
344,Bareland,Forest,NULL,Non_Wetland,Forest
345,Bareland,Forest,Non_Water,Non_Wetland,Forest
346,Bareland,Forest,Water,Non_Wetland,Forest
347,Built-up,NULL,NULL,Non_Wetland,Forest
348,Built-up,Shrubland,NULL,Non_Wetland,Built-up
349,Built-up,Shrubland,NULL,Non_Wetland,Forest
350,Built-up,Grassland,NULL,Non_Wetland,Forest
351,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
352,Built-up,Wetland,NULL,Wetland,Grassland
353,Built-up,Wetland,NULL,Wetland,Forest
354,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
355,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
356,Built-up,Bareland,NULL,Non_Wetland,Grassland
357,Built-up,Bareland,NULL,Non_Wetland,Wetland
358,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
359,Built-up,Bareland,NULL,Non_Wetland,Bareland
360,Built-up,Bareland,NULL,Non_Wetland,Built-up
361,Built-up,Bareland,NULL,Non_Wetland,Forest
362,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
363,Built-up,Bareland,Non_Water,Non_Wetland,Forest
364,Built-up,Built-up,NULL,Non_Wetland,Grassland
365,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
366,Built-up,Built-up,NULL,Non_Wetland,Bareland
367,Built-up,Built-up,NULL,Non_Wetland,Built-up
368,Built-up,Built-up,NULL,Non_Wetland,Forest
369,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
370,Built-up,Built-up,Non_Water,Non_Wetland,Forest
371,Built-up,Forest,NULL,Non_Wetland,Built-up
372,Built-up,Forest,NULL,Non_Wetland,Forest
373,Built-up,Forest,Non_Water,Non_Wetland,Forest
374,Water,NULL,NULL,Non_Wetland,Grassland
375,Water,NULL,NULL,Non_Wetland,Wetland
376,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
377,Water,NULL,NULL,Non_Wetland,Bareland
378,Water,NULL,NULL,Non_Wetland,Water
379,Water,NULL,NULL,Non_Wetland,Forest
380,Water,NULL,Non_Water,Non_Wetland,Grassland
381,Water,NULL,Non_Water,Non_Wetland,Wetland
382,Water,NULL,Non_Water,Non_Wetland,Water
383,Water,NULL,Non_Water,Non_Wetland,Forest
384,Water,NULL,Water,Non_Wetland,Grassland
385,Water,NULL,Water,Non_Wetland,Wetland
386,Water,NULL,Water,Non_Wetland,Bareland
387,Water,NULL,Water,Non_Wetland,Water
388,Water,NULL,Water,Non_Wetland,Forest
389,Water,Shrubland,NULL,Non_Wetland,Grassland
390,Water,Shrubland,NULL,Non_Wetland,Wetland
391,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
392,Water,Shrubland,NULL,Non_Wetland,Bareland
393,Water,Shrubland,NULL,Non_Wetland,Water
394,Water,Shrubland,NULL,Non_Wetland,Forest
395,Water,Shrubland,Non_Water,Non_Wetland,Grassland
396,Water,Shrubland,Non_Water,Non_Wetland,Water
397,Water,Shrubland,Non_Water,Non_Wetland,Forest
398,Water,Shrubland,Water,Non_Wetland,Grassland
399,Water,Shrubland,Water,Non_Wetland,Wetland
400,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
401,Water,Shrubland,Water,Non_Wetland,Bareland
402,Water,Shrubland,Water,Non_Wetland,Water
403,Water,Shrubland,Water,Non_Wetland,Forest
404,Water,Grassland,NULL,Non_Wetland,Grassland
405,Water,Grassland,NULL,Non_Wetland,Water
406,Water,Grassland,NULL,Non_Wetland,Forest
407,Water,Grassland,Non_Water,Non_Wetland,Water
408,Water,Grassland,Non_Water,Non_Wetland,Forest
409,Water,Grassland,Water,Non_Wetland,Grassland
410,Water,Grassland,Water,Non_Wetland,Wetland
411,Water,Grassland,Water,Non_Wetland,Bareland
412,Water,Grassland,Water,Non_Wetland,Water
413,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
414,Water,Cropland,NULL,Non_Wetland,Bareland
415,Water,Cropland,Water,Non_Wetland,Water
416,Water,Wetland,NULL,Wetland,Grassland
417,Water,Wetland,NULL,Wetland,Wetland
418,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
419,Water,Wetland,NULL,Wetland,Bareland
420,Water,Wetland,NULL,Wetland,Water
421,Water,Wetland,NULL,Wetland,Forest
422,Water,Wetland,Non_Water,Wetland,Grassland
423,Water,Wetland,Non_Water,Wetland,Wetland
424,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
425,Water,Wetland,Non_Water,Wetland,Bareland
426,Water,Wetland,Non_Water,Wetland,Water
427,Water,Wetland,Non_Water,Wetland,Forest
428,Water,Wetland,Water,Wetland,Grassland
429,Water,Wetland,Water,Wetland,Wetland
430,Water,Wetland,Water,Wetland,Lichens_and_Mosses
431,Water,Wetland,Water,Wetland,Bareland
432,Water,Wetland,Water,Wetland,Water
433,Water,Wetland,Water,Wetland,Forest
434,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
435,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
436,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
437,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
438,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
439,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
440,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
441,Water,Bareland,NULL,Non_Wetland,Grassland
442,Water,Bareland,NULL,Non_Wetland,Wetland
443,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
444,Water,Bareland,NULL,Non_Wetland,Bareland
445,Water,Bareland,NULL,Non_Wetland,Built-up
446,Water,Bareland,NULL,Non_Wetland,Water
447,Water,Bareland,NULL,Non_Wetland,Forest
448,Water,Bareland,Non_Water,Non_Wetland,Grassland
449,Water,Bareland,Non_Water,Non_Wetland,Wetland
450,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
451,Water,Bareland,Non_Water,Non_Wetland,Bareland
452,Water,Bareland,Non_Water,Non_Wetland,Water
453,Water,Bareland,Non_Water,Non_Wetland,Forest
454,Water,Bareland,Water,Non_Wetland,Grassland
455,Water,Bareland,Water,Non_Wetland,Wetland
456,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
457,Water,Bareland,Water,Non_Wetland,Bareland
458,Water,Bareland,Water,Non_Wetland,Water
459,Water,Bareland,Water,Non_Wetland,Forest
460,Water,Built-up,NULL,Non_Wetland,Grassland
461,Water,Built-up,NULL,Non_Wetland,Wetland
462,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
463,Water,Built-up,NULL,Non_Wetland,Bareland
464,Water,Built-up,NULL,Non_Wetland,Water
465,Water,Built-up,NULL,Non_Wetland,Forest
466,Water,Built-up,Non_Water,Non_Wetland,Water
467,Water,Built-up,Non_Water,Non_Wetland,Forest
468,Water,Built-up,Water,Non_Wetland,Grassland
469,Water,Built-up,Water,Non_Wetland,Wetland
470,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
471,Water,Built-up,Water,Non_Wetland,Bareland
472,Water,Built-up,Water,Non_Wetland,Water
473,Water,Water,NULL,Water,Grassland
474,Water,Water,NULL,Water,Wetland
475,Water,Water,NULL,Water,Lichens_and_Mosses
476,Water,Water,NULL,Water,Bareland
477,Water,Water,NULL,Water,Water
478,Water,Water,NULL,Water,Forest
479,Water,Water,Non_Water,Water,Grassland
480,Water,Water,Non_Water,Water,Wetland
481,Water,Water,Non_Water,Water,Lichens_and_Mosses
482,Water,Water,Non_Water,Water,Water
483,Water,Water,Non_Water,Water,Forest
484,Water,Water,Water,Water,Grassland
485,Water,Water,Water,Water,Wetland
486,Water,Water,Water,Water,Lichens_and_Mosses
487,Water,Water,Water,Water,Bareland
488,Water,Water,Water,Water,Water
489,Water,Water,Water,Water,Forest
490,Water,Forest,NULL,Non_Wetland,Grassland
491,Water,Forest,NULL,Non_Wetland,Wetland
492,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
493,Water,Forest,NULL,Non_Wetland,Bareland
