Value,SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,SIBERIA_2024_WorldCover_2021_42WWB_M_R
409,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
410,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
411,NULL,Bareland,Forest,Water,Non_Wetland,Water
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
415,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
420,NULL,Built-up,Wetland,NULL,Wetland,Grassland
421,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
422,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
423,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
424,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
425,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
426,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
427,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
428,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
429,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
430,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
431,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
433,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
434,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
435,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
436,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
437,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
438,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
439,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
440,NULL,Built-up,Bareland,Water,Non_Wetland,Water
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
446,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
447,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
448,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
449,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
450,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
451,NULL,Built-up,Water,NULL,Water,Lichens_and_Mosses
452,NULL,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
453,NULL,Built-up,Water,Water,Water,Lichens_and_Mosses
454,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
455,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
456,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
457,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
458,NULL,Water,NULL,NULL,Non_Wetland,Grassland
459,NULL,Water,NULL,NULL,Non_Wetland,Wetland
460,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
461,NULL,Water,NULL,NULL,Non_Wetland,Water
462,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
463,NULL,Water,NULL,Non_Water,Non_Wetland,Water
464,NULL,Water,NULL,Water,Non_Wetland,Wetland
465,NULL,Water,NULL,Water,Non_Wetland,Water
466,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
467,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
468,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
469,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
470,NULL,Water,Shrubland,NULL,Non_Wetland,Water
471,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
472,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
473,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
474,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
475,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
476,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
477,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
478,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
479,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
480,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
481,NULL,Water,Shrubland,Water,Non_Wetland,Water
482,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
483,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
484,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
485,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
486,NULL,Water,Grassland,NULL,Non_Wetland,Water
487,NULL,Water,Grassland,NULL,Non_Wetland,Forest
488,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
489,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
490,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
491,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
492,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
493,NULL,Water,Grassland,Water,Non_Wetland,Grassland
494,NULL,Water,Grassland,Water,Non_Wetland,Wetland
495,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
496,NULL,Water,Grassland,Water,Non_Wetland,Water
497,NULL,Water,Wetland,NULL,NULL,Water
498,NULL,Water,Wetland,NULL,Wetland,Grassland
499,NULL,Water,Wetland,NULL,Wetland,Wetland
500,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
501,NULL,Water,Wetland,NULL,Wetland,Bareland
502,NULL,Water,Wetland,NULL,Wetland,Water
503,NULL,Water,Wetland,NULL,Wetland,Forest
504,NULL,Water,Wetland,Non_Water,NULL,Water
505,NULL,Water,Wetland,Non_Water,Wetland,Grassland
506,NULL,Water,Wetland,Non_Water,Wetland,Wetland
507,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
508,NULL,Water,Wetland,Non_Water,Wetland,Bareland
509,NULL,Water,Wetland,Non_Water,Wetland,Water
510,NULL,Water,Wetland,Non_Water,Wetland,Forest
511,NULL,Water,Wetland,Water,NULL,Water
512,NULL,Water,Wetland,Water,Wetland,Grassland
513,NULL,Water,Wetland,Water,Wetland,Wetland
514,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
515,NULL,Water,Wetland,Water,Wetland,Bareland
516,NULL,Water,Wetland,Water,Wetland,Water
517,NULL,Water,Wetland,Water,Wetland,Forest
518,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
519,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
520,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
522,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
523,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
525,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
526,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
527,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
528,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
529,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
530,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
531,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
532,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
533,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
534,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
535,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
536,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
537,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
538,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
539,NULL,Water,Bareland,NULL,Non_Wetland,Water
540,NULL,Water,Bareland,NULL,Non_Wetland,Forest
541,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
542,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
543,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
544,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
545,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
546,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
547,NULL,Water,Bareland,Water,Non_Wetland,Grassland
548,NULL,Water,Bareland,Water,Non_Wetland,Wetland
549,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
550,NULL,Water,Bareland,Water,Non_Wetland,Bareland
551,NULL,Water,Bareland,Water,Non_Wetland,Water
552,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
553,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
554,NULL,Water,Built-up,NULL,Non_Wetland,Water
555,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
556,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
557,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
558,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
559,NULL,Water,Built-up,Water,Non_Wetland,Grassland
560,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
561,NULL,Water,Built-up,Water,Non_Wetland,Water
562,NULL,Water,Water,NULL,Water,Grassland
563,NULL,Water,Water,NULL,Water,Wetland
564,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
565,NULL,Water,Water,NULL,Water,Bareland
566,NULL,Water,Water,NULL,Water,Water
567,NULL,Water,Water,NULL,Water,Forest
568,NULL,Water,Water,Non_Water,Water,Grassland
569,NULL,Water,Water,Non_Water,Water,Wetland
570,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
571,NULL,Water,Water,Non_Water,Water,Bareland
572,NULL,Water,Water,Non_Water,Water,Water
573,NULL,Water,Water,Non_Water,Water,Forest
574,NULL,Water,Water,Water,NULL,Wetland
575,NULL,Water,Water,Water,NULL,Water
576,NULL,Water,Water,Water,Water,Grassland
577,NULL,Water,Water,Water,Water,Wetland
578,NULL,Water,Water,Water,Water,Lichens_and_Mosses
579,NULL,Water,Water,Water,Water,Bareland
580,NULL,Water,Water,Water,Water,Built-up
581,NULL,Water,Water,Water,Water,Water
582,NULL,Water,Water,Water,Water,Forest
583,NULL,Water,Forest,NULL,Non_Wetland,Grassland
584,NULL,Water,Forest,NULL,Non_Wetland,Wetland
585,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
586,NULL,Water,Forest,NULL,Non_Wetland,Bareland
587,NULL,Water,Forest,NULL,Non_Wetland,Water
588,NULL,Water,Forest,NULL,Non_Wetland,Forest
589,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
590,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
591,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
592,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
593,NULL,Water,Forest,Non_Water,Non_Wetland,Water
594,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
595,NULL,Water,Forest,Water,Non_Wetland,Grassland
596,NULL,Water,Forest,Water,Non_Wetland,Wetland
597,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
598,NULL,Water,Forest,Water,Non_Wetland,Bareland
599,NULL,Water,Forest,Water,Non_Wetland,Water
600,NULL,Water,Forest,Water,Non_Wetland,Forest
601,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
602,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
603,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
604,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
605,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
606,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
607,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
608,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
609,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
610,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
611,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
612,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
613,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
614,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
615,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
616,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
617,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
618,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
619,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
620,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
621,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
622,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
623,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
624,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
625,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
626,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
627,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
628,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
629,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
630,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
631,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
632,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
633,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
634,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
635,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
636,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
637,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
638,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
639,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
640,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
641,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
642,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
643,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
644,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
645,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
646,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
647,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
648,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
649,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
650,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
651,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
652,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
653,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
654,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
655,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
656,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
657,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
658,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
659,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
660,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
661,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
662,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
663,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
664,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
665,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
666,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
667,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
668,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
669,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
670,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
671,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
672,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
673,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
674,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
675,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
676,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
677,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
678,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
679,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
680,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
681,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
682,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
683,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
684,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
685,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
686,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
687,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
688,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
689,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
690,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
691,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
692,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
693,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
694,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
695,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
696,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
697,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
698,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
699,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
700,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
701,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
702,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
703,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
704,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
705,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
706,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
707,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
708,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
709,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
710,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
711,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
712,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
713,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
714,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
715,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
716,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
717,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
718,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
719,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
720,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
721,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
722,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
723,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
724,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
725,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
726,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
727,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
728,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
729,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
730,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
731,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
732,NULL,Forest,NULL,Water,Non_Wetland,Wetland
733,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
734,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
735,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
736,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
737,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
738,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
739,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
740,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
741,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
742,NULL,Forest,Shrubland,Water,Non_Wetland,Water
743,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
744,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
745,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
746,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
747,NULL,Forest,Grassland,NULL,Non_Wetland,Water
748,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
749,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
750,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
751,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
752,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
753,NULL,Forest,Wetland,NULL,Wetland,Grassland
754,NULL,Forest,Wetland,NULL,Wetland,Wetland
755,NULL,Forest,Wetland,NULL,Wetland,Water
756,NULL,Forest,Wetland,NULL,Wetland,Forest
757,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
758,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
759,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
760,NULL,Forest,Wetland,Non_Water,Wetland,Water
761,NULL,Forest,Wetland,Non_Water,Wetland,Forest
762,NULL,Forest,Wetland,Water,Wetland,Wetland
763,NULL,Forest,Wetland,Water,Wetland,Forest
764,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
765,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
766,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
767,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
768,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
769,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
770,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
771,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
772,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
773,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
774,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
775,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
776,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
777,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
778,NULL,Forest,Bareland,NULL,Non_Wetland,Water
779,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
780,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
781,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
782,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
783,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
784,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
785,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
786,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
787,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
788,NULL,Forest,Water,NULL,Water,Wetland
789,NULL,Forest,Water,NULL,Water,Forest
790,NULL,Forest,Water,Non_Water,Water,Grassland
791,NULL,Forest,Water,Non_Water,Water,Wetland
792,NULL,Forest,Water,Water,Water,Water
793,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
794,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
795,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
796,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
797,NULL,Forest,Forest,NULL,Non_Wetland,Water
798,NULL,Forest,Forest,NULL,Non_Wetland,Forest
