Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VVL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VVL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VVL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VVL_M_R,SIBERIA_2024_WorldCover_2021_45VVL_M_R
273,Bareland,Bareland,Water,Non_Wetland,Water
274,Bareland,Bareland,Water,Non_Wetland,Forest
275,Bareland,Water,NULL,Water,Grassland
276,Bareland,Water,NULL,Water,Wetland
277,Bareland,Water,NULL,Water,Water
278,Bareland,Water,NULL,Water,Forest
279,Bareland,Water,Non_Water,Water,Bareland
280,Bareland,Water,Non_Water,Water,Water
281,Bareland,Water,Non_Water,Water,Forest
282,Bareland,Water,Water,Water,Wetland
283,Bareland,Water,Water,Water,Water
284,Bareland,Water,Water,Water,Forest
285,Bareland,Forest,NULL,Non_Wetland,Grassland
286,Bareland,Forest,NULL,Non_Wetland,Wetland
287,Bareland,Forest,NULL,Non_Wetland,Water
288,Bareland,Forest,NULL,Non_Wetland,Forest
289,Bareland,Forest,Non_Water,Non_Wetland,Water
290,Bareland,Forest,Non_Water,Non_Wetland,Forest
291,Bareland,Forest,Water,Non_Wetland,Grassland
292,Bareland,Forest,Water,Non_Wetland,Wetland
293,Bareland,Forest,Water,Non_Wetland,Water
294,Bareland,Forest,Water,Non_Wetland,Forest
295,Built-up,Shrubland,NULL,Non_Wetland,Forest
296,Built-up,Wetland,NULL,Wetland,Wetland
297,Built-up,Wetland,NULL,Wetland,Forest
298,Built-up,Bareland,NULL,Non_Wetland,Grassland
299,Built-up,Bareland,NULL,Non_Wetland,Forest
300,Built-up,Forest,NULL,Non_Wetland,Wetland
301,Built-up,Forest,NULL,Non_Wetland,Forest
302,Water,NULL,NULL,Non_Wetland,Grassland
303,Water,NULL,NULL,Non_Wetland,Wetland
304,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
305,Water,NULL,NULL,Non_Wetland,Bareland
306,Water,NULL,NULL,Non_Wetland,Water
307,Water,NULL,NULL,Non_Wetland,Forest
308,Water,NULL,Non_Water,Non_Wetland,Grassland
309,Water,NULL,Non_Water,Non_Wetland,Wetland
310,Water,NULL,Non_Water,Non_Wetland,Water
311,Water,NULL,Non_Water,Non_Wetland,Forest
312,Water,NULL,Water,Non_Wetland,Grassland
313,Water,NULL,Water,Non_Wetland,Wetland
314,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
315,Water,NULL,Water,Non_Wetland,Bareland
316,Water,NULL,Water,Non_Wetland,Water
317,Water,NULL,Water,Non_Wetland,Forest
318,Water,Shrubland,NULL,Non_Wetland,Grassland
319,Water,Shrubland,NULL,Non_Wetland,Wetland
320,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
321,Water,Shrubland,NULL,Non_Wetland,Bareland
322,Water,Shrubland,NULL,Non_Wetland,Water
323,Water,Shrubland,NULL,Non_Wetland,Forest
324,Water,Shrubland,Water,Non_Wetland,Grassland
325,Water,Shrubland,Water,Non_Wetland,Wetland
326,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
327,Water,Shrubland,Water,Non_Wetland,Bareland
328,Water,Shrubland,Water,Non_Wetland,Water
329,Water,Shrubland,Water,Non_Wetland,Forest
330,Water,Grassland,NULL,Non_Wetland,Grassland
331,Water,Grassland,NULL,Non_Wetland,Wetland
332,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
333,Water,Grassland,NULL,Non_Wetland,Water
334,Water,Grassland,NULL,Non_Wetland,Forest
335,Water,Grassland,Non_Water,Non_Wetland,Grassland
336,Water,Grassland,Non_Water,Non_Wetland,Forest
337,Water,Grassland,Water,Non_Wetland,Grassland
338,Water,Grassland,Water,Non_Wetland,Wetland
339,Water,Grassland,Water,Non_Wetland,Water
340,Water,Grassland,Water,Non_Wetland,Forest
341,Water,Wetland,NULL,Wetland,NULL
342,Water,Wetland,NULL,Wetland,Grassland
343,Water,Wetland,NULL,Wetland,Wetland
344,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
345,Water,Wetland,NULL,Wetland,Bareland
346,Water,Wetland,NULL,Wetland,Water
347,Water,Wetland,NULL,Wetland,Forest
348,Water,Wetland,Non_Water,Wetland,Grassland
349,Water,Wetland,Non_Water,Wetland,Wetland
350,Water,Wetland,Non_Water,Wetland,Water
351,Water,Wetland,Non_Water,Wetland,Forest
352,Water,Wetland,Water,Wetland,Grassland
353,Water,Wetland,Water,Wetland,Wetland
354,Water,Wetland,Water,Wetland,Lichens_and_Mosses
355,Water,Wetland,Water,Wetland,Bareland
356,Water,Wetland,Water,Wetland,Water
357,Water,Wetland,Water,Wetland,Forest
358,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
359,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
360,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
361,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
362,Water,Bareland,NULL,Non_Wetland,Grassland
363,Water,Bareland,NULL,Non_Wetland,Wetland
364,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
365,Water,Bareland,NULL,Non_Wetland,Bareland
366,Water,Bareland,NULL,Non_Wetland,Water
367,Water,Bareland,NULL,Non_Wetland,Forest
368,Water,Bareland,Non_Water,Non_Wetland,Bareland
369,Water,Bareland,Non_Water,Non_Wetland,Water
370,Water,Bareland,Non_Water,Non_Wetland,Forest
371,Water,Bareland,Water,Non_Wetland,Grassland
372,Water,Bareland,Water,Non_Wetland,Wetland
373,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
374,Water,Bareland,Water,Non_Wetland,Bareland
375,Water,Bareland,Water,Non_Wetland,Water
376,Water,Bareland,Water,Non_Wetland,Forest
377,Water,Built-up,NULL,Non_Wetland,Grassland
378,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
379,Water,Built-up,NULL,Non_Wetland,Water
380,Water,Built-up,NULL,Non_Wetland,Forest
381,Water,Built-up,Water,Non_Wetland,Grassland
382,Water,Built-up,Water,Non_Wetland,Water
383,Water,Built-up,Water,Non_Wetland,Forest
384,Water,Water,NULL,Water,Grassland
385,Water,Water,NULL,Water,Wetland
386,Water,Water,NULL,Water,Lichens_and_Mosses
387,Water,Water,NULL,Water,Bareland
388,Water,Water,NULL,Water,Water
389,Water,Water,NULL,Water,Forest
390,Water,Water,Non_Water,Water,Wetland
391,Water,Water,Non_Water,Water,Bareland
392,Water,Water,Non_Water,Water,Water
393,Water,Water,Non_Water,Water,Forest
394,Water,Water,Water,Water,Grassland
395,Water,Water,Water,Water,Wetland
396,Water,Water,Water,Water,Lichens_and_Mosses
397,Water,Water,Water,Water,Bareland
398,Water,Water,Water,Water,Water
399,Water,Water,Water,Water,Forest
400,Water,Forest,NULL,Non_Wetland,NULL
401,Water,Forest,NULL,Non_Wetland,Grassland
402,Water,Forest,NULL,Non_Wetland,Wetland
403,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
404,Water,Forest,NULL,Non_Wetland,Water
405,Water,Forest,NULL,Non_Wetland,Forest
406,Water,Forest,Non_Water,Non_Wetland,Grassland
407,Water,Forest,Non_Water,Non_Wetland,Wetland
408,Water,Forest,Non_Water,Non_Wetland,Water
409,Water,Forest,Non_Water,Non_Wetland,Forest
410,Water,Forest,Water,Non_Wetland,Grassland
411,Water,Forest,Water,Non_Wetland,Wetland
412,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
413,Water,Forest,Water,Non_Wetland,Bareland
414,Water,Forest,Water,Non_Wetland,Water
415,Water,Forest,Water,Non_Wetland,Forest
416,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
417,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
418,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
419,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
420,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
421,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
422,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
423,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
424,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
425,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
426,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
427,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
428,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
429,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
430,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
431,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
432,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
433,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
434,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
435,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
436,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
437,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
438,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
439,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
440,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
441,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
442,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
443,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
444,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
445,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
446,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
447,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
448,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
449,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
450,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
451,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
452,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
453,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
454,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
455,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
456,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
457,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
458,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
459,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
460,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
461,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
462,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
463,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
464,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
465,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
466,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
467,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
468,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
469,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
470,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
471,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
472,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
473,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
474,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
475,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
476,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
477,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
478,Permanent_ice_and_snow,Water,NULL,Water,Grassland
479,Permanent_ice_and_snow,Water,NULL,Water,Wetland
480,Permanent_ice_and_snow,Water,NULL,Water,Water
481,Permanent_ice_and_snow,Water,NULL,Water,Forest
482,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
483,Permanent_ice_and_snow,Water,Non_Water,Water,Water
484,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
485,Permanent_ice_and_snow,Water,Water,Water,Grassland
486,Permanent_ice_and_snow,Water,Water,Water,Wetland
487,Permanent_ice_and_snow,Water,Water,Water,Bareland
488,Permanent_ice_and_snow,Water,Water,Water,Water
