Value,SIBERIA_2024_ESA_CALU_2024_41WNT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNT_M_R,SIBERIA_2024_WorldCover_2021_41WNT_M_R
114,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
115,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
116,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
117,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
118,NULL,NULL,Water,NULL,NULL,NULL
119,NULL,NULL,Water,NULL,NULL,Water
120,NULL,NULL,Water,NULL,Water,Grassland
121,NULL,NULL,Water,NULL,Water,Wetland
122,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
123,NULL,NULL,Water,NULL,Water,Bareland
124,NULL,NULL,Water,NULL,Water,Water
125,NULL,NULL,Water,Non_Water,Water,Grassland
126,NULL,NULL,Water,Non_Water,Water,Wetland
127,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
128,NULL,NULL,Water,Non_Water,Water,Bareland
129,NULL,NULL,Water,Non_Water,Water,Water
130,NULL,NULL,Water,Water,NULL,NULL
131,NULL,NULL,Water,Water,NULL,Water
132,NULL,NULL,Water,Water,Water,Grassland
133,NULL,NULL,Water,Water,Water,Wetland
134,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
135,NULL,NULL,Water,Water,Water,Bareland
136,NULL,NULL,Water,Water,Water,Water
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL
138,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
139,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
140,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
141,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
142,NULL,NULL,Forest,NULL,Non_Wetland,Water
143,NULL,NULL,Forest,NULL,Non_Wetland,Forest
144,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
145,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
146,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
147,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
148,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
150,NULL,NULL,Forest,Water,Non_Wetland,Grassland
151,NULL,NULL,Forest,Water,Non_Wetland,Wetland
152,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
153,NULL,NULL,Forest,Water,Non_Wetland,Bareland
154,NULL,NULL,Forest,Water,Non_Wetland,Water
155,NULL,NULL,Forest,Water,Non_Wetland,Forest
156,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
157,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
158,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
159,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
160,NULL,Wetland,NULL,NULL,Non_Wetland,Water
161,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
162,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
163,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
164,NULL,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
165,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
166,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
167,NULL,Wetland,NULL,Water,Non_Wetland,NULL
168,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
169,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
170,NULL,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
171,NULL,Wetland,NULL,Water,Non_Wetland,Bareland
172,NULL,Wetland,NULL,Water,Non_Wetland,Water
173,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
174,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
175,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
176,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
177,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
178,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
179,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
180,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
181,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
182,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
183,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
184,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
185,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
186,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
187,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
188,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
189,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
190,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
191,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
192,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
193,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
194,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
195,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
196,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
197,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
198,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
199,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
200,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
201,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
202,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
203,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
204,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
205,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
206,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
207,NULL,Wetland,Grassland,Water,Non_Wetland,Water
208,NULL,Wetland,Wetland,NULL,Wetland,NULL
209,NULL,Wetland,Wetland,NULL,Wetland,Grassland
210,NULL,Wetland,Wetland,NULL,Wetland,Wetland
211,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
212,NULL,Wetland,Wetland,NULL,Wetland,Bareland
213,NULL,Wetland,Wetland,NULL,Wetland,Water
214,NULL,Wetland,Wetland,NULL,Wetland,Forest
215,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
216,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
217,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
218,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
219,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
220,NULL,Wetland,Wetland,Non_Water,Wetland,Water
221,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
222,NULL,Wetland,Wetland,Water,Wetland,NULL
223,NULL,Wetland,Wetland,Water,Wetland,Grassland
224,NULL,Wetland,Wetland,Water,Wetland,Wetland
225,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
226,NULL,Wetland,Wetland,Water,Wetland,Bareland
227,NULL,Wetland,Wetland,Water,Wetland,Water
228,NULL,Wetland,Wetland,Water,Wetland,Forest
229,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
230,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
231,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
232,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
233,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
234,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
235,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
236,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
237,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
238,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
239,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
240,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
241,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
242,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
243,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
244,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
245,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
246,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
247,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
248,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
249,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
250,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
251,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
252,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
253,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
254,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
255,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
256,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
257,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
258,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
259,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
260,NULL,Wetland,Bareland,Water,Non_Wetland,Water
261,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
262,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
263,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
264,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
265,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
266,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
267,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
268,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
269,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
270,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
271,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
272,NULL,Wetland,Built-up,Water,Non_Wetland,Water
273,NULL,Wetland,Water,NULL,Water,NULL
274,NULL,Wetland,Water,NULL,Water,Grassland
275,NULL,Wetland,Water,NULL,Water,Wetland
276,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
277,NULL,Wetland,Water,NULL,Water,Bareland
278,NULL,Wetland,Water,NULL,Water,Water
279,NULL,Wetland,Water,NULL,Water,Forest
280,NULL,Wetland,Water,Non_Water,Water,Grassland
281,NULL,Wetland,Water,Non_Water,Water,Wetland
282,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
283,NULL,Wetland,Water,Non_Water,Water,Bareland
284,NULL,Wetland,Water,Non_Water,Water,Water
285,NULL,Wetland,Water,Water,NULL,Water
286,NULL,Wetland,Water,Water,Water,NULL
287,NULL,Wetland,Water,Water,Water,Grassland
288,NULL,Wetland,Water,Water,Water,Wetland
289,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
290,NULL,Wetland,Water,Water,Water,Bareland
291,NULL,Wetland,Water,Water,Water,Water
292,NULL,Wetland,Water,Water,Water,Forest
293,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
294,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
295,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
296,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
297,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
298,NULL,Wetland,Forest,NULL,Non_Wetland,Water
299,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
300,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
301,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
302,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
303,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
304,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
305,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
306,NULL,Wetland,Forest,Water,Non_Wetland,NULL
307,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
308,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
309,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
310,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
311,NULL,Wetland,Forest,Water,Non_Wetland,Water
312,NULL,Bareland,NULL,Non_Water,Non_Wetland,Water
313,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
314,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
315,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
316,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
317,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
318,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
319,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
320,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
321,NULL,Bareland,Wetland,NULL,Wetland,Wetland
322,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
323,NULL,Bareland,Wetland,NULL,Wetland,Bareland
324,NULL,Bareland,Wetland,NULL,Wetland,Water
325,NULL,Bareland,Wetland,Non_Water,NULL,Bareland
326,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
327,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
328,NULL,Bareland,Wetland,Non_Water,Wetland,Water
329,NULL,Bareland,Wetland,Water,NULL,Bareland
330,NULL,Bareland,Wetland,Water,NULL,Water
331,NULL,Bareland,Wetland,Water,Wetland,Wetland
332,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
333,NULL,Bareland,Wetland,Water,Wetland,Bareland
334,NULL,Bareland,Wetland,Water,Wetland,Water
335,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
336,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
337,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
338,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
339,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
340,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
341,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
342,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
343,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
344,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
345,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
346,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
347,NULL,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
348,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
349,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
350,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
351,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
352,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
353,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
354,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
355,NULL,Bareland,Bareland,Water,Non_Wetland,Water
356,NULL,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
357,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
358,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
359,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
360,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
361,NULL,Bareland,Water,NULL,Water,Bareland
362,NULL,Bareland,Water,NULL,Water,Water
363,NULL,Bareland,Water,Non_Water,Water,Bareland
364,NULL,Bareland,Water,Non_Water,Water,Water
365,NULL,Bareland,Water,Water,NULL,Water
366,NULL,Bareland,Water,Water,Water,Grassland
367,NULL,Bareland,Water,Water,Water,Bareland
368,NULL,Bareland,Water,Water,Water,Water
369,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
370,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
371,NULL,Bareland,Forest,NULL,Non_Wetland,Water
372,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
373,NULL,Bareland,Forest,Water,Non_Wetland,Water
374,NULL,Water,NULL,NULL,Non_Wetland,Grassland
375,NULL,Water,NULL,NULL,Non_Wetland,Wetland
376,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
377,NULL,Water,NULL,NULL,Non_Wetland,Bareland
378,NULL,Water,NULL,NULL,Non_Wetland,Water
379,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
380,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
381,NULL,Water,NULL,Non_Water,Non_Wetland,Water
382,NULL,Water,NULL,Water,Non_Wetland,Wetland
383,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
384,NULL,Water,NULL,Water,Non_Wetland,Bareland
385,NULL,Water,NULL,Water,Non_Wetland,Water
386,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
387,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
388,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
389,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
390,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
391,NULL,Water,Shrubland,NULL,Non_Wetland,Water
392,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
393,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
394,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
395,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
396,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
397,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
398,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
399,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
400,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
401,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
402,NULL,Water,Shrubland,Water,Non_Wetland,Water
403,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
404,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
405,NULL,Water,Grassland,NULL,Non_Wetland,Water
406,NULL,Water,Grassland,Water,Non_Wetland,Wetland
407,NULL,Water,Grassland,Water,Non_Wetland,Water
408,NULL,Water,Wetland,NULL,NULL,Bareland
409,NULL,Water,Wetland,NULL,NULL,Water
410,NULL,Water,Wetland,NULL,Wetland,NULL
411,NULL,Water,Wetland,NULL,Wetland,Grassland
412,NULL,Water,Wetland,NULL,Wetland,Wetland
413,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
414,NULL,Water,Wetland,NULL,Wetland,Bareland
415,NULL,Water,Wetland,NULL,Wetland,Water
416,NULL,Water,Wetland,NULL,Wetland,Forest
417,NULL,Water,Wetland,Non_Water,NULL,Bareland
