Value,SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,SIBERIA_2024_WorldCover_2021_44XNH_M_R
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
189,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
190,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
191,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
192,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
193,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
194,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
195,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
196,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
197,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
198,NULL,Bareland,Wetland,NULL,NULL,Grassland
199,NULL,Bareland,Wetland,NULL,NULL,Wetland
200,NULL,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
201,NULL,Bareland,Wetland,NULL,NULL,Bareland
202,NULL,Bareland,Wetland,NULL,NULL,Water
203,NULL,Bareland,Wetland,NULL,Wetland,Grassland
204,NULL,Bareland,Wetland,NULL,Wetland,Wetland
205,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
206,NULL,Bareland,Wetland,NULL,Wetland,Bareland
207,NULL,Bareland,Wetland,NULL,Wetland,Water
208,NULL,Bareland,Wetland,Non_Water,NULL,Lichens_and_Mosses
209,NULL,Bareland,Wetland,Non_Water,NULL,Bareland
210,NULL,Bareland,Wetland,Non_Water,NULL,Water
211,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
212,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
213,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
214,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
215,NULL,Bareland,Wetland,Non_Water,Wetland,Water
216,NULL,Bareland,Wetland,Water,NULL,Bareland
217,NULL,Bareland,Wetland,Water,NULL,Water
218,NULL,Bareland,Wetland,Water,Wetland,Grassland
219,NULL,Bareland,Wetland,Water,Wetland,Wetland
220,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
221,NULL,Bareland,Wetland,Water,Wetland,Bareland
222,NULL,Bareland,Wetland,Water,Wetland,Water
223,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
224,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
225,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
226,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
227,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
228,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
229,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
230,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
231,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
232,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
233,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
234,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
235,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
236,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
237,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
238,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
239,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
240,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
241,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
242,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
243,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
244,NULL,Bareland,Bareland,Water,Non_Wetland,Water
245,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
246,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
247,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
248,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
249,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
250,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
251,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
252,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
253,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
254,NULL,Bareland,Built-up,Water,Non_Wetland,Water
255,NULL,Bareland,Water,NULL,NULL,Bareland
256,NULL,Bareland,Water,NULL,NULL,Water
257,NULL,Bareland,Water,NULL,Water,Grassland
258,NULL,Bareland,Water,NULL,Water,Wetland
259,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
260,NULL,Bareland,Water,NULL,Water,Bareland
261,NULL,Bareland,Water,NULL,Water,Water
262,NULL,Bareland,Water,Non_Water,NULL,Water
263,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
264,NULL,Bareland,Water,Non_Water,Water,Bareland
265,NULL,Bareland,Water,Non_Water,Water,Water
266,NULL,Bareland,Water,Water,NULL,Bareland
267,NULL,Bareland,Water,Water,NULL,Water
268,NULL,Bareland,Water,Water,Water,Grassland
269,NULL,Bareland,Water,Water,Water,Wetland
270,NULL,Bareland,Water,Water,Water,Bareland
271,NULL,Bareland,Water,Water,Water,Water
272,NULL,Water,NULL,NULL,Non_Wetland,Water
273,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
274,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
275,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
276,NULL,Water,Shrubland,NULL,Non_Wetland,Water
277,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
278,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
279,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
280,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
281,NULL,Water,Shrubland,Water,Non_Wetland,Water
282,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
283,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
284,NULL,Water,Wetland,NULL,NULL,Grassland
285,NULL,Water,Wetland,NULL,NULL,Wetland
286,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
287,NULL,Water,Wetland,NULL,NULL,Bareland
288,NULL,Water,Wetland,NULL,NULL,Water
289,NULL,Water,Wetland,NULL,Wetland,Grassland
290,NULL,Water,Wetland,NULL,Wetland,Wetland
291,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
292,NULL,Water,Wetland,NULL,Wetland,Bareland
293,NULL,Water,Wetland,NULL,Wetland,Water
294,NULL,Water,Wetland,NULL,Wetland,Forest
295,NULL,Water,Wetland,Non_Water,NULL,Grassland
296,NULL,Water,Wetland,Non_Water,NULL,Bareland
297,NULL,Water,Wetland,Non_Water,NULL,Water
298,NULL,Water,Wetland,Non_Water,Wetland,Grassland
299,NULL,Water,Wetland,Non_Water,Wetland,Wetland
300,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
301,NULL,Water,Wetland,Non_Water,Wetland,Bareland
302,NULL,Water,Wetland,Non_Water,Wetland,Water
303,NULL,Water,Wetland,Water,NULL,Grassland
304,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
305,NULL,Water,Wetland,Water,NULL,Bareland
306,NULL,Water,Wetland,Water,NULL,Water
307,NULL,Water,Wetland,Water,Wetland,Grassland
308,NULL,Water,Wetland,Water,Wetland,Wetland
309,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
310,NULL,Water,Wetland,Water,Wetland,Bareland
311,NULL,Water,Wetland,Water,Wetland,Water
312,NULL,Water,Wetland,Water,Wetland,Forest
313,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
314,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
315,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
316,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
317,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
318,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
319,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
320,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
321,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
322,NULL,Water,Bareland,NULL,Non_Wetland,Water
323,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
324,NULL,Water,Bareland,Water,Non_Wetland,Wetland
325,NULL,Water,Bareland,Water,Non_Wetland,Water
326,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
327,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
328,NULL,Water,Built-up,NULL,Non_Wetland,Water
329,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
330,NULL,Water,Built-up,Water,Non_Wetland,Water
331,NULL,Water,Water,NULL,NULL,Grassland
332,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
333,NULL,Water,Water,NULL,NULL,Bareland
334,NULL,Water,Water,NULL,NULL,Water
335,NULL,Water,Water,NULL,Water,Grassland
336,NULL,Water,Water,NULL,Water,Wetland
337,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
338,NULL,Water,Water,NULL,Water,Bareland
339,NULL,Water,Water,NULL,Water,Water
340,NULL,Water,Water,Non_Water,NULL,Water
341,NULL,Water,Water,Non_Water,Water,Grassland
342,NULL,Water,Water,Non_Water,Water,Wetland
343,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
344,NULL,Water,Water,Non_Water,Water,Bareland
345,NULL,Water,Water,Water,NULL,Grassland
346,NULL,Water,Water,Water,NULL,Wetland
347,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
348,NULL,Water,Water,Water,NULL,Bareland
349,NULL,Water,Water,Water,NULL,Water
350,NULL,Water,Water,Water,Water,Grassland
351,NULL,Water,Water,Water,Water,Wetland
352,NULL,Water,Water,Water,Water,Lichens_and_Mosses
353,NULL,Water,Water,Water,Water,Bareland
354,NULL,Water,Water,Water,Water,Water
355,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
356,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
357,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
358,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
359,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
360,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
361,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
362,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
363,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
364,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
365,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
366,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
367,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
368,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
369,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
370,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
371,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
372,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
373,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
374,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
375,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
376,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
377,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
378,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
379,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
380,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
381,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
382,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
383,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
384,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
385,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
386,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
387,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
388,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
389,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
390,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
391,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
392,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
393,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
394,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
395,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
396,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
397,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
398,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
399,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
400,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
401,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
402,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
403,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
404,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
405,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
406,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
407,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
408,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
409,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
