Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,SIBERIA_2024_WorldCover_2021_42VWP_M_R
259,Cropland,Bareland,NULL,Non_Wetland,Forest
260,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
261,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
262,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
263,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
264,Cropland,Bareland,Non_Water,Non_Wetland,Built-up
265,Cropland,Bareland,Non_Water,Non_Wetland,Forest
266,Cropland,Bareland,Water,Non_Wetland,Wetland
267,Cropland,Bareland,Water,Non_Wetland,Bareland
268,Cropland,Built-up,NULL,Non_Wetland,Grassland
269,Cropland,Built-up,NULL,Non_Wetland,Wetland
270,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
271,Cropland,Built-up,NULL,Non_Wetland,Bareland
272,Cropland,Built-up,NULL,Non_Wetland,Built-up
273,Cropland,Built-up,NULL,Non_Wetland,Forest
274,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
275,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
276,Cropland,Forest,NULL,Non_Wetland,NULL
277,Cropland,Forest,NULL,Non_Wetland,Grassland
278,Cropland,Forest,NULL,Non_Wetland,Wetland
279,Cropland,Forest,NULL,Non_Wetland,Bareland
280,Cropland,Forest,NULL,Non_Wetland,Built-up
281,Cropland,Forest,NULL,Non_Wetland,Forest
282,Cropland,Forest,Non_Water,Non_Wetland,Grassland
283,Cropland,Forest,Non_Water,Non_Wetland,Wetland
284,Cropland,Forest,Non_Water,Non_Wetland,Bareland
285,Wetland,NULL,NULL,Non_Wetland,NULL
286,Wetland,NULL,NULL,Non_Wetland,Grassland
287,Wetland,NULL,NULL,Non_Wetland,Wetland
288,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
289,Wetland,NULL,NULL,Non_Wetland,Bareland
290,Wetland,NULL,NULL,Non_Wetland,Built-up
291,Wetland,NULL,NULL,Non_Wetland,Water
292,Wetland,NULL,NULL,Non_Wetland,Forest
293,Wetland,NULL,Non_Water,Non_Wetland,Grassland
294,Wetland,NULL,Non_Water,Non_Wetland,Wetland
295,Wetland,NULL,Non_Water,Non_Wetland,Bareland
296,Wetland,NULL,Non_Water,Non_Wetland,Built-up
297,Wetland,NULL,Non_Water,Non_Wetland,Water
298,Wetland,NULL,Non_Water,Non_Wetland,Forest
299,Wetland,NULL,Water,Non_Wetland,Grassland
300,Wetland,NULL,Water,Non_Wetland,Wetland
301,Wetland,NULL,Water,Non_Wetland,Bareland
302,Wetland,NULL,Water,Non_Wetland,Water
303,Wetland,NULL,Water,Non_Wetland,Forest
304,Wetland,Shrubland,NULL,Non_Wetland,NULL
305,Wetland,Shrubland,NULL,Non_Wetland,Grassland
306,Wetland,Shrubland,NULL,Non_Wetland,Cropland
307,Wetland,Shrubland,NULL,Non_Wetland,Wetland
308,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
309,Wetland,Shrubland,NULL,Non_Wetland,Bareland
310,Wetland,Shrubland,NULL,Non_Wetland,Built-up
311,Wetland,Shrubland,NULL,Non_Wetland,Water
312,Wetland,Shrubland,NULL,Non_Wetland,Forest
313,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
314,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
315,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
316,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
317,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
318,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
319,Wetland,Shrubland,Non_Water,Non_Wetland,Water
320,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
321,Wetland,Shrubland,Water,Non_Wetland,Grassland
322,Wetland,Shrubland,Water,Non_Wetland,Wetland
323,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
324,Wetland,Shrubland,Water,Non_Wetland,Bareland
325,Wetland,Shrubland,Water,Non_Wetland,Water
326,Wetland,Shrubland,Water,Non_Wetland,Forest
327,Wetland,Grassland,NULL,Non_Wetland,NULL
328,Wetland,Grassland,NULL,Non_Wetland,Grassland
329,Wetland,Grassland,NULL,Non_Wetland,Wetland
330,Wetland,Grassland,NULL,Non_Wetland,Bareland
331,Wetland,Grassland,NULL,Non_Wetland,Built-up
332,Wetland,Grassland,NULL,Non_Wetland,Water
333,Wetland,Grassland,NULL,Non_Wetland,Forest
334,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
335,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
336,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
337,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
338,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
339,Wetland,Grassland,Non_Water,Non_Wetland,Water
340,Wetland,Grassland,Non_Water,Non_Wetland,Forest
341,Wetland,Grassland,Water,Non_Wetland,Grassland
342,Wetland,Grassland,Water,Non_Wetland,Wetland
343,Wetland,Grassland,Water,Non_Wetland,Water
344,Wetland,Grassland,Water,Non_Wetland,Forest
345,Wetland,Cropland,NULL,Non_Wetland,NULL
346,Wetland,Cropland,NULL,Non_Wetland,Grassland
347,Wetland,Cropland,NULL,Non_Wetland,Cropland
348,Wetland,Cropland,NULL,Non_Wetland,Wetland
349,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
350,Wetland,Cropland,NULL,Non_Wetland,Bareland
351,Wetland,Cropland,NULL,Non_Wetland,Built-up
352,Wetland,Cropland,NULL,Non_Wetland,Water
353,Wetland,Cropland,NULL,Non_Wetland,Forest
354,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
355,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
356,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
357,Wetland,Cropland,Non_Water,Non_Wetland,Water
358,Wetland,Cropland,Non_Water,Non_Wetland,Forest
359,Wetland,Cropland,Water,Non_Wetland,Grassland
360,Wetland,Cropland,Water,Non_Wetland,Wetland
361,Wetland,Cropland,Water,Non_Wetland,Lichens_and_Mosses
362,Wetland,Cropland,Water,Non_Wetland,Bareland
363,Wetland,Cropland,Water,Non_Wetland,Water
364,Wetland,Cropland,Water,Non_Wetland,Forest
365,Wetland,Wetland,NULL,Wetland,NULL
366,Wetland,Wetland,NULL,Wetland,Grassland
367,Wetland,Wetland,NULL,Wetland,Cropland
368,Wetland,Wetland,NULL,Wetland,Wetland
369,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
370,Wetland,Wetland,NULL,Wetland,Bareland
371,Wetland,Wetland,NULL,Wetland,Built-up
372,Wetland,Wetland,NULL,Wetland,Water
373,Wetland,Wetland,NULL,Wetland,Forest
374,Wetland,Wetland,Non_Water,Wetland,NULL
375,Wetland,Wetland,Non_Water,Wetland,Grassland
376,Wetland,Wetland,Non_Water,Wetland,Cropland
377,Wetland,Wetland,Non_Water,Wetland,Wetland
378,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
379,Wetland,Wetland,Non_Water,Wetland,Bareland
380,Wetland,Wetland,Non_Water,Wetland,Built-up
381,Wetland,Wetland,Non_Water,Wetland,Water
382,Wetland,Wetland,Non_Water,Wetland,Forest
383,Wetland,Wetland,Water,Wetland,NULL
384,Wetland,Wetland,Water,Wetland,Grassland
385,Wetland,Wetland,Water,Wetland,Cropland
386,Wetland,Wetland,Water,Wetland,Wetland
387,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
388,Wetland,Wetland,Water,Wetland,Bareland
389,Wetland,Wetland,Water,Wetland,Built-up
390,Wetland,Wetland,Water,Wetland,Water
391,Wetland,Wetland,Water,Wetland,Forest
392,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
393,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
394,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
395,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
396,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
397,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
398,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
399,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
400,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
401,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
402,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
403,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
404,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
405,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
406,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
407,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
408,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
409,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
410,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
411,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Built-up
412,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
413,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
414,Wetland,Bareland,NULL,Non_Wetland,NULL
415,Wetland,Bareland,NULL,Non_Wetland,Grassland
416,Wetland,Bareland,NULL,Non_Wetland,Cropland
417,Wetland,Bareland,NULL,Non_Wetland,Wetland
418,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
419,Wetland,Bareland,NULL,Non_Wetland,Bareland
420,Wetland,Bareland,NULL,Non_Wetland,Built-up
421,Wetland,Bareland,NULL,Non_Wetland,Water
422,Wetland,Bareland,NULL,Non_Wetland,Forest
423,Wetland,Bareland,Non_Water,Non_Wetland,NULL
424,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
425,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
426,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
427,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
428,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
429,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
430,Wetland,Bareland,Non_Water,Non_Wetland,Water
431,Wetland,Bareland,Non_Water,Non_Wetland,Forest
432,Wetland,Bareland,Water,Non_Wetland,NULL
433,Wetland,Bareland,Water,Non_Wetland,Grassland
434,Wetland,Bareland,Water,Non_Wetland,Cropland
435,Wetland,Bareland,Water,Non_Wetland,Wetland
436,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
437,Wetland,Bareland,Water,Non_Wetland,Bareland
438,Wetland,Bareland,Water,Non_Wetland,Built-up
439,Wetland,Bareland,Water,Non_Wetland,Water
440,Wetland,Bareland,Water,Non_Wetland,Forest
441,Wetland,Built-up,NULL,Non_Wetland,NULL
442,Wetland,Built-up,NULL,Non_Wetland,Grassland
443,Wetland,Built-up,NULL,Non_Wetland,Cropland
444,Wetland,Built-up,NULL,Non_Wetland,Wetland
445,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
446,Wetland,Built-up,NULL,Non_Wetland,Bareland
447,Wetland,Built-up,NULL,Non_Wetland,Built-up
448,Wetland,Built-up,NULL,Non_Wetland,Water
449,Wetland,Built-up,NULL,Non_Wetland,Forest
450,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
451,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
452,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
453,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
454,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
455,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
456,Wetland,Built-up,Non_Water,Non_Wetland,Water
457,Wetland,Built-up,Non_Water,Non_Wetland,Forest
458,Wetland,Built-up,Water,Non_Wetland,Grassland
459,Wetland,Built-up,Water,Non_Wetland,Wetland
460,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
461,Wetland,Built-up,Water,Non_Wetland,Bareland
462,Wetland,Built-up,Water,Non_Wetland,Built-up
463,Wetland,Built-up,Water,Non_Wetland,Water
464,Wetland,Built-up,Water,Non_Wetland,Forest
465,Wetland,Water,NULL,Water,NULL
466,Wetland,Water,NULL,Water,Grassland
467,Wetland,Water,NULL,Water,Wetland
468,Wetland,Water,NULL,Water,Lichens_and_Mosses
