Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPN_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPN_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPN_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPN_M_R,SIBERIA_2024_WorldCover_2021_41WPN_M_R
265,Wetland,Forest,NULL,Non_Wetland,Water
266,Wetland,Forest,NULL,Non_Wetland,Forest
267,Wetland,Forest,Non_Water,Non_Wetland,NULL
268,Wetland,Forest,Non_Water,Non_Wetland,Grassland
269,Wetland,Forest,Non_Water,Non_Wetland,Wetland
270,Wetland,Forest,Non_Water,Non_Wetland,Water
271,Wetland,Forest,Non_Water,Non_Wetland,Forest
272,Wetland,Forest,Water,Non_Wetland,NULL
273,Wetland,Forest,Water,Non_Wetland,Grassland
274,Wetland,Forest,Water,Non_Wetland,Wetland
275,Wetland,Forest,Water,Non_Wetland,Water
276,Wetland,Forest,Water,Non_Wetland,Forest
277,Bareland,NULL,NULL,Non_Wetland,Water
278,Bareland,NULL,NULL,Non_Wetland,Forest
279,Bareland,NULL,Non_Water,Non_Wetland,Wetland
280,Bareland,NULL,Water,Non_Wetland,Grassland
281,Bareland,NULL,Water,Non_Wetland,Water
282,Bareland,NULL,Water,Non_Wetland,Forest
283,Bareland,Shrubland,NULL,Non_Wetland,Water
284,Bareland,Shrubland,Water,Non_Wetland,Water
285,Bareland,Wetland,NULL,Wetland,NULL
286,Bareland,Wetland,NULL,Wetland,Grassland
287,Bareland,Wetland,NULL,Wetland,Wetland
288,Bareland,Wetland,NULL,Wetland,Bareland
289,Bareland,Wetland,NULL,Wetland,Water
290,Bareland,Wetland,NULL,Wetland,Forest
291,Bareland,Wetland,Non_Water,Wetland,Wetland
292,Bareland,Wetland,Non_Water,Wetland,Water
293,Bareland,Wetland,Non_Water,Wetland,Forest
294,Bareland,Wetland,Water,Wetland,Grassland
295,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
296,Bareland,Wetland,Water,Wetland,Bareland
297,Bareland,Wetland,Water,Wetland,Water
298,Bareland,Wetland,Water,Wetland,Forest
299,Bareland,Bareland,NULL,Non_Wetland,Grassland
300,Bareland,Bareland,NULL,Non_Wetland,Bareland
301,Bareland,Bareland,NULL,Non_Wetland,Water
302,Bareland,Bareland,NULL,Non_Wetland,Forest
303,Bareland,Bareland,Non_Water,Non_Wetland,Water
304,Bareland,Bareland,Water,Non_Wetland,Grassland
305,Bareland,Bareland,Water,Non_Wetland,Bareland
306,Bareland,Bareland,Water,Non_Wetland,Water
307,Bareland,Bareland,Water,Non_Wetland,Forest
308,Bareland,Water,NULL,Water,Grassland
309,Bareland,Water,NULL,Water,Water
310,Bareland,Water,NULL,Water,Forest
311,Bareland,Water,Non_Water,Water,Wetland
312,Bareland,Water,Non_Water,Water,Water
313,Bareland,Water,Water,Water,Grassland
314,Bareland,Water,Water,Water,Wetland
315,Bareland,Water,Water,Water,Water
316,Bareland,Water,Water,Water,Forest
317,Bareland,Forest,NULL,Non_Wetland,Grassland
318,Bareland,Forest,NULL,Non_Wetland,Water
319,Bareland,Forest,NULL,Non_Wetland,Forest
320,Bareland,Forest,Non_Water,Non_Wetland,Water
321,Bareland,Forest,Non_Water,Non_Wetland,Forest
322,Bareland,Forest,Water,Non_Wetland,Wetland
323,Bareland,Forest,Water,Non_Wetland,Water
324,Bareland,Forest,Water,Non_Wetland,Forest
325,Built-up,NULL,NULL,Non_Wetland,Grassland
326,Built-up,NULL,NULL,Non_Wetland,Built-up
327,Built-up,NULL,NULL,Non_Wetland,Forest
328,Built-up,Shrubland,NULL,Non_Wetland,Grassland
329,Built-up,Shrubland,NULL,Non_Wetland,Wetland
330,Built-up,Shrubland,NULL,Non_Wetland,Bareland
331,Built-up,Shrubland,NULL,Non_Wetland,Built-up
332,Built-up,Shrubland,NULL,Non_Wetland,Water
333,Built-up,Shrubland,NULL,Non_Wetland,Forest
334,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
335,Built-up,Grassland,NULL,Non_Wetland,Grassland
336,Built-up,Grassland,NULL,Non_Wetland,Bareland
337,Built-up,Grassland,NULL,Non_Wetland,Built-up
338,Built-up,Grassland,NULL,Non_Wetland,Water
339,Built-up,Grassland,NULL,Non_Wetland,Forest
340,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
341,Built-up,Grassland,Water,Non_Wetland,Grassland
342,Built-up,Cropland,NULL,Non_Wetland,Grassland
343,Built-up,Cropland,NULL,Non_Wetland,Forest
344,Built-up,Wetland,NULL,Wetland,Grassland
345,Built-up,Wetland,NULL,Wetland,Wetland
346,Built-up,Wetland,NULL,Wetland,Bareland
347,Built-up,Wetland,NULL,Wetland,Built-up
348,Built-up,Wetland,NULL,Wetland,Water
349,Built-up,Wetland,NULL,Wetland,Forest
350,Built-up,Wetland,Non_Water,Wetland,Water
351,Built-up,Wetland,Non_Water,Wetland,Forest
352,Built-up,Wetland,Water,Wetland,Grassland
353,Built-up,Wetland,Water,Wetland,Water
354,Built-up,Wetland,Water,Wetland,Forest
355,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
356,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
357,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
358,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
359,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
360,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
361,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
362,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
363,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
364,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
365,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
366,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
367,Built-up,Bareland,NULL,Non_Wetland,Grassland
368,Built-up,Bareland,NULL,Non_Wetland,Bareland
369,Built-up,Bareland,NULL,Non_Wetland,Built-up
370,Built-up,Bareland,NULL,Non_Wetland,Water
371,Built-up,Bareland,NULL,Non_Wetland,Forest
372,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
373,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
374,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
375,Built-up,Bareland,Non_Water,Non_Wetland,Water
376,Built-up,Bareland,Non_Water,Non_Wetland,Forest
377,Built-up,Bareland,Water,Non_Wetland,Grassland
378,Built-up,Bareland,Water,Non_Wetland,Built-up
379,Built-up,Bareland,Water,Non_Wetland,Water
380,Built-up,Bareland,Water,Non_Wetland,Forest
381,Built-up,Built-up,NULL,Non_Wetland,Grassland
382,Built-up,Built-up,NULL,Non_Wetland,Wetland
383,Built-up,Built-up,NULL,Non_Wetland,Bareland
384,Built-up,Built-up,NULL,Non_Wetland,Built-up
385,Built-up,Built-up,NULL,Non_Wetland,Water
386,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
387,Built-up,Built-up,NULL,Non_Wetland,Forest
388,Built-up,Built-up,Water,Non_Wetland,Bareland
389,Built-up,Built-up,Water,Non_Wetland,Built-up
390,Built-up,Built-up,Water,Non_Wetland,Forest
391,Built-up,Water,NULL,Water,Water
392,Built-up,Water,NULL,Water,Forest
393,Built-up,Water,Water,Water,Built-up
394,Built-up,Water,Water,Water,Forest
395,Built-up,Forest,NULL,Non_Wetland,Grassland
396,Built-up,Forest,NULL,Non_Wetland,Wetland
397,Built-up,Forest,NULL,Non_Wetland,Bareland
398,Built-up,Forest,NULL,Non_Wetland,Built-up
399,Built-up,Forest,NULL,Non_Wetland,Water
400,Built-up,Forest,NULL,Non_Wetland,Forest
401,Built-up,Forest,Non_Water,Non_Wetland,Wetland
402,Built-up,Forest,Water,Non_Wetland,Grassland
403,Water,NULL,NULL,Non_Wetland,NULL
404,Water,NULL,NULL,Non_Wetland,Grassland
405,Water,NULL,NULL,Non_Wetland,Wetland
406,Water,NULL,NULL,Non_Wetland,Water
407,Water,NULL,NULL,Non_Wetland,Forest
408,Water,NULL,Non_Water,Non_Wetland,Grassland
409,Water,NULL,Non_Water,Non_Wetland,Wetland
410,Water,NULL,Non_Water,Non_Wetland,Water
411,Water,NULL,Non_Water,Non_Wetland,Forest
412,Water,NULL,Water,Non_Wetland,Grassland
413,Water,NULL,Water,Non_Wetland,Wetland
414,Water,NULL,Water,Non_Wetland,Water
415,Water,NULL,Water,Non_Wetland,Forest
416,Water,Shrubland,NULL,Non_Wetland,Grassland
417,Water,Shrubland,NULL,Non_Wetland,Wetland
418,Water,Shrubland,NULL,Non_Wetland,Bareland
419,Water,Shrubland,NULL,Non_Wetland,Water
420,Water,Shrubland,NULL,Non_Wetland,Forest
421,Water,Shrubland,Non_Water,Non_Wetland,Grassland
422,Water,Shrubland,Non_Water,Non_Wetland,Wetland
423,Water,Shrubland,Non_Water,Non_Wetland,Bareland
424,Water,Shrubland,Non_Water,Non_Wetland,Water
425,Water,Shrubland,Non_Water,Non_Wetland,Forest
426,Water,Shrubland,Water,Non_Wetland,Grassland
427,Water,Shrubland,Water,Non_Wetland,Wetland
428,Water,Shrubland,Water,Non_Wetland,Water
429,Water,Shrubland,Water,Non_Wetland,Forest
430,Water,Grassland,NULL,Non_Wetland,Grassland
431,Water,Grassland,NULL,Non_Wetland,Wetland
432,Water,Grassland,NULL,Non_Wetland,Water
433,Water,Grassland,NULL,Non_Wetland,Forest
434,Water,Grassland,Non_Water,Non_Wetland,Wetland
435,Water,Grassland,Water,Non_Wetland,Wetland
436,Water,Grassland,Water,Non_Wetland,Water
437,Water,Cropland,NULL,Non_Wetland,Grassland
438,Water,Cropland,NULL,Non_Wetland,Wetland
439,Water,Cropland,NULL,Non_Wetland,Water
440,Water,Cropland,NULL,Non_Wetland,Forest
441,Water,Cropland,Non_Water,Non_Wetland,Grassland
442,Water,Cropland,Non_Water,Non_Wetland,Wetland
443,Water,Cropland,Water,Non_Wetland,Grassland
444,Water,Cropland,Water,Non_Wetland,Water
445,Water,Cropland,Water,Non_Wetland,Forest
446,Water,Wetland,NULL,Wetland,NULL
447,Water,Wetland,NULL,Wetland,Grassland
448,Water,Wetland,NULL,Wetland,Wetland
449,Water,Wetland,NULL,Wetland,Bareland
450,Water,Wetland,NULL,Wetland,Water
451,Water,Wetland,NULL,Wetland,Forest
452,Water,Wetland,Non_Water,Wetland,Grassland
453,Water,Wetland,Non_Water,Wetland,Wetland
454,Water,Wetland,Non_Water,Wetland,Bareland
455,Water,Wetland,Non_Water,Wetland,Water
456,Water,Wetland,Non_Water,Wetland,Forest
457,Water,Wetland,Water,Wetland,NULL
458,Water,Wetland,Water,Wetland,Grassland
459,Water,Wetland,Water,Wetland,Wetland
460,Water,Wetland,Water,Wetland,Lichens_and_Mosses
461,Water,Wetland,Water,Wetland,Bareland
462,Water,Wetland,Water,Wetland,Water
463,Water,Wetland,Water,Wetland,Forest
464,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
465,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
466,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
467,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
468,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
469,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
470,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
471,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
472,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
473,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
474,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
475,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
476,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
477,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
478,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
479,Water,Bareland,NULL,Non_Wetland,NULL
480,Water,Bareland,NULL,Non_Wetland,Grassland
481,Water,Bareland,NULL,Non_Wetland,Wetland
482,Water,Bareland,NULL,Non_Wetland,Bareland
483,Water,Bareland,NULL,Non_Wetland,Water
484,Water,Bareland,NULL,Non_Wetland,Forest
485,Water,Bareland,Non_Water,Non_Wetland,Grassland
486,Water,Bareland,Non_Water,Non_Wetland,Wetland
487,Water,Bareland,Non_Water,Non_Wetland,Bareland
488,Water,Bareland,Non_Water,Non_Wetland,Water
489,Water,Bareland,Non_Water,Non_Wetland,Forest
490,Water,Bareland,Water,Non_Wetland,Grassland
491,Water,Bareland,Water,Non_Wetland,Wetland
