Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,SIBERIA_2024_WorldCover_2021_42WVS_M_R
264,Wetland,Forest,Non_Water,Non_Wetland,NULL
265,Wetland,Forest,Non_Water,Non_Wetland,Grassland
266,Wetland,Forest,Non_Water,Non_Wetland,Wetland
267,Wetland,Forest,Non_Water,Non_Wetland,Bareland
268,Wetland,Forest,Non_Water,Non_Wetland,Water
269,Wetland,Forest,Non_Water,Non_Wetland,Forest
270,Wetland,Forest,Water,Non_Wetland,NULL
271,Wetland,Forest,Water,Non_Wetland,Grassland
272,Wetland,Forest,Water,Non_Wetland,Wetland
273,Wetland,Forest,Water,Non_Wetland,Water
274,Wetland,Forest,Water,Non_Wetland,Forest
275,Bareland,NULL,NULL,Non_Wetland,Water
276,Bareland,NULL,NULL,Non_Wetland,Forest
277,Bareland,NULL,Water,Non_Wetland,Forest
278,Bareland,Shrubland,NULL,Non_Wetland,Forest
279,Bareland,Cropland,NULL,Non_Wetland,Grassland
280,Bareland,Cropland,NULL,Non_Wetland,Bareland
281,Bareland,Cropland,NULL,Non_Wetland,Forest
282,Bareland,Wetland,NULL,Wetland,Grassland
283,Bareland,Wetland,NULL,Wetland,Wetland
284,Bareland,Wetland,NULL,Wetland,Bareland
285,Bareland,Wetland,NULL,Wetland,Water
286,Bareland,Wetland,NULL,Wetland,Forest
287,Bareland,Wetland,Non_Water,Wetland,Wetland
288,Bareland,Wetland,Water,Wetland,Bareland
289,Bareland,Wetland,Water,Wetland,Water
290,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
291,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
292,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
293,Bareland,Bareland,NULL,Non_Wetland,Grassland
294,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
295,Bareland,Bareland,NULL,Non_Wetland,Bareland
296,Bareland,Bareland,NULL,Non_Wetland,Built-up
297,Bareland,Bareland,NULL,Non_Wetland,Water
298,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
299,Bareland,Bareland,NULL,Non_Wetland,Forest
300,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
301,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
302,Bareland,Bareland,Water,Non_Wetland,Grassland
303,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
304,Bareland,Bareland,Water,Non_Wetland,Bareland
305,Bareland,Bareland,Water,Non_Wetland,Water
306,Bareland,Bareland,Water,Non_Wetland,Forest
307,Bareland,Built-up,NULL,Non_Wetland,Grassland
308,Bareland,Built-up,NULL,Non_Wetland,Bareland
309,Bareland,Built-up,NULL,Non_Wetland,Built-up
310,Bareland,Built-up,NULL,Non_Wetland,Forest
311,Bareland,Built-up,Water,Non_Wetland,Water
312,Bareland,Water,NULL,Water,Bareland
313,Bareland,Water,NULL,Water,Forest
314,Bareland,Water,Water,Water,Grassland
315,Bareland,Water,Water,Water,Wetland
316,Bareland,Water,Water,Water,Bareland
317,Bareland,Water,Water,Water,Water
318,Bareland,Water,Water,Water,Forest
319,Bareland,Forest,NULL,Non_Wetland,Grassland
320,Bareland,Forest,NULL,Non_Wetland,Wetland
321,Bareland,Forest,NULL,Non_Wetland,Bareland
322,Bareland,Forest,NULL,Non_Wetland,Built-up
323,Bareland,Forest,NULL,Non_Wetland,Water
324,Bareland,Forest,NULL,Non_Wetland,Forest
325,Bareland,Forest,Non_Water,Non_Wetland,Grassland
326,Bareland,Forest,Non_Water,Non_Wetland,Forest
327,Bareland,Forest,Water,Non_Wetland,Grassland
328,Built-up,NULL,NULL,Non_Wetland,Forest
329,Built-up,Shrubland,NULL,Non_Wetland,Grassland
330,Built-up,Shrubland,NULL,Non_Wetland,Bareland
331,Built-up,Shrubland,NULL,Non_Wetland,Forest
332,Built-up,Grassland,NULL,Non_Wetland,Grassland
333,Built-up,Grassland,NULL,Non_Wetland,Bareland
334,Built-up,Grassland,NULL,Non_Wetland,Forest
335,Built-up,Cropland,NULL,Non_Wetland,Forest
336,Built-up,Wetland,NULL,Wetland,Grassland
337,Built-up,Wetland,NULL,Wetland,Forest
338,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
339,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
340,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
341,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
342,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
343,Built-up,Bareland,NULL,Non_Wetland,Grassland
344,Built-up,Bareland,NULL,Non_Wetland,Bareland
345,Built-up,Bareland,NULL,Non_Wetland,Built-up
346,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
347,Built-up,Bareland,NULL,Non_Wetland,Forest
348,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
349,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
350,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
351,Built-up,Bareland,Non_Water,Non_Wetland,Forest
352,Built-up,Bareland,Water,Non_Wetland,Built-up
353,Built-up,Bareland,Water,Non_Wetland,Forest
354,Built-up,Built-up,NULL,Non_Wetland,Grassland
355,Built-up,Built-up,NULL,Non_Wetland,Bareland
356,Built-up,Built-up,NULL,Non_Wetland,Built-up
357,Built-up,Built-up,NULL,Non_Wetland,Forest
358,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
359,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
360,Built-up,Built-up,Non_Water,Non_Wetland,Forest
361,Built-up,Built-up,Water,Non_Wetland,Grassland
362,Built-up,Built-up,Water,Non_Wetland,Bareland
363,Built-up,Built-up,Water,Non_Wetland,Built-up
364,Built-up,Built-up,Water,Non_Wetland,Forest
365,Built-up,Forest,NULL,Non_Wetland,Grassland
366,Built-up,Forest,NULL,Non_Wetland,Bareland
367,Built-up,Forest,NULL,Non_Wetland,Built-up
368,Built-up,Forest,NULL,Non_Wetland,Forest
369,Water,NULL,NULL,Non_Wetland,Grassland
370,Water,NULL,NULL,Non_Wetland,Wetland
371,Water,NULL,NULL,Non_Wetland,Water
372,Water,NULL,NULL,Non_Wetland,Forest
373,Water,NULL,Non_Water,Non_Wetland,Wetland
374,Water,NULL,Non_Water,Non_Wetland,Water
375,Water,NULL,Non_Water,Non_Wetland,Forest
376,Water,NULL,Water,Non_Wetland,Grassland
377,Water,NULL,Water,Non_Wetland,Wetland
378,Water,NULL,Water,Non_Wetland,Water
379,Water,NULL,Water,Non_Wetland,Forest
380,Water,Shrubland,NULL,Non_Wetland,Grassland
381,Water,Shrubland,NULL,Non_Wetland,Wetland
382,Water,Shrubland,NULL,Non_Wetland,Water
383,Water,Shrubland,NULL,Non_Wetland,Forest
384,Water,Shrubland,Non_Water,Non_Wetland,Water
385,Water,Shrubland,Non_Water,Non_Wetland,Forest
386,Water,Shrubland,Water,Non_Wetland,Grassland
387,Water,Shrubland,Water,Non_Wetland,Wetland
388,Water,Shrubland,Water,Non_Wetland,Water
389,Water,Shrubland,Water,Non_Wetland,Forest
390,Water,Grassland,NULL,Non_Wetland,Grassland
391,Water,Grassland,NULL,Non_Wetland,Water
392,Water,Grassland,Water,Non_Wetland,Grassland
393,Water,Grassland,Water,Non_Wetland,Water
394,Water,Cropland,NULL,Non_Wetland,Water
395,Water,Cropland,NULL,Non_Wetland,Forest
396,Water,Cropland,Water,Non_Wetland,Grassland
397,Water,Cropland,Water,Non_Wetland,Water
398,Water,Cropland,Water,Non_Wetland,Forest
399,Water,Wetland,NULL,Wetland,NULL
400,Water,Wetland,NULL,Wetland,Grassland
401,Water,Wetland,NULL,Wetland,Wetland
402,Water,Wetland,NULL,Wetland,Water
403,Water,Wetland,NULL,Wetland,Forest
404,Water,Wetland,Non_Water,Wetland,Grassland
405,Water,Wetland,Non_Water,Wetland,Wetland
406,Water,Wetland,Non_Water,Wetland,Water
407,Water,Wetland,Non_Water,Wetland,Forest
408,Water,Wetland,Water,Wetland,NULL
409,Water,Wetland,Water,Wetland,Grassland
410,Water,Wetland,Water,Wetland,Wetland
411,Water,Wetland,Water,Wetland,Lichens_and_Mosses
412,Water,Wetland,Water,Wetland,Bareland
413,Water,Wetland,Water,Wetland,Water
414,Water,Wetland,Water,Wetland,Forest
415,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
416,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
417,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
418,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
419,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
420,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
421,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
422,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
423,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
424,Water,Bareland,NULL,Non_Wetland,Grassland
425,Water,Bareland,NULL,Non_Wetland,Wetland
426,Water,Bareland,NULL,Non_Wetland,Bareland
427,Water,Bareland,NULL,Non_Wetland,Water
428,Water,Bareland,NULL,Non_Wetland,Forest
429,Water,Bareland,Non_Water,Non_Wetland,Grassland
430,Water,Bareland,Non_Water,Non_Wetland,Wetland
431,Water,Bareland,Non_Water,Non_Wetland,Bareland
432,Water,Bareland,Non_Water,Non_Wetland,Water
433,Water,Bareland,Non_Water,Non_Wetland,Forest
434,Water,Bareland,Water,Non_Wetland,Grassland
435,Water,Bareland,Water,Non_Wetland,Wetland
436,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
437,Water,Bareland,Water,Non_Wetland,Bareland
438,Water,Bareland,Water,Non_Wetland,Water
439,Water,Bareland,Water,Non_Wetland,Forest
440,Water,Built-up,NULL,Non_Wetland,Forest
441,Water,Built-up,Water,Non_Wetland,Water
442,Water,Water,NULL,Water,NULL
443,Water,Water,NULL,Water,Grassland
444,Water,Water,NULL,Water,Wetland
445,Water,Water,NULL,Water,Bareland
446,Water,Water,NULL,Water,Water
447,Water,Water,NULL,Water,Forest
448,Water,Water,Non_Water,Water,Grassland
449,Water,Water,Non_Water,Water,Wetland
450,Water,Water,Non_Water,Water,Water
451,Water,Water,Non_Water,Water,Forest
452,Water,Water,Water,Water,NULL
453,Water,Water,Water,Water,Grassland
454,Water,Water,Water,Water,Wetland
455,Water,Water,Water,Water,Lichens_and_Mosses
456,Water,Water,Water,Water,Bareland
457,Water,Water,Water,Water,Water
458,Water,Water,Water,Water,Forest
459,Water,Forest,NULL,Non_Wetland,NULL
460,Water,Forest,NULL,Non_Wetland,Grassland
461,Water,Forest,NULL,Non_Wetland,Wetland
462,Water,Forest,NULL,Non_Wetland,Water
463,Water,Forest,NULL,Non_Wetland,Forest
464,Water,Forest,Non_Water,Non_Wetland,Grassland
465,Water,Forest,Non_Water,Non_Wetland,Wetland
466,Water,Forest,Non_Water,Non_Wetland,Water
467,Water,Forest,Non_Water,Non_Wetland,Forest
468,Water,Forest,Water,Non_Wetland,Grassland
469,Water,Forest,Water,Non_Wetland,Wetland
470,Water,Forest,Water,Non_Wetland,Water
471,Water,Forest,Water,Non_Wetland,Forest
472,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
473,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
474,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
475,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
476,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
477,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
478,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
479,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
480,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
481,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
482,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
483,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
484,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
485,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
486,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
487,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
488,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
