Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWV_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWV_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWV_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWV_M_R,SIBERIA_2024_WorldCover_2021_45WWV_M_R
252,Wetland,Built-up,NULL,Non_Wetland,Bareland
253,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
254,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
255,Wetland,Built-up,Water,Non_Wetland,Grassland
256,Wetland,Built-up,Water,Non_Wetland,Wetland
257,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
258,Wetland,Built-up,Water,Non_Wetland,Bareland
259,Wetland,Built-up,Water,Non_Wetland,Water
260,Wetland,Water,NULL,Water,Grassland
261,Wetland,Water,NULL,Water,Wetland
262,Wetland,Water,NULL,Water,Lichens_and_Mosses
263,Wetland,Water,NULL,Water,Bareland
264,Wetland,Water,NULL,Water,Water
265,Wetland,Water,NULL,Water,Forest
266,Wetland,Water,Non_Water,Water,Grassland
267,Wetland,Water,Non_Water,Water,Wetland
268,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
269,Wetland,Water,Non_Water,Water,Water
270,Wetland,Water,Non_Water,Water,Forest
271,Wetland,Water,Water,Water,Grassland
272,Wetland,Water,Water,Water,Wetland
273,Wetland,Water,Water,Water,Lichens_and_Mosses
274,Wetland,Water,Water,Water,Bareland
275,Wetland,Water,Water,Water,Water
276,Wetland,Water,Water,Water,Forest
277,Wetland,Forest,NULL,Non_Wetland,Grassland
278,Wetland,Forest,NULL,Non_Wetland,Wetland
279,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
280,Wetland,Forest,NULL,Non_Wetland,Bareland
281,Wetland,Forest,NULL,Non_Wetland,Water
282,Wetland,Forest,NULL,Non_Wetland,Forest
283,Wetland,Forest,Non_Water,Non_Wetland,Grassland
284,Wetland,Forest,Non_Water,Non_Wetland,Wetland
285,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
286,Wetland,Forest,Non_Water,Non_Wetland,Water
287,Wetland,Forest,Non_Water,Non_Wetland,Forest
288,Wetland,Forest,Water,Non_Wetland,Grassland
289,Wetland,Forest,Water,Non_Wetland,Wetland
290,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
291,Wetland,Forest,Water,Non_Wetland,Bareland
292,Wetland,Forest,Water,Non_Wetland,Water
293,Wetland,Forest,Water,Non_Wetland,Forest
294,Bareland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
295,Bareland,Shrubland,NULL,Non_Wetland,Grassland
296,Bareland,Shrubland,NULL,Non_Wetland,Wetland
297,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
298,Bareland,Shrubland,NULL,Non_Wetland,Bareland
299,Bareland,Shrubland,NULL,Non_Wetland,Water
300,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
301,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
302,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
303,Bareland,Shrubland,Non_Water,Non_Wetland,Water
304,Bareland,Shrubland,Water,Non_Wetland,Grassland
305,Bareland,Shrubland,Water,Non_Wetland,Wetland
306,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
307,Bareland,Shrubland,Water,Non_Wetland,Bareland
308,Bareland,Shrubland,Water,Non_Wetland,Water
309,Bareland,Shrubland,Water,Non_Wetland,Forest
310,Bareland,Grassland,NULL,Non_Wetland,Grassland
311,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
312,Bareland,Grassland,NULL,Non_Wetland,Water
313,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
314,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
315,Bareland,Grassland,Non_Water,Non_Wetland,Water
316,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
317,Bareland,Grassland,Water,Non_Wetland,Water
318,Bareland,Wetland,NULL,Wetland,NULL
319,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
320,Bareland,Wetland,NULL,Wetland,Bareland
321,Bareland,Wetland,NULL,Wetland,Water
322,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
323,Bareland,Wetland,Non_Water,Wetland,Bareland
324,Bareland,Wetland,Non_Water,Wetland,Water
325,Bareland,Wetland,Water,Wetland,Wetland
326,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
327,Bareland,Wetland,Water,Wetland,Bareland
328,Bareland,Wetland,Water,Wetland,Water
329,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
330,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
331,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
332,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
333,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
334,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
335,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
336,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
337,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
338,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
339,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
340,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
341,Bareland,Bareland,NULL,Non_Wetland,Grassland
342,Bareland,Bareland,NULL,Non_Wetland,Wetland
343,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
344,Bareland,Bareland,NULL,Non_Wetland,Bareland
345,Bareland,Bareland,NULL,Non_Wetland,Water
346,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
347,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
348,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
349,Bareland,Bareland,Non_Water,Non_Wetland,Water
350,Bareland,Bareland,Water,Non_Wetland,Wetland
351,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
352,Bareland,Bareland,Water,Non_Wetland,Bareland
353,Bareland,Bareland,Water,Non_Wetland,Water
354,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
355,Bareland,Built-up,NULL,Non_Wetland,Bareland
356,Bareland,Built-up,Water,Non_Wetland,Bareland
357,Bareland,Built-up,Water,Non_Wetland,Water
358,Bareland,Water,Water,Water,Wetland
359,Bareland,Water,Water,Water,Lichens_and_Mosses
360,Bareland,Water,Water,Water,Bareland
361,Bareland,Water,Water,Water,Water
362,Built-up,Shrubland,NULL,Non_Wetland,Grassland
363,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
364,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
365,Built-up,Grassland,NULL,Non_Wetland,Grassland
366,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
367,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
368,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
369,Built-up,Bareland,NULL,Non_Wetland,Grassland
370,Built-up,Bareland,NULL,Non_Wetland,Wetland
371,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
372,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
373,Water,NULL,NULL,Non_Wetland,NULL
374,Water,NULL,NULL,Non_Wetland,Grassland
375,Water,NULL,NULL,Non_Wetland,Wetland
376,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
377,Water,NULL,NULL,Non_Wetland,Water
378,Water,NULL,NULL,Non_Wetland,Forest
379,Water,NULL,Non_Water,Non_Wetland,Grassland
380,Water,NULL,Non_Water,Non_Wetland,Wetland
381,Water,NULL,Non_Water,Non_Wetland,Water
382,Water,NULL,Water,Non_Wetland,Grassland
383,Water,NULL,Water,Non_Wetland,Wetland
384,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
385,Water,NULL,Water,Non_Wetland,Water
386,Water,Shrubland,NULL,Non_Wetland,NULL
387,Water,Shrubland,NULL,Non_Wetland,Grassland
388,Water,Shrubland,NULL,Non_Wetland,Wetland
389,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
390,Water,Shrubland,NULL,Non_Wetland,Bareland
391,Water,Shrubland,NULL,Non_Wetland,Water
392,Water,Shrubland,NULL,Non_Wetland,Forest
393,Water,Shrubland,Non_Water,Non_Wetland,Grassland
394,Water,Shrubland,Non_Water,Non_Wetland,Wetland
395,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
396,Water,Shrubland,Non_Water,Non_Wetland,Bareland
397,Water,Shrubland,Non_Water,Non_Wetland,Water
398,Water,Shrubland,Non_Water,Non_Wetland,Forest
399,Water,Shrubland,Water,Non_Wetland,Grassland
400,Water,Shrubland,Water,Non_Wetland,Wetland
401,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
402,Water,Shrubland,Water,Non_Wetland,Bareland
403,Water,Shrubland,Water,Non_Wetland,Water
404,Water,Shrubland,Water,Non_Wetland,Forest
405,Water,Grassland,NULL,Non_Wetland,Grassland
406,Water,Grassland,NULL,Non_Wetland,Wetland
407,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
408,Water,Grassland,NULL,Non_Wetland,Bareland
409,Water,Grassland,NULL,Non_Wetland,Water
410,Water,Grassland,NULL,Non_Wetland,Forest
411,Water,Grassland,Non_Water,Non_Wetland,Grassland
412,Water,Grassland,Non_Water,Non_Wetland,Wetland
413,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
414,Water,Grassland,Non_Water,Non_Wetland,Bareland
415,Water,Grassland,Non_Water,Non_Wetland,Water
416,Water,Grassland,Water,Non_Wetland,Grassland
417,Water,Grassland,Water,Non_Wetland,Wetland
418,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
419,Water,Grassland,Water,Non_Wetland,Bareland
420,Water,Grassland,Water,Non_Wetland,Water
421,Water,Grassland,Water,Non_Wetland,Forest
422,Water,Wetland,NULL,Wetland,NULL
423,Water,Wetland,NULL,Wetland,Grassland
424,Water,Wetland,NULL,Wetland,Wetland
425,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
426,Water,Wetland,NULL,Wetland,Bareland
427,Water,Wetland,NULL,Wetland,Water
428,Water,Wetland,NULL,Wetland,Forest
429,Water,Wetland,Non_Water,Wetland,Grassland
430,Water,Wetland,Non_Water,Wetland,Wetland
431,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
432,Water,Wetland,Non_Water,Wetland,Bareland
433,Water,Wetland,Non_Water,Wetland,Water
434,Water,Wetland,Water,Wetland,Grassland
435,Water,Wetland,Water,Wetland,Wetland
436,Water,Wetland,Water,Wetland,Lichens_and_Mosses
437,Water,Wetland,Water,Wetland,Bareland
438,Water,Wetland,Water,Wetland,Water
439,Water,Wetland,Water,Wetland,Forest
440,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
441,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
442,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
443,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
444,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
445,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
446,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
447,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
448,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
449,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
450,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
451,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
452,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
453,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
454,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
455,Water,Bareland,NULL,Non_Wetland,NULL
456,Water,Bareland,NULL,Non_Wetland,Grassland
457,Water,Bareland,NULL,Non_Wetland,Wetland
458,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
459,Water,Bareland,NULL,Non_Wetland,Bareland
460,Water,Bareland,NULL,Non_Wetland,Water
461,Water,Bareland,Non_Water,Non_Wetland,Grassland
462,Water,Bareland,Non_Water,Non_Wetland,Wetland
463,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
464,Water,Bareland,Non_Water,Non_Wetland,Bareland
