Value,SIBERIA_2024_ESA_CALU_2024_43XDA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XDA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XDA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XDA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XDA_M_R,SIBERIA_2024_WorldCover_2021_43XDA_M_R
186,NULL,Wetland,Water,NULL,Water,Wetland
187,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
188,NULL,Wetland,Water,NULL,Water,Water
189,NULL,Wetland,Water,Non_Water,Water,Wetland
190,NULL,Wetland,Water,Non_Water,Water,Water
191,NULL,Wetland,Water,Water,Water,Grassland
192,NULL,Wetland,Water,Water,Water,Wetland
193,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
194,NULL,Wetland,Water,Water,Water,Water
195,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
196,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
197,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
198,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
199,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
200,NULL,Bareland,Wetland,NULL,NULL,Wetland
201,NULL,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
202,NULL,Bareland,Wetland,NULL,NULL,Bareland
203,NULL,Bareland,Wetland,NULL,NULL,Water
204,NULL,Bareland,Wetland,NULL,Wetland,Wetland
205,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
206,NULL,Bareland,Wetland,NULL,Wetland,Bareland
207,NULL,Bareland,Wetland,NULL,Wetland,Water
208,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
209,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
210,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
211,NULL,Bareland,Wetland,Non_Water,Wetland,Water
212,NULL,Bareland,Wetland,Water,NULL,Lichens_and_Mosses
213,NULL,Bareland,Wetland,Water,NULL,Bareland
214,NULL,Bareland,Wetland,Water,NULL,Water
215,NULL,Bareland,Wetland,Water,Wetland,Wetland
216,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
217,NULL,Bareland,Wetland,Water,Wetland,Bareland
218,NULL,Bareland,Wetland,Water,Wetland,Water
219,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
220,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
221,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
222,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
223,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
224,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
225,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
226,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
227,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
228,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
229,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
230,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
231,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
232,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
233,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
234,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
235,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
236,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
237,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
238,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
239,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
240,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
241,NULL,Bareland,Bareland,Water,Non_Wetland,Water
242,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
243,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
244,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
245,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
246,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
247,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
248,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
249,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
250,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
251,NULL,Bareland,Built-up,Water,Non_Wetland,Water
252,NULL,Bareland,Water,NULL,NULL,Bareland
253,NULL,Bareland,Water,NULL,NULL,Water
254,NULL,Bareland,Water,NULL,Water,Wetland
255,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
256,NULL,Bareland,Water,NULL,Water,Bareland
257,NULL,Bareland,Water,NULL,Water,Water
258,NULL,Bareland,Water,Non_Water,Water,Wetland
259,NULL,Bareland,Water,Non_Water,Water,Bareland
260,NULL,Bareland,Water,Non_Water,Water,Water
261,NULL,Bareland,Water,Water,NULL,Water
262,NULL,Bareland,Water,Water,Water,Wetland
263,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
264,NULL,Bareland,Water,Water,Water,Bareland
265,NULL,Bareland,Water,Water,Water,Water
266,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
267,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
268,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
269,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
270,NULL,Water,Shrubland,NULL,Non_Wetland,Water
271,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
272,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
273,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
274,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
275,NULL,Water,Grassland,NULL,Non_Wetland,Water
276,NULL,Water,Wetland,NULL,NULL,Wetland
277,NULL,Water,Wetland,NULL,NULL,Bareland
278,NULL,Water,Wetland,NULL,NULL,Water
279,NULL,Water,Wetland,NULL,Wetland,Wetland
280,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
281,NULL,Water,Wetland,NULL,Wetland,Bareland
282,NULL,Water,Wetland,NULL,Wetland,Water
283,NULL,Water,Wetland,Non_Water,NULL,Wetland
284,NULL,Water,Wetland,Non_Water,NULL,Bareland
285,NULL,Water,Wetland,Non_Water,NULL,Water
286,NULL,Water,Wetland,Non_Water,Wetland,Wetland
287,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
288,NULL,Water,Wetland,Non_Water,Wetland,Bareland
289,NULL,Water,Wetland,Non_Water,Wetland,Water
290,NULL,Water,Wetland,Water,NULL,Wetland
291,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
292,NULL,Water,Wetland,Water,NULL,Bareland
293,NULL,Water,Wetland,Water,NULL,Water
294,NULL,Water,Wetland,Water,Wetland,Grassland
295,NULL,Water,Wetland,Water,Wetland,Wetland
296,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
297,NULL,Water,Wetland,Water,Wetland,Bareland
298,NULL,Water,Wetland,Water,Wetland,Water
299,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
300,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
301,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
302,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
303,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
304,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
305,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
306,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
307,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
308,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
309,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
310,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
311,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
312,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
313,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
314,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
315,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
316,NULL,Water,Bareland,NULL,Non_Wetland,Water
317,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
318,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
319,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
320,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
321,NULL,Water,Bareland,Water,Non_Wetland,Grassland
322,NULL,Water,Bareland,Water,Non_Wetland,Wetland
323,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
324,NULL,Water,Bareland,Water,Non_Wetland,Bareland
325,NULL,Water,Bareland,Water,Non_Wetland,Water
326,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
327,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
328,NULL,Water,Built-up,NULL,Non_Wetland,Water
329,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
330,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
331,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
332,NULL,Water,Built-up,Water,Non_Wetland,Bareland
333,NULL,Water,Built-up,Water,Non_Wetland,Water
334,NULL,Water,Water,NULL,NULL,Bareland
335,NULL,Water,Water,NULL,NULL,Water
336,NULL,Water,Water,NULL,Water,Wetland
337,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
338,NULL,Water,Water,NULL,Water,Bareland
339,NULL,Water,Water,NULL,Water,Water
340,NULL,Water,Water,Non_Water,NULL,Wetland
341,NULL,Water,Water,Non_Water,NULL,Bareland
342,NULL,Water,Water,Non_Water,NULL,Water
343,NULL,Water,Water,Non_Water,Water,Wetland
344,NULL,Water,Water,Non_Water,Water,Bareland
345,NULL,Water,Water,Non_Water,Water,Water
346,NULL,Water,Water,Water,NULL,Wetland
347,NULL,Water,Water,Water,NULL,Bareland
348,NULL,Water,Water,Water,NULL,Water
349,NULL,Water,Water,Water,Water,Grassland
350,NULL,Water,Water,Water,Water,Wetland
351,NULL,Water,Water,Water,Water,Lichens_and_Mosses
352,NULL,Water,Water,Water,Water,Bareland
353,NULL,Water,Water,Water,Water,Water
354,NULL,Water,Forest,NULL,Non_Wetland,Wetland
355,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
356,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
357,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
358,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
359,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
360,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
361,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
362,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
363,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
364,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
365,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
366,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
367,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
368,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
369,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
370,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
371,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
372,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
373,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
374,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
375,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
376,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
377,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
378,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
379,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
380,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
381,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
382,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
383,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
384,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
385,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
386,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
387,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
388,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
389,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
390,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
391,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
392,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
393,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
394,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
395,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
396,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
397,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
398,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
399,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
400,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
401,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
402,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
403,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
404,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
405,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
