Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,SIBERIA_2024_WorldCover_2021_43WDM_M_R
258,Wetland,Wetland,Non_Water,Wetland,Forest
259,Wetland,Wetland,Water,Wetland,Grassland
260,Wetland,Wetland,Water,Wetland,Wetland
261,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
262,Wetland,Wetland,Water,Wetland,Bareland
263,Wetland,Wetland,Water,Wetland,Built-up
264,Wetland,Wetland,Water,Wetland,Water
265,Wetland,Wetland,Water,Wetland,Forest
266,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
267,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
268,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
269,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
270,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
271,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
272,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
273,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
274,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
275,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
276,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
277,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
278,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
279,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
280,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
281,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
282,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
283,Wetland,Bareland,NULL,Non_Wetland,NULL
284,Wetland,Bareland,NULL,Non_Wetland,Grassland
285,Wetland,Bareland,NULL,Non_Wetland,Wetland
286,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
287,Wetland,Bareland,NULL,Non_Wetland,Bareland
288,Wetland,Bareland,NULL,Non_Wetland,Built-up
289,Wetland,Bareland,NULL,Non_Wetland,Water
290,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
291,Wetland,Bareland,NULL,Non_Wetland,Forest
292,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
293,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
294,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
295,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
296,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
297,Wetland,Bareland,Non_Water,Non_Wetland,Water
298,Wetland,Bareland,Non_Water,Non_Wetland,Forest
299,Wetland,Bareland,Water,Non_Wetland,Grassland
300,Wetland,Bareland,Water,Non_Wetland,Wetland
301,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
302,Wetland,Bareland,Water,Non_Wetland,Bareland
303,Wetland,Bareland,Water,Non_Wetland,Built-up
304,Wetland,Bareland,Water,Non_Wetland,Water
305,Wetland,Bareland,Water,Non_Wetland,Forest
306,Wetland,Built-up,NULL,Non_Wetland,Grassland
307,Wetland,Built-up,NULL,Non_Wetland,Wetland
308,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
309,Wetland,Built-up,NULL,Non_Wetland,Bareland
310,Wetland,Built-up,NULL,Non_Wetland,Built-up
311,Wetland,Built-up,NULL,Non_Wetland,Water
312,Wetland,Built-up,NULL,Non_Wetland,Forest
313,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
314,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
315,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
316,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
317,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
318,Wetland,Built-up,Non_Water,Non_Wetland,Water
319,Wetland,Built-up,Non_Water,Non_Wetland,Forest
320,Wetland,Built-up,Water,Non_Wetland,Grassland
321,Wetland,Built-up,Water,Non_Wetland,Wetland
322,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
323,Wetland,Built-up,Water,Non_Wetland,Bareland
324,Wetland,Built-up,Water,Non_Wetland,Built-up
325,Wetland,Built-up,Water,Non_Wetland,Water
326,Wetland,Built-up,Water,Non_Wetland,Forest
327,Wetland,Water,NULL,Water,Grassland
328,Wetland,Water,NULL,Water,Wetland
329,Wetland,Water,NULL,Water,Lichens_and_Mosses
330,Wetland,Water,NULL,Water,Bareland
331,Wetland,Water,NULL,Water,Built-up
332,Wetland,Water,NULL,Water,Water
333,Wetland,Water,NULL,Water,Forest
334,Wetland,Water,Non_Water,Water,Grassland
335,Wetland,Water,Non_Water,Water,Wetland
336,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
337,Wetland,Water,Non_Water,Water,Bareland
338,Wetland,Water,Non_Water,Water,Built-up
339,Wetland,Water,Non_Water,Water,Water
340,Wetland,Water,Non_Water,Water,Permanent_ice_and_snow
341,Wetland,Water,Non_Water,Water,Forest
342,Wetland,Water,Water,Water,Grassland
343,Wetland,Water,Water,Water,Wetland
344,Wetland,Water,Water,Water,Lichens_and_Mosses
345,Wetland,Water,Water,Water,Bareland
346,Wetland,Water,Water,Water,Built-up
347,Wetland,Water,Water,Water,Water
348,Wetland,Water,Water,Water,Forest
349,Wetland,Forest,NULL,Non_Wetland,NULL
350,Wetland,Forest,NULL,Non_Wetland,Grassland
351,Wetland,Forest,NULL,Non_Wetland,Wetland
352,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
353,Wetland,Forest,NULL,Non_Wetland,Bareland
354,Wetland,Forest,NULL,Non_Wetland,Built-up
355,Wetland,Forest,NULL,Non_Wetland,Water
356,Wetland,Forest,NULL,Non_Wetland,Forest
357,Wetland,Forest,Non_Water,Non_Wetland,Grassland
358,Wetland,Forest,Non_Water,Non_Wetland,Wetland
359,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
360,Wetland,Forest,Non_Water,Non_Wetland,Bareland
361,Wetland,Forest,Non_Water,Non_Wetland,Water
362,Wetland,Forest,Non_Water,Non_Wetland,Forest
363,Wetland,Forest,Water,Non_Wetland,Grassland
364,Wetland,Forest,Water,Non_Wetland,Wetland
365,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
366,Wetland,Forest,Water,Non_Wetland,Water
367,Wetland,Forest,Water,Non_Wetland,Forest
368,Bareland,NULL,NULL,Non_Wetland,Wetland
369,Bareland,NULL,NULL,Non_Wetland,Bareland
370,Bareland,NULL,NULL,Non_Wetland,Forest
371,Bareland,NULL,Water,Non_Wetland,Water
372,Bareland,Shrubland,NULL,Non_Wetland,Grassland
373,Bareland,Shrubland,NULL,Non_Wetland,Wetland
374,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
375,Bareland,Shrubland,NULL,Non_Wetland,Bareland
376,Bareland,Shrubland,NULL,Non_Wetland,Built-up
377,Bareland,Shrubland,NULL,Non_Wetland,Water
378,Bareland,Shrubland,NULL,Non_Wetland,Forest
379,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
380,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
381,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
382,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
383,Bareland,Shrubland,Non_Water,Non_Wetland,Water
384,Bareland,Shrubland,Water,Non_Wetland,Grassland
385,Bareland,Shrubland,Water,Non_Wetland,Wetland
386,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
387,Bareland,Shrubland,Water,Non_Wetland,Bareland
388,Bareland,Shrubland,Water,Non_Wetland,Water
389,Bareland,Cropland,NULL,Non_Wetland,Bareland
390,Bareland,Wetland,NULL,Wetland,Grassland
391,Bareland,Wetland,NULL,Wetland,Wetland
392,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
393,Bareland,Wetland,NULL,Wetland,Bareland
394,Bareland,Wetland,NULL,Wetland,Water
395,Bareland,Wetland,NULL,Wetland,Forest
396,Bareland,Wetland,Non_Water,Wetland,Grassland
397,Bareland,Wetland,Non_Water,Wetland,Wetland
398,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
399,Bareland,Wetland,Non_Water,Wetland,Bareland
400,Bareland,Wetland,Non_Water,Wetland,Water
401,Bareland,Wetland,Non_Water,Wetland,Forest
402,Bareland,Wetland,Water,Wetland,Grassland
403,Bareland,Wetland,Water,Wetland,Wetland
404,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
405,Bareland,Wetland,Water,Wetland,Bareland
406,Bareland,Wetland,Water,Wetland,Water
407,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
408,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
409,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
410,Bareland,Bareland,NULL,Non_Wetland,NULL
411,Bareland,Bareland,NULL,Non_Wetland,Grassland
412,Bareland,Bareland,NULL,Non_Wetland,Wetland
413,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
414,Bareland,Bareland,NULL,Non_Wetland,Bareland
415,Bareland,Bareland,NULL,Non_Wetland,Built-up
416,Bareland,Bareland,NULL,Non_Wetland,Water
417,Bareland,Bareland,NULL,Non_Wetland,Forest
418,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
419,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
420,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
421,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
422,Bareland,Bareland,Non_Water,Non_Wetland,Water
423,Bareland,Bareland,Non_Water,Non_Wetland,Forest
424,Bareland,Bareland,Water,Non_Wetland,Grassland
425,Bareland,Bareland,Water,Non_Wetland,Wetland
426,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
427,Bareland,Bareland,Water,Non_Wetland,Bareland
428,Bareland,Bareland,Water,Non_Wetland,Water
429,Bareland,Bareland,Water,Non_Wetland,Forest
430,Bareland,Built-up,NULL,Non_Wetland,Grassland
431,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
432,Bareland,Built-up,NULL,Non_Wetland,Bareland
433,Bareland,Built-up,NULL,Non_Wetland,Built-up
434,Bareland,Built-up,NULL,Non_Wetland,Water
435,Bareland,Built-up,NULL,Non_Wetland,Forest
436,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
437,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
438,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
439,Bareland,Built-up,Non_Water,Non_Wetland,Water
440,Bareland,Built-up,Non_Water,Non_Wetland,Forest
441,Bareland,Built-up,Water,Non_Wetland,Grassland
442,Bareland,Built-up,Water,Non_Wetland,Wetland
443,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
444,Bareland,Built-up,Water,Non_Wetland,Bareland
445,Bareland,Built-up,Water,Non_Wetland,Water
446,Bareland,Water,NULL,Water,Wetland
447,Bareland,Water,NULL,Water,Lichens_and_Mosses
448,Bareland,Water,NULL,Water,Bareland
449,Bareland,Water,NULL,Water,Water
450,Bareland,Water,NULL,Water,Forest
451,Bareland,Water,Non_Water,Water,Grassland
452,Bareland,Water,Non_Water,Water,Wetland
453,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
454,Bareland,Water,Non_Water,Water,Bareland
455,Bareland,Water,Non_Water,Water,Water
456,Bareland,Water,Water,Water,Grassland
457,Bareland,Water,Water,Water,Wetland
458,Bareland,Water,Water,Water,Lichens_and_Mosses
459,Bareland,Water,Water,Water,Bareland
460,Bareland,Water,Water,Water,Water
461,Bareland,Water,Water,Water,Forest
462,Bareland,Forest,NULL,Non_Wetland,Grassland
463,Bareland,Forest,NULL,Non_Wetland,Wetland
464,Bareland,Forest,NULL,Non_Wetland,Bareland
465,Bareland,Forest,NULL,Non_Wetland,Water
466,Bareland,Forest,NULL,Non_Wetland,Forest
467,Bareland,Forest,Non_Water,Non_Wetland,Grassland
468,Bareland,Forest,Non_Water,Non_Wetland,Bareland
469,Bareland,Forest,Non_Water,Non_Wetland,Water
470,Bareland,Forest,Non_Water,Non_Wetland,Forest
471,Bareland,Forest,Water,Non_Wetland,Grassland
472,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
473,Bareland,Forest,Water,Non_Wetland,Bareland
