Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,SIBERIA_2024_WorldCover_2021_44WPV_M_R
168,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
169,Wetland,Shrubland,Non_Water,Non_Wetland,Water
170,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
171,Wetland,Shrubland,Water,Non_Wetland,Grassland
172,Wetland,Shrubland,Water,Non_Wetland,Wetland
173,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
174,Wetland,Shrubland,Water,Non_Wetland,Water
175,Wetland,Shrubland,Water,Non_Wetland,Forest
176,Wetland,Grassland,NULL,Non_Wetland,Grassland
177,Wetland,Grassland,NULL,Non_Wetland,Wetland
178,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
179,Wetland,Grassland,NULL,Non_Wetland,Bareland
180,Wetland,Grassland,NULL,Non_Wetland,Water
181,Wetland,Grassland,NULL,Non_Wetland,Forest
182,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
183,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
184,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
185,Wetland,Grassland,Non_Water,Non_Wetland,Water
186,Wetland,Grassland,Non_Water,Non_Wetland,Forest
187,Wetland,Grassland,Water,Non_Wetland,Grassland
188,Wetland,Grassland,Water,Non_Wetland,Wetland
189,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
190,Wetland,Grassland,Water,Non_Wetland,Water
191,Wetland,Grassland,Water,Non_Wetland,Forest
192,Wetland,Wetland,NULL,Wetland,Grassland
193,Wetland,Wetland,NULL,Wetland,Wetland
194,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
195,Wetland,Wetland,NULL,Wetland,Bareland
196,Wetland,Wetland,NULL,Wetland,Water
197,Wetland,Wetland,NULL,Wetland,Forest
198,Wetland,Wetland,Non_Water,Wetland,Grassland
199,Wetland,Wetland,Non_Water,Wetland,Wetland
200,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
201,Wetland,Wetland,Non_Water,Wetland,Bareland
202,Wetland,Wetland,Non_Water,Wetland,Water
203,Wetland,Wetland,Non_Water,Wetland,Forest
204,Wetland,Wetland,Water,Wetland,Grassland
205,Wetland,Wetland,Water,Wetland,Wetland
206,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
207,Wetland,Wetland,Water,Wetland,Bareland
208,Wetland,Wetland,Water,Wetland,Water
209,Wetland,Wetland,Water,Wetland,Forest
210,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
211,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
212,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
213,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
214,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
215,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
216,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
217,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
218,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
219,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
220,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
221,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
222,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
223,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
224,Wetland,Bareland,NULL,Non_Wetland,Grassland
225,Wetland,Bareland,NULL,Non_Wetland,Wetland
226,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
227,Wetland,Bareland,NULL,Non_Wetland,Bareland
228,Wetland,Bareland,NULL,Non_Wetland,Water
229,Wetland,Bareland,NULL,Non_Wetland,Forest
230,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
231,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
232,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
233,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
234,Wetland,Bareland,Non_Water,Non_Wetland,Water
235,Wetland,Bareland,Non_Water,Non_Wetland,Forest
236,Wetland,Bareland,Water,Non_Wetland,Grassland
237,Wetland,Bareland,Water,Non_Wetland,Wetland
238,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
239,Wetland,Bareland,Water,Non_Wetland,Bareland
240,Wetland,Bareland,Water,Non_Wetland,Water
241,Wetland,Bareland,Water,Non_Wetland,Forest
242,Wetland,Built-up,NULL,Non_Wetland,Grassland
243,Wetland,Built-up,NULL,Non_Wetland,Wetland
244,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
245,Wetland,Built-up,NULL,Non_Wetland,Bareland
246,Wetland,Built-up,NULL,Non_Wetland,Water
247,Wetland,Built-up,NULL,Non_Wetland,Forest
248,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
249,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
250,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
251,Wetland,Built-up,Non_Water,Non_Wetland,Water
252,Wetland,Built-up,Non_Water,Non_Wetland,Forest
253,Wetland,Built-up,Water,Non_Wetland,Grassland
254,Wetland,Built-up,Water,Non_Wetland,Wetland
255,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
256,Wetland,Built-up,Water,Non_Wetland,Bareland
257,Wetland,Built-up,Water,Non_Wetland,Water
258,Wetland,Built-up,Water,Non_Wetland,Forest
259,Wetland,Water,NULL,Water,Grassland
260,Wetland,Water,NULL,Water,Wetland
261,Wetland,Water,NULL,Water,Lichens_and_Mosses
262,Wetland,Water,NULL,Water,Bareland
263,Wetland,Water,NULL,Water,Water
264,Wetland,Water,NULL,Water,Forest
265,Wetland,Water,Non_Water,Water,Grassland
266,Wetland,Water,Non_Water,Water,Wetland
267,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
268,Wetland,Water,Non_Water,Water,Bareland
269,Wetland,Water,Non_Water,Water,Water
270,Wetland,Water,Non_Water,Water,Forest
271,Wetland,Water,Water,Water,Grassland
272,Wetland,Water,Water,Water,Wetland
273,Wetland,Water,Water,Water,Lichens_and_Mosses
274,Wetland,Water,Water,Water,Bareland
275,Wetland,Water,Water,Water,Water
276,Wetland,Water,Water,Water,Forest
277,Wetland,Forest,NULL,Non_Wetland,Grassland
278,Wetland,Forest,NULL,Non_Wetland,Wetland
279,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
280,Wetland,Forest,NULL,Non_Wetland,Bareland
281,Wetland,Forest,NULL,Non_Wetland,Water
282,Wetland,Forest,NULL,Non_Wetland,Forest
283,Wetland,Forest,Non_Water,Non_Wetland,Grassland
284,Wetland,Forest,Non_Water,Non_Wetland,Wetland
285,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
286,Wetland,Forest,Non_Water,Non_Wetland,Water
287,Wetland,Forest,Non_Water,Non_Wetland,Forest
288,Wetland,Forest,Water,Non_Wetland,Grassland
289,Wetland,Forest,Water,Non_Wetland,Wetland
290,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
291,Wetland,Forest,Water,Non_Wetland,Bareland
292,Wetland,Forest,Water,Non_Wetland,Water
293,Wetland,Forest,Water,Non_Wetland,Forest
294,Bareland,NULL,NULL,Non_Wetland,Grassland
295,Bareland,NULL,NULL,Non_Wetland,Wetland
296,Bareland,NULL,Water,Non_Wetland,Water
297,Bareland,Shrubland,NULL,Non_Wetland,Grassland
298,Bareland,Shrubland,NULL,Non_Wetland,Water
299,Bareland,Shrubland,NULL,Non_Wetland,Forest
300,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
301,Bareland,Wetland,NULL,Wetland,Wetland
302,Bareland,Wetland,NULL,Wetland,Forest
303,Bareland,Bareland,NULL,Non_Wetland,Grassland
304,Bareland,Bareland,NULL,Non_Wetland,Wetland
305,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
306,Bareland,Bareland,NULL,Non_Wetland,Bareland
307,Bareland,Bareland,NULL,Non_Wetland,Water
308,Bareland,Bareland,NULL,Non_Wetland,Forest
309,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
310,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
311,Bareland,Bareland,Water,Non_Wetland,Bareland
312,Bareland,Bareland,Water,Non_Wetland,Water
313,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
314,Bareland,Built-up,NULL,Non_Wetland,Bareland
315,Bareland,Water,NULL,Water,Water
316,Bareland,Water,Water,Water,Water
317,Bareland,Forest,NULL,Non_Wetland,Grassland
318,Bareland,Forest,NULL,Non_Wetland,Water
319,Bareland,Forest,NULL,Non_Wetland,Forest
320,Bareland,Forest,Non_Water,Non_Wetland,Forest
321,Bareland,Forest,Water,Non_Wetland,Water
322,Built-up,NULL,NULL,Non_Wetland,Wetland
323,Built-up,NULL,NULL,Non_Wetland,Forest
324,Built-up,Shrubland,NULL,Non_Wetland,Grassland
325,Built-up,Shrubland,NULL,Non_Wetland,Wetland
326,Built-up,Shrubland,NULL,Non_Wetland,Forest
327,Built-up,Grassland,NULL,Non_Wetland,Grassland
328,Built-up,Grassland,NULL,Non_Wetland,Forest
329,Built-up,Wetland,NULL,Wetland,Wetland
330,Built-up,Bareland,NULL,Non_Wetland,Grassland
331,Built-up,Bareland,NULL,Non_Wetland,Wetland
332,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
333,Built-up,Bareland,NULL,Non_Wetland,Bareland
334,Built-up,Bareland,NULL,Non_Wetland,Forest
335,Built-up,Built-up,NULL,Non_Wetland,Grassland
336,Built-up,Built-up,NULL,Non_Wetland,Built-up
337,Built-up,Built-up,NULL,Non_Wetland,Forest
338,Built-up,Forest,NULL,Non_Wetland,Grassland
339,Water,NULL,NULL,Non_Wetland,Grassland
340,Water,NULL,NULL,Non_Wetland,Wetland
341,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
342,Water,NULL,NULL,Non_Wetland,Bareland
343,Water,NULL,NULL,Non_Wetland,Water
344,Water,NULL,NULL,Non_Wetland,Forest
345,Water,NULL,Non_Water,Non_Wetland,Grassland
346,Water,NULL,Non_Water,Non_Wetland,Wetland
347,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
348,Water,NULL,Non_Water,Non_Wetland,Water
349,Water,NULL,Non_Water,Non_Wetland,Forest
350,Water,NULL,Water,Non_Wetland,Grassland
351,Water,NULL,Water,Non_Wetland,Wetland
352,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
353,Water,NULL,Water,Non_Wetland,Bareland
354,Water,NULL,Water,Non_Wetland,Water
355,Water,NULL,Water,Non_Wetland,Forest
356,Water,Shrubland,NULL,Non_Wetland,Grassland
357,Water,Shrubland,NULL,Non_Wetland,Wetland
358,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
359,Water,Shrubland,NULL,Non_Wetland,Bareland
360,Water,Shrubland,NULL,Non_Wetland,Water
361,Water,Shrubland,NULL,Non_Wetland,Forest
362,Water,Shrubland,Non_Water,Non_Wetland,Grassland
363,Water,Shrubland,Non_Water,Non_Wetland,Wetland
364,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
365,Water,Shrubland,Non_Water,Non_Wetland,Bareland
366,Water,Shrubland,Non_Water,Non_Wetland,Water
367,Water,Shrubland,Non_Water,Non_Wetland,Forest
368,Water,Shrubland,Water,Non_Wetland,Grassland
369,Water,Shrubland,Water,Non_Wetland,Wetland
370,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
371,Water,Shrubland,Water,Non_Wetland,Bareland
372,Water,Shrubland,Water,Non_Wetland,Water
373,Water,Shrubland,Water,Non_Wetland,Forest
374,Water,Grassland,NULL,Non_Wetland,Grassland
375,Water,Grassland,NULL,Non_Wetland,Wetland
376,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
377,Water,Grassland,NULL,Non_Wetland,Water
378,Water,Grassland,NULL,Non_Wetland,Forest
379,Water,Grassland,Non_Water,Non_Wetland,Grassland
380,Water,Grassland,Non_Water,Non_Wetland,Wetland
381,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
382,Water,Grassland,Non_Water,Non_Wetland,Bareland
383,Water,Grassland,Non_Water,Non_Wetland,Water
384,Water,Grassland,Non_Water,Non_Wetland,Forest
385,Water,Grassland,Water,Non_Wetland,Grassland
386,Water,Grassland,Water,Non_Wetland,Wetland
387,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
388,Water,Grassland,Water,Non_Wetland,Bareland
389,Water,Grassland,Water,Non_Wetland,Water
390,Water,Grassland,Water,Non_Wetland,Forest
391,Water,Wetland,NULL,Wetland,Grassland
392,Water,Wetland,NULL,Wetland,Wetland
393,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
394,Water,Wetland,NULL,Wetland,Bareland
395,Water,Wetland,NULL,Wetland,Water
396,Water,Wetland,NULL,Wetland,Forest
397,Water,Wetland,Non_Water,Wetland,Grassland
398,Water,Wetland,Non_Water,Wetland,Wetland
399,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
400,Water,Wetland,Non_Water,Wetland,Bareland
401,Water,Wetland,Non_Water,Wetland,Water
402,Water,Wetland,Non_Water,Wetland,Forest
403,Water,Wetland,Water,Wetland,Grassland
404,Water,Wetland,Water,Wetland,Wetland
405,Water,Wetland,Water,Wetland,Lichens_and_Mosses
406,Water,Wetland,Water,Wetland,Bareland
407,Water,Wetland,Water,Wetland,Water
408,Water,Wetland,Water,Wetland,Forest
409,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
410,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
411,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
412,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
413,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
414,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
415,Water,Bareland,NULL,Non_Wetland,Grassland
416,Water,Bareland,NULL,Non_Wetland,Wetland
417,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
418,Water,Bareland,NULL,Non_Wetland,Bareland
419,Water,Bareland,NULL,Non_Wetland,Water
420,Water,Bareland,NULL,Non_Wetland,Forest
421,Water,Bareland,Non_Water,Non_Wetland,Grassland
422,Water,Bareland,Non_Water,Non_Wetland,Wetland
423,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
424,Water,Bareland,Non_Water,Non_Wetland,Bareland
425,Water,Bareland,Non_Water,Non_Wetland,Water
426,Water,Bareland,Non_Water,Non_Wetland,Forest
427,Water,Bareland,Water,Non_Wetland,Grassland
428,Water,Bareland,Water,Non_Wetland,Wetland
429,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
430,Water,Bareland,Water,Non_Wetland,Bareland
431,Water,Bareland,Water,Non_Wetland,Water
432,Water,Bareland,Water,Non_Wetland,Forest
433,Water,Built-up,NULL,Non_Wetland,Grassland
434,Water,Built-up,NULL,Non_Wetland,Wetland
435,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
436,Water,Built-up,NULL,Non_Wetland,Bareland
437,Water,Built-up,NULL,Non_Wetland,Water
438,Water,Built-up,NULL,Non_Wetland,Forest
439,Water,Built-up,Non_Water,Non_Wetland,Wetland
440,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
441,Water,Built-up,Non_Water,Non_Wetland,Bareland
442,Water,Built-up,Non_Water,Non_Wetland,Water
443,Water,Built-up,Water,Non_Wetland,Wetland
444,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
445,Water,Built-up,Water,Non_Wetland,Bareland
446,Water,Built-up,Water,Non_Wetland,Water
447,Water,Built-up,Water,Non_Wetland,Forest
448,Water,Water,NULL,Water,Grassland
449,Water,Water,NULL,Water,Wetland
450,Water,Water,NULL,Water,Lichens_and_Mosses
451,Water,Water,NULL,Water,Bareland
452,Water,Water,NULL,Water,Water
453,Water,Water,NULL,Water,Forest
454,Water,Water,Non_Water,Water,Grassland
455,Water,Water,Non_Water,Water,Wetland
456,Water,Water,Non_Water,Water,Lichens_and_Mosses
457,Water,Water,Non_Water,Water,Bareland
458,Water,Water,Non_Water,Water,Water
459,Water,Water,Non_Water,Water,Forest
460,Water,Water,Water,Water,Grassland
461,Water,Water,Water,Water,Wetland
462,Water,Water,Water,Water,Lichens_and_Mosses
463,Water,Water,Water,Water,Bareland
464,Water,Water,Water,Water,Water
465,Water,Water,Water,Water,Permanent_ice_and_snow
466,Water,Water,Water,Water,Forest
467,Water,Forest,NULL,Non_Wetland,Grassland
468,Water,Forest,NULL,Non_Wetland,Wetland
469,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
470,Water,Forest,NULL,Non_Wetland,Bareland
471,Water,Forest,NULL,Non_Wetland,Water
472,Water,Forest,NULL,Non_Wetland,Forest
473,Water,Forest,Non_Water,Non_Wetland,Grassland
474,Water,Forest,Non_Water,Non_Wetland,Wetland
475,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
476,Water,Forest,Non_Water,Non_Wetland,Bareland
477,Water,Forest,Non_Water,Non_Wetland,Water
478,Water,Forest,Non_Water,Non_Wetland,Forest
479,Water,Forest,Water,Non_Wetland,Grassland
480,Water,Forest,Water,Non_Wetland,Wetland
481,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
