Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXP_M_R,SIBERIA_2024_WorldCover_2021_42VXP_M_R
263,Wetland,Shrubland,NULL,Non_Wetland,Cropland
264,Wetland,Shrubland,NULL,Non_Wetland,Wetland
265,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
266,Wetland,Shrubland,NULL,Non_Wetland,Bareland
267,Wetland,Shrubland,NULL,Non_Wetland,Built-up
268,Wetland,Shrubland,NULL,Non_Wetland,Water
269,Wetland,Shrubland,NULL,Non_Wetland,Forest
270,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
271,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
272,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
273,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
274,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
275,Wetland,Shrubland,Non_Water,Non_Wetland,Water
276,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
277,Wetland,Shrubland,Water,Non_Wetland,NULL
278,Wetland,Shrubland,Water,Non_Wetland,Grassland
279,Wetland,Shrubland,Water,Non_Wetland,Cropland
280,Wetland,Shrubland,Water,Non_Wetland,Wetland
281,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
282,Wetland,Shrubland,Water,Non_Wetland,Bareland
283,Wetland,Shrubland,Water,Non_Wetland,Built-up
284,Wetland,Shrubland,Water,Non_Wetland,Water
285,Wetland,Shrubland,Water,Non_Wetland,Forest
286,Wetland,Grassland,NULL,Non_Wetland,NULL
287,Wetland,Grassland,NULL,Non_Wetland,Grassland
288,Wetland,Grassland,NULL,Non_Wetland,Wetland
289,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
290,Wetland,Grassland,NULL,Non_Wetland,Bareland
291,Wetland,Grassland,NULL,Non_Wetland,Built-up
292,Wetland,Grassland,NULL,Non_Wetland,Water
293,Wetland,Grassland,NULL,Non_Wetland,Forest
294,Wetland,Grassland,Non_Water,Non_Wetland,NULL
295,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
296,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
297,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
298,Wetland,Grassland,Non_Water,Non_Wetland,Water
299,Wetland,Grassland,Non_Water,Non_Wetland,Forest
300,Wetland,Grassland,Water,Non_Wetland,Grassland
301,Wetland,Grassland,Water,Non_Wetland,Wetland
302,Wetland,Grassland,Water,Non_Wetland,Forest
303,Wetland,Cropland,NULL,Non_Wetland,NULL
304,Wetland,Cropland,NULL,Non_Wetland,Grassland
305,Wetland,Cropland,NULL,Non_Wetland,Wetland
306,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
307,Wetland,Cropland,NULL,Non_Wetland,Bareland
308,Wetland,Cropland,NULL,Non_Wetland,Built-up
309,Wetland,Cropland,NULL,Non_Wetland,Forest
310,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
311,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
312,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
313,Wetland,Cropland,Water,Non_Wetland,Grassland
314,Wetland,Cropland,Water,Non_Wetland,Wetland
315,Wetland,Cropland,Water,Non_Wetland,Bareland
316,Wetland,Wetland,NULL,Wetland,NULL
317,Wetland,Wetland,NULL,Wetland,Grassland
318,Wetland,Wetland,NULL,Wetland,Cropland
319,Wetland,Wetland,NULL,Wetland,Wetland
320,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
321,Wetland,Wetland,NULL,Wetland,Bareland
322,Wetland,Wetland,NULL,Wetland,Built-up
323,Wetland,Wetland,NULL,Wetland,Water
324,Wetland,Wetland,NULL,Wetland,Forest
325,Wetland,Wetland,Non_Water,Wetland,NULL
326,Wetland,Wetland,Non_Water,Wetland,Grassland
327,Wetland,Wetland,Non_Water,Wetland,Cropland
328,Wetland,Wetland,Non_Water,Wetland,Wetland
329,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
330,Wetland,Wetland,Non_Water,Wetland,Bareland
331,Wetland,Wetland,Non_Water,Wetland,Built-up
332,Wetland,Wetland,Non_Water,Wetland,Water
333,Wetland,Wetland,Non_Water,Wetland,Forest
334,Wetland,Wetland,Water,Wetland,NULL
335,Wetland,Wetland,Water,Wetland,Grassland
336,Wetland,Wetland,Water,Wetland,Cropland
337,Wetland,Wetland,Water,Wetland,Wetland
338,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
339,Wetland,Wetland,Water,Wetland,Bareland
340,Wetland,Wetland,Water,Wetland,Built-up
341,Wetland,Wetland,Water,Wetland,Water
342,Wetland,Wetland,Water,Wetland,Forest
343,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
344,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
345,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
346,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
347,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
348,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
349,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
350,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
351,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
352,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
353,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
354,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
355,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
356,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
357,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
358,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
359,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
360,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
361,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
362,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
363,Wetland,Bareland,NULL,Non_Wetland,NULL
364,Wetland,Bareland,NULL,Non_Wetland,Grassland
365,Wetland,Bareland,NULL,Non_Wetland,Cropland
366,Wetland,Bareland,NULL,Non_Wetland,Wetland
367,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
368,Wetland,Bareland,NULL,Non_Wetland,Bareland
369,Wetland,Bareland,NULL,Non_Wetland,Built-up
370,Wetland,Bareland,NULL,Non_Wetland,Water
371,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
372,Wetland,Bareland,NULL,Non_Wetland,Forest
373,Wetland,Bareland,Non_Water,Non_Wetland,NULL
374,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
375,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
376,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
377,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
378,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
379,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
380,Wetland,Bareland,Non_Water,Non_Wetland,Water
381,Wetland,Bareland,Non_Water,Non_Wetland,Forest
382,Wetland,Bareland,Water,Non_Wetland,NULL
383,Wetland,Bareland,Water,Non_Wetland,Grassland
384,Wetland,Bareland,Water,Non_Wetland,Cropland
385,Wetland,Bareland,Water,Non_Wetland,Wetland
386,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
387,Wetland,Bareland,Water,Non_Wetland,Bareland
388,Wetland,Bareland,Water,Non_Wetland,Built-up
389,Wetland,Bareland,Water,Non_Wetland,Water
390,Wetland,Bareland,Water,Non_Wetland,Forest
391,Wetland,Built-up,NULL,Non_Wetland,NULL
392,Wetland,Built-up,NULL,Non_Wetland,Grassland
393,Wetland,Built-up,NULL,Non_Wetland,Cropland
394,Wetland,Built-up,NULL,Non_Wetland,Wetland
395,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
396,Wetland,Built-up,NULL,Non_Wetland,Bareland
397,Wetland,Built-up,NULL,Non_Wetland,Built-up
398,Wetland,Built-up,NULL,Non_Wetland,Water
399,Wetland,Built-up,NULL,Non_Wetland,Forest
400,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
401,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
402,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
403,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
404,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
405,Wetland,Built-up,Non_Water,Non_Wetland,Water
406,Wetland,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
407,Wetland,Built-up,Non_Water,Non_Wetland,Forest
408,Wetland,Built-up,Water,Non_Wetland,Grassland
409,Wetland,Built-up,Water,Non_Wetland,Wetland
410,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
411,Wetland,Built-up,Water,Non_Wetland,Bareland
412,Wetland,Built-up,Water,Non_Wetland,Built-up
413,Wetland,Built-up,Water,Non_Wetland,Water
414,Wetland,Built-up,Water,Non_Wetland,Forest
415,Wetland,Water,NULL,Water,NULL
416,Wetland,Water,NULL,Water,Grassland
417,Wetland,Water,NULL,Water,Wetland
418,Wetland,Water,NULL,Water,Lichens_and_Mosses
419,Wetland,Water,NULL,Water,Bareland
420,Wetland,Water,NULL,Water,Built-up
421,Wetland,Water,NULL,Water,Water
422,Wetland,Water,NULL,Water,Forest
423,Wetland,Water,Non_Water,Water,NULL
424,Wetland,Water,Non_Water,Water,Grassland
425,Wetland,Water,Non_Water,Water,Cropland
426,Wetland,Water,Non_Water,Water,Wetland
427,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
428,Wetland,Water,Non_Water,Water,Bareland
429,Wetland,Water,Non_Water,Water,Built-up
430,Wetland,Water,Non_Water,Water,Water
431,Wetland,Water,Non_Water,Water,Forest
432,Wetland,Water,Water,Water,NULL
433,Wetland,Water,Water,Water,Grassland
434,Wetland,Water,Water,Water,Cropland
435,Wetland,Water,Water,Water,Wetland
436,Wetland,Water,Water,Water,Lichens_and_Mosses
437,Wetland,Water,Water,Water,Bareland
438,Wetland,Water,Water,Water,Built-up
439,Wetland,Water,Water,Water,Water
440,Wetland,Water,Water,Water,Permanent_ice_and_snow
441,Wetland,Water,Water,Water,Forest
442,Wetland,Forest,NULL,Non_Wetland,NULL
443,Wetland,Forest,NULL,Non_Wetland,Grassland
444,Wetland,Forest,NULL,Non_Wetland,Cropland
445,Wetland,Forest,NULL,Non_Wetland,Wetland
446,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
447,Wetland,Forest,NULL,Non_Wetland,Bareland
448,Wetland,Forest,NULL,Non_Wetland,Built-up
449,Wetland,Forest,NULL,Non_Wetland,Water
450,Wetland,Forest,NULL,Non_Wetland,Forest
451,Wetland,Forest,Non_Water,Non_Wetland,NULL
452,Wetland,Forest,Non_Water,Non_Wetland,Grassland
453,Wetland,Forest,Non_Water,Non_Wetland,Cropland
454,Wetland,Forest,Non_Water,Non_Wetland,Wetland
455,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
456,Wetland,Forest,Non_Water,Non_Wetland,Bareland
457,Wetland,Forest,Non_Water,Non_Wetland,Built-up
458,Wetland,Forest,Non_Water,Non_Wetland,Water
459,Wetland,Forest,Non_Water,Non_Wetland,Forest
460,Wetland,Forest,Water,Non_Wetland,NULL
461,Wetland,Forest,Water,Non_Wetland,Grassland
462,Wetland,Forest,Water,Non_Wetland,Cropland
463,Wetland,Forest,Water,Non_Wetland,Wetland
464,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
465,Wetland,Forest,Water,Non_Wetland,Bareland
466,Wetland,Forest,Water,Non_Wetland,Built-up
467,Wetland,Forest,Water,Non_Wetland,Water
468,Wetland,Forest,Water,Non_Wetland,Forest
469,Bareland,NULL,NULL,Non_Wetland,Grassland
470,Bareland,NULL,NULL,Non_Wetland,Bareland
471,Bareland,NULL,NULL,Non_Wetland,Water
472,Bareland,NULL,NULL,Non_Wetland,Forest
473,Bareland,NULL,Water,Non_Wetland,Wetland
474,Bareland,NULL,Water,Non_Wetland,Water
475,Bareland,NULL,Water,Non_Wetland,Forest
476,Bareland,Shrubland,NULL,Non_Wetland,Grassland
477,Bareland,Shrubland,NULL,Non_Wetland,Wetland
