Value,SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,SIBERIA_2024_WorldCover_2021_42WWA_M_R
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
411,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
412,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
413,NULL,Built-up,Wetland,NULL,Wetland,Water
414,NULL,Built-up,Wetland,Water,Wetland,Water
415,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
416,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
417,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
418,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
419,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
420,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
421,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
422,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
423,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
424,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
425,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
426,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
427,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
428,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
429,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
430,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
431,NULL,Built-up,Bareland,Water,Non_Wetland,Water
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
436,NULL,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
437,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
438,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
439,NULL,Water,NULL,NULL,Non_Wetland,Grassland
440,NULL,Water,NULL,NULL,Non_Wetland,Wetland
441,NULL,Water,NULL,NULL,Non_Wetland,Water
442,NULL,Water,NULL,NULL,Non_Wetland,Forest
443,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
444,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
445,NULL,Water,NULL,Non_Water,Non_Wetland,Water
446,NULL,Water,NULL,Water,Non_Wetland,Wetland
447,NULL,Water,NULL,Water,Non_Wetland,Bareland
448,NULL,Water,NULL,Water,Non_Wetland,Water
449,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
450,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
451,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
452,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
453,NULL,Water,Shrubland,NULL,Non_Wetland,Water
454,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
455,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
456,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
457,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
458,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
459,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
460,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
461,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
462,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
464,NULL,Water,Shrubland,Water,Non_Wetland,Water
465,NULL,Water,Shrubland,Water,Non_Wetland,Forest
466,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
467,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
468,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
469,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
470,NULL,Water,Grassland,NULL,Non_Wetland,Water
471,NULL,Water,Grassland,NULL,Non_Wetland,Forest
472,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
473,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
474,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
475,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
476,NULL,Water,Grassland,Water,Non_Wetland,Grassland
477,NULL,Water,Grassland,Water,Non_Wetland,Wetland
478,NULL,Water,Grassland,Water,Non_Wetland,Bareland
479,NULL,Water,Grassland,Water,Non_Wetland,Water
480,NULL,Water,Wetland,NULL,Wetland,Grassland
481,NULL,Water,Wetland,NULL,Wetland,Wetland
482,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
483,NULL,Water,Wetland,NULL,Wetland,Bareland
484,NULL,Water,Wetland,NULL,Wetland,Water
485,NULL,Water,Wetland,NULL,Wetland,Forest
486,NULL,Water,Wetland,Non_Water,Wetland,Grassland
487,NULL,Water,Wetland,Non_Water,Wetland,Wetland
488,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
489,NULL,Water,Wetland,Non_Water,Wetland,Bareland
490,NULL,Water,Wetland,Non_Water,Wetland,Water
491,NULL,Water,Wetland,Non_Water,Wetland,Forest
492,NULL,Water,Wetland,Water,Wetland,Grassland
493,NULL,Water,Wetland,Water,Wetland,Wetland
494,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
495,NULL,Water,Wetland,Water,Wetland,Bareland
496,NULL,Water,Wetland,Water,Wetland,Water
497,NULL,Water,Wetland,Water,Wetland,Forest
498,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
499,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
500,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
501,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
502,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
503,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
504,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
505,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
506,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
507,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
508,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
509,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
510,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
511,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
512,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
513,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
514,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
515,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
516,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
517,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
518,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
519,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
520,NULL,Water,Bareland,NULL,Non_Wetland,Water
521,NULL,Water,Bareland,NULL,Non_Wetland,Forest
522,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
523,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
524,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
525,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
526,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
527,NULL,Water,Bareland,Water,Non_Wetland,Grassland
528,NULL,Water,Bareland,Water,Non_Wetland,Wetland
529,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
530,NULL,Water,Bareland,Water,Non_Wetland,Bareland
531,NULL,Water,Bareland,Water,Non_Wetland,Water
532,NULL,Water,Bareland,Water,Non_Wetland,Forest
533,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
534,NULL,Water,Built-up,NULL,Non_Wetland,Water
535,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
537,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
538,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
539,NULL,Water,Built-up,Water,Non_Wetland,Bareland
540,NULL,Water,Built-up,Water,Non_Wetland,Water
541,NULL,Water,Water,NULL,Water,Grassland
542,NULL,Water,Water,NULL,Water,Wetland
543,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
544,NULL,Water,Water,NULL,Water,Bareland
545,NULL,Water,Water,NULL,Water,Water
546,NULL,Water,Water,NULL,Water,Forest
547,NULL,Water,Water,Non_Water,Water,Grassland
548,NULL,Water,Water,Non_Water,Water,Wetland
549,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
550,NULL,Water,Water,Non_Water,Water,Bareland
551,NULL,Water,Water,Non_Water,Water,Water
552,NULL,Water,Water,Non_Water,Water,Forest
553,NULL,Water,Water,Water,Water,Grassland
554,NULL,Water,Water,Water,Water,Wetland
555,NULL,Water,Water,Water,Water,Lichens_and_Mosses
556,NULL,Water,Water,Water,Water,Bareland
557,NULL,Water,Water,Water,Water,Water
558,NULL,Water,Water,Water,Water,Forest
559,NULL,Water,Forest,NULL,Non_Wetland,Grassland
560,NULL,Water,Forest,NULL,Non_Wetland,Wetland
561,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
562,NULL,Water,Forest,NULL,Non_Wetland,Bareland
563,NULL,Water,Forest,NULL,Non_Wetland,Water
564,NULL,Water,Forest,NULL,Non_Wetland,Forest
565,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
566,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
567,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
568,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
569,NULL,Water,Forest,Non_Water,Non_Wetland,Water
570,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
571,NULL,Water,Forest,Water,Non_Wetland,Grassland
572,NULL,Water,Forest,Water,Non_Wetland,Wetland
573,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
574,NULL,Water,Forest,Water,Non_Wetland,Bareland
575,NULL,Water,Forest,Water,Non_Wetland,Water
576,NULL,Water,Forest,Water,Non_Wetland,Forest
577,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
578,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
579,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
580,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
581,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
582,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
583,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
584,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
585,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
586,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
587,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
588,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
589,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
590,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
591,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
592,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
593,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
594,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
595,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
596,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
597,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
598,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
599,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
600,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
601,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
602,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
603,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
604,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
605,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
606,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
607,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
608,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
609,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
610,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
611,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
612,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
613,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
614,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
615,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
616,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
617,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
618,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
619,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
620,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
621,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
622,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
623,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
624,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
625,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
626,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
627,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
628,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
629,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
630,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
631,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
632,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
633,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
634,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
635,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
636,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
637,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
638,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
639,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
640,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
641,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
642,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
643,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
644,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
645,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
646,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
647,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
648,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
649,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
650,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
651,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
652,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
653,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
654,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
655,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
656,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
657,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
658,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
659,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
660,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
661,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
662,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
663,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
664,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
665,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
666,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
667,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
668,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
669,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
670,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
671,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
672,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
673,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
674,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
675,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
676,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
677,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
678,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
679,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
680,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
681,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
682,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
683,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
684,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
685,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
686,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
687,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
688,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
689,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
690,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
691,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
692,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
693,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
694,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
695,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
696,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
697,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
698,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
699,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
700,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
701,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
702,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
703,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
704,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
705,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
706,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
707,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
708,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
709,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
710,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
711,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
712,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
713,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
714,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
715,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
716,NULL,Forest,NULL,NULL,Non_Wetland,Forest
717,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
718,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
719,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
720,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
721,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
722,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
723,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
724,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
725,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
726,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
727,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
728,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
729,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
730,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
731,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
732,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
733,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
734,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
735,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
736,NULL,Forest,Grassland,Water,Non_Wetland,Forest
737,NULL,Forest,Wetland,NULL,Wetland,Grassland
738,NULL,Forest,Wetland,NULL,Wetland,Wetland
739,NULL,Forest,Wetland,NULL,Wetland,Water
740,NULL,Forest,Wetland,NULL,Wetland,Forest
741,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
742,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
743,NULL,Forest,Wetland,Non_Water,Wetland,Forest
744,NULL,Forest,Wetland,Water,Wetland,Grassland
745,NULL,Forest,Wetland,Water,Wetland,Wetland
746,NULL,Forest,Wetland,Water,Wetland,Water
747,NULL,Forest,Wetland,Water,Wetland,Forest
748,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
749,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
750,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
751,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
752,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
753,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
754,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
755,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
756,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
757,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
758,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
759,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
760,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
761,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
762,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
763,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
764,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
765,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
766,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
767,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
768,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
769,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
770,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
771,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
772,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
773,NULL,Forest,Water,NULL,Water,Grassland
774,NULL,Forest,Water,NULL,Water,Wetland
775,NULL,Forest,Water,NULL,Water,Forest
776,NULL,Forest,Water,Non_Water,Water,Wetland
777,NULL,Forest,Water,Water,Water,Wetland
778,NULL,Forest,Water,Water,Water,Water
779,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
780,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
781,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
782,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
783,NULL,Forest,Forest,NULL,Non_Wetland,Water
784,NULL,Forest,Forest,NULL,Non_Wetland,Forest
785,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
786,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
787,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
788,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
789,NULL,Forest,Forest,Water,Non_Wetland,Grassland
790,NULL,Forest,Forest,Water,Non_Wetland,Wetland
791,NULL,Forest,Forest,Water,Non_Wetland,Water
792,NULL,Forest,Forest,Water,Non_Wetland,Forest
793,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
794,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
795,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
