Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVV_M_R,SIBERIA_2024_WorldCover_2021_42WVV_M_R
167,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
168,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
169,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
170,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
171,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
172,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
173,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
174,NULL,Forest,NULL,Non_Wetland,NULL
175,NULL,Forest,NULL,Non_Wetland,Grassland
176,NULL,Forest,NULL,Non_Wetland,Wetland
177,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
178,NULL,Forest,NULL,Non_Wetland,Bareland
179,NULL,Forest,NULL,Non_Wetland,Built-up
180,NULL,Forest,NULL,Non_Wetland,Water
181,NULL,Forest,NULL,Non_Wetland,Forest
182,NULL,Forest,Non_Water,Non_Wetland,Grassland
183,NULL,Forest,Non_Water,Non_Wetland,Wetland
184,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
185,NULL,Forest,Non_Water,Non_Wetland,Bareland
186,NULL,Forest,Non_Water,Non_Wetland,Water
187,NULL,Forest,Non_Water,Non_Wetland,Forest
188,NULL,Forest,Water,Non_Wetland,Grassland
189,NULL,Forest,Water,Non_Wetland,Wetland
190,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
191,NULL,Forest,Water,Non_Wetland,Bareland
192,NULL,Forest,Water,Non_Wetland,Water
193,NULL,Forest,Water,Non_Wetland,Forest
194,Wetland,NULL,NULL,Non_Wetland,Grassland
195,Wetland,NULL,NULL,Non_Wetland,Wetland
196,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
197,Wetland,NULL,NULL,Non_Wetland,Bareland
198,Wetland,NULL,NULL,Non_Wetland,Water
199,Wetland,NULL,NULL,Non_Wetland,Forest
200,Wetland,NULL,Non_Water,Non_Wetland,Grassland
201,Wetland,NULL,Non_Water,Non_Wetland,Wetland
202,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
203,Wetland,NULL,Non_Water,Non_Wetland,Water
204,Wetland,NULL,Non_Water,Non_Wetland,Forest
205,Wetland,NULL,Water,Non_Wetland,Grassland
206,Wetland,NULL,Water,Non_Wetland,Wetland
207,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
208,Wetland,NULL,Water,Non_Wetland,Bareland
209,Wetland,NULL,Water,Non_Wetland,Water
210,Wetland,NULL,Water,Non_Wetland,Forest
211,Wetland,Shrubland,NULL,Non_Wetland,NULL
212,Wetland,Shrubland,NULL,Non_Wetland,Grassland
213,Wetland,Shrubland,NULL,Non_Wetland,Wetland
214,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
215,Wetland,Shrubland,NULL,Non_Wetland,Bareland
216,Wetland,Shrubland,NULL,Non_Wetland,Built-up
217,Wetland,Shrubland,NULL,Non_Wetland,Water
218,Wetland,Shrubland,NULL,Non_Wetland,Forest
219,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
220,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
221,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
222,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
223,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
224,Wetland,Shrubland,Non_Water,Non_Wetland,Water
225,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
226,Wetland,Shrubland,Water,Non_Wetland,Grassland
227,Wetland,Shrubland,Water,Non_Wetland,Wetland
228,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
229,Wetland,Shrubland,Water,Non_Wetland,Bareland
230,Wetland,Shrubland,Water,Non_Wetland,Water
231,Wetland,Shrubland,Water,Non_Wetland,Forest
232,Wetland,Grassland,NULL,Non_Wetland,Grassland
233,Wetland,Grassland,NULL,Non_Wetland,Wetland
234,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
235,Wetland,Grassland,NULL,Non_Wetland,Bareland
236,Wetland,Grassland,NULL,Non_Wetland,Built-up
237,Wetland,Grassland,NULL,Non_Wetland,Water
238,Wetland,Grassland,NULL,Non_Wetland,Forest
239,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
240,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
241,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
242,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
243,Wetland,Grassland,Non_Water,Non_Wetland,Water
244,Wetland,Grassland,Non_Water,Non_Wetland,Forest
245,Wetland,Grassland,Water,Non_Wetland,Grassland
246,Wetland,Grassland,Water,Non_Wetland,Wetland
247,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
248,Wetland,Grassland,Water,Non_Wetland,Water
249,Wetland,Grassland,Water,Non_Wetland,Forest
250,Wetland,Wetland,NULL,NULL,Grassland
251,Wetland,Wetland,NULL,NULL,Wetland
252,Wetland,Wetland,NULL,NULL,Water
253,Wetland,Wetland,NULL,NULL,Forest
254,Wetland,Wetland,NULL,Wetland,NULL
255,Wetland,Wetland,NULL,Wetland,Grassland
256,Wetland,Wetland,NULL,Wetland,Wetland
257,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
258,Wetland,Wetland,NULL,Wetland,Bareland
259,Wetland,Wetland,NULL,Wetland,Built-up
260,Wetland,Wetland,NULL,Wetland,Water
261,Wetland,Wetland,NULL,Wetland,Forest
262,Wetland,Wetland,Non_Water,NULL,Grassland
263,Wetland,Wetland,Non_Water,NULL,Wetland
264,Wetland,Wetland,Non_Water,NULL,Water
265,Wetland,Wetland,Non_Water,NULL,Forest
266,Wetland,Wetland,Non_Water,Wetland,NULL
267,Wetland,Wetland,Non_Water,Wetland,Grassland
268,Wetland,Wetland,Non_Water,Wetland,Wetland
269,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
270,Wetland,Wetland,Non_Water,Wetland,Bareland
271,Wetland,Wetland,Non_Water,Wetland,Water
272,Wetland,Wetland,Non_Water,Wetland,Forest
273,Wetland,Wetland,Water,NULL,Grassland
274,Wetland,Wetland,Water,NULL,Wetland
275,Wetland,Wetland,Water,NULL,Water
276,Wetland,Wetland,Water,NULL,Forest
277,Wetland,Wetland,Water,Wetland,NULL
278,Wetland,Wetland,Water,Wetland,Grassland
279,Wetland,Wetland,Water,Wetland,Wetland
280,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
281,Wetland,Wetland,Water,Wetland,Bareland
282,Wetland,Wetland,Water,Wetland,Built-up
283,Wetland,Wetland,Water,Wetland,Water
284,Wetland,Wetland,Water,Wetland,Forest
285,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
286,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
287,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
288,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
289,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
290,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
291,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
292,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
293,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
294,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
295,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
296,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
297,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
298,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
299,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
300,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
301,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
302,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
303,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Built-up
304,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
305,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
306,Wetland,Bareland,NULL,Non_Wetland,Grassland
307,Wetland,Bareland,NULL,Non_Wetland,Wetland
308,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
309,Wetland,Bareland,NULL,Non_Wetland,Bareland
310,Wetland,Bareland,NULL,Non_Wetland,Built-up
311,Wetland,Bareland,NULL,Non_Wetland,Water
312,Wetland,Bareland,NULL,Non_Wetland,Forest
313,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
314,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
315,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
316,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
317,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
318,Wetland,Bareland,Non_Water,Non_Wetland,Water
319,Wetland,Bareland,Non_Water,Non_Wetland,Forest
320,Wetland,Bareland,Water,Non_Wetland,Grassland
321,Wetland,Bareland,Water,Non_Wetland,Wetland
322,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
323,Wetland,Bareland,Water,Non_Wetland,Bareland
324,Wetland,Bareland,Water,Non_Wetland,Water
325,Wetland,Bareland,Water,Non_Wetland,Forest
326,Wetland,Built-up,NULL,Non_Wetland,Grassland
327,Wetland,Built-up,NULL,Non_Wetland,Wetland
328,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
329,Wetland,Built-up,NULL,Non_Wetland,Bareland
330,Wetland,Built-up,NULL,Non_Wetland,Built-up
331,Wetland,Built-up,NULL,Non_Wetland,Water
332,Wetland,Built-up,NULL,Non_Wetland,Forest
333,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
334,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
335,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
336,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
337,Wetland,Built-up,Non_Water,Non_Wetland,Water
338,Wetland,Built-up,Water,Non_Wetland,Grassland
339,Wetland,Built-up,Water,Non_Wetland,Wetland
340,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
341,Wetland,Built-up,Water,Non_Wetland,Bareland
342,Wetland,Built-up,Water,Non_Wetland,Built-up
343,Wetland,Built-up,Water,Non_Wetland,Water
344,Wetland,Built-up,Water,Non_Wetland,Forest
345,Wetland,Water,NULL,NULL,Grassland
346,Wetland,Water,NULL,NULL,Wetland
347,Wetland,Water,NULL,NULL,Water
348,Wetland,Water,NULL,NULL,Forest
349,Wetland,Water,NULL,Water,NULL
350,Wetland,Water,NULL,Water,Grassland
351,Wetland,Water,NULL,Water,Wetland
352,Wetland,Water,NULL,Water,Lichens_and_Mosses
353,Wetland,Water,NULL,Water,Bareland
354,Wetland,Water,NULL,Water,Water
355,Wetland,Water,NULL,Water,Forest
356,Wetland,Water,Non_Water,NULL,Wetland
357,Wetland,Water,Non_Water,NULL,Water
358,Wetland,Water,Non_Water,Water,Grassland
359,Wetland,Water,Non_Water,Water,Wetland
360,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
361,Wetland,Water,Non_Water,Water,Bareland
362,Wetland,Water,Non_Water,Water,Built-up
363,Wetland,Water,Non_Water,Water,Water
364,Wetland,Water,Non_Water,Water,Forest
365,Wetland,Water,Water,NULL,Grassland
366,Wetland,Water,Water,NULL,Wetland
367,Wetland,Water,Water,NULL,Water
368,Wetland,Water,Water,NULL,Forest
369,Wetland,Water,Water,Water,Grassland
370,Wetland,Water,Water,Water,Wetland
371,Wetland,Water,Water,Water,Lichens_and_Mosses
372,Wetland,Water,Water,Water,Bareland
373,Wetland,Water,Water,Water,Built-up
374,Wetland,Water,Water,Water,Water
375,Wetland,Water,Water,Water,Forest
376,Wetland,Forest,NULL,Non_Wetland,NULL
377,Wetland,Forest,NULL,Non_Wetland,Grassland
378,Wetland,Forest,NULL,Non_Wetland,Wetland
379,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
380,Wetland,Forest,NULL,Non_Wetland,Bareland
381,Wetland,Forest,NULL,Non_Wetland,Built-up
382,Wetland,Forest,NULL,Non_Wetland,Water
383,Wetland,Forest,NULL,Non_Wetland,Forest
384,Wetland,Forest,Non_Water,Non_Wetland,NULL
385,Wetland,Forest,Non_Water,Non_Wetland,Grassland
386,Wetland,Forest,Non_Water,Non_Wetland,Wetland
387,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
388,Wetland,Forest,Non_Water,Non_Wetland,Bareland
389,Wetland,Forest,Non_Water,Non_Wetland,Built-up
390,Wetland,Forest,Non_Water,Non_Wetland,Water
391,Wetland,Forest,Non_Water,Non_Wetland,Forest
392,Wetland,Forest,Water,Non_Wetland,NULL
393,Wetland,Forest,Water,Non_Wetland,Grassland
394,Wetland,Forest,Water,Non_Wetland,Wetland
395,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
396,Wetland,Forest,Water,Non_Wetland,Bareland
397,Wetland,Forest,Water,Non_Wetland,Water
398,Wetland,Forest,Water,Non_Wetland,Forest
399,Bareland,NULL,NULL,Non_Wetland,Grassland
400,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
401,Bareland,NULL,Water,Non_Wetland,Water
402,Bareland,Shrubland,NULL,Non_Wetland,Grassland
403,Bareland,Shrubland,NULL,Non_Wetland,Wetland
404,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
405,Bareland,Shrubland,NULL,Non_Wetland,Bareland
406,Bareland,Shrubland,NULL,Non_Wetland,Water
407,Bareland,Shrubland,NULL,Non_Wetland,Forest
408,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
409,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
410,Bareland,Shrubland,Non_Water,Non_Wetland,Water
411,Bareland,Shrubland,Water,Non_Wetland,Grassland
412,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
413,Bareland,Shrubland,Water,Non_Wetland,Bareland
414,Bareland,Shrubland,Water,Non_Wetland,Water
415,Bareland,Shrubland,Water,Non_Wetland,Forest
416,Bareland,Grassland,NULL,Non_Wetland,Grassland
417,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
418,Bareland,Grassland,NULL,Non_Wetland,Bareland
419,Bareland,Wetland,NULL,Wetland,Grassland
420,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
421,Bareland,Wetland,NULL,Wetland,Bareland
422,Bareland,Wetland,NULL,Wetland,Water
423,Bareland,Wetland,NULL,Wetland,Forest
424,Bareland,Wetland,Non_Water,Wetland,Grassland
425,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
426,Bareland,Wetland,Non_Water,Wetland,Bareland
427,Bareland,Wetland,Non_Water,Wetland,Water
428,Bareland,Wetland,Water,Wetland,Grassland
429,Bareland,Wetland,Water,Wetland,Wetland
430,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
431,Bareland,Wetland,Water,Wetland,Bareland
432,Bareland,Wetland,Water,Wetland,Water
433,Bareland,Wetland,Water,Wetland,Forest
434,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
435,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
436,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
437,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
438,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
439,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
440,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
441,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
442,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
443,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
444,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
445,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
446,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
447,Bareland,Bareland,NULL,Non_Wetland,Grassland
448,Bareland,Bareland,NULL,Non_Wetland,Wetland
449,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
450,Bareland,Bareland,NULL,Non_Wetland,Bareland
451,Bareland,Bareland,NULL,Non_Wetland,Built-up
452,Bareland,Bareland,NULL,Non_Wetland,Water
453,Bareland,Bareland,NULL,Non_Wetland,Forest
454,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
455,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
456,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
457,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
458,Bareland,Bareland,Non_Water,Non_Wetland,Water
459,Bareland,Bareland,Non_Water,Non_Wetland,Forest
460,Bareland,Bareland,Water,Non_Wetland,Grassland
461,Bareland,Bareland,Water,Non_Wetland,Wetland
462,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
463,Bareland,Bareland,Water,Non_Wetland,Bareland
464,Bareland,Bareland,Water,Non_Wetland,Water
465,Bareland,Bareland,Water,Non_Wetland,Forest
466,Bareland,Built-up,NULL,Non_Wetland,Grassland
