Value,SIBERIA_2024_ESA_CALU_2024_42XXF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XXF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XXF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XXF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XXF_M_R,SIBERIA_2024_WorldCover_2021_42XXF_M_R
185,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
186,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
187,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
188,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
189,NULL,Wetland,Built-up,Water,Non_Wetland,Water
190,NULL,Wetland,Water,NULL,Water,Grassland
191,NULL,Wetland,Water,NULL,Water,Wetland
192,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
193,NULL,Wetland,Water,NULL,Water,Bareland
194,NULL,Wetland,Water,NULL,Water,Water
195,NULL,Wetland,Water,Non_Water,Water,Grassland
196,NULL,Wetland,Water,Non_Water,Water,Wetland
197,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
198,NULL,Wetland,Water,Non_Water,Water,Bareland
199,NULL,Wetland,Water,Non_Water,Water,Water
200,NULL,Wetland,Water,Water,NULL,Wetland
201,NULL,Wetland,Water,Water,NULL,Water
202,NULL,Wetland,Water,Water,Water,Grassland
203,NULL,Wetland,Water,Water,Water,Wetland
204,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
205,NULL,Wetland,Water,Water,Water,Bareland
206,NULL,Wetland,Water,Water,Water,Water
207,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
208,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
209,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
210,NULL,Wetland,Forest,Water,Non_Wetland,Water
211,NULL,Bareland,Wetland,NULL,NULL,Wetland
212,NULL,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
213,NULL,Bareland,Wetland,NULL,NULL,Bareland
214,NULL,Bareland,Wetland,NULL,NULL,Water
215,NULL,Bareland,Wetland,NULL,Wetland,Wetland
216,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
217,NULL,Bareland,Wetland,NULL,Wetland,Bareland
218,NULL,Bareland,Wetland,NULL,Wetland,Water
219,NULL,Bareland,Wetland,Non_Water,NULL,Wetland
220,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
221,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
222,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
223,NULL,Bareland,Wetland,Non_Water,Wetland,Water
224,NULL,Bareland,Wetland,Water,NULL,Bareland
225,NULL,Bareland,Wetland,Water,NULL,Water
226,NULL,Bareland,Wetland,Water,Wetland,Wetland
227,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
228,NULL,Bareland,Wetland,Water,Wetland,Bareland
229,NULL,Bareland,Wetland,Water,Wetland,Water
230,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
231,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
232,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
233,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
234,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
235,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
236,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
237,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
238,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
239,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
240,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
241,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
242,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
243,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
244,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
245,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
246,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
247,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
248,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
249,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
250,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
251,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
252,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
253,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
254,NULL,Bareland,Bareland,Water,Non_Wetland,Water
255,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
256,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
257,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
258,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
259,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
260,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
261,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
262,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
263,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
264,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
265,NULL,Bareland,Built-up,Water,Non_Wetland,Water
266,NULL,Bareland,Water,NULL,NULL,Bareland
267,NULL,Bareland,Water,NULL,Water,Wetland
268,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
269,NULL,Bareland,Water,NULL,Water,Bareland
270,NULL,Bareland,Water,NULL,Water,Water
271,NULL,Bareland,Water,Non_Water,Water,Wetland
272,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
273,NULL,Bareland,Water,Non_Water,Water,Bareland
274,NULL,Bareland,Water,Non_Water,Water,Water
275,NULL,Bareland,Water,Water,NULL,Water
276,NULL,Bareland,Water,Water,Water,Wetland
277,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
278,NULL,Bareland,Water,Water,Water,Bareland
279,NULL,Bareland,Water,Water,Water,Water
280,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
281,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
282,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
283,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
284,NULL,Water,Shrubland,NULL,Non_Wetland,Water
285,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
286,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
287,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
288,NULL,Water,Shrubland,Water,Non_Wetland,Water
289,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
290,NULL,Water,Grassland,NULL,Non_Wetland,Water
291,NULL,Water,Wetland,NULL,NULL,Wetland
292,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
293,NULL,Water,Wetland,NULL,NULL,Bareland
294,NULL,Water,Wetland,NULL,NULL,Water
295,NULL,Water,Wetland,NULL,Wetland,Grassland
296,NULL,Water,Wetland,NULL,Wetland,Wetland
297,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
298,NULL,Water,Wetland,NULL,Wetland,Bareland
299,NULL,Water,Wetland,NULL,Wetland,Water
300,NULL,Water,Wetland,Non_Water,NULL,Bareland
301,NULL,Water,Wetland,Non_Water,NULL,Water
302,NULL,Water,Wetland,Non_Water,Wetland,Wetland
303,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
304,NULL,Water,Wetland,Non_Water,Wetland,Bareland
305,NULL,Water,Wetland,Non_Water,Wetland,Water
306,NULL,Water,Wetland,Water,NULL,Wetland
307,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
308,NULL,Water,Wetland,Water,NULL,Bareland
309,NULL,Water,Wetland,Water,NULL,Water
310,NULL,Water,Wetland,Water,Wetland,Grassland
311,NULL,Water,Wetland,Water,Wetland,Wetland
312,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
313,NULL,Water,Wetland,Water,Wetland,Bareland
314,NULL,Water,Wetland,Water,Wetland,Water
315,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
316,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
317,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
318,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
319,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
320,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
321,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
322,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
323,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
324,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
325,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
326,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
327,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
328,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
329,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
330,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
331,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
332,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
333,NULL,Water,Bareland,NULL,Non_Wetland,Water
334,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
335,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
336,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
337,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
338,NULL,Water,Bareland,Water,Non_Wetland,Grassland
339,NULL,Water,Bareland,Water,Non_Wetland,Wetland
340,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
341,NULL,Water,Bareland,Water,Non_Wetland,Bareland
342,NULL,Water,Bareland,Water,Non_Wetland,Water
343,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
344,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
345,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
346,NULL,Water,Built-up,NULL,Non_Wetland,Water
347,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
348,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
349,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
350,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
351,NULL,Water,Built-up,Water,Non_Wetland,Wetland
352,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
353,NULL,Water,Built-up,Water,Non_Wetland,Bareland
354,NULL,Water,Built-up,Water,Non_Wetland,Water
355,NULL,Water,Water,NULL,NULL,Bareland
356,NULL,Water,Water,NULL,NULL,Water
357,NULL,Water,Water,NULL,Water,Grassland
358,NULL,Water,Water,NULL,Water,Wetland
359,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
360,NULL,Water,Water,NULL,Water,Bareland
361,NULL,Water,Water,NULL,Water,Water
362,NULL,Water,Water,Non_Water,NULL,Water
363,NULL,Water,Water,Non_Water,Water,Wetland
364,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
365,NULL,Water,Water,Non_Water,Water,Bareland
366,NULL,Water,Water,Non_Water,Water,Water
367,NULL,Water,Water,Water,NULL,Wetland
368,NULL,Water,Water,Water,NULL,Bareland
369,NULL,Water,Water,Water,NULL,Water
370,NULL,Water,Water,Water,Water,Grassland
371,NULL,Water,Water,Water,Water,Wetland
372,NULL,Water,Water,Water,Water,Lichens_and_Mosses
373,NULL,Water,Water,Water,Water,Bareland
374,NULL,Water,Water,Water,Water,Water
375,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
376,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
377,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
378,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
379,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
380,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
381,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
382,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
383,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
384,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
385,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
386,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
387,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
388,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
389,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
390,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
391,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
392,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
393,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
394,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
395,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
396,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
397,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
398,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
399,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
400,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
401,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
402,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
403,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
404,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
405,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
406,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
407,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
408,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
