Value,SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,SIBERIA_2024_WorldCover_2021_42XWG_M_R
419,NULL,Water,Water,Water,NULL,Bareland
420,NULL,Water,Water,Water,NULL,Water
421,NULL,Water,Water,Water,Water,Grassland
422,NULL,Water,Water,Water,Water,Wetland
423,NULL,Water,Water,Water,Water,Lichens_and_Mosses
424,NULL,Water,Water,Water,Water,Bareland
425,NULL,Water,Water,Water,Water,Water
426,NULL,Water,Forest,NULL,Non_Wetland,Wetland
427,NULL,Water,Forest,Water,Non_Wetland,Wetland
428,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
429,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
430,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
431,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
432,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
433,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
434,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
435,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
436,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
437,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
438,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
439,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
440,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
441,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
442,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
443,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
444,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
445,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
446,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
447,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
448,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
449,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
450,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
451,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
452,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
453,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
454,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
455,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
456,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
457,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
458,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
459,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
460,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
461,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
462,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
463,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
464,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
465,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
466,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
467,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
468,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
469,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
470,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
471,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
472,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
473,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
474,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
475,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
476,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
477,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
478,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
479,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
480,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
481,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
482,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
483,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
484,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
485,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
486,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
487,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
488,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
489,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
490,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
491,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
492,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
493,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
494,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
495,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
496,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
497,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
498,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
499,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
500,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
501,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
502,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
503,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
504,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
505,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
506,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
507,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
508,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
509,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
510,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
511,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
512,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
513,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
514,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
515,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
516,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
517,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
518,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
519,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
520,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
521,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
522,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
523,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
524,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
525,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
526,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
527,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
528,NULL,Forest,Shrubland,Water,Non_Wetland,Water
529,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
530,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
531,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
532,NULL,Forest,Wetland,NULL,Wetland,Wetland
533,NULL,Forest,Wetland,NULL,Wetland,Water
534,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
535,NULL,Forest,Wetland,Non_Water,Wetland,Water
536,NULL,Forest,Wetland,Water,Wetland,Wetland
537,NULL,Forest,Wetland,Water,Wetland,Water
538,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
539,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
540,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
541,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
542,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
543,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
544,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
545,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
546,NULL,Forest,Bareland,NULL,Non_Wetland,Water
547,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
548,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
549,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
550,NULL,Forest,Bareland,Water,Non_Wetland,Water
551,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
552,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
553,NULL,Forest,Water,NULL,Water,Wetland
554,NULL,Forest,Water,NULL,Water,Water
555,NULL,Forest,Water,Non_Water,Water,Wetland
556,NULL,Forest,Water,Non_Water,Water,Water
557,NULL,Forest,Water,Water,Water,Wetland
558,NULL,Forest,Water,Water,Water,Water
559,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
560,NULL,Forest,Forest,NULL,Non_Wetland,Water
561,NULL,Forest,Forest,Water,Non_Wetland,Wetland
562,Shrubland,NULL,Water,NULL,Water,Wetland
563,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
564,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
565,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
566,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
567,Wetland,NULL,Wetland,NULL,Wetland,Wetland
568,Wetland,NULL,Wetland,NULL,Wetland,Water
569,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
570,Wetland,NULL,Wetland,Non_Water,Wetland,Water
571,Wetland,NULL,Wetland,Water,Wetland,Wetland
572,Wetland,NULL,Wetland,Water,Wetland,Water
573,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
574,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
575,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
576,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
577,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
578,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
579,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
580,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
581,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
582,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
583,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
584,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
585,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
586,Wetland,NULL,Bareland,Water,Non_Wetland,Water
587,Wetland,NULL,Water,NULL,Water,Wetland
588,Wetland,NULL,Water,NULL,Water,Bareland
589,Wetland,NULL,Water,NULL,Water,Water
590,Wetland,NULL,Water,Non_Water,Water,Wetland
591,Wetland,NULL,Water,Non_Water,Water,Water
592,Wetland,NULL,Water,Water,Water,Wetland
593,Wetland,NULL,Water,Water,Water,Bareland
594,Wetland,NULL,Water,Water,Water,Water
595,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
596,Wetland,Wetland,Wetland,NULL,Wetland,Water
597,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
598,Wetland,Wetland,Wetland,Water,Wetland,Wetland
599,Wetland,Wetland,Wetland,Water,Wetland,Water
600,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
601,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
602,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
603,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
604,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
605,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
606,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
607,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
608,Wetland,Wetland,Water,NULL,Water,Wetland
609,Wetland,Wetland,Water,NULL,Water,Water
610,Wetland,Wetland,Water,Non_Water,Water,Wetland
611,Wetland,Wetland,Water,Water,Water,Wetland
612,Wetland,Wetland,Water,Water,Water,Water
613,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
614,Wetland,Bareland,Wetland,NULL,Wetland,Water
615,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
616,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
617,Wetland,Bareland,Wetland,Water,Wetland,Wetland
618,Wetland,Bareland,Wetland,Water,Wetland,Bareland
619,Wetland,Bareland,Wetland,Water,Wetland,Water
620,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
621,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
622,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
623,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
624,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
625,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
626,Wetland,Bareland,Water,NULL,Water,Water
627,Wetland,Bareland,Water,Non_Water,Water,Water
628,Wetland,Bareland,Water,Water,Water,Wetland
629,Wetland,Bareland,Water,Water,Water,Bareland
630,Wetland,Bareland,Water,Water,Water,Water
631,Wetland,Water,Wetland,NULL,Wetland,Water
632,Wetland,Water,Wetland,Non_Water,Wetland,Water
633,Wetland,Water,Wetland,Water,Wetland,Wetland
634,Wetland,Water,Wetland,Water,Wetland,Bareland
635,Wetland,Water,Wetland,Water,Wetland,Water
636,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
637,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
638,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
639,Wetland,Water,Bareland,NULL,Non_Wetland,Water
640,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
641,Wetland,Water,Bareland,Water,Non_Wetland,Water
642,Wetland,Water,Water,NULL,Water,Water
643,Wetland,Water,Water,Non_Water,Water,Water
644,Wetland,Water,Water,Water,NULL,Water
645,Wetland,Water,Water,Water,Water,Wetland
646,Wetland,Water,Water,Water,Water,Water
647,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
648,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
649,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
650,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
651,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
652,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
653,Bareland,NULL,Wetland,NULL,Wetland,Grassland
654,Bareland,NULL,Wetland,NULL,Wetland,Wetland
655,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
656,Bareland,NULL,Wetland,NULL,Wetland,Bareland
657,Bareland,NULL,Wetland,NULL,Wetland,Water
658,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
659,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
660,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
661,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
662,Bareland,NULL,Wetland,Non_Water,Wetland,Water
663,Bareland,NULL,Wetland,Water,Wetland,Grassland
664,Bareland,NULL,Wetland,Water,Wetland,Wetland
665,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
666,Bareland,NULL,Wetland,Water,Wetland,Bareland
667,Bareland,NULL,Wetland,Water,Wetland,Water
668,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
669,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
670,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
671,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
672,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
673,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
674,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
675,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
676,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
677,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
678,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
679,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
680,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
681,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
682,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
683,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
684,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
685,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
686,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
687,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
688,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
689,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
690,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
691,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
692,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
693,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
694,Bareland,NULL,Bareland,Water,Non_Wetland,Water
695,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
696,Bareland,NULL,Water,NULL,Water,Grassland
697,Bareland,NULL,Water,NULL,Water,Wetland
698,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
699,Bareland,NULL,Water,NULL,Water,Bareland
700,Bareland,NULL,Water,NULL,Water,Water
701,Bareland,NULL,Water,Non_Water,Water,Grassland
702,Bareland,NULL,Water,Non_Water,Water,Wetland
703,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
704,Bareland,NULL,Water,Non_Water,Water,Bareland
705,Bareland,NULL,Water,Non_Water,Water,Water
706,Bareland,NULL,Water,Water,Water,Grassland
707,Bareland,NULL,Water,Water,Water,Wetland
708,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
709,Bareland,NULL,Water,Water,Water,Bareland
710,Bareland,NULL,Water,Water,Water,Water
711,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
712,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
713,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
714,Bareland,Wetland,Wetland,NULL,Wetland,Water
715,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
716,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
717,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
718,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
719,Bareland,Wetland,Wetland,Water,Wetland,Wetland
720,Bareland,Wetland,Wetland,Water,Wetland,Water
721,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
723,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
724,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
725,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
726,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
727,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
728,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
729,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
730,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
731,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
732,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
733,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
734,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
735,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
736,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
737,Bareland,Wetland,Water,NULL,Water,Wetland
738,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
739,Bareland,Wetland,Water,NULL,Water,Bareland
740,Bareland,Wetland,Water,NULL,Water,Water
741,Bareland,Wetland,Water,Non_Water,Water,Wetland
742,Bareland,Wetland,Water,Non_Water,Water,Bareland
743,Bareland,Wetland,Water,Water,Water,Wetland
744,Bareland,Wetland,Water,Water,Water,Bareland
745,Bareland,Wetland,Water,Water,Water,Water
746,Bareland,Bareland,Wetland,NULL,NULL,Water
747,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
748,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
749,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
750,Bareland,Bareland,Wetland,NULL,Wetland,Water
751,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
752,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
753,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
754,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
755,Bareland,Bareland,Wetland,Water,Wetland,Wetland
756,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
757,Bareland,Bareland,Wetland,Water,Wetland,Bareland
758,Bareland,Bareland,Wetland,Water,Wetland,Water
759,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
760,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
761,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
762,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
763,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
764,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
766,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
767,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
768,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
769,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
770,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
771,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
772,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
773,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
774,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
775,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
776,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
777,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
778,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
779,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
780,Bareland,Bareland,Water,NULL,Water,Wetland
781,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
782,Bareland,Bareland,Water,NULL,Water,Bareland
783,Bareland,Bareland,Water,NULL,Water,Water
784,Bareland,Bareland,Water,Non_Water,Water,Wetland
785,Bareland,Bareland,Water,Non_Water,Water,Bareland
786,Bareland,Bareland,Water,Non_Water,Water,Water
787,Bareland,Bareland,Water,Water,Water,Wetland
788,Bareland,Bareland,Water,Water,Water,Bareland
789,Bareland,Bareland,Water,Water,Water,Water
790,Bareland,Water,Wetland,NULL,Wetland,Wetland
791,Bareland,Water,Wetland,NULL,Wetland,Bareland
792,Bareland,Water,Wetland,NULL,Wetland,Water
793,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
794,Bareland,Water,Wetland,Non_Water,Wetland,Water
795,Bareland,Water,Wetland,Water,Wetland,Wetland
796,Bareland,Water,Wetland,Water,Wetland,Water
797,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
798,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
799,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
800,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
801,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
802,Bareland,Water,Bareland,NULL,Non_Wetland,Water
803,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
804,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
805,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
806,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
807,Bareland,Water,Bareland,Water,Non_Wetland,Water
808,Bareland,Water,Water,NULL,NULL,Water
809,Bareland,Water,Water,NULL,Water,Wetland
810,Bareland,Water,Water,NULL,Water,Water
811,Bareland,Water,Water,Non_Water,Water,Bareland
812,Bareland,Water,Water,Non_Water,Water,Water
813,Bareland,Water,Water,Water,Water,Wetland
814,Bareland,Water,Water,Water,Water,Bareland
815,Bareland,Water,Water,Water,Water,Water
816,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
817,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
818,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
819,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
820,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
