Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWL_M_R,SIBERIA_2024_WorldCover_2021_45VWL_M_R
266,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
267,Wetland,Forest,Water,Non_Wetland,Bareland
268,Wetland,Forest,Water,Non_Wetland,Water
269,Wetland,Forest,Water,Non_Wetland,Forest
270,Bareland,NULL,NULL,Non_Wetland,Wetland
271,Bareland,NULL,NULL,Non_Wetland,Bareland
272,Bareland,NULL,NULL,Non_Wetland,Water
273,Bareland,NULL,NULL,Non_Wetland,Forest
274,Bareland,NULL,Water,Non_Wetland,Wetland
275,Bareland,NULL,Water,Non_Wetland,Lichens_and_Mosses
276,Bareland,NULL,Water,Non_Wetland,Bareland
277,Bareland,NULL,Water,Non_Wetland,Water
278,Bareland,NULL,Water,Non_Wetland,Forest
279,Bareland,Shrubland,NULL,Non_Wetland,Grassland
280,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
281,Bareland,Shrubland,NULL,Non_Wetland,Water
282,Bareland,Shrubland,NULL,Non_Wetland,Forest
283,Bareland,Shrubland,Water,Non_Wetland,Grassland
284,Bareland,Shrubland,Water,Non_Wetland,Wetland
285,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
286,Bareland,Shrubland,Water,Non_Wetland,Bareland
287,Bareland,Shrubland,Water,Non_Wetland,Water
288,Bareland,Shrubland,Water,Non_Wetland,Forest
289,Bareland,Grassland,NULL,Non_Wetland,Grassland
290,Bareland,Grassland,NULL,Non_Wetland,Wetland
291,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
292,Bareland,Grassland,NULL,Non_Wetland,Bareland
293,Bareland,Grassland,NULL,Non_Wetland,Forest
294,Bareland,Grassland,Water,Non_Wetland,Grassland
295,Bareland,Grassland,Water,Non_Wetland,Wetland
296,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
297,Bareland,Grassland,Water,Non_Wetland,Bareland
298,Bareland,Grassland,Water,Non_Wetland,Water
299,Bareland,Grassland,Water,Non_Wetland,Forest
300,Bareland,Wetland,NULL,Wetland,Grassland
301,Bareland,Wetland,NULL,Wetland,Wetland
302,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
303,Bareland,Wetland,NULL,Wetland,Bareland
304,Bareland,Wetland,NULL,Wetland,Water
305,Bareland,Wetland,NULL,Wetland,Forest
306,Bareland,Wetland,Non_Water,Wetland,Forest
307,Bareland,Wetland,Water,Wetland,Grassland
308,Bareland,Wetland,Water,Wetland,Wetland
309,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
310,Bareland,Wetland,Water,Wetland,Bareland
311,Bareland,Wetland,Water,Wetland,Water
312,Bareland,Wetland,Water,Wetland,Forest
313,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
314,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
315,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
316,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
317,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
318,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
319,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
320,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
321,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
322,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
323,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
324,Bareland,Bareland,NULL,Non_Wetland,Grassland
325,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
326,Bareland,Bareland,NULL,Non_Wetland,Bareland
327,Bareland,Bareland,NULL,Non_Wetland,Water
328,Bareland,Bareland,NULL,Non_Wetland,Forest
329,Bareland,Bareland,Water,Non_Wetland,Grassland
330,Bareland,Bareland,Water,Non_Wetland,Wetland
331,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
332,Bareland,Bareland,Water,Non_Wetland,Bareland
333,Bareland,Bareland,Water,Non_Wetland,Water
334,Bareland,Bareland,Water,Non_Wetland,Forest
335,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
336,Bareland,Built-up,Water,Non_Wetland,Water
337,Bareland,Water,NULL,Water,Grassland
338,Bareland,Water,NULL,Water,Wetland
339,Bareland,Water,NULL,Water,Lichens_and_Mosses
340,Bareland,Water,NULL,Water,Bareland
341,Bareland,Water,NULL,Water,Water
342,Bareland,Water,NULL,Water,Forest
343,Bareland,Water,Water,Water,Grassland
344,Bareland,Water,Water,Water,Wetland
345,Bareland,Water,Water,Water,Lichens_and_Mosses
346,Bareland,Water,Water,Water,Bareland
347,Bareland,Water,Water,Water,Water
348,Bareland,Water,Water,Water,Forest
349,Bareland,Forest,NULL,Non_Wetland,Grassland
350,Bareland,Forest,NULL,Non_Wetland,Wetland
351,Bareland,Forest,NULL,Non_Wetland,Water
352,Bareland,Forest,NULL,Non_Wetland,Forest
353,Bareland,Forest,Non_Water,Non_Wetland,Forest
354,Bareland,Forest,Water,Non_Wetland,Grassland
355,Bareland,Forest,Water,Non_Wetland,Wetland
356,Bareland,Forest,Water,Non_Wetland,Bareland
357,Bareland,Forest,Water,Non_Wetland,Water
358,Bareland,Forest,Water,Non_Wetland,Forest
359,Built-up,NULL,NULL,Non_Wetland,Forest
360,Built-up,Shrubland,NULL,Non_Wetland,Grassland
361,Built-up,Shrubland,NULL,Non_Wetland,Built-up
362,Built-up,Shrubland,NULL,Non_Wetland,Forest
363,Built-up,Grassland,NULL,Non_Wetland,Grassland
364,Built-up,Grassland,NULL,Non_Wetland,Built-up
365,Built-up,Grassland,NULL,Non_Wetland,Forest
366,Built-up,Wetland,NULL,Wetland,Forest
367,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
368,Built-up,Bareland,NULL,Non_Wetland,Grassland
369,Built-up,Bareland,NULL,Non_Wetland,Built-up
370,Built-up,Bareland,NULL,Non_Wetland,Forest
371,Built-up,Built-up,NULL,Non_Wetland,Grassland
372,Built-up,Built-up,NULL,Non_Wetland,Built-up
373,Built-up,Built-up,NULL,Non_Wetland,Forest
374,Built-up,Forest,NULL,Non_Wetland,Grassland
375,Built-up,Forest,NULL,Non_Wetland,Built-up
376,Built-up,Forest,NULL,Non_Wetland,Forest
377,Water,NULL,NULL,Non_Wetland,Grassland
378,Water,NULL,NULL,Non_Wetland,Wetland
379,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
380,Water,NULL,NULL,Non_Wetland,Bareland
381,Water,NULL,NULL,Non_Wetland,Water
382,Water,NULL,NULL,Non_Wetland,Forest
383,Water,NULL,Non_Water,Non_Wetland,Grassland
384,Water,NULL,Non_Water,Non_Wetland,Wetland
385,Water,NULL,Non_Water,Non_Wetland,Water
386,Water,NULL,Non_Water,Non_Wetland,Forest
387,Water,NULL,Water,Non_Wetland,Grassland
388,Water,NULL,Water,Non_Wetland,Wetland
389,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
390,Water,NULL,Water,Non_Wetland,Bareland
391,Water,NULL,Water,Non_Wetland,Water
392,Water,NULL,Water,Non_Wetland,Forest
393,Water,Shrubland,NULL,Non_Wetland,Grassland
394,Water,Shrubland,NULL,Non_Wetland,Wetland
395,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
396,Water,Shrubland,NULL,Non_Wetland,Bareland
397,Water,Shrubland,NULL,Non_Wetland,Water
398,Water,Shrubland,NULL,Non_Wetland,Forest
399,Water,Shrubland,Non_Water,Non_Wetland,Grassland
400,Water,Shrubland,Non_Water,Non_Wetland,Water
401,Water,Shrubland,Water,Non_Wetland,Grassland
402,Water,Shrubland,Water,Non_Wetland,Wetland
403,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
404,Water,Shrubland,Water,Non_Wetland,Bareland
405,Water,Shrubland,Water,Non_Wetland,Water
406,Water,Shrubland,Water,Non_Wetland,Forest
407,Water,Grassland,NULL,Non_Wetland,Grassland
408,Water,Grassland,NULL,Non_Wetland,Wetland
409,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
410,Water,Grassland,NULL,Non_Wetland,Bareland
411,Water,Grassland,NULL,Non_Wetland,Water
412,Water,Grassland,NULL,Non_Wetland,Forest
413,Water,Grassland,Non_Water,Non_Wetland,Grassland
414,Water,Grassland,Non_Water,Non_Wetland,Forest
415,Water,Grassland,Water,Non_Wetland,Grassland
416,Water,Grassland,Water,Non_Wetland,Wetland
417,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
418,Water,Grassland,Water,Non_Wetland,Bareland
419,Water,Grassland,Water,Non_Wetland,Water
420,Water,Grassland,Water,Non_Wetland,Forest
421,Water,Wetland,NULL,Wetland,NULL
422,Water,Wetland,NULL,Wetland,Grassland
423,Water,Wetland,NULL,Wetland,Wetland
424,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
425,Water,Wetland,NULL,Wetland,Bareland
426,Water,Wetland,NULL,Wetland,Water
427,Water,Wetland,NULL,Wetland,Forest
428,Water,Wetland,Non_Water,Wetland,Grassland
429,Water,Wetland,Non_Water,Wetland,Wetland
430,Water,Wetland,Non_Water,Wetland,Water
431,Water,Wetland,Non_Water,Wetland,Forest
432,Water,Wetland,Water,Wetland,Grassland
433,Water,Wetland,Water,Wetland,Wetland
434,Water,Wetland,Water,Wetland,Lichens_and_Mosses
435,Water,Wetland,Water,Wetland,Bareland
436,Water,Wetland,Water,Wetland,Water
437,Water,Wetland,Water,Wetland,Forest
438,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
439,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
440,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
441,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
442,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
443,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
444,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
445,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
446,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
447,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
448,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
449,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
450,Water,Bareland,NULL,Non_Wetland,Grassland
451,Water,Bareland,NULL,Non_Wetland,Wetland
452,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
453,Water,Bareland,NULL,Non_Wetland,Bareland
454,Water,Bareland,NULL,Non_Wetland,Built-up
455,Water,Bareland,NULL,Non_Wetland,Water
456,Water,Bareland,NULL,Non_Wetland,Forest
457,Water,Bareland,Non_Water,Non_Wetland,Water
458,Water,Bareland,Non_Water,Non_Wetland,Forest
459,Water,Bareland,Water,Non_Wetland,Grassland
460,Water,Bareland,Water,Non_Wetland,Wetland
461,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
462,Water,Bareland,Water,Non_Wetland,Bareland
463,Water,Bareland,Water,Non_Wetland,Water
464,Water,Bareland,Water,Non_Wetland,Forest
465,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
466,Water,Built-up,NULL,Non_Wetland,Bareland
467,Water,Built-up,NULL,Non_Wetland,Water
468,Water,Built-up,NULL,Non_Wetland,Forest
469,Water,Built-up,Non_Water,Non_Wetland,Grassland
470,Water,Built-up,Non_Water,Non_Wetland,Wetland
471,Water,Built-up,Water,Non_Wetland,Grassland
472,Water,Built-up,Water,Non_Wetland,Wetland
473,Water,Built-up,Water,Non_Wetland,Bareland
474,Water,Built-up,Water,Non_Wetland,Water
475,Water,Built-up,Water,Non_Wetland,Forest
476,Water,Water,NULL,Water,Grassland
477,Water,Water,NULL,Water,Wetland
478,Water,Water,NULL,Water,Lichens_and_Mosses
479,Water,Water,NULL,Water,Bareland
480,Water,Water,NULL,Water,Water
481,Water,Water,NULL,Water,Forest
482,Water,Water,Non_Water,Water,Grassland
483,Water,Water,Non_Water,Water,Wetland
484,Water,Water,Non_Water,Water,Bareland
485,Water,Water,Non_Water,Water,Water
486,Water,Water,Non_Water,Water,Forest
487,Water,Water,Water,Water,Grassland
488,Water,Water,Water,Water,Wetland
489,Water,Water,Water,Water,Lichens_and_Mosses
490,Water,Water,Water,Water,Bareland
491,Water,Water,Water,Water,Water
492,Water,Water,Water,Water,Forest
