Value,SIBERIA_2024_ESA_CALU_2024_44WPE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPE_M_R,SIBERIA_2024_WorldCover_2021_44WPE_M_R
107,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
108,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
109,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
110,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
111,NULL,NULL,Built-up,Water,Non_Wetland,Water
112,NULL,NULL,Water,NULL,Water,Grassland
113,NULL,NULL,Water,NULL,Water,Wetland
114,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
115,NULL,NULL,Water,NULL,Water,Water
116,NULL,NULL,Water,NULL,Water,Forest
117,NULL,NULL,Water,Non_Water,Water,Grassland
118,NULL,NULL,Water,Non_Water,Water,Wetland
119,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
120,NULL,NULL,Water,Non_Water,Water,Water
121,NULL,NULL,Water,Non_Water,Water,Forest
122,NULL,NULL,Water,Water,Water,Grassland
123,NULL,NULL,Water,Water,Water,Wetland
124,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
125,NULL,NULL,Water,Water,Water,Bareland
126,NULL,NULL,Water,Water,Water,Water
127,NULL,NULL,Water,Water,Water,Forest
128,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
129,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
130,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
131,NULL,NULL,Forest,NULL,Non_Wetland,Water
132,NULL,NULL,Forest,NULL,Non_Wetland,Forest
133,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
134,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
136,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
137,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
138,NULL,NULL,Forest,Water,Non_Wetland,Grassland
139,NULL,NULL,Forest,Water,Non_Wetland,Wetland
140,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
141,NULL,NULL,Forest,Water,Non_Wetland,Water
142,NULL,NULL,Forest,Water,Non_Wetland,Forest
143,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
144,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
145,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
146,NULL,Wetland,NULL,NULL,Non_Wetland,Water
147,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
148,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
149,NULL,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
150,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
151,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
152,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
153,NULL,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
154,NULL,Wetland,NULL,Water,Non_Wetland,Water
155,NULL,Wetland,NULL,Water,Non_Wetland,Forest
156,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
157,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
158,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
159,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
160,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
161,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
162,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
163,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
164,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
165,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
166,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
167,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
168,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
169,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
170,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
171,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
172,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
173,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
174,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
175,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
176,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
177,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
178,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
179,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
180,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
181,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
182,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
183,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
184,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
185,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
186,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
187,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
188,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
189,NULL,Wetland,Grassland,Water,Non_Wetland,Water
190,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
191,NULL,Wetland,Wetland,NULL,Wetland,Grassland
192,NULL,Wetland,Wetland,NULL,Wetland,Wetland
193,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
194,NULL,Wetland,Wetland,NULL,Wetland,Bareland
195,NULL,Wetland,Wetland,NULL,Wetland,Water
196,NULL,Wetland,Wetland,NULL,Wetland,Forest
197,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
198,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
199,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
200,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
201,NULL,Wetland,Wetland,Non_Water,Wetland,Water
202,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
203,NULL,Wetland,Wetland,Water,Wetland,Grassland
204,NULL,Wetland,Wetland,Water,Wetland,Wetland
205,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
206,NULL,Wetland,Wetland,Water,Wetland,Bareland
207,NULL,Wetland,Wetland,Water,Wetland,Water
208,NULL,Wetland,Wetland,Water,Wetland,Forest
209,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
210,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
211,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
212,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
213,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
214,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
215,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
216,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
217,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
218,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
219,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
220,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
221,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
222,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
223,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
224,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
225,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
226,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
227,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
228,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
229,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
230,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
231,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
232,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
233,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
234,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
235,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
236,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
237,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
238,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
239,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
240,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
241,NULL,Wetland,Bareland,Water,Non_Wetland,Water
242,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
243,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
244,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
245,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
246,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
247,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
248,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
249,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
250,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
251,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
252,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
253,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
254,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
255,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
256,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
257,NULL,Wetland,Built-up,Water,Non_Wetland,Water
258,NULL,Wetland,Water,NULL,Water,Grassland
259,NULL,Wetland,Water,NULL,Water,Wetland
260,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
261,NULL,Wetland,Water,NULL,Water,Bareland
262,NULL,Wetland,Water,NULL,Water,Water
263,NULL,Wetland,Water,NULL,Water,Forest
264,NULL,Wetland,Water,Non_Water,Water,Grassland
265,NULL,Wetland,Water,Non_Water,Water,Wetland
266,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
267,NULL,Wetland,Water,Non_Water,Water,Bareland
268,NULL,Wetland,Water,Non_Water,Water,Water
269,NULL,Wetland,Water,Non_Water,Water,Forest
270,NULL,Wetland,Water,Water,Water,Grassland
271,NULL,Wetland,Water,Water,Water,Wetland
272,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
273,NULL,Wetland,Water,Water,Water,Bareland
274,NULL,Wetland,Water,Water,Water,Water
275,NULL,Wetland,Water,Water,Water,Forest
276,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
277,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
278,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
279,NULL,Wetland,Forest,NULL,Non_Wetland,Water
280,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
281,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
282,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
283,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
284,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
285,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
286,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
287,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
288,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
289,NULL,Wetland,Forest,Water,Non_Wetland,Water
290,NULL,Wetland,Forest,Water,Non_Wetland,Forest
291,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
292,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
293,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
294,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
295,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
296,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
297,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
298,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
299,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
300,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
301,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
302,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
303,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
304,NULL,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
305,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
306,NULL,Bareland,Wetland,NULL,Wetland,Bareland
307,NULL,Bareland,Wetland,NULL,Wetland,Water
308,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
309,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
310,NULL,Bareland,Wetland,Non_Water,Wetland,Water
311,NULL,Bareland,Wetland,Water,Wetland,Wetland
312,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
313,NULL,Bareland,Wetland,Water,Wetland,Bareland
314,NULL,Bareland,Wetland,Water,Wetland,Water
315,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
316,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
317,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
318,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
319,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
320,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
321,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
322,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
323,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
324,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
325,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
326,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
327,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
328,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
329,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
330,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
331,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
332,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
333,NULL,Bareland,Bareland,Water,Non_Wetland,Water
334,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
335,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
336,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
337,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
338,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
339,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
340,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
341,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
342,NULL,Bareland,Built-up,Water,Non_Wetland,Water
343,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
344,NULL,Bareland,Water,Water,Water,Bareland
345,NULL,Bareland,Water,Water,Water,Water
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
348,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
349,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
350,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
351,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
352,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
353,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
354,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
355,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
356,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
357,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
358,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
359,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
360,NULL,Water,NULL,NULL,Non_Wetland,Grassland
361,NULL,Water,NULL,NULL,Non_Wetland,Wetland
362,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
363,NULL,Water,NULL,NULL,Non_Wetland,Water
364,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
365,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
366,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
367,NULL,Water,NULL,Non_Water,Non_Wetland,Water
368,NULL,Water,NULL,Water,Non_Wetland,Grassland
369,NULL,Water,NULL,Water,Non_Wetland,Wetland
370,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
371,NULL,Water,NULL,Water,Non_Wetland,Bareland
372,NULL,Water,NULL,Water,Non_Wetland,Water
373,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
374,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
375,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
376,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
377,NULL,Water,Shrubland,NULL,Non_Wetland,Water
378,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
379,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
380,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
381,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
382,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
383,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
384,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
385,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
386,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
387,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
388,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
389,NULL,Water,Shrubland,Water,Non_Wetland,Water
390,NULL,Water,Shrubland,Water,Non_Wetland,Forest
391,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
392,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
393,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
394,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
395,NULL,Water,Grassland,NULL,Non_Wetland,Water
396,NULL,Water,Grassland,NULL,Non_Wetland,Forest
397,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
398,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
399,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
400,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
401,NULL,Water,Grassland,Water,Non_Wetland,Grassland
402,NULL,Water,Grassland,Water,Non_Wetland,Wetland
403,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
404,NULL,Water,Grassland,Water,Non_Wetland,Water
405,NULL,Water,Wetland,NULL,Wetland,Grassland
406,NULL,Water,Wetland,NULL,Wetland,Wetland
