Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNP_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNP_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNP_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNP_M_R,SIBERIA_2024_WorldCover_2021_41WNP_M_R
251,Wetland,Grassland,Water,Non_Wetland,Grassland
252,Wetland,Grassland,Water,Non_Wetland,Wetland
253,Wetland,Grassland,Water,Non_Wetland,Forest
254,Wetland,Wetland,NULL,Wetland,NULL
255,Wetland,Wetland,NULL,Wetland,Grassland
256,Wetland,Wetland,NULL,Wetland,Wetland
257,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
258,Wetland,Wetland,NULL,Wetland,Bareland
259,Wetland,Wetland,NULL,Wetland,Water
260,Wetland,Wetland,NULL,Wetland,Forest
261,Wetland,Wetland,Non_Water,Wetland,Grassland
262,Wetland,Wetland,Non_Water,Wetland,Wetland
263,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
264,Wetland,Wetland,Non_Water,Wetland,Bareland
265,Wetland,Wetland,Non_Water,Wetland,Water
266,Wetland,Wetland,Non_Water,Wetland,Forest
267,Wetland,Wetland,Water,Wetland,NULL
268,Wetland,Wetland,Water,Wetland,Grassland
269,Wetland,Wetland,Water,Wetland,Wetland
270,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
271,Wetland,Wetland,Water,Wetland,Bareland
272,Wetland,Wetland,Water,Wetland,Water
273,Wetland,Wetland,Water,Wetland,Forest
274,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
275,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
276,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
277,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
278,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
279,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
280,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
281,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
282,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
283,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
284,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
285,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
286,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
287,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
288,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
289,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
290,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
291,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
292,Wetland,Bareland,NULL,Non_Wetland,NULL
293,Wetland,Bareland,NULL,Non_Wetland,Grassland
294,Wetland,Bareland,NULL,Non_Wetland,Wetland
295,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
296,Wetland,Bareland,NULL,Non_Wetland,Bareland
297,Wetland,Bareland,NULL,Non_Wetland,Water
298,Wetland,Bareland,NULL,Non_Wetland,Forest
299,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
300,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
301,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
302,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
303,Wetland,Bareland,Non_Water,Non_Wetland,Water
304,Wetland,Bareland,Non_Water,Non_Wetland,Forest
305,Wetland,Bareland,Water,Non_Wetland,Grassland
306,Wetland,Bareland,Water,Non_Wetland,Wetland
307,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
308,Wetland,Bareland,Water,Non_Wetland,Bareland
309,Wetland,Bareland,Water,Non_Wetland,Water
310,Wetland,Bareland,Water,Non_Wetland,Forest
311,Wetland,Built-up,NULL,Non_Wetland,Grassland
312,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
313,Wetland,Built-up,NULL,Non_Wetland,Bareland
314,Wetland,Built-up,NULL,Non_Wetland,Water
315,Wetland,Built-up,NULL,Non_Wetland,Forest
316,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
317,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
318,Wetland,Built-up,Non_Water,Non_Wetland,Water
319,Wetland,Built-up,Water,Non_Wetland,Wetland
320,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
321,Wetland,Built-up,Water,Non_Wetland,Bareland
322,Wetland,Built-up,Water,Non_Wetland,Water
323,Wetland,Water,NULL,Water,Grassland
324,Wetland,Water,NULL,Water,Wetland
325,Wetland,Water,NULL,Water,Lichens_and_Mosses
326,Wetland,Water,NULL,Water,Bareland
327,Wetland,Water,NULL,Water,Water
328,Wetland,Water,NULL,Water,Forest
329,Wetland,Water,Non_Water,Water,Grassland
330,Wetland,Water,Non_Water,Water,Wetland
331,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
332,Wetland,Water,Non_Water,Water,Bareland
333,Wetland,Water,Non_Water,Water,Water
334,Wetland,Water,Non_Water,Water,Forest
335,Wetland,Water,Water,Water,NULL
336,Wetland,Water,Water,Water,Grassland
337,Wetland,Water,Water,Water,Wetland
338,Wetland,Water,Water,Water,Lichens_and_Mosses
339,Wetland,Water,Water,Water,Bareland
340,Wetland,Water,Water,Water,Water
341,Wetland,Water,Water,Water,Forest
342,Wetland,Forest,NULL,Non_Wetland,NULL
343,Wetland,Forest,NULL,Non_Wetland,Grassland
344,Wetland,Forest,NULL,Non_Wetland,Wetland
345,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
346,Wetland,Forest,NULL,Non_Wetland,Bareland
347,Wetland,Forest,NULL,Non_Wetland,Water
348,Wetland,Forest,NULL,Non_Wetland,Forest
349,Wetland,Forest,Non_Water,Non_Wetland,Grassland
350,Wetland,Forest,Non_Water,Non_Wetland,Wetland
351,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
352,Wetland,Forest,Non_Water,Non_Wetland,Bareland
353,Wetland,Forest,Non_Water,Non_Wetland,Water
354,Wetland,Forest,Non_Water,Non_Wetland,Forest
355,Wetland,Forest,Water,Non_Wetland,Grassland
356,Wetland,Forest,Water,Non_Wetland,Wetland
357,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
358,Wetland,Forest,Water,Non_Wetland,Bareland
359,Wetland,Forest,Water,Non_Wetland,Water
360,Wetland,Forest,Water,Non_Wetland,Forest
361,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
362,Bareland,NULL,NULL,Non_Wetland,Water
363,Bareland,NULL,NULL,Non_Wetland,Forest
364,Bareland,NULL,Water,Non_Wetland,Bareland
365,Bareland,NULL,Water,Non_Wetland,Forest
366,Bareland,Shrubland,NULL,Non_Wetland,Grassland
367,Bareland,Shrubland,NULL,Non_Wetland,Wetland
368,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
369,Bareland,Shrubland,NULL,Non_Wetland,Bareland
370,Bareland,Shrubland,NULL,Non_Wetland,Water
371,Bareland,Shrubland,NULL,Non_Wetland,Forest
372,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
373,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
374,Bareland,Shrubland,Water,Non_Wetland,Bareland
375,Bareland,Shrubland,Water,Non_Wetland,Water
376,Bareland,Shrubland,Water,Non_Wetland,Forest
377,Bareland,Wetland,NULL,Wetland,Grassland
378,Bareland,Wetland,NULL,Wetland,Wetland
379,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
380,Bareland,Wetland,NULL,Wetland,Bareland
381,Bareland,Wetland,NULL,Wetland,Water
382,Bareland,Wetland,NULL,Wetland,Forest
383,Bareland,Wetland,Non_Water,Wetland,Grassland
384,Bareland,Wetland,Non_Water,Wetland,Wetland
385,Bareland,Wetland,Non_Water,Wetland,Bareland
386,Bareland,Wetland,Non_Water,Wetland,Water
387,Bareland,Wetland,Non_Water,Wetland,Forest
388,Bareland,Wetland,Water,Wetland,Grassland
389,Bareland,Wetland,Water,Wetland,Wetland
390,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
391,Bareland,Wetland,Water,Wetland,Bareland
392,Bareland,Wetland,Water,Wetland,Water
393,Bareland,Wetland,Water,Wetland,Permanent_ice_and_snow
394,Bareland,Wetland,Water,Wetland,Forest
395,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
396,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
397,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
398,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
399,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
400,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
401,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
402,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
403,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
404,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
405,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
406,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
407,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
408,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Forest
409,Bareland,Bareland,NULL,Non_Wetland,NULL
410,Bareland,Bareland,NULL,Non_Wetland,Grassland
411,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
412,Bareland,Bareland,NULL,Non_Wetland,Bareland
413,Bareland,Bareland,NULL,Non_Wetland,Water
414,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
415,Bareland,Bareland,NULL,Non_Wetland,Forest
416,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
417,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
418,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
419,Bareland,Bareland,Non_Water,Non_Wetland,Water
420,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
421,Bareland,Bareland,Water,Non_Wetland,Grassland
422,Bareland,Bareland,Water,Non_Wetland,Wetland
423,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
424,Bareland,Bareland,Water,Non_Wetland,Bareland
425,Bareland,Bareland,Water,Non_Wetland,Water
426,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
427,Bareland,Bareland,Water,Non_Wetland,Forest
428,Bareland,Built-up,NULL,Non_Wetland,Grassland
429,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
430,Bareland,Built-up,NULL,Non_Wetland,Bareland
431,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
432,Bareland,Built-up,NULL,Non_Wetland,Forest
433,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
434,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
435,Bareland,Built-up,Water,Non_Wetland,Bareland
436,Bareland,Built-up,Water,Non_Wetland,Water
437,Bareland,Water,NULL,NULL,Lichens_and_Mosses
438,Bareland,Water,NULL,NULL,Bareland
439,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
440,Bareland,Water,NULL,Water,Grassland
441,Bareland,Water,NULL,Water,Wetland
442,Bareland,Water,NULL,Water,Lichens_and_Mosses
443,Bareland,Water,NULL,Water,Bareland
444,Bareland,Water,NULL,Water,Water
445,Bareland,Water,NULL,Water,Permanent_ice_and_snow
446,Bareland,Water,NULL,Water,Forest
447,Bareland,Water,Non_Water,Water,Grassland
448,Bareland,Water,Non_Water,Water,Wetland
449,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
450,Bareland,Water,Non_Water,Water,Bareland
451,Bareland,Water,Non_Water,Water,Water
452,Bareland,Water,Water,NULL,Lichens_and_Mosses
453,Bareland,Water,Water,NULL,Bareland
454,Bareland,Water,Water,NULL,Water
455,Bareland,Water,Water,NULL,Permanent_ice_and_snow
456,Bareland,Water,Water,Water,Grassland
457,Bareland,Water,Water,Water,Wetland
458,Bareland,Water,Water,Water,Lichens_and_Mosses
459,Bareland,Water,Water,Water,Bareland
460,Bareland,Water,Water,Water,Water
461,Bareland,Water,Water,Water,Permanent_ice_and_snow
462,Bareland,Water,Water,Water,Forest
463,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
464,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
