Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXL_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXL_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXL_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXL_M_R,SIBERIA_2024_WorldCover_2021_42VXL_M_R
274,Built-up,Bareland,NULL,Non_Wetland,Bareland
275,Built-up,Bareland,NULL,Non_Wetland,Built-up
276,Built-up,Bareland,NULL,Non_Wetland,Water
277,Built-up,Bareland,NULL,Non_Wetland,Forest
278,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
279,Built-up,Bareland,Water,Non_Wetland,Wetland
280,Built-up,Bareland,Water,Non_Wetland,Bareland
281,Built-up,Bareland,Water,Non_Wetland,Built-up
282,Built-up,Bareland,Water,Non_Wetland,Water
283,Built-up,Built-up,NULL,Non_Wetland,Grassland
284,Built-up,Built-up,NULL,Non_Wetland,Wetland
285,Built-up,Built-up,NULL,Non_Wetland,Bareland
286,Built-up,Built-up,NULL,Non_Wetland,Built-up
287,Built-up,Built-up,NULL,Non_Wetland,Water
288,Built-up,Built-up,NULL,Non_Wetland,Forest
289,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
290,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
291,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
292,Built-up,Built-up,Non_Water,Non_Wetland,Water
293,Built-up,Built-up,Non_Water,Non_Wetland,Forest
294,Built-up,Built-up,Water,Non_Wetland,Grassland
295,Built-up,Built-up,Water,Non_Wetland,Bareland
296,Built-up,Built-up,Water,Non_Wetland,Built-up
297,Built-up,Built-up,Water,Non_Wetland,Water
298,Built-up,Built-up,Water,Non_Wetland,Forest
299,Built-up,Water,NULL,Water,Grassland
300,Built-up,Water,NULL,Water,Wetland
301,Built-up,Water,NULL,Water,Bareland
302,Built-up,Water,NULL,Water,Water
303,Built-up,Water,NULL,Water,Forest
304,Built-up,Water,Water,Water,Water
305,Built-up,Forest,NULL,Non_Wetland,Grassland
306,Built-up,Forest,NULL,Non_Wetland,Cropland
307,Built-up,Forest,NULL,Non_Wetland,Wetland
308,Built-up,Forest,NULL,Non_Wetland,Bareland
309,Built-up,Forest,NULL,Non_Wetland,Built-up
310,Built-up,Forest,NULL,Non_Wetland,Water
311,Built-up,Forest,NULL,Non_Wetland,Forest
312,Built-up,Forest,Non_Water,Non_Wetland,Forest
313,Built-up,Forest,Water,Non_Wetland,Bareland
314,Built-up,Forest,Water,Non_Wetland,Water
315,Water,NULL,NULL,Non_Wetland,Grassland
316,Water,NULL,NULL,Non_Wetland,Wetland
317,Water,NULL,NULL,Non_Wetland,Bareland
318,Water,NULL,NULL,Non_Wetland,Water
319,Water,NULL,NULL,Non_Wetland,Forest
320,Water,NULL,Non_Water,Non_Wetland,Grassland
321,Water,NULL,Non_Water,Non_Wetland,Wetland
322,Water,NULL,Non_Water,Non_Wetland,Water
323,Water,NULL,Non_Water,Non_Wetland,Forest
324,Water,NULL,Water,Non_Wetland,Grassland
325,Water,NULL,Water,Non_Wetland,Wetland
326,Water,NULL,Water,Non_Wetland,Bareland
327,Water,NULL,Water,Non_Wetland,Water
328,Water,NULL,Water,Non_Wetland,Forest
329,Water,Shrubland,NULL,Non_Wetland,Forest
330,Water,Shrubland,Water,Non_Wetland,Grassland
331,Water,Shrubland,Water,Non_Wetland,Forest
332,Water,Grassland,NULL,Non_Wetland,Grassland
333,Water,Grassland,NULL,Non_Wetland,Bareland
334,Water,Grassland,NULL,Non_Wetland,Water
335,Water,Grassland,NULL,Non_Wetland,Forest
336,Water,Grassland,Non_Water,Non_Wetland,Grassland
337,Water,Grassland,Non_Water,Non_Wetland,Bareland
338,Water,Grassland,Non_Water,Non_Wetland,Water
339,Water,Grassland,Water,Non_Wetland,Grassland
340,Water,Grassland,Water,Non_Wetland,Wetland
341,Water,Grassland,Water,Non_Wetland,Bareland
342,Water,Grassland,Water,Non_Wetland,Water
343,Water,Grassland,Water,Non_Wetland,Forest
344,Water,Cropland,NULL,Non_Wetland,Grassland
345,Water,Cropland,NULL,Non_Wetland,Wetland
346,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
347,Water,Cropland,NULL,Non_Wetland,Bareland
348,Water,Cropland,NULL,Non_Wetland,Water
349,Water,Cropland,NULL,Non_Wetland,Forest
350,Water,Cropland,Non_Water,Non_Wetland,Grassland
351,Water,Cropland,Non_Water,Non_Wetland,Bareland
352,Water,Cropland,Non_Water,Non_Wetland,Water
353,Water,Cropland,Non_Water,Non_Wetland,Forest
354,Water,Cropland,Water,Non_Wetland,Grassland
355,Water,Cropland,Water,Non_Wetland,Bareland
356,Water,Cropland,Water,Non_Wetland,Water
357,Water,Cropland,Water,Non_Wetland,Forest
358,Water,Wetland,NULL,Wetland,NULL
359,Water,Wetland,NULL,Wetland,Grassland
360,Water,Wetland,NULL,Wetland,Wetland
361,Water,Wetland,NULL,Wetland,Water
362,Water,Wetland,NULL,Wetland,Forest
363,Water,Wetland,Non_Water,Wetland,Grassland
364,Water,Wetland,Non_Water,Wetland,Wetland
365,Water,Wetland,Non_Water,Wetland,Water
366,Water,Wetland,Non_Water,Wetland,Forest
367,Water,Wetland,Water,Wetland,Grassland
368,Water,Wetland,Water,Wetland,Wetland
369,Water,Wetland,Water,Wetland,Bareland
370,Water,Wetland,Water,Wetland,Water
371,Water,Wetland,Water,Wetland,Forest
372,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
373,Water,Bareland,NULL,Non_Wetland,Grassland
374,Water,Bareland,NULL,Non_Wetland,Wetland
375,Water,Bareland,NULL,Non_Wetland,Bareland
376,Water,Bareland,NULL,Non_Wetland,Built-up
377,Water,Bareland,NULL,Non_Wetland,Water
378,Water,Bareland,NULL,Non_Wetland,Forest
379,Water,Bareland,Non_Water,Non_Wetland,Grassland
380,Water,Bareland,Non_Water,Non_Wetland,Bareland
381,Water,Bareland,Non_Water,Non_Wetland,Water
382,Water,Bareland,Non_Water,Non_Wetland,Forest
383,Water,Bareland,Water,Non_Wetland,Grassland
384,Water,Bareland,Water,Non_Wetland,Wetland
385,Water,Bareland,Water,Non_Wetland,Bareland
386,Water,Bareland,Water,Non_Wetland,Water
387,Water,Bareland,Water,Non_Wetland,Forest
388,Water,Built-up,NULL,Non_Wetland,Grassland
389,Water,Built-up,NULL,Non_Wetland,Bareland
390,Water,Built-up,NULL,Non_Wetland,Built-up
391,Water,Built-up,NULL,Non_Wetland,Water
392,Water,Built-up,NULL,Non_Wetland,Forest
393,Water,Built-up,Non_Water,Non_Wetland,Bareland
394,Water,Built-up,Water,Non_Wetland,Grassland
395,Water,Built-up,Water,Non_Wetland,Bareland
396,Water,Built-up,Water,Non_Wetland,Water
397,Water,Built-up,Water,Non_Wetland,Forest
398,Water,Water,NULL,Water,Grassland
399,Water,Water,NULL,Water,Wetland
400,Water,Water,NULL,Water,Bareland
401,Water,Water,NULL,Water,Water
402,Water,Water,NULL,Water,Forest
403,Water,Water,Non_Water,Water,Grassland
404,Water,Water,Non_Water,Water,Wetland
405,Water,Water,Non_Water,Water,Bareland
406,Water,Water,Non_Water,Water,Water
407,Water,Water,Non_Water,Water,Forest
408,Water,Water,Water,Water,NULL
409,Water,Water,Water,Water,Grassland
410,Water,Water,Water,Water,Wetland
411,Water,Water,Water,Water,Bareland
412,Water,Water,Water,Water,Water
413,Water,Water,Water,Water,Forest
414,Water,Forest,NULL,Non_Wetland,NULL
415,Water,Forest,NULL,Non_Wetland,Grassland
416,Water,Forest,NULL,Non_Wetland,Wetland
417,Water,Forest,NULL,Non_Wetland,Bareland
418,Water,Forest,NULL,Non_Wetland,Water
419,Water,Forest,NULL,Non_Wetland,Forest
420,Water,Forest,Non_Water,Non_Wetland,Grassland
421,Water,Forest,Non_Water,Non_Wetland,Wetland
422,Water,Forest,Non_Water,Non_Wetland,Water
423,Water,Forest,Non_Water,Non_Wetland,Forest
424,Water,Forest,Water,Non_Wetland,Grassland
425,Water,Forest,Water,Non_Wetland,Wetland
426,Water,Forest,Water,Non_Wetland,Bareland
427,Water,Forest,Water,Non_Wetland,Water
428,Water,Forest,Water,Non_Wetland,Forest
429,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
430,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
431,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
432,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
433,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
434,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
435,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
436,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
437,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
438,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
439,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
440,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
441,Permanent_ice_and_snow,Water,Water,Water,Water
442,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
443,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
444,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
445,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
446,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
447,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
448,Forest,NULL,NULL,Non_Wetland,NULL
449,Forest,NULL,NULL,Non_Wetland,Grassland
450,Forest,NULL,NULL,Non_Wetland,Wetland
451,Forest,NULL,NULL,Non_Wetland,Bareland
452,Forest,NULL,NULL,Non_Wetland,Water
453,Forest,NULL,NULL,Non_Wetland,Forest
454,Forest,NULL,Non_Water,Non_Wetland,Grassland
455,Forest,NULL,Non_Water,Non_Wetland,Wetland
456,Forest,NULL,Non_Water,Non_Wetland,Water
457,Forest,NULL,Non_Water,Non_Wetland,Forest
458,Forest,NULL,Water,Non_Wetland,Grassland
459,Forest,NULL,Water,Non_Wetland,Wetland
460,Forest,NULL,Water,Non_Wetland,Water
461,Forest,NULL,Water,Non_Wetland,Forest
462,Forest,Shrubland,NULL,Non_Wetland,Grassland
463,Forest,Shrubland,NULL,Non_Wetland,Wetland
464,Forest,Shrubland,NULL,Non_Wetland,Forest
465,Forest,Grassland,NULL,Non_Wetland,Grassland
466,Forest,Grassland,NULL,Non_Wetland,Bareland
467,Forest,Grassland,NULL,Non_Wetland,Water
468,Forest,Grassland,NULL,Non_Wetland,Forest
469,Forest,Grassland,Non_Water,Non_Wetland,Forest
470,Forest,Grassland,Water,Non_Wetland,Forest
471,Forest,Cropland,NULL,Non_Wetland,NULL
472,Forest,Cropland,NULL,Non_Wetland,Grassland
473,Forest,Cropland,NULL,Non_Wetland,Cropland
474,Forest,Cropland,NULL,Non_Wetland,Wetland
475,Forest,Cropland,NULL,Non_Wetland,Bareland
476,Forest,Cropland,NULL,Non_Wetland,Built-up
477,Forest,Cropland,NULL,Non_Wetland,Water
478,Forest,Cropland,NULL,Non_Wetland,Forest
479,Forest,Cropland,Non_Water,Non_Wetland,Bareland
480,Forest,Cropland,Non_Water,Non_Wetland,Forest
481,Forest,Cropland,Water,Non_Wetland,Grassland
482,Forest,Cropland,Water,Non_Wetland,Bareland
483,Forest,Cropland,Water,Non_Wetland,Water
484,Forest,Cropland,Water,Non_Wetland,Forest
485,Forest,Wetland,NULL,Wetland,NULL
486,Forest,Wetland,NULL,Wetland,Grassland
487,Forest,Wetland,NULL,Wetland,Wetland
488,Forest,Wetland,NULL,Wetland,Bareland
489,Forest,Wetland,NULL,Wetland,Water
490,Forest,Wetland,NULL,Wetland,Forest
491,Forest,Wetland,Non_Water,Wetland,Grassland
492,Forest,Wetland,Non_Water,Wetland,Wetland
493,Forest,Wetland,Non_Water,Wetland,Water
494,Forest,Wetland,Non_Water,Wetland,Forest
495,Forest,Wetland,Water,Wetland,Grassland
496,Forest,Wetland,Water,Wetland,Wetland
497,Forest,Wetland,Water,Wetland,Water
498,Forest,Wetland,Water,Wetland,Forest
499,Forest,Bareland,NULL,Non_Wetland,NULL
500,Forest,Bareland,NULL,Non_Wetland,Grassland
501,Forest,Bareland,NULL,Non_Wetland,Cropland
502,Forest,Bareland,NULL,Non_Wetland,Wetland
503,Forest,Bareland,NULL,Non_Wetland,Bareland
504,Forest,Bareland,NULL,Non_Wetland,Built-up
505,Forest,Bareland,NULL,Non_Wetland,Water
506,Forest,Bareland,NULL,Non_Wetland,Forest
507,Forest,Bareland,Non_Water,Non_Wetland,Grassland
508,Forest,Bareland,Non_Water,Non_Wetland,Wetland
