Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,SIBERIA_2024_WorldCover_2021_41VNG_M_R
262,Cropland,Built-up,NULL,Non_Wetland,Built-up
263,Cropland,Built-up,NULL,Non_Wetland,Forest
264,Cropland,Water,NULL,Water,Grassland
265,Cropland,Water,NULL,Water,Cropland
266,Cropland,Water,NULL,Water,Wetland
267,Cropland,Water,Water,Water,Grassland
268,Cropland,Forest,NULL,Non_Wetland,NULL
269,Cropland,Forest,NULL,Non_Wetland,Grassland
270,Cropland,Forest,NULL,Non_Wetland,Cropland
271,Cropland,Forest,NULL,Non_Wetland,Wetland
272,Cropland,Forest,NULL,Non_Wetland,Forest
273,Cropland,Forest,Non_Water,Non_Wetland,Grassland
274,Cropland,Forest,Non_Water,Non_Wetland,Wetland
275,Cropland,Forest,Non_Water,Non_Wetland,Forest
276,Cropland,Forest,Water,Non_Wetland,Grassland
277,Cropland,Forest,Water,Non_Wetland,Wetland
278,Wetland,NULL,NULL,Non_Wetland,NULL
279,Wetland,NULL,NULL,Non_Wetland,Grassland
280,Wetland,NULL,NULL,Non_Wetland,Cropland
281,Wetland,NULL,NULL,Non_Wetland,Wetland
282,Wetland,NULL,NULL,Non_Wetland,Water
283,Wetland,NULL,NULL,Non_Wetland,Forest
284,Wetland,NULL,Non_Water,Non_Wetland,NULL
285,Wetland,NULL,Non_Water,Non_Wetland,Grassland
286,Wetland,NULL,Non_Water,Non_Wetland,Cropland
287,Wetland,NULL,Non_Water,Non_Wetland,Wetland
288,Wetland,NULL,Non_Water,Non_Wetland,Water
289,Wetland,NULL,Non_Water,Non_Wetland,Forest
290,Wetland,NULL,Water,Non_Wetland,NULL
291,Wetland,NULL,Water,Non_Wetland,Grassland
292,Wetland,NULL,Water,Non_Wetland,Cropland
293,Wetland,NULL,Water,Non_Wetland,Wetland
294,Wetland,NULL,Water,Non_Wetland,Water
295,Wetland,NULL,Water,Non_Wetland,Forest
296,Wetland,Shrubland,NULL,Non_Wetland,NULL
297,Wetland,Shrubland,NULL,Non_Wetland,Grassland
298,Wetland,Shrubland,NULL,Non_Wetland,Cropland
299,Wetland,Shrubland,NULL,Non_Wetland,Wetland
300,Wetland,Shrubland,NULL,Non_Wetland,Bareland
301,Wetland,Shrubland,NULL,Non_Wetland,Water
302,Wetland,Shrubland,NULL,Non_Wetland,Forest
303,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
304,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
305,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
306,Wetland,Shrubland,Non_Water,Non_Wetland,Water
307,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
308,Wetland,Shrubland,Water,Non_Wetland,Grassland
309,Wetland,Shrubland,Water,Non_Wetland,Cropland
310,Wetland,Shrubland,Water,Non_Wetland,Wetland
311,Wetland,Shrubland,Water,Non_Wetland,Water
312,Wetland,Shrubland,Water,Non_Wetland,Forest
313,Wetland,Grassland,NULL,Non_Wetland,Grassland
314,Wetland,Grassland,NULL,Non_Wetland,Wetland
315,Wetland,Grassland,NULL,Non_Wetland,Forest
316,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
317,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
318,Wetland,Cropland,NULL,Non_Wetland,Grassland
319,Wetland,Cropland,NULL,Non_Wetland,Cropland
320,Wetland,Cropland,NULL,Non_Wetland,Wetland
321,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
322,Wetland,Cropland,NULL,Non_Wetland,Built-up
323,Wetland,Cropland,NULL,Non_Wetland,Water
324,Wetland,Cropland,NULL,Non_Wetland,Forest
325,Wetland,Cropland,Non_Water,Non_Wetland,NULL
326,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
327,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
328,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
329,Wetland,Cropland,Non_Water,Non_Wetland,Water
330,Wetland,Cropland,Non_Water,Non_Wetland,Forest
331,Wetland,Cropland,Water,Non_Wetland,NULL
332,Wetland,Cropland,Water,Non_Wetland,Grassland
333,Wetland,Cropland,Water,Non_Wetland,Cropland
334,Wetland,Cropland,Water,Non_Wetland,Wetland
335,Wetland,Cropland,Water,Non_Wetland,Water
336,Wetland,Cropland,Water,Non_Wetland,Forest
337,Wetland,Wetland,NULL,Wetland,NULL
338,Wetland,Wetland,NULL,Wetland,Grassland
339,Wetland,Wetland,NULL,Wetland,Cropland
340,Wetland,Wetland,NULL,Wetland,Wetland
341,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
342,Wetland,Wetland,NULL,Wetland,Bareland
343,Wetland,Wetland,NULL,Wetland,Built-up
344,Wetland,Wetland,NULL,Wetland,Water
345,Wetland,Wetland,NULL,Wetland,Forest
346,Wetland,Wetland,Non_Water,Wetland,NULL
347,Wetland,Wetland,Non_Water,Wetland,Grassland
348,Wetland,Wetland,Non_Water,Wetland,Cropland
349,Wetland,Wetland,Non_Water,Wetland,Wetland
350,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
351,Wetland,Wetland,Non_Water,Wetland,Bareland
352,Wetland,Wetland,Non_Water,Wetland,Water
353,Wetland,Wetland,Non_Water,Wetland,Forest
354,Wetland,Wetland,Water,Wetland,NULL
355,Wetland,Wetland,Water,Wetland,Grassland
356,Wetland,Wetland,Water,Wetland,Cropland
357,Wetland,Wetland,Water,Wetland,Wetland
358,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
359,Wetland,Wetland,Water,Wetland,Built-up
360,Wetland,Wetland,Water,Wetland,Water
361,Wetland,Wetland,Water,Wetland,Forest
362,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
363,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
364,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
365,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
366,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
367,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
368,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
369,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
370,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
371,Wetland,Bareland,NULL,Non_Wetland,NULL
372,Wetland,Bareland,NULL,Non_Wetland,Grassland
373,Wetland,Bareland,NULL,Non_Wetland,Cropland
374,Wetland,Bareland,NULL,Non_Wetland,Wetland
375,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
376,Wetland,Bareland,NULL,Non_Wetland,Bareland
377,Wetland,Bareland,NULL,Non_Wetland,Built-up
378,Wetland,Bareland,NULL,Non_Wetland,Water
379,Wetland,Bareland,NULL,Non_Wetland,Forest
380,Wetland,Bareland,Non_Water,Non_Wetland,NULL
381,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
382,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
383,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
384,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
385,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
386,Wetland,Bareland,Non_Water,Non_Wetland,Water
387,Wetland,Bareland,Non_Water,Non_Wetland,Forest
388,Wetland,Bareland,Water,Non_Wetland,Grassland
389,Wetland,Bareland,Water,Non_Wetland,Cropland
390,Wetland,Bareland,Water,Non_Wetland,Wetland
391,Wetland,Bareland,Water,Non_Wetland,Bareland
392,Wetland,Bareland,Water,Non_Wetland,Water
393,Wetland,Bareland,Water,Non_Wetland,Forest
394,Wetland,Built-up,NULL,Non_Wetland,Grassland
395,Wetland,Built-up,NULL,Non_Wetland,Wetland
396,Wetland,Built-up,NULL,Non_Wetland,Bareland
397,Wetland,Built-up,NULL,Non_Wetland,Built-up
398,Wetland,Built-up,NULL,Non_Wetland,Water
399,Wetland,Built-up,NULL,Non_Wetland,Forest
400,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
401,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
402,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
403,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
404,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
405,Wetland,Built-up,Non_Water,Non_Wetland,Forest
406,Wetland,Built-up,Water,Non_Wetland,Grassland
407,Wetland,Built-up,Water,Non_Wetland,Cropland
408,Wetland,Built-up,Water,Non_Wetland,Wetland
409,Wetland,Built-up,Water,Non_Wetland,Bareland
410,Wetland,Built-up,Water,Non_Wetland,Built-up
411,Wetland,Water,NULL,Water,NULL
412,Wetland,Water,NULL,Water,Grassland
413,Wetland,Water,NULL,Water,Cropland
414,Wetland,Water,NULL,Water,Wetland
415,Wetland,Water,NULL,Water,Water
416,Wetland,Water,NULL,Water,Forest
417,Wetland,Water,Non_Water,Water,NULL
418,Wetland,Water,Non_Water,Water,Grassland
419,Wetland,Water,Non_Water,Water,Cropland
420,Wetland,Water,Non_Water,Water,Wetland
421,Wetland,Water,Non_Water,Water,Built-up
422,Wetland,Water,Non_Water,Water,Water
423,Wetland,Water,Non_Water,Water,Forest
424,Wetland,Water,Water,Water,NULL
425,Wetland,Water,Water,Water,Grassland
426,Wetland,Water,Water,Water,Cropland
427,Wetland,Water,Water,Water,Wetland
428,Wetland,Water,Water,Water,Bareland
429,Wetland,Water,Water,Water,Water
430,Wetland,Water,Water,Water,Forest
431,Wetland,Forest,NULL,Non_Wetland,NULL
432,Wetland,Forest,NULL,Non_Wetland,Grassland
433,Wetland,Forest,NULL,Non_Wetland,Cropland
434,Wetland,Forest,NULL,Non_Wetland,Wetland
435,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
436,Wetland,Forest,NULL,Non_Wetland,Bareland
437,Wetland,Forest,NULL,Non_Wetland,Water
438,Wetland,Forest,NULL,Non_Wetland,Forest
439,Wetland,Forest,Non_Water,Non_Wetland,NULL
440,Wetland,Forest,Non_Water,Non_Wetland,Grassland
441,Wetland,Forest,Non_Water,Non_Wetland,Cropland
442,Wetland,Forest,Non_Water,Non_Wetland,Wetland
443,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
444,Wetland,Forest,Non_Water,Non_Wetland,Water
445,Wetland,Forest,Non_Water,Non_Wetland,Forest
446,Wetland,Forest,Water,Non_Wetland,NULL
447,Wetland,Forest,Water,Non_Wetland,Grassland
448,Wetland,Forest,Water,Non_Wetland,Cropland
449,Wetland,Forest,Water,Non_Wetland,Wetland
450,Wetland,Forest,Water,Non_Wetland,Bareland
451,Wetland,Forest,Water,Non_Wetland,Water
452,Wetland,Forest,Water,Non_Wetland,Forest
453,Bareland,NULL,NULL,Non_Wetland,Grassland
454,Bareland,NULL,NULL,Non_Wetland,Wetland
455,Bareland,NULL,NULL,Non_Wetland,Bareland
456,Bareland,NULL,NULL,Non_Wetland,Forest
457,Bareland,NULL,Non_Water,Non_Wetland,Grassland
458,Bareland,Shrubland,NULL,Non_Wetland,Grassland
459,Bareland,Shrubland,NULL,Non_Wetland,Cropland
460,Bareland,Shrubland,NULL,Non_Wetland,Wetland
461,Bareland,Shrubland,NULL,Non_Wetland,Bareland
462,Bareland,Shrubland,NULL,Non_Wetland,Built-up
463,Bareland,Shrubland,NULL,Non_Wetland,Forest
464,Bareland,Shrubland,Water,Non_Wetland,Grassland
465,Bareland,Shrubland,Water,Non_Wetland,Water
466,Bareland,Cropland,NULL,Non_Wetland,Grassland
467,Bareland,Cropland,NULL,Non_Wetland,Wetland
468,Bareland,Cropland,NULL,Non_Wetland,Bareland
469,Bareland,Cropland,NULL,Non_Wetland,Water
470,Bareland,Cropland,NULL,Non_Wetland,Forest
471,Bareland,Cropland,Water,Non_Wetland,Grassland
472,Bareland,Cropland,Water,Non_Wetland,Wetland
473,Bareland,Cropland,Water,Non_Wetland,Bareland
474,Bareland,Cropland,Water,Non_Wetland,Water
475,Bareland,Wetland,NULL,Wetland,Grassland
476,Bareland,Wetland,NULL,Wetland,Wetland
477,Bareland,Wetland,NULL,Wetland,Bareland
478,Bareland,Wetland,NULL,Wetland,Water
479,Bareland,Wetland,NULL,Wetland,Forest
480,Bareland,Wetland,Non_Water,Wetland,Grassland
481,Bareland,Wetland,Non_Water,Wetland,Bareland
482,Bareland,Wetland,Non_Water,Wetland,Forest
483,Bareland,Wetland,Water,Wetland,Grassland
484,Bareland,Wetland,Water,Wetland,Cropland
485,Bareland,Wetland,Water,Wetland,Bareland
