Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,SIBERIA_2024_WorldCover_2021_44WPC_M_R
170,Cropland,Shrubland,Water,Non_Wetland,Wetland
171,Cropland,Wetland,NULL,Wetland,Wetland
172,Cropland,Wetland,NULL,Wetland,Water
173,Cropland,Wetland,Non_Water,Wetland,Wetland
174,Cropland,Wetland,Non_Water,Wetland,Water
175,Cropland,Wetland,Water,Wetland,Wetland
176,Cropland,Wetland,Water,Wetland,Water
177,Cropland,Bareland,NULL,Non_Wetland,Grassland
178,Cropland,Bareland,NULL,Non_Wetland,Wetland
179,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
180,Cropland,Bareland,Water,Non_Wetland,Wetland
181,Cropland,Bareland,Water,Non_Wetland,Water
182,Cropland,Forest,NULL,Non_Wetland,Wetland
183,Cropland,Forest,NULL,Non_Wetland,Forest
184,Cropland,Forest,Non_Water,Non_Wetland,Wetland
185,Cropland,Forest,Water,Non_Wetland,Wetland
186,Wetland,NULL,NULL,Non_Wetland,Grassland
187,Wetland,NULL,NULL,Non_Wetland,Wetland
188,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
189,Wetland,NULL,NULL,Non_Wetland,Bareland
190,Wetland,NULL,NULL,Non_Wetland,Water
191,Wetland,NULL,NULL,Non_Wetland,Forest
192,Wetland,NULL,Non_Water,Non_Wetland,Grassland
193,Wetland,NULL,Non_Water,Non_Wetland,Wetland
194,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
195,Wetland,NULL,Non_Water,Non_Wetland,Bareland
196,Wetland,NULL,Non_Water,Non_Wetland,Water
197,Wetland,NULL,Non_Water,Non_Wetland,Forest
198,Wetland,NULL,Water,Non_Wetland,Grassland
199,Wetland,NULL,Water,Non_Wetland,Wetland
200,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
201,Wetland,NULL,Water,Non_Wetland,Bareland
202,Wetland,NULL,Water,Non_Wetland,Water
203,Wetland,NULL,Water,Non_Wetland,Forest
204,Wetland,Shrubland,NULL,Non_Wetland,Grassland
205,Wetland,Shrubland,NULL,Non_Wetland,Wetland
206,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
207,Wetland,Shrubland,NULL,Non_Wetland,Bareland
208,Wetland,Shrubland,NULL,Non_Wetland,Built-up
209,Wetland,Shrubland,NULL,Non_Wetland,Water
210,Wetland,Shrubland,NULL,Non_Wetland,Forest
211,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
212,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
213,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
214,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
215,Wetland,Shrubland,Non_Water,Non_Wetland,Water
216,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
217,Wetland,Shrubland,Water,Non_Wetland,Grassland
218,Wetland,Shrubland,Water,Non_Wetland,Wetland
219,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
220,Wetland,Shrubland,Water,Non_Wetland,Bareland
221,Wetland,Shrubland,Water,Non_Wetland,Water
222,Wetland,Shrubland,Water,Non_Wetland,Forest
223,Wetland,Grassland,NULL,Non_Wetland,Grassland
224,Wetland,Grassland,NULL,Non_Wetland,Wetland
225,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
226,Wetland,Grassland,NULL,Non_Wetland,Bareland
227,Wetland,Grassland,NULL,Non_Wetland,Built-up
228,Wetland,Grassland,NULL,Non_Wetland,Water
229,Wetland,Grassland,NULL,Non_Wetland,Forest
230,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
231,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
232,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
233,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
234,Wetland,Grassland,Non_Water,Non_Wetland,Water
235,Wetland,Grassland,Non_Water,Non_Wetland,Forest
236,Wetland,Grassland,Water,Non_Wetland,Grassland
237,Wetland,Grassland,Water,Non_Wetland,Wetland
238,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
239,Wetland,Grassland,Water,Non_Wetland,Bareland
240,Wetland,Grassland,Water,Non_Wetland,Water
241,Wetland,Grassland,Water,Non_Wetland,Forest
242,Wetland,Wetland,NULL,NULL,Water
243,Wetland,Wetland,NULL,NULL,Forest
244,Wetland,Wetland,NULL,Wetland,Grassland
245,Wetland,Wetland,NULL,Wetland,Wetland
246,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
247,Wetland,Wetland,NULL,Wetland,Bareland
248,Wetland,Wetland,NULL,Wetland,Water
249,Wetland,Wetland,NULL,Wetland,Forest
250,Wetland,Wetland,Non_Water,NULL,Water
251,Wetland,Wetland,Non_Water,Wetland,Grassland
252,Wetland,Wetland,Non_Water,Wetland,Wetland
253,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
254,Wetland,Wetland,Non_Water,Wetland,Bareland
255,Wetland,Wetland,Non_Water,Wetland,Water
256,Wetland,Wetland,Non_Water,Wetland,Forest
257,Wetland,Wetland,Water,NULL,Wetland
258,Wetland,Wetland,Water,NULL,Water
259,Wetland,Wetland,Water,NULL,Forest
260,Wetland,Wetland,Water,Wetland,Grassland
261,Wetland,Wetland,Water,Wetland,Wetland
262,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
263,Wetland,Wetland,Water,Wetland,Bareland
264,Wetland,Wetland,Water,Wetland,Water
265,Wetland,Wetland,Water,Wetland,Forest
266,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
267,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
268,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
269,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
270,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
271,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
272,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
273,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
274,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
275,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
276,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
277,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
278,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
279,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
280,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
281,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
282,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
283,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
284,Wetland,Bareland,NULL,Non_Wetland,Grassland
285,Wetland,Bareland,NULL,Non_Wetland,Wetland
286,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
287,Wetland,Bareland,NULL,Non_Wetland,Bareland
288,Wetland,Bareland,NULL,Non_Wetland,Built-up
289,Wetland,Bareland,NULL,Non_Wetland,Water
290,Wetland,Bareland,NULL,Non_Wetland,Forest
291,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
292,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
293,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
294,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
295,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
296,Wetland,Bareland,Non_Water,Non_Wetland,Water
297,Wetland,Bareland,Non_Water,Non_Wetland,Forest
298,Wetland,Bareland,Water,Non_Wetland,Grassland
299,Wetland,Bareland,Water,Non_Wetland,Wetland
300,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
301,Wetland,Bareland,Water,Non_Wetland,Bareland
302,Wetland,Bareland,Water,Non_Wetland,Water
303,Wetland,Bareland,Water,Non_Wetland,Forest
304,Wetland,Built-up,NULL,Non_Wetland,Grassland
305,Wetland,Built-up,NULL,Non_Wetland,Wetland
306,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
307,Wetland,Built-up,NULL,Non_Wetland,Bareland
308,Wetland,Built-up,NULL,Non_Wetland,Built-up
309,Wetland,Built-up,NULL,Non_Wetland,Water
310,Wetland,Built-up,NULL,Non_Wetland,Forest
311,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
312,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
313,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
314,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
315,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
316,Wetland,Built-up,Non_Water,Non_Wetland,Water
317,Wetland,Built-up,Non_Water,Non_Wetland,Forest
318,Wetland,Built-up,Water,Non_Wetland,Grassland
319,Wetland,Built-up,Water,Non_Wetland,Wetland
320,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
321,Wetland,Built-up,Water,Non_Wetland,Bareland
322,Wetland,Built-up,Water,Non_Wetland,Built-up
323,Wetland,Built-up,Water,Non_Wetland,Water
324,Wetland,Built-up,Water,Non_Wetland,Forest
325,Wetland,Water,NULL,NULL,Grassland
326,Wetland,Water,NULL,NULL,Water
327,Wetland,Water,NULL,Water,Grassland
328,Wetland,Water,NULL,Water,Wetland
329,Wetland,Water,NULL,Water,Lichens_and_Mosses
330,Wetland,Water,NULL,Water,Bareland
331,Wetland,Water,NULL,Water,Water
332,Wetland,Water,NULL,Water,Forest
333,Wetland,Water,Non_Water,Water,Grassland
334,Wetland,Water,Non_Water,Water,Wetland
335,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
336,Wetland,Water,Non_Water,Water,Bareland
337,Wetland,Water,Non_Water,Water,Water
338,Wetland,Water,Non_Water,Water,Forest
339,Wetland,Water,Water,NULL,Water
340,Wetland,Water,Water,Water,Grassland
341,Wetland,Water,Water,Water,Wetland
342,Wetland,Water,Water,Water,Lichens_and_Mosses
343,Wetland,Water,Water,Water,Bareland
344,Wetland,Water,Water,Water,Water
345,Wetland,Water,Water,Water,Forest
346,Wetland,Forest,NULL,Non_Wetland,Grassland
347,Wetland,Forest,NULL,Non_Wetland,Wetland
348,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
349,Wetland,Forest,NULL,Non_Wetland,Bareland
350,Wetland,Forest,NULL,Non_Wetland,Built-up
351,Wetland,Forest,NULL,Non_Wetland,Water
352,Wetland,Forest,NULL,Non_Wetland,Forest
353,Wetland,Forest,Non_Water,Non_Wetland,Grassland
354,Wetland,Forest,Non_Water,Non_Wetland,Wetland
355,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
356,Wetland,Forest,Non_Water,Non_Wetland,Bareland
357,Wetland,Forest,Non_Water,Non_Wetland,Built-up
358,Wetland,Forest,Non_Water,Non_Wetland,Water
359,Wetland,Forest,Non_Water,Non_Wetland,Forest
360,Wetland,Forest,Water,Non_Wetland,Grassland
361,Wetland,Forest,Water,Non_Wetland,Wetland
362,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
363,Wetland,Forest,Water,Non_Wetland,Bareland
364,Wetland,Forest,Water,Non_Wetland,Water
365,Wetland,Forest,Water,Non_Wetland,Forest
366,Bareland,NULL,NULL,Non_Wetland,Wetland
367,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
368,Bareland,NULL,NULL,Non_Wetland,Bareland
369,Bareland,NULL,NULL,Non_Wetland,Water
370,Bareland,NULL,Non_Water,Non_Wetland,Wetland
371,Bareland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
372,Bareland,NULL,Non_Water,Non_Wetland,Bareland
373,Bareland,NULL,Non_Water,Non_Wetland,Water
374,Bareland,NULL,Water,Non_Wetland,Grassland
375,Bareland,NULL,Water,Non_Wetland,Wetland
376,Bareland,NULL,Water,Non_Wetland,Lichens_and_Mosses
377,Bareland,NULL,Water,Non_Wetland,Bareland
378,Bareland,NULL,Water,Non_Wetland,Water
379,Bareland,Shrubland,NULL,Non_Wetland,Wetland
380,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
381,Bareland,Shrubland,NULL,Non_Wetland,Bareland
382,Bareland,Shrubland,NULL,Non_Wetland,Water
383,Bareland,Shrubland,NULL,Non_Wetland,Forest
384,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
386,Bareland,Shrubland,Non_Water,Non_Wetland,Water
387,Bareland,Shrubland,Water,Non_Wetland,Grassland
388,Bareland,Shrubland,Water,Non_Wetland,Wetland
389,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
390,Bareland,Shrubland,Water,Non_Wetland,Bareland
391,Bareland,Shrubland,Water,Non_Wetland,Water
392,Bareland,Shrubland,Water,Non_Wetland,Forest
393,Bareland,Grassland,NULL,Non_Wetland,Grassland
394,Bareland,Grassland,NULL,Non_Wetland,Wetland
395,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
396,Bareland,Grassland,NULL,Non_Wetland,Bareland
397,Bareland,Grassland,NULL,Non_Wetland,Water
398,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
399,Bareland,Grassland,Non_Water,Non_Wetland,Water
400,Bareland,Grassland,Water,Non_Wetland,Grassland
401,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
402,Bareland,Grassland,Water,Non_Wetland,Bareland
403,Bareland,Grassland,Water,Non_Wetland,Water
404,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
405,Bareland,Wetland,NULL,Wetland,Bareland
406,Bareland,Wetland,NULL,Wetland,Water
407,Bareland,Wetland,Non_Water,Wetland,Wetland
408,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
409,Bareland,Wetland,Non_Water,Wetland,Bareland
410,Bareland,Wetland,Non_Water,Wetland,Water
411,Bareland,Wetland,Water,Wetland,Grassland
412,Bareland,Wetland,Water,Wetland,Wetland
413,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
414,Bareland,Wetland,Water,Wetland,Bareland
415,Bareland,Wetland,Water,Wetland,Water
416,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
417,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
418,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
419,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
420,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
421,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
422,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
423,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
424,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
425,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
426,Bareland,Bareland,NULL,Non_Wetland,Grassland
427,Bareland,Bareland,NULL,Non_Wetland,Wetland
428,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
429,Bareland,Bareland,NULL,Non_Wetland,Bareland
430,Bareland,Bareland,NULL,Non_Wetland,Water
431,Bareland,Bareland,NULL,Non_Wetland,Forest
432,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
433,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
434,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
435,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
436,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
437,Bareland,Bareland,Non_Water,Non_Wetland,Water
438,Bareland,Bareland,Water,Non_Wetland,Grassland
439,Bareland,Bareland,Water,Non_Wetland,Wetland
440,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
441,Bareland,Bareland,Water,Non_Wetland,Bareland
442,Bareland,Bareland,Water,Non_Wetland,Built-up
443,Bareland,Bareland,Water,Non_Wetland,Water
444,Bareland,Built-up,NULL,Non_Wetland,Grassland
445,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
446,Bareland,Built-up,NULL,Non_Wetland,Bareland
447,Bareland,Built-up,NULL,Non_Wetland,Built-up
448,Bareland,Built-up,NULL,Non_Wetland,Water
449,Bareland,Built-up,NULL,Non_Wetland,Forest
450,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
451,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
452,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
453,Bareland,Built-up,Non_Water,Non_Wetland,Water
454,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
455,Bareland,Built-up,Water,Non_Wetland,Bareland
456,Bareland,Built-up,Water,Non_Wetland,Built-up
457,Bareland,Built-up,Water,Non_Wetland,Water
458,Bareland,Water,NULL,Water,Lichens_and_Mosses
459,Bareland,Water,NULL,Water,Bareland
460,Bareland,Water,NULL,Water,Water
461,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
462,Bareland,Water,Non_Water,Water,Bareland
463,Bareland,Water,Non_Water,Water,Water
464,Bareland,Water,Water,Water,Grassland
465,Bareland,Water,Water,Water,Lichens_and_Mosses
466,Bareland,Water,Water,Water,Bareland
467,Bareland,Water,Water,Water,Water
468,Bareland,Forest,NULL,Non_Wetland,Grassland
469,Bareland,Forest,NULL,Non_Wetland,Wetland
