Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VPP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VPP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VPP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VPP_M_R,SIBERIA_2024_WorldCover_2021_44VPP_M_R
272,Wetland,Forest,NULL,Non_Wetland,Grassland
273,Wetland,Forest,NULL,Non_Wetland,Wetland
274,Wetland,Forest,NULL,Non_Wetland,Bareland
275,Wetland,Forest,NULL,Non_Wetland,Water
276,Wetland,Forest,NULL,Non_Wetland,Forest
277,Wetland,Forest,Non_Water,Non_Wetland,NULL
278,Wetland,Forest,Non_Water,Non_Wetland,Grassland
279,Wetland,Forest,Non_Water,Non_Wetland,Wetland
280,Wetland,Forest,Non_Water,Non_Wetland,Water
281,Wetland,Forest,Non_Water,Non_Wetland,Forest
282,Wetland,Forest,Water,Non_Wetland,NULL
283,Wetland,Forest,Water,Non_Wetland,Grassland
284,Wetland,Forest,Water,Non_Wetland,Wetland
285,Wetland,Forest,Water,Non_Wetland,Bareland
286,Wetland,Forest,Water,Non_Wetland,Water
287,Wetland,Forest,Water,Non_Wetland,Forest
288,Bareland,NULL,NULL,Non_Wetland,Water
289,Bareland,NULL,NULL,Non_Wetland,Forest
290,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
291,Bareland,Shrubland,NULL,Non_Wetland,Bareland
292,Bareland,Shrubland,NULL,Non_Wetland,Water
293,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
294,Bareland,Shrubland,Water,Non_Wetland,Bareland
295,Bareland,Shrubland,Water,Non_Wetland,Water
296,Bareland,Wetland,NULL,Wetland,Grassland
297,Bareland,Wetland,NULL,Wetland,Wetland
298,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
299,Bareland,Wetland,NULL,Wetland,Bareland
300,Bareland,Wetland,NULL,Wetland,Water
301,Bareland,Wetland,NULL,Wetland,Forest
302,Bareland,Wetland,Non_Water,Wetland,Grassland
303,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
304,Bareland,Wetland,Non_Water,Wetland,Bareland
305,Bareland,Wetland,Non_Water,Wetland,Water
306,Bareland,Wetland,Non_Water,Wetland,Forest
307,Bareland,Wetland,Water,Wetland,Grassland
308,Bareland,Wetland,Water,Wetland,Wetland
309,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
310,Bareland,Wetland,Water,Wetland,Bareland
311,Bareland,Wetland,Water,Wetland,Water
312,Bareland,Wetland,Water,Wetland,Forest
313,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
314,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
315,Bareland,Bareland,NULL,Non_Wetland,Grassland
316,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
317,Bareland,Bareland,NULL,Non_Wetland,Bareland
318,Bareland,Bareland,NULL,Non_Wetland,Built-up
319,Bareland,Bareland,NULL,Non_Wetland,Water
320,Bareland,Bareland,NULL,Non_Wetland,Forest
321,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
322,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
323,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
324,Bareland,Bareland,Non_Water,Non_Wetland,Water
325,Bareland,Bareland,Non_Water,Non_Wetland,Forest
326,Bareland,Bareland,Water,Non_Wetland,Grassland
327,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
328,Bareland,Bareland,Water,Non_Wetland,Bareland
329,Bareland,Bareland,Water,Non_Wetland,Water
330,Bareland,Bareland,Water,Non_Wetland,Forest
331,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
332,Bareland,Built-up,NULL,Non_Wetland,Bareland
333,Bareland,Built-up,NULL,Non_Wetland,Water
334,Bareland,Built-up,NULL,Non_Wetland,Forest
335,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
336,Bareland,Built-up,Water,Non_Wetland,Grassland
337,Bareland,Built-up,Water,Non_Wetland,Wetland
338,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
339,Bareland,Built-up,Water,Non_Wetland,Bareland
340,Bareland,Built-up,Water,Non_Wetland,Water
341,Bareland,Water,NULL,Water,Grassland
342,Bareland,Water,NULL,Water,Lichens_and_Mosses
343,Bareland,Water,NULL,Water,Bareland
344,Bareland,Water,NULL,Water,Water
345,Bareland,Water,NULL,Water,Forest
346,Bareland,Water,Non_Water,Water,Grassland
347,Bareland,Water,Non_Water,Water,Bareland
348,Bareland,Water,Non_Water,Water,Forest
349,Bareland,Water,Water,Water,Grassland
350,Bareland,Water,Water,Water,Lichens_and_Mosses
351,Bareland,Water,Water,Water,Bareland
352,Bareland,Water,Water,Water,Water
353,Bareland,Water,Water,Water,Forest
354,Bareland,Forest,NULL,Non_Wetland,Water
355,Bareland,Forest,NULL,Non_Wetland,Forest
356,Bareland,Forest,Non_Water,Non_Wetland,Forest
357,Bareland,Forest,Water,Non_Wetland,Grassland
358,Bareland,Forest,Water,Non_Wetland,Bareland
359,Bareland,Forest,Water,Non_Wetland,Water
360,Bareland,Forest,Water,Non_Wetland,Forest
361,Built-up,Shrubland,NULL,Non_Wetland,Forest
362,Built-up,Wetland,NULL,Wetland,NULL
363,Built-up,Wetland,NULL,Wetland,Wetland
364,Built-up,Wetland,NULL,Wetland,Forest
365,Built-up,Bareland,NULL,Non_Wetland,Grassland
366,Built-up,Bareland,NULL,Non_Wetland,Wetland
367,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
368,Built-up,Bareland,NULL,Non_Wetland,Bareland
369,Built-up,Bareland,NULL,Non_Wetland,Built-up
370,Built-up,Bareland,NULL,Non_Wetland,Forest
371,Built-up,Built-up,NULL,Non_Wetland,Forest
372,Built-up,Forest,NULL,Non_Wetland,Wetland
373,Built-up,Forest,NULL,Non_Wetland,Forest
374,Water,NULL,NULL,Non_Wetland,Grassland
375,Water,NULL,NULL,Non_Wetland,Wetland
376,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
377,Water,NULL,NULL,Non_Wetland,Bareland
378,Water,NULL,NULL,Non_Wetland,Water
379,Water,NULL,NULL,Non_Wetland,Forest
380,Water,NULL,Non_Water,Non_Wetland,Grassland
381,Water,NULL,Non_Water,Non_Wetland,Wetland
382,Water,NULL,Non_Water,Non_Wetland,Water
383,Water,NULL,Non_Water,Non_Wetland,Forest
384,Water,NULL,Water,Non_Wetland,Grassland
385,Water,NULL,Water,Non_Wetland,Wetland
386,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
387,Water,NULL,Water,Non_Wetland,Bareland
388,Water,NULL,Water,Non_Wetland,Water
389,Water,NULL,Water,Non_Wetland,Forest
390,Water,Shrubland,NULL,Non_Wetland,Grassland
391,Water,Shrubland,NULL,Non_Wetland,Wetland
392,Water,Shrubland,NULL,Non_Wetland,Bareland
393,Water,Shrubland,NULL,Non_Wetland,Water
394,Water,Shrubland,NULL,Non_Wetland,Forest
395,Water,Shrubland,Non_Water,Non_Wetland,Wetland
396,Water,Shrubland,Non_Water,Non_Wetland,Water
397,Water,Shrubland,Non_Water,Non_Wetland,Forest
398,Water,Shrubland,Water,Non_Wetland,Grassland
399,Water,Shrubland,Water,Non_Wetland,Wetland
400,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
401,Water,Shrubland,Water,Non_Wetland,Bareland
402,Water,Shrubland,Water,Non_Wetland,Water
403,Water,Shrubland,Water,Non_Wetland,Forest
404,Water,Grassland,NULL,Non_Wetland,Grassland
405,Water,Grassland,Water,Non_Wetland,Forest
406,Water,Wetland,NULL,Wetland,NULL
407,Water,Wetland,NULL,Wetland,Grassland
408,Water,Wetland,NULL,Wetland,Wetland
409,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
410,Water,Wetland,NULL,Wetland,Bareland
411,Water,Wetland,NULL,Wetland,Water
412,Water,Wetland,NULL,Wetland,Forest
413,Water,Wetland,Non_Water,Wetland,NULL
414,Water,Wetland,Non_Water,Wetland,Grassland
415,Water,Wetland,Non_Water,Wetland,Wetland
416,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
417,Water,Wetland,Non_Water,Wetland,Bareland
418,Water,Wetland,Non_Water,Wetland,Water
419,Water,Wetland,Non_Water,Wetland,Forest
420,Water,Wetland,Water,Wetland,Grassland
421,Water,Wetland,Water,Wetland,Wetland
422,Water,Wetland,Water,Wetland,Lichens_and_Mosses
423,Water,Wetland,Water,Wetland,Bareland
424,Water,Wetland,Water,Wetland,Water
425,Water,Wetland,Water,Wetland,Forest
426,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
427,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
428,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
429,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
430,Water,Bareland,NULL,Non_Wetland,Grassland
431,Water,Bareland,NULL,Non_Wetland,Wetland
432,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
433,Water,Bareland,NULL,Non_Wetland,Bareland
434,Water,Bareland,NULL,Non_Wetland,Water
435,Water,Bareland,NULL,Non_Wetland,Forest
436,Water,Bareland,Non_Water,Non_Wetland,Grassland
437,Water,Bareland,Non_Water,Non_Wetland,Wetland
438,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
439,Water,Bareland,Non_Water,Non_Wetland,Bareland
440,Water,Bareland,Non_Water,Non_Wetland,Water
441,Water,Bareland,Non_Water,Non_Wetland,Forest
442,Water,Bareland,Water,Non_Wetland,Grassland
443,Water,Bareland,Water,Non_Wetland,Wetland
444,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
445,Water,Bareland,Water,Non_Wetland,Bareland
446,Water,Bareland,Water,Non_Wetland,Water
447,Water,Bareland,Water,Non_Wetland,Forest
448,Water,Built-up,NULL,Non_Wetland,Grassland
449,Water,Built-up,NULL,Non_Wetland,Wetland
450,Water,Built-up,NULL,Non_Wetland,Bareland
451,Water,Built-up,NULL,Non_Wetland,Water
452,Water,Built-up,NULL,Non_Wetland,Forest
453,Water,Built-up,Non_Water,Non_Wetland,Grassland
454,Water,Built-up,Non_Water,Non_Wetland,Water
455,Water,Built-up,Non_Water,Non_Wetland,Forest
456,Water,Built-up,Water,Non_Wetland,Grassland
457,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
458,Water,Built-up,Water,Non_Wetland,Bareland
459,Water,Built-up,Water,Non_Wetland,Water
460,Water,Built-up,Water,Non_Wetland,Forest
461,Water,Water,NULL,Water,NULL
462,Water,Water,NULL,Water,Grassland
463,Water,Water,NULL,Water,Wetland
464,Water,Water,NULL,Water,Lichens_and_Mosses
465,Water,Water,NULL,Water,Bareland
466,Water,Water,NULL,Water,Water
467,Water,Water,NULL,Water,Forest
468,Water,Water,Non_Water,Water,Grassland
469,Water,Water,Non_Water,Water,Wetland
470,Water,Water,Non_Water,Water,Bareland
471,Water,Water,Non_Water,Water,Water
472,Water,Water,Non_Water,Water,Forest
473,Water,Water,Water,Water,NULL
474,Water,Water,Water,Water,Grassland
475,Water,Water,Water,Water,Wetland
476,Water,Water,Water,Water,Lichens_and_Mosses
477,Water,Water,Water,Water,Bareland
478,Water,Water,Water,Water,Water
479,Water,Water,Water,Water,Forest
480,Water,Forest,NULL,Non_Wetland,NULL
481,Water,Forest,NULL,Non_Wetland,Grassland
482,Water,Forest,NULL,Non_Wetland,Wetland
483,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
484,Water,Forest,NULL,Non_Wetland,Bareland
485,Water,Forest,NULL,Non_Wetland,Water
486,Water,Forest,NULL,Non_Wetland,Forest
487,Water,Forest,Non_Water,Non_Wetland,Grassland
488,Water,Forest,Non_Water,Non_Wetland,Wetland
489,Water,Forest,Non_Water,Non_Wetland,Water
490,Water,Forest,Non_Water,Non_Wetland,Forest
491,Water,Forest,Water,Non_Wetland,Grassland
492,Water,Forest,Water,Non_Wetland,Wetland
493,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
494,Water,Forest,Water,Non_Wetland,Bareland
495,Water,Forest,Water,Non_Wetland,Water
496,Water,Forest,Water,Non_Wetland,Forest
497,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
498,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
499,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
500,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
501,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
502,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
