Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,SIBERIA_2024_WorldCover_2021_43WFS_M_R
469,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
470,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
471,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
472,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
473,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
474,Built-up,Bareland,NULL,Non_Wetland,Grassland
475,Built-up,Bareland,NULL,Non_Wetland,Wetland
476,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
477,Built-up,Bareland,NULL,Non_Wetland,Bareland
478,Built-up,Bareland,NULL,Non_Wetland,Built-up
479,Built-up,Bareland,NULL,Non_Wetland,Water
480,Built-up,Bareland,NULL,Non_Wetland,Forest
481,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
482,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
483,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
484,Built-up,Bareland,Non_Water,Non_Wetland,Water
485,Built-up,Bareland,Water,Non_Wetland,Wetland
486,Built-up,Bareland,Water,Non_Wetland,Bareland
487,Built-up,Bareland,Water,Non_Wetland,Water
488,Built-up,Built-up,NULL,Non_Wetland,Grassland
489,Built-up,Built-up,NULL,Non_Wetland,Wetland
490,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
491,Built-up,Built-up,NULL,Non_Wetland,Bareland
492,Built-up,Built-up,NULL,Non_Wetland,Built-up
493,Built-up,Built-up,NULL,Non_Wetland,Water
494,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
495,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
496,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
497,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
498,Built-up,Built-up,Water,Non_Wetland,Bareland
499,Built-up,Water,NULL,Water,Wetland
500,Built-up,Water,NULL,Water,Lichens_and_Mosses
501,Built-up,Water,NULL,Water,Bareland
502,Built-up,Water,NULL,Water,Water
503,Built-up,Forest,NULL,Non_Wetland,Grassland
504,Built-up,Forest,NULL,Non_Wetland,Wetland
505,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
506,Built-up,Forest,NULL,Non_Wetland,Bareland
507,Built-up,Forest,NULL,Non_Wetland,Water
508,Built-up,Forest,NULL,Non_Wetland,Forest
509,Water,NULL,NULL,Non_Wetland,Grassland
510,Water,NULL,NULL,Non_Wetland,Wetland
511,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
512,Water,NULL,NULL,Non_Wetland,Bareland
513,Water,NULL,NULL,Non_Wetland,Water
514,Water,NULL,NULL,Non_Wetland,Forest
515,Water,NULL,Non_Water,Non_Wetland,Grassland
516,Water,NULL,Non_Water,Non_Wetland,Wetland
517,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
518,Water,NULL,Non_Water,Non_Wetland,Water
519,Water,NULL,Water,Non_Wetland,Grassland
520,Water,NULL,Water,Non_Wetland,Wetland
521,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
522,Water,NULL,Water,Non_Wetland,Bareland
523,Water,NULL,Water,Non_Wetland,Water
524,Water,NULL,Water,Non_Wetland,Forest
525,Water,Shrubland,NULL,Non_Wetland,Grassland
526,Water,Shrubland,NULL,Non_Wetland,Wetland
527,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
528,Water,Shrubland,NULL,Non_Wetland,Bareland
529,Water,Shrubland,NULL,Non_Wetland,Water
530,Water,Shrubland,NULL,Non_Wetland,Forest
531,Water,Shrubland,Non_Water,Non_Wetland,Grassland
532,Water,Shrubland,Non_Water,Non_Wetland,Wetland
533,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
534,Water,Shrubland,Non_Water,Non_Wetland,Bareland
535,Water,Shrubland,Non_Water,Non_Wetland,Water
536,Water,Shrubland,Water,Non_Wetland,Grassland
537,Water,Shrubland,Water,Non_Wetland,Wetland
538,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
539,Water,Shrubland,Water,Non_Wetland,Bareland
540,Water,Shrubland,Water,Non_Wetland,Water
541,Water,Shrubland,Water,Non_Wetland,Forest
542,Water,Grassland,NULL,Non_Wetland,Grassland
543,Water,Grassland,NULL,Non_Wetland,Wetland
544,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
545,Water,Grassland,NULL,Non_Wetland,Bareland
546,Water,Grassland,NULL,Non_Wetland,Water
547,Water,Grassland,NULL,Non_Wetland,Forest
548,Water,Grassland,Non_Water,Non_Wetland,Grassland
549,Water,Grassland,Non_Water,Non_Wetland,Wetland
550,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
551,Water,Grassland,Non_Water,Non_Wetland,Water
552,Water,Grassland,Water,Non_Wetland,Grassland
553,Water,Grassland,Water,Non_Wetland,Wetland
554,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
555,Water,Grassland,Water,Non_Wetland,Bareland
556,Water,Grassland,Water,Non_Wetland,Water
557,Water,Grassland,Water,Non_Wetland,Forest
558,Water,Wetland,NULL,NULL,Wetland
559,Water,Wetland,NULL,NULL,Lichens_and_Mosses
560,Water,Wetland,NULL,NULL,Bareland
561,Water,Wetland,NULL,NULL,Water
562,Water,Wetland,NULL,Wetland,Grassland
563,Water,Wetland,NULL,Wetland,Wetland
564,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
565,Water,Wetland,NULL,Wetland,Bareland
566,Water,Wetland,NULL,Wetland,Water
567,Water,Wetland,NULL,Wetland,Forest
568,Water,Wetland,Non_Water,NULL,Wetland
569,Water,Wetland,Non_Water,NULL,Bareland
570,Water,Wetland,Non_Water,NULL,Water
571,Water,Wetland,Non_Water,Wetland,Grassland
572,Water,Wetland,Non_Water,Wetland,Wetland
573,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
574,Water,Wetland,Non_Water,Wetland,Bareland
575,Water,Wetland,Non_Water,Wetland,Water
576,Water,Wetland,Non_Water,Wetland,Forest
577,Water,Wetland,Water,NULL,Wetland
578,Water,Wetland,Water,NULL,Bareland
579,Water,Wetland,Water,NULL,Water
580,Water,Wetland,Water,Wetland,Grassland
581,Water,Wetland,Water,Wetland,Wetland
582,Water,Wetland,Water,Wetland,Lichens_and_Mosses
583,Water,Wetland,Water,Wetland,Bareland
584,Water,Wetland,Water,Wetland,Water
585,Water,Wetland,Water,Wetland,Forest
586,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
587,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
589,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
590,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
591,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
592,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
593,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
594,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
595,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
596,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
597,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
598,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
599,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
600,Water,Bareland,NULL,Non_Wetland,Grassland
601,Water,Bareland,NULL,Non_Wetland,Wetland
602,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
603,Water,Bareland,NULL,Non_Wetland,Bareland
604,Water,Bareland,NULL,Non_Wetland,Water
605,Water,Bareland,NULL,Non_Wetland,Forest
606,Water,Bareland,Non_Water,Non_Wetland,Grassland
607,Water,Bareland,Non_Water,Non_Wetland,Wetland
608,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Water,Bareland,Non_Water,Non_Wetland,Bareland
610,Water,Bareland,Non_Water,Non_Wetland,Water
611,Water,Bareland,Water,Non_Wetland,Grassland
612,Water,Bareland,Water,Non_Wetland,Wetland
613,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
614,Water,Bareland,Water,Non_Wetland,Bareland
615,Water,Bareland,Water,Non_Wetland,Water
616,Water,Bareland,Water,Non_Wetland,Forest
617,Water,Built-up,NULL,Non_Wetland,Grassland
618,Water,Built-up,NULL,Non_Wetland,Wetland
619,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
620,Water,Built-up,NULL,Non_Wetland,Bareland
621,Water,Built-up,NULL,Non_Wetland,Water
622,Water,Built-up,NULL,Non_Wetland,Forest
623,Water,Built-up,Non_Water,Non_Wetland,Wetland
624,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
625,Water,Built-up,Non_Water,Non_Wetland,Water
626,Water,Built-up,Water,Non_Wetland,Grassland
627,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
628,Water,Built-up,Water,Non_Wetland,Bareland
629,Water,Built-up,Water,Non_Wetland,Water
630,Water,Water,NULL,NULL,Wetland
631,Water,Water,NULL,NULL,Water
632,Water,Water,NULL,Water,Grassland
633,Water,Water,NULL,Water,Wetland
634,Water,Water,NULL,Water,Lichens_and_Mosses
635,Water,Water,NULL,Water,Bareland
636,Water,Water,NULL,Water,Water
637,Water,Water,NULL,Water,Forest
638,Water,Water,Non_Water,NULL,Wetland
639,Water,Water,Non_Water,NULL,Water
640,Water,Water,Non_Water,Water,Grassland
641,Water,Water,Non_Water,Water,Wetland
642,Water,Water,Non_Water,Water,Lichens_and_Mosses
643,Water,Water,Non_Water,Water,Bareland
644,Water,Water,Non_Water,Water,Water
645,Water,Water,Non_Water,Water,Forest
646,Water,Water,Water,NULL,Wetland
647,Water,Water,Water,NULL,Bareland
648,Water,Water,Water,NULL,Water
649,Water,Water,Water,Water,Grassland
650,Water,Water,Water,Water,Wetland
651,Water,Water,Water,Water,Lichens_and_Mosses
652,Water,Water,Water,Water,Bareland
653,Water,Water,Water,Water,Water
654,Water,Water,Water,Water,Forest
655,Water,Forest,NULL,Non_Wetland,Grassland
656,Water,Forest,NULL,Non_Wetland,Wetland
657,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
658,Water,Forest,NULL,Non_Wetland,Bareland
659,Water,Forest,NULL,Non_Wetland,Water
660,Water,Forest,NULL,Non_Wetland,Forest
661,Water,Forest,Non_Water,Non_Wetland,Grassland
662,Water,Forest,Non_Water,Non_Wetland,Wetland
663,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
664,Water,Forest,Non_Water,Non_Wetland,Bareland
665,Water,Forest,Non_Water,Non_Wetland,Water
666,Water,Forest,Non_Water,Non_Wetland,Forest
667,Water,Forest,Water,Non_Wetland,Grassland
668,Water,Forest,Water,Non_Wetland,Wetland
669,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
670,Water,Forest,Water,Non_Wetland,Bareland
671,Water,Forest,Water,Non_Wetland,Water
672,Water,Forest,Water,Non_Wetland,Forest
673,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
675,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
676,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
681,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
682,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
683,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
684,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
685,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
686,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
687,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
688,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
689,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
692,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
697,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
704,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
706,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
707,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
708,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
709,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
710,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
711,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
712,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
713,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
714,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
715,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
716,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
717,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
718,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
720,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
721,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
722,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
723,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
724,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
725,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
726,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
727,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
728,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
729,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
730,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
731,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
732,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
733,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
734,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
735,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
736,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
737,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
738,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
739,Permanent_ice_and_snow,Wetland,Water,NULL,Water
740,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
741,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
742,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
743,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
744,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
745,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
746,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
749,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
750,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
751,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
752,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
753,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
754,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
755,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
756,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
757,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
758,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
759,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
760,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
761,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
762,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
763,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
764,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
765,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
766,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
767,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
768,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
769,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
770,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
773,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
775,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
776,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
777,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
778,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
779,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
782,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
783,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
784,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
785,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
786,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
787,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
788,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
789,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
790,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
791,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
792,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
793,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
794,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
795,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
796,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
797,Permanent_ice_and_snow,Water,NULL,Water,Grassland
798,Permanent_ice_and_snow,Water,NULL,Water,Wetland
799,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
800,Permanent_ice_and_snow,Water,NULL,Water,Bareland
801,Permanent_ice_and_snow,Water,NULL,Water,Water
802,Permanent_ice_and_snow,Water,NULL,Water,Forest
803,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
804,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
805,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
806,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
807,Permanent_ice_and_snow,Water,Non_Water,Water,Water
808,Permanent_ice_and_snow,Water,Water,NULL,Water
809,Permanent_ice_and_snow,Water,Water,Water,Grassland
810,Permanent_ice_and_snow,Water,Water,Water,Wetland
811,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
812,Permanent_ice_and_snow,Water,Water,Water,Bareland
813,Permanent_ice_and_snow,Water,Water,Water,Water
814,Permanent_ice_and_snow,Water,Water,Water,Forest
815,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
816,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
817,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
818,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
819,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
820,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
821,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
822,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
823,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
824,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
825,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
826,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
827,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
828,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
829,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
830,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
831,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
832,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
833,Forest,NULL,NULL,Non_Wetland,Grassland
834,Forest,NULL,NULL,Non_Wetland,Wetland
835,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
836,Forest,NULL,NULL,Non_Wetland,Water
837,Forest,NULL,NULL,Non_Wetland,Forest
838,Forest,NULL,Non_Water,Non_Wetland,Wetland
839,Forest,NULL,Non_Water,Non_Wetland,Forest
840,Forest,NULL,Water,Non_Wetland,Grassland
841,Forest,NULL,Water,Non_Wetland,Wetland
842,Forest,NULL,Water,Non_Wetland,Bareland
843,Forest,NULL,Water,Non_Wetland,Forest
844,Forest,Shrubland,NULL,Non_Wetland,Grassland
845,Forest,Shrubland,NULL,Non_Wetland,Wetland
846,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
847,Forest,Shrubland,NULL,Non_Wetland,Bareland
848,Forest,Shrubland,NULL,Non_Wetland,Water
849,Forest,Shrubland,NULL,Non_Wetland,Forest
850,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
851,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
852,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
853,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
854,Forest,Shrubland,Non_Water,Non_Wetland,Water
855,Forest,Shrubland,Non_Water,Non_Wetland,Forest
856,Forest,Shrubland,Water,Non_Wetland,Grassland
857,Forest,Shrubland,Water,Non_Wetland,Wetland
858,Forest,Shrubland,Water,Non_Wetland,Bareland
859,Forest,Shrubland,Water,Non_Wetland,Water
860,Forest,Shrubland,Water,Non_Wetland,Forest
861,Forest,Grassland,NULL,Non_Wetland,Grassland
862,Forest,Grassland,NULL,Non_Wetland,Wetland
863,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
864,Forest,Grassland,NULL,Non_Wetland,Bareland
865,Forest,Grassland,NULL,Non_Wetland,Water
866,Forest,Grassland,NULL,Non_Wetland,Forest
867,Forest,Grassland,Non_Water,Non_Wetland,Grassland
868,Forest,Grassland,Non_Water,Non_Wetland,Wetland
869,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
870,Forest,Grassland,Non_Water,Non_Wetland,Forest
871,Forest,Grassland,Water,Non_Wetland,Grassland
872,Forest,Grassland,Water,Non_Wetland,Wetland
873,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
874,Forest,Grassland,Water,Non_Wetland,Bareland
875,Forest,Grassland,Water,Non_Wetland,Water
876,Forest,Grassland,Water,Non_Wetland,Forest
877,Forest,Wetland,NULL,NULL,Forest
878,Forest,Wetland,NULL,Wetland,Grassland
879,Forest,Wetland,NULL,Wetland,Wetland
880,Forest,Wetland,NULL,Wetland,Water
881,Forest,Wetland,NULL,Wetland,Forest
882,Forest,Wetland,Non_Water,Wetland,Wetland
883,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
884,Forest,Wetland,Water,Wetland,Grassland
885,Forest,Wetland,Water,Wetland,Wetland
886,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
887,Forest,Wetland,Water,Wetland,Bareland
888,Forest,Wetland,Water,Wetland,Water
889,Forest,Wetland,Water,Wetland,Forest
890,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
891,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
892,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
893,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
894,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
895,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
896,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
897,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
898,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
899,Forest,Bareland,NULL,Non_Wetland,Grassland
900,Forest,Bareland,NULL,Non_Wetland,Wetland
901,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
902,Forest,Bareland,NULL,Non_Wetland,Bareland
903,Forest,Bareland,NULL,Non_Wetland,Water
904,Forest,Bareland,NULL,Non_Wetland,Forest
905,Forest,Bareland,Non_Water,Non_Wetland,Grassland
906,Forest,Bareland,Non_Water,Non_Wetland,Wetland
907,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
908,Forest,Bareland,Non_Water,Non_Wetland,Bareland
909,Forest,Bareland,Non_Water,Non_Wetland,Water
