Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,SIBERIA_2024_WorldCover_2021_42WWS_M_R
258,Wetland,Wetland,NULL,Wetland,Built-up
259,Wetland,Wetland,NULL,Wetland,Water
260,Wetland,Wetland,NULL,Wetland,Forest
261,Wetland,Wetland,Non_Water,Wetland,NULL
262,Wetland,Wetland,Non_Water,Wetland,Grassland
263,Wetland,Wetland,Non_Water,Wetland,Wetland
264,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
265,Wetland,Wetland,Non_Water,Wetland,Water
266,Wetland,Wetland,Non_Water,Wetland,Forest
267,Wetland,Wetland,Water,Wetland,NULL
268,Wetland,Wetland,Water,Wetland,Grassland
269,Wetland,Wetland,Water,Wetland,Wetland
270,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
271,Wetland,Wetland,Water,Wetland,Bareland
272,Wetland,Wetland,Water,Wetland,Water
273,Wetland,Wetland,Water,Wetland,Forest
274,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
275,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
276,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
277,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
278,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
279,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
280,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
281,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
282,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
283,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
284,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
285,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
286,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
287,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
288,Wetland,Bareland,NULL,Non_Wetland,NULL
289,Wetland,Bareland,NULL,Non_Wetland,Grassland
290,Wetland,Bareland,NULL,Non_Wetland,Wetland
291,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
292,Wetland,Bareland,NULL,Non_Wetland,Bareland
293,Wetland,Bareland,NULL,Non_Wetland,Built-up
294,Wetland,Bareland,NULL,Non_Wetland,Water
295,Wetland,Bareland,NULL,Non_Wetland,Forest
296,Wetland,Bareland,Non_Water,Non_Wetland,NULL
297,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
298,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
299,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
300,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
301,Wetland,Bareland,Non_Water,Non_Wetland,Water
302,Wetland,Bareland,Non_Water,Non_Wetland,Forest
303,Wetland,Bareland,Water,Non_Wetland,NULL
304,Wetland,Bareland,Water,Non_Wetland,Grassland
305,Wetland,Bareland,Water,Non_Wetland,Wetland
306,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
307,Wetland,Bareland,Water,Non_Wetland,Bareland
308,Wetland,Bareland,Water,Non_Wetland,Water
309,Wetland,Bareland,Water,Non_Wetland,Forest
310,Wetland,Built-up,NULL,Non_Wetland,Grassland
311,Wetland,Built-up,NULL,Non_Wetland,Wetland
312,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
313,Wetland,Built-up,NULL,Non_Wetland,Bareland
314,Wetland,Built-up,NULL,Non_Wetland,Built-up
315,Wetland,Built-up,NULL,Non_Wetland,Forest
316,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
317,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
318,Wetland,Built-up,Non_Water,Non_Wetland,Water
319,Wetland,Built-up,Water,Non_Wetland,Bareland
320,Wetland,Built-up,Water,Non_Wetland,Forest
321,Wetland,Water,NULL,Water,NULL
322,Wetland,Water,NULL,Water,Grassland
323,Wetland,Water,NULL,Water,Wetland
324,Wetland,Water,NULL,Water,Lichens_and_Mosses
325,Wetland,Water,NULL,Water,Water
326,Wetland,Water,NULL,Water,Forest
327,Wetland,Water,Non_Water,Water,Grassland
328,Wetland,Water,Non_Water,Water,Wetland
329,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
330,Wetland,Water,Non_Water,Water,Bareland
331,Wetland,Water,Non_Water,Water,Water
332,Wetland,Water,Non_Water,Water,Forest
333,Wetland,Water,Water,Water,NULL
334,Wetland,Water,Water,Water,Grassland
335,Wetland,Water,Water,Water,Wetland
336,Wetland,Water,Water,Water,Lichens_and_Mosses
337,Wetland,Water,Water,Water,Water
338,Wetland,Water,Water,Water,Forest
339,Wetland,Forest,NULL,Non_Wetland,NULL
340,Wetland,Forest,NULL,Non_Wetland,Grassland
341,Wetland,Forest,NULL,Non_Wetland,Wetland
342,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
343,Wetland,Forest,NULL,Non_Wetland,Bareland
344,Wetland,Forest,NULL,Non_Wetland,Water
345,Wetland,Forest,NULL,Non_Wetland,Forest
346,Wetland,Forest,Non_Water,Non_Wetland,NULL
347,Wetland,Forest,Non_Water,Non_Wetland,Grassland
348,Wetland,Forest,Non_Water,Non_Wetland,Wetland
349,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
350,Wetland,Forest,Non_Water,Non_Wetland,Bareland
351,Wetland,Forest,Non_Water,Non_Wetland,Water
352,Wetland,Forest,Non_Water,Non_Wetland,Forest
353,Wetland,Forest,Water,Non_Wetland,NULL
354,Wetland,Forest,Water,Non_Wetland,Grassland
355,Wetland,Forest,Water,Non_Wetland,Wetland
356,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
357,Wetland,Forest,Water,Non_Wetland,Water
358,Wetland,Forest,Water,Non_Wetland,Forest
359,Bareland,NULL,NULL,Non_Wetland,Bareland
360,Bareland,NULL,NULL,Non_Wetland,Water
361,Bareland,NULL,NULL,Non_Wetland,Forest
362,Bareland,NULL,Water,Non_Wetland,Forest
363,Bareland,Shrubland,NULL,Non_Wetland,Grassland
364,Bareland,Shrubland,NULL,Non_Wetland,Bareland
365,Bareland,Shrubland,NULL,Non_Wetland,Forest
366,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
367,Bareland,Grassland,NULL,Non_Wetland,Forest
368,Bareland,Cropland,NULL,Non_Wetland,Grassland
369,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
370,Bareland,Cropland,NULL,Non_Wetland,Bareland
371,Bareland,Cropland,NULL,Non_Wetland,Forest
372,Bareland,Wetland,NULL,Wetland,Grassland
373,Bareland,Wetland,NULL,Wetland,Wetland
374,Bareland,Wetland,NULL,Wetland,Bareland
375,Bareland,Wetland,NULL,Wetland,Water
376,Bareland,Wetland,NULL,Wetland,Forest
377,Bareland,Wetland,Non_Water,Wetland,Grassland
378,Bareland,Wetland,Non_Water,Wetland,Wetland
379,Bareland,Wetland,Non_Water,Wetland,Bareland
380,Bareland,Wetland,Non_Water,Wetland,Water
381,Bareland,Wetland,Water,Wetland,Grassland
382,Bareland,Wetland,Water,Wetland,Wetland
383,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
384,Bareland,Wetland,Water,Wetland,Water
385,Bareland,Wetland,Water,Wetland,Forest
386,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
387,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
388,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
389,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
390,Bareland,Bareland,NULL,Non_Wetland,NULL
391,Bareland,Bareland,NULL,Non_Wetland,Grassland
392,Bareland,Bareland,NULL,Non_Wetland,Wetland
393,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
394,Bareland,Bareland,NULL,Non_Wetland,Bareland
395,Bareland,Bareland,NULL,Non_Wetland,Built-up
396,Bareland,Bareland,NULL,Non_Wetland,Water
397,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
398,Bareland,Bareland,NULL,Non_Wetland,Forest
399,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
400,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
401,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
402,Bareland,Bareland,Non_Water,Non_Wetland,Water
403,Bareland,Bareland,Non_Water,Non_Wetland,Forest
404,Bareland,Bareland,Water,Non_Wetland,Grassland
405,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
406,Bareland,Bareland,Water,Non_Wetland,Bareland
407,Bareland,Bareland,Water,Non_Wetland,Water
408,Bareland,Bareland,Water,Non_Wetland,Forest
409,Bareland,Built-up,NULL,Non_Wetland,Grassland
410,Bareland,Built-up,NULL,Non_Wetland,Bareland
411,Bareland,Built-up,NULL,Non_Wetland,Built-up
412,Bareland,Built-up,NULL,Non_Wetland,Water
413,Bareland,Built-up,NULL,Non_Wetland,Forest
414,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
415,Bareland,Built-up,Non_Water,Non_Wetland,Water
416,Bareland,Built-up,Water,Non_Wetland,Bareland
417,Bareland,Built-up,Water,Non_Wetland,Water
418,Bareland,Water,NULL,Water,Wetland
419,Bareland,Water,NULL,Water,Lichens_and_Mosses
420,Bareland,Water,NULL,Water,Bareland
421,Bareland,Water,NULL,Water,Water
422,Bareland,Water,NULL,Water,Forest
423,Bareland,Water,Water,Water,Grassland
424,Bareland,Water,Water,Water,Wetland
425,Bareland,Water,Water,Water,Bareland
426,Bareland,Water,Water,Water,Water
427,Bareland,Water,Water,Water,Forest
428,Bareland,Forest,NULL,Non_Wetland,Grassland
429,Bareland,Forest,NULL,Non_Wetland,Wetland
430,Bareland,Forest,NULL,Non_Wetland,Bareland
431,Bareland,Forest,NULL,Non_Wetland,Built-up
432,Bareland,Forest,NULL,Non_Wetland,Water
433,Bareland,Forest,NULL,Non_Wetland,Forest
434,Bareland,Forest,Non_Water,Non_Wetland,Forest
435,Bareland,Forest,Water,Non_Wetland,Water
436,Bareland,Forest,Water,Non_Wetland,Forest
437,Built-up,NULL,NULL,Non_Wetland,Grassland
438,Built-up,NULL,NULL,Non_Wetland,Bareland
439,Built-up,NULL,NULL,Non_Wetland,Forest
440,Built-up,Shrubland,NULL,Non_Wetland,Grassland
441,Built-up,Shrubland,NULL,Non_Wetland,Wetland
442,Built-up,Shrubland,NULL,Non_Wetland,Bareland
443,Built-up,Shrubland,NULL,Non_Wetland,Built-up
444,Built-up,Shrubland,NULL,Non_Wetland,Forest
445,Built-up,Grassland,NULL,Non_Wetland,Grassland
446,Built-up,Grassland,NULL,Non_Wetland,Bareland
447,Built-up,Grassland,NULL,Non_Wetland,Built-up
448,Built-up,Grassland,NULL,Non_Wetland,Forest
449,Built-up,Cropland,NULL,Non_Wetland,Grassland
450,Built-up,Cropland,NULL,Non_Wetland,Forest
451,Built-up,Wetland,NULL,Wetland,Grassland
452,Built-up,Wetland,NULL,Wetland,Water
453,Built-up,Wetland,NULL,Wetland,Forest
454,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
455,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
456,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
457,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
458,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
459,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
460,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
461,Built-up,Bareland,NULL,Non_Wetland,Grassland
462,Built-up,Bareland,NULL,Non_Wetland,Wetland
463,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
464,Built-up,Bareland,NULL,Non_Wetland,Bareland
465,Built-up,Bareland,NULL,Non_Wetland,Built-up
466,Built-up,Bareland,NULL,Non_Wetland,Water
467,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
468,Built-up,Bareland,NULL,Non_Wetland,Forest
469,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
470,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
471,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
472,Built-up,Bareland,Non_Water,Non_Wetland,Forest
473,Built-up,Bareland,Water,Non_Wetland,Grassland
474,Built-up,Bareland,Water,Non_Wetland,Wetland
