Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXQ_M_R,SIBERIA_2024_WorldCover_2021_42VXQ_M_R
258,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
259,Wetland,Cropland,Water,Non_Wetland,Grassland
260,Wetland,Wetland,NULL,Wetland,NULL
261,Wetland,Wetland,NULL,Wetland,Grassland
262,Wetland,Wetland,NULL,Wetland,Cropland
263,Wetland,Wetland,NULL,Wetland,Wetland
264,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
265,Wetland,Wetland,NULL,Wetland,Bareland
266,Wetland,Wetland,NULL,Wetland,Built-up
267,Wetland,Wetland,NULL,Wetland,Water
268,Wetland,Wetland,NULL,Wetland,Forest
269,Wetland,Wetland,Non_Water,Wetland,NULL
270,Wetland,Wetland,Non_Water,Wetland,Grassland
271,Wetland,Wetland,Non_Water,Wetland,Wetland
272,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
273,Wetland,Wetland,Non_Water,Wetland,Bareland
274,Wetland,Wetland,Non_Water,Wetland,Water
275,Wetland,Wetland,Non_Water,Wetland,Forest
276,Wetland,Wetland,Water,Wetland,NULL
277,Wetland,Wetland,Water,Wetland,Grassland
278,Wetland,Wetland,Water,Wetland,Wetland
279,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
280,Wetland,Wetland,Water,Wetland,Bareland
281,Wetland,Wetland,Water,Wetland,Built-up
282,Wetland,Wetland,Water,Wetland,Water
283,Wetland,Wetland,Water,Wetland,Forest
284,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
285,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
286,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
287,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
288,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
289,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
290,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
291,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
292,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
293,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
294,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
295,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
296,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
297,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
298,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
299,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
300,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
301,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
302,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
303,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
304,Wetland,Bareland,NULL,Non_Wetland,NULL
305,Wetland,Bareland,NULL,Non_Wetland,Grassland
306,Wetland,Bareland,NULL,Non_Wetland,Cropland
307,Wetland,Bareland,NULL,Non_Wetland,Wetland
308,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
309,Wetland,Bareland,NULL,Non_Wetland,Bareland
310,Wetland,Bareland,NULL,Non_Wetland,Built-up
311,Wetland,Bareland,NULL,Non_Wetland,Water
312,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
313,Wetland,Bareland,NULL,Non_Wetland,Forest
314,Wetland,Bareland,Non_Water,Non_Wetland,NULL
315,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
316,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
317,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
318,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
319,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
320,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
321,Wetland,Bareland,Non_Water,Non_Wetland,Water
322,Wetland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
323,Wetland,Bareland,Non_Water,Non_Wetland,Forest
324,Wetland,Bareland,Water,Non_Wetland,NULL
325,Wetland,Bareland,Water,Non_Wetland,Grassland
326,Wetland,Bareland,Water,Non_Wetland,Wetland
327,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
328,Wetland,Bareland,Water,Non_Wetland,Bareland
329,Wetland,Bareland,Water,Non_Wetland,Built-up
330,Wetland,Bareland,Water,Non_Wetland,Water
331,Wetland,Bareland,Water,Non_Wetland,Forest
332,Wetland,Built-up,NULL,Non_Wetland,NULL
333,Wetland,Built-up,NULL,Non_Wetland,Grassland
334,Wetland,Built-up,NULL,Non_Wetland,Wetland
335,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
336,Wetland,Built-up,NULL,Non_Wetland,Bareland
337,Wetland,Built-up,NULL,Non_Wetland,Built-up
338,Wetland,Built-up,NULL,Non_Wetland,Water
339,Wetland,Built-up,NULL,Non_Wetland,Forest
340,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
341,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
342,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
343,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
344,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
345,Wetland,Built-up,Non_Water,Non_Wetland,Water
346,Wetland,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
347,Wetland,Built-up,Non_Water,Non_Wetland,Forest
348,Wetland,Built-up,Water,Non_Wetland,Grassland
349,Wetland,Built-up,Water,Non_Wetland,Wetland
350,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
351,Wetland,Built-up,Water,Non_Wetland,Bareland
352,Wetland,Built-up,Water,Non_Wetland,Built-up
353,Wetland,Built-up,Water,Non_Wetland,Water
354,Wetland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
355,Wetland,Built-up,Water,Non_Wetland,Forest
356,Wetland,Water,NULL,Water,NULL
357,Wetland,Water,NULL,Water,Grassland
358,Wetland,Water,NULL,Water,Wetland
359,Wetland,Water,NULL,Water,Lichens_and_Mosses
360,Wetland,Water,NULL,Water,Bareland
361,Wetland,Water,NULL,Water,Built-up
362,Wetland,Water,NULL,Water,Water
363,Wetland,Water,NULL,Water,Forest
364,Wetland,Water,Non_Water,Water,NULL
365,Wetland,Water,Non_Water,Water,Grassland
366,Wetland,Water,Non_Water,Water,Wetland
367,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
368,Wetland,Water,Non_Water,Water,Bareland
369,Wetland,Water,Non_Water,Water,Built-up
370,Wetland,Water,Non_Water,Water,Water
371,Wetland,Water,Non_Water,Water,Forest
372,Wetland,Water,Water,Water,NULL
373,Wetland,Water,Water,Water,Grassland
374,Wetland,Water,Water,Water,Wetland
375,Wetland,Water,Water,Water,Lichens_and_Mosses
376,Wetland,Water,Water,Water,Bareland
377,Wetland,Water,Water,Water,Built-up
378,Wetland,Water,Water,Water,Water
379,Wetland,Water,Water,Water,Permanent_ice_and_snow
380,Wetland,Water,Water,Water,Forest
381,Wetland,Forest,NULL,Non_Wetland,NULL
382,Wetland,Forest,NULL,Non_Wetland,Grassland
383,Wetland,Forest,NULL,Non_Wetland,Cropland
384,Wetland,Forest,NULL,Non_Wetland,Wetland
385,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
386,Wetland,Forest,NULL,Non_Wetland,Bareland
387,Wetland,Forest,NULL,Non_Wetland,Built-up
388,Wetland,Forest,NULL,Non_Wetland,Water
389,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
390,Wetland,Forest,NULL,Non_Wetland,Forest
391,Wetland,Forest,Non_Water,Non_Wetland,NULL
392,Wetland,Forest,Non_Water,Non_Wetland,Grassland
393,Wetland,Forest,Non_Water,Non_Wetland,Wetland
394,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
395,Wetland,Forest,Non_Water,Non_Wetland,Bareland
396,Wetland,Forest,Non_Water,Non_Wetland,Built-up
397,Wetland,Forest,Non_Water,Non_Wetland,Water
398,Wetland,Forest,Non_Water,Non_Wetland,Forest
399,Wetland,Forest,Water,Non_Wetland,NULL
400,Wetland,Forest,Water,Non_Wetland,Grassland
401,Wetland,Forest,Water,Non_Wetland,Wetland
402,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
403,Wetland,Forest,Water,Non_Wetland,Bareland
404,Wetland,Forest,Water,Non_Wetland,Water
405,Wetland,Forest,Water,Non_Wetland,Forest
406,Bareland,NULL,NULL,Non_Wetland,Wetland
407,Bareland,NULL,NULL,Non_Wetland,Bareland
408,Bareland,NULL,NULL,Non_Wetland,Water
409,Bareland,NULL,NULL,Non_Wetland,Forest
410,Bareland,NULL,Water,Non_Wetland,Water
411,Bareland,NULL,Water,Non_Wetland,Forest
412,Bareland,Shrubland,NULL,Non_Wetland,Grassland
413,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
414,Bareland,Shrubland,NULL,Non_Wetland,Bareland
415,Bareland,Shrubland,NULL,Non_Wetland,Built-up
416,Bareland,Shrubland,NULL,Non_Wetland,Water
417,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
418,Bareland,Shrubland,NULL,Non_Wetland,Forest
419,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
420,Bareland,Shrubland,Water,Non_Wetland,Bareland
421,Bareland,Shrubland,Water,Non_Wetland,Forest
422,Bareland,Grassland,NULL,Non_Wetland,NULL
423,Bareland,Cropland,NULL,Non_Wetland,Grassland
424,Bareland,Cropland,NULL,Non_Wetland,Bareland
425,Bareland,Cropland,NULL,Non_Wetland,Forest
426,Bareland,Wetland,NULL,Wetland,NULL
427,Bareland,Wetland,NULL,Wetland,Wetland
428,Bareland,Wetland,NULL,Wetland,Bareland
429,Bareland,Wetland,NULL,Wetland,Water
430,Bareland,Wetland,NULL,Wetland,Forest
431,Bareland,Wetland,Non_Water,Wetland,Wetland
432,Bareland,Wetland,Non_Water,Wetland,Bareland
433,Bareland,Wetland,Non_Water,Wetland,Forest
434,Bareland,Wetland,Water,Wetland,Wetland
435,Bareland,Wetland,Water,Wetland,Water
436,Bareland,Wetland,Water,Wetland,Forest
437,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
438,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
439,Bareland,Bareland,NULL,Non_Wetland,NULL
440,Bareland,Bareland,NULL,Non_Wetland,Grassland
441,Bareland,Bareland,NULL,Non_Wetland,Wetland
442,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
443,Bareland,Bareland,NULL,Non_Wetland,Bareland
444,Bareland,Bareland,NULL,Non_Wetland,Built-up
445,Bareland,Bareland,NULL,Non_Wetland,Water
446,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
447,Bareland,Bareland,NULL,Non_Wetland,Forest
448,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
449,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
450,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
451,Bareland,Bareland,Non_Water,Non_Wetland,Water
452,Bareland,Bareland,Water,Non_Wetland,Grassland
453,Bareland,Bareland,Water,Non_Wetland,Bareland
454,Bareland,Bareland,Water,Non_Wetland,Water
455,Bareland,Bareland,Water,Non_Wetland,Forest
456,Bareland,Built-up,NULL,Non_Wetland,Grassland
457,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
458,Bareland,Built-up,NULL,Non_Wetland,Bareland
459,Bareland,Built-up,NULL,Non_Wetland,Built-up
460,Bareland,Built-up,NULL,Non_Wetland,Forest
461,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
462,Bareland,Built-up,Non_Water,Non_Wetland,Water
463,Bareland,Built-up,Water,Non_Wetland,Bareland
464,Bareland,Water,NULL,Water,Bareland
465,Bareland,Water,NULL,Water,Water
466,Bareland,Water,NULL,Water,Forest
467,Bareland,Water,Non_Water,Water,Wetland
468,Bareland,Water,Non_Water,Water,Water
469,Bareland,Water,Water,Water,Bareland
470,Bareland,Water,Water,Water,Water
471,Bareland,Water,Water,Water,Forest
472,Bareland,Forest,NULL,Non_Wetland,Grassland
473,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
474,Bareland,Forest,NULL,Non_Wetland,Bareland
