Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WER_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WER_M_R,SIBERIA_2024_GSW_Yearly_2021_43WER_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WER_M_R,SIBERIA_2024_WorldCover_2021_43WER_M_R
471,Built-up,Grassland,NULL,Non_Wetland,Grassland
472,Built-up,Grassland,NULL,Non_Wetland,Wetland
473,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
474,Built-up,Grassland,NULL,Non_Wetland,Bareland
475,Built-up,Grassland,NULL,Non_Wetland,Built-up
476,Built-up,Grassland,NULL,Non_Wetland,Water
477,Built-up,Grassland,NULL,Non_Wetland,Forest
478,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
479,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
480,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
482,Built-up,Grassland,Non_Water,Non_Wetland,Forest
483,Built-up,Grassland,Water,Non_Wetland,Lichens_and_Mosses
484,Built-up,Wetland,NULL,Wetland,Grassland
485,Built-up,Wetland,NULL,Wetland,Wetland
486,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
487,Built-up,Wetland,NULL,Wetland,Bareland
488,Built-up,Wetland,NULL,Wetland,Built-up
489,Built-up,Wetland,NULL,Wetland,Water
490,Built-up,Wetland,NULL,Wetland,Forest
491,Built-up,Wetland,Non_Water,Wetland,Wetland
492,Built-up,Wetland,Non_Water,Wetland,Bareland
493,Built-up,Wetland,Water,Wetland,Grassland
494,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
495,Built-up,Wetland,Water,Wetland,Bareland
496,Built-up,Wetland,Water,Wetland,Built-up
497,Built-up,Wetland,Water,Wetland,Water
498,Built-up,Wetland,Water,Wetland,Forest
499,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
500,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
501,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
502,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
503,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
504,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
505,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
506,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
507,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
508,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
509,Built-up,Bareland,NULL,Non_Wetland,Grassland
510,Built-up,Bareland,NULL,Non_Wetland,Wetland
511,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
512,Built-up,Bareland,NULL,Non_Wetland,Bareland
513,Built-up,Bareland,NULL,Non_Wetland,Built-up
514,Built-up,Bareland,NULL,Non_Wetland,Water
515,Built-up,Bareland,NULL,Non_Wetland,Forest
516,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
517,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
518,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
519,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
520,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
521,Built-up,Bareland,Non_Water,Non_Wetland,Water
522,Built-up,Bareland,Non_Water,Non_Wetland,Forest
523,Built-up,Bareland,Water,Non_Wetland,Grassland
524,Built-up,Bareland,Water,Non_Wetland,Wetland
525,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
526,Built-up,Bareland,Water,Non_Wetland,Bareland
527,Built-up,Bareland,Water,Non_Wetland,Built-up
528,Built-up,Bareland,Water,Non_Wetland,Water
529,Built-up,Bareland,Water,Non_Wetland,Forest
530,Built-up,Built-up,NULL,Non_Wetland,Grassland
531,Built-up,Built-up,NULL,Non_Wetland,Wetland
532,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
533,Built-up,Built-up,NULL,Non_Wetland,Bareland
534,Built-up,Built-up,NULL,Non_Wetland,Built-up
535,Built-up,Built-up,NULL,Non_Wetland,Water
536,Built-up,Built-up,NULL,Non_Wetland,Forest
537,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
538,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
539,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
540,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
541,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
542,Built-up,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
543,Built-up,Built-up,Non_Water,Non_Wetland,Forest
544,Built-up,Built-up,Water,Non_Wetland,Grassland
545,Built-up,Built-up,Water,Non_Wetland,Wetland
546,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
547,Built-up,Built-up,Water,Non_Wetland,Bareland
548,Built-up,Built-up,Water,Non_Wetland,Built-up
549,Built-up,Built-up,Water,Non_Wetland,Water
550,Built-up,Built-up,Water,Non_Wetland,Forest
551,Built-up,Water,NULL,Water,Grassland
552,Built-up,Water,NULL,Water,Wetland
553,Built-up,Water,NULL,Water,Lichens_and_Mosses
554,Built-up,Water,NULL,Water,Bareland
555,Built-up,Water,NULL,Water,Built-up
556,Built-up,Water,NULL,Water,Water
557,Built-up,Water,NULL,Water,Forest
558,Built-up,Water,Non_Water,Water,Grassland
559,Built-up,Water,Non_Water,Water,Wetland
560,Built-up,Water,Non_Water,Water,Bareland
561,Built-up,Water,Water,Water,Grassland
562,Built-up,Water,Water,Water,Wetland
563,Built-up,Water,Water,Water,Lichens_and_Mosses
564,Built-up,Water,Water,Water,Bareland
565,Built-up,Water,Water,Water,Built-up
566,Built-up,Water,Water,Water,Water
567,Built-up,Forest,NULL,Non_Wetland,Grassland
568,Built-up,Forest,NULL,Non_Wetland,Wetland
569,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
570,Built-up,Forest,NULL,Non_Wetland,Bareland
571,Built-up,Forest,NULL,Non_Wetland,Built-up
572,Built-up,Forest,NULL,Non_Wetland,Water
573,Built-up,Forest,NULL,Non_Wetland,Forest
574,Built-up,Forest,Non_Water,Non_Wetland,Grassland
575,Built-up,Forest,Non_Water,Non_Wetland,Wetland
576,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Built-up,Forest,Non_Water,Non_Wetland,Water
578,Built-up,Forest,Water,Non_Wetland,Wetland
579,Built-up,Forest,Water,Non_Wetland,Water
580,Water,NULL,NULL,Non_Wetland,Grassland
581,Water,NULL,NULL,Non_Wetland,Wetland
582,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
583,Water,NULL,NULL,Non_Wetland,Bareland
584,Water,NULL,NULL,Non_Wetland,Water
585,Water,NULL,NULL,Non_Wetland,Forest
586,Water,NULL,Non_Water,Non_Wetland,Wetland
587,Water,NULL,Non_Water,Non_Wetland,Bareland
588,Water,NULL,Non_Water,Non_Wetland,Water
589,Water,NULL,Non_Water,Non_Wetland,Forest
590,Water,NULL,Water,Non_Wetland,Wetland
591,Water,NULL,Water,Non_Wetland,Bareland
592,Water,NULL,Water,Non_Wetland,Water
593,Water,NULL,Water,Non_Wetland,Forest
594,Water,Shrubland,NULL,Non_Wetland,Grassland
595,Water,Shrubland,NULL,Non_Wetland,Wetland
596,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
597,Water,Shrubland,NULL,Non_Wetland,Bareland
598,Water,Shrubland,NULL,Non_Wetland,Water
599,Water,Shrubland,NULL,Non_Wetland,Forest
600,Water,Shrubland,Non_Water,Non_Wetland,Grassland
601,Water,Shrubland,Non_Water,Non_Wetland,Wetland
602,Water,Shrubland,Non_Water,Non_Wetland,Bareland
603,Water,Shrubland,Non_Water,Non_Wetland,Water
604,Water,Shrubland,Non_Water,Non_Wetland,Forest
605,Water,Shrubland,Water,Non_Wetland,Grassland
606,Water,Shrubland,Water,Non_Wetland,Wetland
607,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
608,Water,Shrubland,Water,Non_Wetland,Bareland
609,Water,Shrubland,Water,Non_Wetland,Water
610,Water,Shrubland,Water,Non_Wetland,Forest
611,Water,Grassland,NULL,Non_Wetland,Grassland
612,Water,Grassland,NULL,Non_Wetland,Wetland
613,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
614,Water,Grassland,NULL,Non_Wetland,Bareland
615,Water,Grassland,NULL,Non_Wetland,Water
616,Water,Grassland,NULL,Non_Wetland,Forest
617,Water,Grassland,Non_Water,Non_Wetland,Grassland
618,Water,Grassland,Non_Water,Non_Wetland,Wetland
619,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
620,Water,Grassland,Non_Water,Non_Wetland,Bareland
621,Water,Grassland,Non_Water,Non_Wetland,Water
622,Water,Grassland,Water,Non_Wetland,Grassland
623,Water,Grassland,Water,Non_Wetland,Wetland
624,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
625,Water,Grassland,Water,Non_Wetland,Bareland
626,Water,Grassland,Water,Non_Wetland,Water
627,Water,Grassland,Water,Non_Wetland,Forest
628,Water,Wetland,NULL,NULL,Grassland
629,Water,Wetland,NULL,NULL,Wetland
630,Water,Wetland,NULL,NULL,Lichens_and_Mosses
631,Water,Wetland,NULL,NULL,Bareland
632,Water,Wetland,NULL,NULL,Water
633,Water,Wetland,NULL,Wetland,Grassland
634,Water,Wetland,NULL,Wetland,Wetland
635,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
636,Water,Wetland,NULL,Wetland,Bareland
637,Water,Wetland,NULL,Wetland,Water
638,Water,Wetland,NULL,Wetland,Forest
639,Water,Wetland,Non_Water,NULL,Grassland
640,Water,Wetland,Non_Water,NULL,Wetland
641,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
642,Water,Wetland,Non_Water,NULL,Bareland
643,Water,Wetland,Non_Water,NULL,Water
644,Water,Wetland,Non_Water,Wetland,Grassland
645,Water,Wetland,Non_Water,Wetland,Wetland
646,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
647,Water,Wetland,Non_Water,Wetland,Bareland
648,Water,Wetland,Non_Water,Wetland,Water
649,Water,Wetland,Non_Water,Wetland,Forest
650,Water,Wetland,Water,NULL,Grassland
651,Water,Wetland,Water,NULL,Wetland
652,Water,Wetland,Water,NULL,Lichens_and_Mosses
653,Water,Wetland,Water,NULL,Bareland
654,Water,Wetland,Water,NULL,Water
655,Water,Wetland,Water,Wetland,Grassland
656,Water,Wetland,Water,Wetland,Wetland
657,Water,Wetland,Water,Wetland,Lichens_and_Mosses
658,Water,Wetland,Water,Wetland,Bareland
659,Water,Wetland,Water,Wetland,Water
660,Water,Wetland,Water,Wetland,Forest
661,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
662,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
663,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
664,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
665,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
666,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
667,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
668,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
669,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
670,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
671,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
672,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
673,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
674,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
675,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
676,Water,Bareland,NULL,Non_Wetland,Grassland
677,Water,Bareland,NULL,Non_Wetland,Wetland
678,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
679,Water,Bareland,NULL,Non_Wetland,Bareland
680,Water,Bareland,NULL,Non_Wetland,Built-up
681,Water,Bareland,NULL,Non_Wetland,Water
682,Water,Bareland,NULL,Non_Wetland,Forest
683,Water,Bareland,Non_Water,Non_Wetland,Grassland
684,Water,Bareland,Non_Water,Non_Wetland,Wetland
685,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
686,Water,Bareland,Non_Water,Non_Wetland,Bareland
687,Water,Bareland,Non_Water,Non_Wetland,Water
688,Water,Bareland,Non_Water,Non_Wetland,Forest
689,Water,Bareland,Water,Non_Wetland,Grassland
690,Water,Bareland,Water,Non_Wetland,Wetland
691,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
692,Water,Bareland,Water,Non_Wetland,Bareland
693,Water,Bareland,Water,Non_Wetland,Water
694,Water,Bareland,Water,Non_Wetland,Forest
695,Water,Built-up,NULL,Non_Wetland,Grassland
696,Water,Built-up,NULL,Non_Wetland,Wetland
697,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
698,Water,Built-up,NULL,Non_Wetland,Bareland
699,Water,Built-up,NULL,Non_Wetland,Built-up
700,Water,Built-up,NULL,Non_Wetland,Water
701,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
702,Water,Built-up,Non_Water,Non_Wetland,Bareland
703,Water,Built-up,Non_Water,Non_Wetland,Water
704,Water,Built-up,Water,Non_Wetland,Grassland
705,Water,Built-up,Water,Non_Wetland,Wetland
706,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
707,Water,Built-up,Water,Non_Wetland,Bareland
708,Water,Built-up,Water,Non_Wetland,Water
709,Water,Water,NULL,NULL,Grassland
710,Water,Water,NULL,NULL,Wetland
711,Water,Water,NULL,NULL,Lichens_and_Mosses
712,Water,Water,NULL,NULL,Water
713,Water,Water,NULL,Water,Grassland
714,Water,Water,NULL,Water,Wetland
715,Water,Water,NULL,Water,Lichens_and_Mosses
716,Water,Water,NULL,Water,Bareland
717,Water,Water,NULL,Water,Water
718,Water,Water,NULL,Water,Forest
719,Water,Water,Non_Water,NULL,Wetland
720,Water,Water,Non_Water,NULL,Water
721,Water,Water,Non_Water,Water,Grassland
722,Water,Water,Non_Water,Water,Wetland
723,Water,Water,Non_Water,Water,Lichens_and_Mosses
724,Water,Water,Non_Water,Water,Bareland
725,Water,Water,Non_Water,Water,Water
726,Water,Water,Non_Water,Water,Forest
727,Water,Water,Water,NULL,Wetland
728,Water,Water,Water,NULL,Lichens_and_Mosses
729,Water,Water,Water,NULL,Bareland
730,Water,Water,Water,NULL,Water
731,Water,Water,Water,Water,Grassland
732,Water,Water,Water,Water,Wetland
733,Water,Water,Water,Water,Lichens_and_Mosses
734,Water,Water,Water,Water,Bareland
735,Water,Water,Water,Water,Water
736,Water,Water,Water,Water,Forest
737,Water,Forest,NULL,Non_Wetland,Grassland
738,Water,Forest,NULL,Non_Wetland,Wetland
739,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
740,Water,Forest,NULL,Non_Wetland,Bareland
741,Water,Forest,NULL,Non_Wetland,Water
742,Water,Forest,NULL,Non_Wetland,Forest
743,Water,Forest,Non_Water,Non_Wetland,Grassland
744,Water,Forest,Non_Water,Non_Wetland,Wetland
745,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
746,Water,Forest,Non_Water,Non_Wetland,Bareland
747,Water,Forest,Non_Water,Non_Wetland,Water
748,Water,Forest,Non_Water,Non_Wetland,Forest
749,Water,Forest,Water,Non_Wetland,Grassland
750,Water,Forest,Water,Non_Wetland,Wetland
751,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
752,Water,Forest,Water,Non_Wetland,Bareland
753,Water,Forest,Water,Non_Wetland,Water
754,Water,Forest,Water,Non_Wetland,Forest
755,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
756,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
757,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
758,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
759,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
760,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
761,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
762,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
763,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
764,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
765,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
767,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
768,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
769,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
770,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
771,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
772,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
773,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
774,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
775,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
776,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
777,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
778,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
781,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
783,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
784,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
785,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
786,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
787,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
788,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
789,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
790,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
791,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
792,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
793,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
794,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
795,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
796,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
797,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
798,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
799,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
800,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
801,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
802,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
803,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
804,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
805,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
806,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
807,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
808,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
810,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
811,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
813,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
815,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
816,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
817,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
818,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
819,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
820,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
821,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
822,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
823,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
824,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
825,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
826,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
827,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
828,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
829,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
830,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
831,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
832,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
833,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
834,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
835,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
836,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
837,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
838,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
839,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
840,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
841,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
842,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
843,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
844,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
845,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
846,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
847,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
848,Permanent_ice_and_snow,Water,NULL,Water,Grassland
849,Permanent_ice_and_snow,Water,NULL,Water,Wetland
850,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
851,Permanent_ice_and_snow,Water,NULL,Water,Bareland
852,Permanent_ice_and_snow,Water,NULL,Water,Water
853,Permanent_ice_and_snow,Water,NULL,Water,Forest
854,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
855,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
856,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
857,Permanent_ice_and_snow,Water,Non_Water,Water,Water
858,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
859,Permanent_ice_and_snow,Water,Water,Water,Grassland
860,Permanent_ice_and_snow,Water,Water,Water,Wetland
861,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
862,Permanent_ice_and_snow,Water,Water,Water,Bareland
863,Permanent_ice_and_snow,Water,Water,Water,Water
864,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
865,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
866,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
867,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
868,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
869,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
870,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
871,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
872,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
873,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
874,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
875,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
876,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
877,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
878,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
879,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
880,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
881,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
882,Forest,NULL,NULL,Non_Wetland,Grassland
883,Forest,NULL,NULL,Non_Wetland,Wetland
884,Forest,NULL,NULL,Non_Wetland,Water
885,Forest,NULL,NULL,Non_Wetland,Forest
886,Forest,NULL,Non_Water,Non_Wetland,Wetland
887,Forest,NULL,Non_Water,Non_Wetland,Forest
888,Forest,NULL,Water,Non_Wetland,Wetland
889,Forest,Shrubland,NULL,Non_Wetland,Grassland
890,Forest,Shrubland,NULL,Non_Wetland,Wetland
891,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
892,Forest,Shrubland,NULL,Non_Wetland,Bareland
893,Forest,Shrubland,NULL,Non_Wetland,Water
894,Forest,Shrubland,NULL,Non_Wetland,Forest
895,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
896,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
897,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
898,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
899,Forest,Shrubland,Non_Water,Non_Wetland,Water
900,Forest,Shrubland,Non_Water,Non_Wetland,Forest
901,Forest,Shrubland,Water,Non_Wetland,Grassland
902,Forest,Shrubland,Water,Non_Wetland,Wetland
903,Forest,Shrubland,Water,Non_Wetland,Water
904,Forest,Shrubland,Water,Non_Wetland,Forest
905,Forest,Grassland,NULL,Non_Wetland,NULL
906,Forest,Grassland,NULL,Non_Wetland,Grassland
907,Forest,Grassland,NULL,Non_Wetland,Wetland
908,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
909,Forest,Grassland,NULL,Non_Wetland,Bareland
910,Forest,Grassland,NULL,Non_Wetland,Water
911,Forest,Grassland,NULL,Non_Wetland,Forest
912,Forest,Grassland,Non_Water,Non_Wetland,Grassland
913,Forest,Grassland,Non_Water,Non_Wetland,Wetland
914,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
915,Forest,Grassland,Non_Water,Non_Wetland,Bareland
916,Forest,Grassland,Non_Water,Non_Wetland,Water
917,Forest,Grassland,Non_Water,Non_Wetland,Forest
918,Forest,Grassland,Water,Non_Wetland,Grassland
919,Forest,Grassland,Water,Non_Wetland,Wetland
920,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
921,Forest,Grassland,Water,Non_Wetland,Bareland
922,Forest,Grassland,Water,Non_Wetland,Water
923,Forest,Grassland,Water,Non_Wetland,Forest
924,Forest,Wetland,NULL,Wetland,Grassland
