Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWH_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWH_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWH_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWH_M_R,SIBERIA_2024_WorldCover_2021_45VWH_M_R
262,Wetland,Built-up,NULL,Non_Wetland,Grassland
263,Wetland,Built-up,NULL,Non_Wetland,Wetland
264,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
265,Wetland,Built-up,NULL,Non_Wetland,Water
266,Wetland,Built-up,NULL,Non_Wetland,Forest
267,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
268,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
269,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
270,Wetland,Built-up,Non_Water,Non_Wetland,Forest
271,Wetland,Built-up,Water,Non_Wetland,Wetland
272,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
273,Wetland,Built-up,Water,Non_Wetland,Water
274,Wetland,Built-up,Water,Non_Wetland,Forest
275,Wetland,Water,NULL,Water,NULL
276,Wetland,Water,NULL,Water,Grassland
277,Wetland,Water,NULL,Water,Wetland
278,Wetland,Water,NULL,Water,Lichens_and_Mosses
279,Wetland,Water,NULL,Water,Bareland
280,Wetland,Water,NULL,Water,Water
281,Wetland,Water,NULL,Water,Forest
282,Wetland,Water,Non_Water,Water,Grassland
283,Wetland,Water,Non_Water,Water,Wetland
284,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
285,Wetland,Water,Non_Water,Water,Bareland
286,Wetland,Water,Non_Water,Water,Water
287,Wetland,Water,Non_Water,Water,Forest
288,Wetland,Water,Water,Water,NULL
289,Wetland,Water,Water,Water,Grassland
290,Wetland,Water,Water,Water,Wetland
291,Wetland,Water,Water,Water,Lichens_and_Mosses
292,Wetland,Water,Water,Water,Bareland
293,Wetland,Water,Water,Water,Water
294,Wetland,Water,Water,Water,Forest
295,Wetland,Forest,NULL,Non_Wetland,NULL
296,Wetland,Forest,NULL,Non_Wetland,Grassland
297,Wetland,Forest,NULL,Non_Wetland,Wetland
298,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
299,Wetland,Forest,NULL,Non_Wetland,Bareland
300,Wetland,Forest,NULL,Non_Wetland,Water
301,Wetland,Forest,NULL,Non_Wetland,Forest
302,Wetland,Forest,Non_Water,Non_Wetland,Grassland
303,Wetland,Forest,Non_Water,Non_Wetland,Wetland
304,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
305,Wetland,Forest,Non_Water,Non_Wetland,Water
306,Wetland,Forest,Non_Water,Non_Wetland,Forest
307,Wetland,Forest,Water,Non_Wetland,Grassland
308,Wetland,Forest,Water,Non_Wetland,Wetland
309,Wetland,Forest,Water,Non_Wetland,Water
310,Wetland,Forest,Water,Non_Wetland,Forest
311,Bareland,NULL,NULL,Non_Wetland,Grassland
312,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
313,Bareland,NULL,NULL,Non_Wetland,Water
314,Bareland,NULL,NULL,Non_Wetland,Forest
315,Bareland,NULL,Water,Non_Wetland,Lichens_and_Mosses
316,Bareland,NULL,Water,Non_Wetland,Bareland
317,Bareland,NULL,Water,Non_Wetland,Water
318,Bareland,Shrubland,NULL,Non_Wetland,Grassland
319,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
320,Bareland,Shrubland,NULL,Non_Wetland,Bareland
321,Bareland,Shrubland,NULL,Non_Wetland,Forest
322,Bareland,Shrubland,Water,Non_Wetland,Grassland
323,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
324,Bareland,Shrubland,Water,Non_Wetland,Bareland
325,Bareland,Shrubland,Water,Non_Wetland,Water
326,Bareland,Grassland,NULL,Non_Wetland,Grassland
327,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
328,Bareland,Grassland,NULL,Non_Wetland,Bareland
329,Bareland,Grassland,NULL,Non_Wetland,Water
330,Bareland,Grassland,NULL,Non_Wetland,Forest
331,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
332,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
333,Bareland,Grassland,Water,Non_Wetland,Grassland
334,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
335,Bareland,Grassland,Water,Non_Wetland,Bareland
336,Bareland,Grassland,Water,Non_Wetland,Water
337,Bareland,Grassland,Water,Non_Wetland,Forest
338,Bareland,Wetland,NULL,Wetland,Grassland
339,Bareland,Wetland,NULL,Wetland,Wetland
340,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
341,Bareland,Wetland,NULL,Wetland,Bareland
342,Bareland,Wetland,NULL,Wetland,Water
343,Bareland,Wetland,NULL,Wetland,Forest
344,Bareland,Wetland,Non_Water,Wetland,Bareland
345,Bareland,Wetland,Non_Water,Wetland,Water
346,Bareland,Wetland,Non_Water,Wetland,Forest
347,Bareland,Wetland,Water,Wetland,Grassland
348,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
349,Bareland,Wetland,Water,Wetland,Bareland
350,Bareland,Wetland,Water,Wetland,Water
351,Bareland,Wetland,Water,Wetland,Forest
352,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
353,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
354,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
355,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
356,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
357,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
358,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
359,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
360,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
361,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
362,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
363,Bareland,Bareland,NULL,Non_Wetland,Grassland
364,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
365,Bareland,Bareland,NULL,Non_Wetland,Bareland
366,Bareland,Bareland,NULL,Non_Wetland,Water
367,Bareland,Bareland,NULL,Non_Wetland,Forest
368,Bareland,Bareland,Non_Water,Non_Wetland,Forest
369,Bareland,Bareland,Water,Non_Wetland,Grassland
370,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
371,Bareland,Bareland,Water,Non_Wetland,Bareland
372,Bareland,Bareland,Water,Non_Wetland,Water
373,Bareland,Bareland,Water,Non_Wetland,Forest
374,Bareland,Built-up,NULL,Non_Wetland,Bareland
375,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
376,Bareland,Built-up,Water,Non_Wetland,Bareland
377,Bareland,Built-up,Water,Non_Wetland,Water
378,Bareland,Water,NULL,Water,Grassland
379,Bareland,Water,NULL,Water,Lichens_and_Mosses
380,Bareland,Water,NULL,Water,Bareland
381,Bareland,Water,NULL,Water,Water
382,Bareland,Water,NULL,Water,Forest
383,Bareland,Water,Water,Water,Grassland
384,Bareland,Water,Water,Water,Wetland
385,Bareland,Water,Water,Water,Lichens_and_Mosses
386,Bareland,Water,Water,Water,Bareland
387,Bareland,Water,Water,Water,Water
388,Bareland,Water,Water,Water,Forest
389,Bareland,Forest,NULL,Non_Wetland,Grassland
390,Bareland,Forest,NULL,Non_Wetland,Wetland
391,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
392,Bareland,Forest,NULL,Non_Wetland,Bareland
393,Bareland,Forest,NULL,Non_Wetland,Water
394,Bareland,Forest,NULL,Non_Wetland,Forest
395,Bareland,Forest,Non_Water,Non_Wetland,Forest
396,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
397,Bareland,Forest,Water,Non_Wetland,Water
398,Bareland,Forest,Water,Non_Wetland,Forest
399,Built-up,NULL,NULL,Non_Wetland,Grassland
400,Built-up,NULL,NULL,Non_Wetland,Built-up
401,Built-up,NULL,NULL,Non_Wetland,Forest
402,Built-up,Shrubland,NULL,Non_Wetland,Grassland
403,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
404,Built-up,Shrubland,NULL,Non_Wetland,Built-up
405,Built-up,Shrubland,NULL,Non_Wetland,Forest
406,Built-up,Grassland,NULL,Non_Wetland,Grassland
407,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
408,Built-up,Grassland,NULL,Non_Wetland,Bareland
409,Built-up,Grassland,NULL,Non_Wetland,Built-up
410,Built-up,Grassland,NULL,Non_Wetland,Forest
411,Built-up,Wetland,NULL,Wetland,Forest
412,Built-up,Wetland,Water,Wetland,Water
413,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
414,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
415,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
416,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
417,Built-up,Bareland,NULL,Non_Wetland,Grassland
418,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
419,Built-up,Bareland,NULL,Non_Wetland,Bareland
420,Built-up,Bareland,NULL,Non_Wetland,Built-up
421,Built-up,Bareland,NULL,Non_Wetland,Water
422,Built-up,Bareland,NULL,Non_Wetland,Forest
423,Built-up,Bareland,Water,Non_Wetland,Grassland
424,Built-up,Bareland,Water,Non_Wetland,Bareland
425,Built-up,Bareland,Water,Non_Wetland,Built-up
426,Built-up,Bareland,Water,Non_Wetland,Forest
427,Built-up,Built-up,NULL,Non_Wetland,Grassland
428,Built-up,Built-up,NULL,Non_Wetland,Bareland
429,Built-up,Built-up,NULL,Non_Wetland,Forest
430,Built-up,Water,Water,Water,Forest
431,Built-up,Forest,NULL,Non_Wetland,Grassland
432,Built-up,Forest,NULL,Non_Wetland,Forest
433,Water,NULL,NULL,Non_Wetland,Grassland
434,Water,NULL,NULL,Non_Wetland,Wetland
435,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
436,Water,NULL,NULL,Non_Wetland,Bareland
437,Water,NULL,NULL,Non_Wetland,Water
438,Water,NULL,NULL,Non_Wetland,Forest
439,Water,NULL,Non_Water,Non_Wetland,Bareland
440,Water,NULL,Non_Water,Non_Wetland,Water
441,Water,NULL,Non_Water,Non_Wetland,Forest
442,Water,NULL,Water,Non_Wetland,Grassland
443,Water,NULL,Water,Non_Wetland,Wetland
444,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
445,Water,NULL,Water,Non_Wetland,Bareland
446,Water,NULL,Water,Non_Wetland,Water
447,Water,NULL,Water,Non_Wetland,Forest
448,Water,Shrubland,NULL,Non_Wetland,Grassland
449,Water,Shrubland,NULL,Non_Wetland,Wetland
450,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
451,Water,Shrubland,NULL,Non_Wetland,Bareland
452,Water,Shrubland,NULL,Non_Wetland,Water
453,Water,Shrubland,NULL,Non_Wetland,Forest
454,Water,Shrubland,Non_Water,Non_Wetland,Grassland
455,Water,Shrubland,Non_Water,Non_Wetland,Wetland
456,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
457,Water,Shrubland,Non_Water,Non_Wetland,Water
458,Water,Shrubland,Non_Water,Non_Wetland,Forest
459,Water,Shrubland,Water,Non_Wetland,Grassland
460,Water,Shrubland,Water,Non_Wetland,Wetland
461,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
462,Water,Shrubland,Water,Non_Wetland,Bareland
463,Water,Shrubland,Water,Non_Wetland,Water
464,Water,Shrubland,Water,Non_Wetland,Forest
465,Water,Grassland,NULL,Non_Wetland,Grassland
466,Water,Grassland,NULL,Non_Wetland,Cropland
467,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
468,Water,Grassland,NULL,Non_Wetland,Bareland
469,Water,Grassland,NULL,Non_Wetland,Water
470,Water,Grassland,NULL,Non_Wetland,Forest
471,Water,Grassland,Non_Water,Non_Wetland,Grassland
472,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
473,Water,Grassland,Non_Water,Non_Wetland,Bareland
474,Water,Grassland,Non_Water,Non_Wetland,Forest
475,Water,Grassland,Water,Non_Wetland,Grassland
476,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
477,Water,Grassland,Water,Non_Wetland,Bareland
478,Water,Grassland,Water,Non_Wetland,Water
479,Water,Grassland,Water,Non_Wetland,Forest
480,Water,Wetland,NULL,Wetland,NULL
481,Water,Wetland,NULL,Wetland,Grassland
482,Water,Wetland,NULL,Wetland,Wetland
483,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
