Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNL_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNL_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNL_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNL_M_R,SIBERIA_2024_WorldCover_2021_44VNL_M_R
271,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
272,Wetland,Bareland,NULL,Non_Wetland,Bareland
273,Wetland,Bareland,NULL,Non_Wetland,Water
274,Wetland,Bareland,NULL,Non_Wetland,Forest
275,Wetland,Bareland,Non_Water,Non_Wetland,NULL
276,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
277,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
278,Wetland,Bareland,Non_Water,Non_Wetland,Water
279,Wetland,Bareland,Non_Water,Non_Wetland,Forest
280,Wetland,Bareland,Water,Non_Wetland,Grassland
281,Wetland,Bareland,Water,Non_Wetland,Wetland
282,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
283,Wetland,Bareland,Water,Non_Wetland,Bareland
284,Wetland,Bareland,Water,Non_Wetland,Built-up
285,Wetland,Bareland,Water,Non_Wetland,Water
286,Wetland,Bareland,Water,Non_Wetland,Forest
287,Wetland,Built-up,NULL,Non_Wetland,Grassland
288,Wetland,Built-up,NULL,Non_Wetland,Wetland
289,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
290,Wetland,Built-up,NULL,Non_Wetland,Bareland
291,Wetland,Built-up,NULL,Non_Wetland,Built-up
292,Wetland,Built-up,NULL,Non_Wetland,Water
293,Wetland,Built-up,NULL,Non_Wetland,Forest
294,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
295,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
296,Wetland,Built-up,Non_Water,Non_Wetland,Forest
297,Wetland,Built-up,Water,Non_Wetland,Grassland
298,Wetland,Built-up,Water,Non_Wetland,Wetland
299,Wetland,Built-up,Water,Non_Wetland,Bareland
300,Wetland,Built-up,Water,Non_Wetland,Built-up
301,Wetland,Built-up,Water,Non_Wetland,Water
302,Wetland,Built-up,Water,Non_Wetland,Forest
303,Wetland,Water,NULL,Water,Grassland
304,Wetland,Water,NULL,Water,Wetland
305,Wetland,Water,NULL,Water,Bareland
306,Wetland,Water,NULL,Water,Water
307,Wetland,Water,NULL,Water,Forest
308,Wetland,Water,Non_Water,Water,Grassland
309,Wetland,Water,Non_Water,Water,Wetland
310,Wetland,Water,Non_Water,Water,Water
311,Wetland,Water,Non_Water,Water,Forest
312,Wetland,Water,Water,Water,NULL
313,Wetland,Water,Water,Water,Grassland
314,Wetland,Water,Water,Water,Wetland
315,Wetland,Water,Water,Water,Lichens_and_Mosses
316,Wetland,Water,Water,Water,Bareland
317,Wetland,Water,Water,Water,Water
318,Wetland,Water,Water,Water,Forest
319,Wetland,Forest,NULL,Non_Wetland,NULL
320,Wetland,Forest,NULL,Non_Wetland,Grassland
321,Wetland,Forest,NULL,Non_Wetland,Wetland
322,Wetland,Forest,NULL,Non_Wetland,Water
323,Wetland,Forest,NULL,Non_Wetland,Forest
324,Wetland,Forest,Non_Water,Non_Wetland,NULL
325,Wetland,Forest,Non_Water,Non_Wetland,Grassland
326,Wetland,Forest,Non_Water,Non_Wetland,Wetland
327,Wetland,Forest,Non_Water,Non_Wetland,Bareland
328,Wetland,Forest,Non_Water,Non_Wetland,Water
329,Wetland,Forest,Non_Water,Non_Wetland,Forest
330,Wetland,Forest,Water,Non_Wetland,NULL
331,Wetland,Forest,Water,Non_Wetland,Grassland
332,Wetland,Forest,Water,Non_Wetland,Wetland
333,Wetland,Forest,Water,Non_Wetland,Bareland
334,Wetland,Forest,Water,Non_Wetland,Water
335,Wetland,Forest,Water,Non_Wetland,Forest
336,Bareland,NULL,NULL,Non_Wetland,Water
337,Bareland,NULL,NULL,Non_Wetland,Forest
338,Bareland,NULL,Non_Water,Non_Wetland,Forest
339,Bareland,NULL,Water,Non_Wetland,Water
340,Bareland,NULL,Water,Non_Wetland,Forest
341,Bareland,Grassland,NULL,Non_Wetland,Grassland
342,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
343,Bareland,Grassland,NULL,Non_Wetland,Bareland
344,Bareland,Grassland,NULL,Non_Wetland,Forest
345,Bareland,Grassland,Water,Non_Wetland,Water
346,Bareland,Cropland,NULL,Non_Wetland,Grassland
347,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
348,Bareland,Cropland,NULL,Non_Wetland,Bareland
349,Bareland,Cropland,NULL,Non_Wetland,Forest
350,Bareland,Cropland,Non_Water,Non_Wetland,Water
351,Bareland,Cropland,Water,Non_Wetland,Lichens_and_Mosses
352,Bareland,Cropland,Water,Non_Wetland,Bareland
353,Bareland,Cropland,Water,Non_Wetland,Water
354,Bareland,Cropland,Water,Non_Wetland,Forest
355,Bareland,Wetland,NULL,Wetland,Grassland
356,Bareland,Wetland,NULL,Wetland,Wetland
357,Bareland,Wetland,NULL,Wetland,Water
358,Bareland,Wetland,NULL,Wetland,Forest
359,Bareland,Wetland,Non_Water,Wetland,Water
360,Bareland,Wetland,Non_Water,Wetland,Forest
361,Bareland,Wetland,Water,Wetland,Grassland
362,Bareland,Wetland,Water,Wetland,Wetland
363,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
364,Bareland,Wetland,Water,Wetland,Bareland
365,Bareland,Wetland,Water,Wetland,Water
366,Bareland,Wetland,Water,Wetland,Forest
367,Bareland,Bareland,NULL,Non_Wetland,Grassland
368,Bareland,Bareland,NULL,Non_Wetland,Forest
369,Bareland,Bareland,Non_Water,Non_Wetland,Forest
370,Bareland,Bareland,Water,Non_Wetland,Grassland
371,Bareland,Bareland,Water,Non_Wetland,Water
372,Bareland,Built-up,NULL,Non_Wetland,Grassland
373,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
374,Bareland,Built-up,NULL,Non_Wetland,Bareland
375,Bareland,Built-up,NULL,Non_Wetland,Forest
376,Bareland,Water,NULL,Water,Grassland
377,Bareland,Water,NULL,Water,Wetland
378,Bareland,Water,NULL,Water,Water
379,Bareland,Water,NULL,Water,Forest
380,Bareland,Water,Water,Water,Grassland
381,Bareland,Water,Water,Water,Wetland
382,Bareland,Water,Water,Water,Lichens_and_Mosses
383,Bareland,Water,Water,Water,Bareland
384,Bareland,Water,Water,Water,Water
385,Bareland,Water,Water,Water,Forest
386,Bareland,Forest,NULL,Non_Wetland,Water
387,Bareland,Forest,NULL,Non_Wetland,Forest
388,Bareland,Forest,Water,Non_Wetland,Water
389,Bareland,Forest,Water,Non_Wetland,Forest
390,Built-up,NULL,NULL,Non_Wetland,Grassland
391,Built-up,NULL,NULL,Non_Wetland,Wetland
392,Built-up,NULL,NULL,Non_Wetland,Built-up
393,Built-up,NULL,NULL,Non_Wetland,Forest
394,Built-up,NULL,Non_Water,Non_Wetland,Grassland
395,Built-up,NULL,Non_Water,Non_Wetland,Forest
396,Built-up,NULL,Water,Non_Wetland,Forest
397,Built-up,Shrubland,NULL,Non_Wetland,Grassland
398,Built-up,Shrubland,NULL,Non_Wetland,Forest
399,Built-up,Grassland,NULL,Non_Wetland,Grassland
400,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
401,Built-up,Grassland,NULL,Non_Wetland,Bareland
402,Built-up,Grassland,NULL,Non_Wetland,Built-up
403,Built-up,Grassland,NULL,Non_Wetland,Forest
404,Built-up,Cropland,NULL,Non_Wetland,Grassland
405,Built-up,Cropland,NULL,Non_Wetland,Cropland
406,Built-up,Cropland,NULL,Non_Wetland,Wetland
407,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
408,Built-up,Cropland,NULL,Non_Wetland,Bareland
409,Built-up,Cropland,NULL,Non_Wetland,Built-up
410,Built-up,Cropland,NULL,Non_Wetland,Water
411,Built-up,Cropland,NULL,Non_Wetland,Forest
412,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
413,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
414,Built-up,Cropland,Non_Water,Non_Wetland,Forest
415,Built-up,Cropland,Water,Non_Wetland,Grassland
416,Built-up,Cropland,Water,Non_Wetland,Wetland
417,Built-up,Cropland,Water,Non_Wetland,Bareland
418,Built-up,Cropland,Water,Non_Wetland,Built-up
419,Built-up,Cropland,Water,Non_Wetland,Water
420,Built-up,Cropland,Water,Non_Wetland,Forest
421,Built-up,Wetland,NULL,Wetland,Grassland
422,Built-up,Wetland,NULL,Wetland,Wetland
423,Built-up,Wetland,NULL,Wetland,Bareland
424,Built-up,Wetland,NULL,Wetland,Built-up
425,Built-up,Wetland,NULL,Wetland,Forest
426,Built-up,Wetland,Non_Water,Wetland,Water
427,Built-up,Wetland,Non_Water,Wetland,Forest
428,Built-up,Wetland,Water,Wetland,Grassland
429,Built-up,Wetland,Water,Wetland,Wetland
430,Built-up,Wetland,Water,Wetland,Water
431,Built-up,Wetland,Water,Wetland,Forest
432,Built-up,Bareland,NULL,Non_Wetland,Grassland
433,Built-up,Bareland,NULL,Non_Wetland,Cropland
434,Built-up,Bareland,NULL,Non_Wetland,Wetland
435,Built-up,Bareland,NULL,Non_Wetland,Built-up
436,Built-up,Bareland,NULL,Non_Wetland,Water
437,Built-up,Bareland,NULL,Non_Wetland,Forest
438,Built-up,Bareland,Non_Water,Non_Wetland,Water
439,Built-up,Bareland,Water,Non_Wetland,Wetland
440,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
441,Built-up,Bareland,Water,Non_Wetland,Built-up
442,Built-up,Bareland,Water,Non_Wetland,Water
443,Built-up,Bareland,Water,Non_Wetland,Forest
444,Built-up,Built-up,NULL,Non_Wetland,Grassland
445,Built-up,Built-up,NULL,Non_Wetland,Cropland
446,Built-up,Built-up,NULL,Non_Wetland,Wetland
447,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
448,Built-up,Built-up,NULL,Non_Wetland,Bareland
449,Built-up,Built-up,NULL,Non_Wetland,Built-up
450,Built-up,Built-up,NULL,Non_Wetland,Water
451,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
452,Built-up,Built-up,NULL,Non_Wetland,Forest
453,Built-up,Built-up,Non_Water,Non_Wetland,Forest
454,Built-up,Built-up,Water,Non_Wetland,Grassland
455,Built-up,Built-up,Water,Non_Wetland,Bareland
456,Built-up,Built-up,Water,Non_Wetland,Built-up
457,Built-up,Built-up,Water,Non_Wetland,Forest
458,Built-up,Water,NULL,Water,Wetland
459,Built-up,Water,NULL,Water,Forest
460,Built-up,Water,Water,Water,Grassland
461,Built-up,Water,Water,Water,Wetland
462,Built-up,Water,Water,Water,Water
463,Built-up,Water,Water,Water,Forest
464,Built-up,Forest,NULL,Non_Wetland,Grassland
465,Built-up,Forest,NULL,Non_Wetland,Wetland
466,Built-up,Forest,NULL,Non_Wetland,Built-up
467,Built-up,Forest,NULL,Non_Wetland,Water
468,Built-up,Forest,NULL,Non_Wetland,Forest
469,Built-up,Forest,Non_Water,Non_Wetland,Grassland
470,Built-up,Forest,Non_Water,Non_Wetland,Wetland
471,Built-up,Forest,Non_Water,Non_Wetland,Forest
472,Built-up,Forest,Water,Non_Wetland,Grassland
473,Built-up,Forest,Water,Non_Wetland,Forest
474,Water,NULL,NULL,Non_Wetland,NULL
475,Water,NULL,NULL,Non_Wetland,Grassland
476,Water,NULL,NULL,Non_Wetland,Wetland
477,Water,NULL,NULL,Non_Wetland,Water
478,Water,NULL,NULL,Non_Wetland,Forest
479,Water,NULL,Non_Water,Non_Wetland,Grassland
480,Water,NULL,Non_Water,Non_Wetland,Wetland
481,Water,NULL,Non_Water,Non_Wetland,Water
482,Water,NULL,Non_Water,Non_Wetland,Forest
483,Water,NULL,Water,Non_Wetland,Grassland
484,Water,NULL,Water,Non_Wetland,Wetland
485,Water,NULL,Water,Non_Wetland,Bareland
486,Water,NULL,Water,Non_Wetland,Water
487,Water,NULL,Water,Non_Wetland,Forest
488,Water,Shrubland,NULL,Non_Wetland,Grassland
489,Water,Shrubland,NULL,Non_Wetland,Wetland
490,Water,Shrubland,NULL,Non_Wetland,Water
491,Water,Shrubland,NULL,Non_Wetland,Forest
492,Water,Shrubland,Non_Water,Non_Wetland,Water
493,Water,Shrubland,Water,Non_Wetland,Grassland
494,Water,Shrubland,Water,Non_Wetland,Wetland
495,Water,Shrubland,Water,Non_Wetland,Water
496,Water,Shrubland,Water,Non_Wetland,Forest
497,Water,Grassland,NULL,Non_Wetland,Grassland
498,Water,Grassland,NULL,Non_Wetland,Bareland
499,Water,Grassland,NULL,Non_Wetland,Water
500,Water,Grassland,NULL,Non_Wetland,Forest
