Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,SIBERIA_2024_WorldCover_2021_42WWT_M_R
257,Wetland,Wetland,Non_Water,Wetland,Water
258,Wetland,Wetland,Non_Water,Wetland,Forest
259,Wetland,Wetland,Water,Wetland,Grassland
260,Wetland,Wetland,Water,Wetland,Wetland
261,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
262,Wetland,Wetland,Water,Wetland,Bareland
263,Wetland,Wetland,Water,Wetland,Water
264,Wetland,Wetland,Water,Wetland,Forest
265,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
266,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
267,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
268,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
269,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
270,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
271,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
272,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
273,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
274,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
275,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
276,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
277,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
278,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
279,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
280,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
281,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
282,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
283,Wetland,Bareland,NULL,Non_Wetland,NULL
284,Wetland,Bareland,NULL,Non_Wetland,Grassland
285,Wetland,Bareland,NULL,Non_Wetland,Wetland
286,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
287,Wetland,Bareland,NULL,Non_Wetland,Bareland
288,Wetland,Bareland,NULL,Non_Wetland,Built-up
289,Wetland,Bareland,NULL,Non_Wetland,Water
290,Wetland,Bareland,NULL,Non_Wetland,Forest
291,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
292,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
293,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
294,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
295,Wetland,Bareland,Non_Water,Non_Wetland,Water
296,Wetland,Bareland,Non_Water,Non_Wetland,Forest
297,Wetland,Bareland,Water,Non_Wetland,Grassland
298,Wetland,Bareland,Water,Non_Wetland,Wetland
299,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
300,Wetland,Bareland,Water,Non_Wetland,Bareland
301,Wetland,Bareland,Water,Non_Wetland,Water
302,Wetland,Bareland,Water,Non_Wetland,Forest
303,Wetland,Built-up,NULL,Non_Wetland,Grassland
304,Wetland,Built-up,NULL,Non_Wetland,Wetland
305,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
306,Wetland,Built-up,NULL,Non_Wetland,Bareland
307,Wetland,Built-up,NULL,Non_Wetland,Built-up
308,Wetland,Built-up,NULL,Non_Wetland,Water
309,Wetland,Built-up,NULL,Non_Wetland,Forest
310,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
311,Wetland,Water,NULL,Water,NULL
312,Wetland,Water,NULL,Water,Grassland
313,Wetland,Water,NULL,Water,Wetland
314,Wetland,Water,NULL,Water,Lichens_and_Mosses
315,Wetland,Water,NULL,Water,Bareland
316,Wetland,Water,NULL,Water,Water
317,Wetland,Water,NULL,Water,Forest
318,Wetland,Water,Non_Water,Water,Grassland
319,Wetland,Water,Non_Water,Water,Wetland
320,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
321,Wetland,Water,Non_Water,Water,Water
322,Wetland,Water,Non_Water,Water,Forest
323,Wetland,Water,Water,Water,NULL
324,Wetland,Water,Water,Water,Grassland
325,Wetland,Water,Water,Water,Wetland
326,Wetland,Water,Water,Water,Lichens_and_Mosses
327,Wetland,Water,Water,Water,Water
328,Wetland,Water,Water,Water,Forest
329,Wetland,Forest,NULL,Non_Wetland,NULL
330,Wetland,Forest,NULL,Non_Wetland,Grassland
331,Wetland,Forest,NULL,Non_Wetland,Wetland
332,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
333,Wetland,Forest,NULL,Non_Wetland,Built-up
334,Wetland,Forest,NULL,Non_Wetland,Water
335,Wetland,Forest,NULL,Non_Wetland,Forest
336,Wetland,Forest,Non_Water,Non_Wetland,Grassland
337,Wetland,Forest,Non_Water,Non_Wetland,Wetland
338,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
339,Wetland,Forest,Non_Water,Non_Wetland,Water
340,Wetland,Forest,Non_Water,Non_Wetland,Forest
341,Wetland,Forest,Water,Non_Wetland,Grassland
342,Wetland,Forest,Water,Non_Wetland,Wetland
343,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
344,Wetland,Forest,Water,Non_Wetland,Water
345,Wetland,Forest,Water,Non_Wetland,Forest
346,Bareland,NULL,NULL,Non_Wetland,Water
347,Bareland,NULL,NULL,Non_Wetland,Forest
348,Bareland,Shrubland,NULL,Non_Wetland,Grassland
349,Bareland,Shrubland,NULL,Non_Wetland,Wetland
350,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
351,Bareland,Shrubland,NULL,Non_Wetland,Bareland
352,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
353,Bareland,Shrubland,Water,Non_Wetland,Grassland
354,Bareland,Shrubland,Water,Non_Wetland,Bareland
355,Bareland,Shrubland,Water,Non_Wetland,Water
356,Bareland,Grassland,NULL,Non_Wetland,Bareland
357,Bareland,Grassland,NULL,Non_Wetland,Water
358,Bareland,Wetland,NULL,Wetland,Grassland
359,Bareland,Wetland,NULL,Wetland,Wetland
360,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
361,Bareland,Wetland,NULL,Wetland,Bareland
362,Bareland,Wetland,NULL,Wetland,Water
363,Bareland,Wetland,NULL,Wetland,Forest
364,Bareland,Wetland,Non_Water,Wetland,Wetland
365,Bareland,Wetland,Non_Water,Wetland,Bareland
366,Bareland,Wetland,Non_Water,Wetland,Water
367,Bareland,Wetland,Water,Wetland,Grassland
368,Bareland,Wetland,Water,Wetland,Wetland
369,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
370,Bareland,Wetland,Water,Wetland,Bareland
371,Bareland,Wetland,Water,Wetland,Water
372,Bareland,Wetland,Water,Wetland,Forest
373,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
374,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
375,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
376,Bareland,Bareland,NULL,Non_Wetland,Grassland
377,Bareland,Bareland,NULL,Non_Wetland,Wetland
378,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
379,Bareland,Bareland,NULL,Non_Wetland,Bareland
380,Bareland,Bareland,NULL,Non_Wetland,Built-up
381,Bareland,Bareland,NULL,Non_Wetland,Water
382,Bareland,Bareland,NULL,Non_Wetland,Forest
383,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
384,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
386,Bareland,Bareland,Non_Water,Non_Wetland,Water
387,Bareland,Bareland,Water,Non_Wetland,Grassland
388,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
389,Bareland,Bareland,Water,Non_Wetland,Bareland
390,Bareland,Bareland,Water,Non_Wetland,Water
391,Bareland,Built-up,NULL,Non_Wetland,Bareland
392,Bareland,Built-up,NULL,Non_Wetland,Built-up
393,Bareland,Built-up,NULL,Non_Wetland,Water
394,Bareland,Built-up,Non_Water,Non_Wetland,Water
395,Bareland,Built-up,Water,Non_Wetland,Water
396,Bareland,Water,NULL,Water,Wetland
397,Bareland,Water,NULL,Water,Lichens_and_Mosses
398,Bareland,Water,NULL,Water,Bareland
399,Bareland,Water,NULL,Water,Water
400,Bareland,Water,NULL,Water,Forest
401,Bareland,Water,Water,Water,Grassland
402,Bareland,Water,Water,Water,Wetland
403,Bareland,Water,Water,Water,Lichens_and_Mosses
404,Bareland,Water,Water,Water,Bareland
405,Bareland,Water,Water,Water,Water
406,Bareland,Water,Water,Water,Forest
407,Bareland,Forest,NULL,Non_Wetland,NULL
408,Bareland,Forest,NULL,Non_Wetland,Grassland
409,Bareland,Forest,NULL,Non_Wetland,Wetland
410,Bareland,Forest,NULL,Non_Wetland,Bareland
411,Bareland,Forest,NULL,Non_Wetland,Water
412,Bareland,Forest,NULL,Non_Wetland,Forest
413,Bareland,Forest,Non_Water,Non_Wetland,Forest
414,Bareland,Forest,Water,Non_Wetland,Water
415,Bareland,Forest,Water,Non_Wetland,Forest
416,Built-up,Shrubland,NULL,Non_Wetland,Grassland
417,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
418,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
419,Built-up,Bareland,NULL,Non_Wetland,Grassland
420,Built-up,Bareland,NULL,Non_Wetland,Wetland
421,Built-up,Bareland,NULL,Non_Wetland,Built-up
422,Built-up,Bareland,NULL,Non_Wetland,Forest
423,Built-up,Built-up,NULL,Non_Wetland,Built-up
424,Built-up,Built-up,NULL,Non_Wetland,Forest
425,Built-up,Forest,NULL,Non_Wetland,Grassland
426,Water,NULL,NULL,Non_Wetland,Grassland
427,Water,NULL,NULL,Non_Wetland,Wetland
428,Water,NULL,NULL,Non_Wetland,Water
429,Water,NULL,NULL,Non_Wetland,Forest
430,Water,NULL,Non_Water,Non_Wetland,Grassland
431,Water,NULL,Non_Water,Non_Wetland,Wetland
432,Water,NULL,Non_Water,Non_Wetland,Water
433,Water,NULL,Non_Water,Non_Wetland,Forest
434,Water,NULL,Water,Non_Wetland,Grassland
435,Water,NULL,Water,Non_Wetland,Wetland
436,Water,NULL,Water,Non_Wetland,Water
437,Water,NULL,Water,Non_Wetland,Forest
438,Water,Shrubland,NULL,Non_Wetland,Grassland
439,Water,Shrubland,NULL,Non_Wetland,Wetland
440,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
441,Water,Shrubland,NULL,Non_Wetland,Bareland
442,Water,Shrubland,NULL,Non_Wetland,Built-up
443,Water,Shrubland,NULL,Non_Wetland,Water
444,Water,Shrubland,NULL,Non_Wetland,Forest
445,Water,Shrubland,Non_Water,Non_Wetland,Grassland
446,Water,Shrubland,Non_Water,Non_Wetland,Wetland
447,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
448,Water,Shrubland,Non_Water,Non_Wetland,Bareland
449,Water,Shrubland,Non_Water,Non_Wetland,Water
450,Water,Shrubland,Non_Water,Non_Wetland,Forest
451,Water,Shrubland,Water,Non_Wetland,Grassland
452,Water,Shrubland,Water,Non_Wetland,Wetland
453,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
454,Water,Shrubland,Water,Non_Wetland,Bareland
455,Water,Shrubland,Water,Non_Wetland,Water
456,Water,Shrubland,Water,Non_Wetland,Forest
457,Water,Grassland,NULL,Non_Wetland,Grassland
458,Water,Grassland,NULL,Non_Wetland,Wetland
459,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
460,Water,Grassland,NULL,Non_Wetland,Bareland
461,Water,Grassland,NULL,Non_Wetland,Water
462,Water,Grassland,NULL,Non_Wetland,Forest
463,Water,Grassland,Non_Water,Non_Wetland,Grassland
464,Water,Grassland,Non_Water,Non_Wetland,Wetland
465,Water,Grassland,Non_Water,Non_Wetland,Water
466,Water,Grassland,Non_Water,Non_Wetland,Forest
467,Water,Grassland,Water,Non_Wetland,Grassland
468,Water,Grassland,Water,Non_Wetland,Wetland
469,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
470,Water,Grassland,Water,Non_Wetland,Water
471,Water,Grassland,Water,Non_Wetland,Forest
472,Water,Cropland,NULL,Non_Wetland,Grassland
473,Water,Cropland,NULL,Non_Wetland,Water
474,Water,Cropland,NULL,Non_Wetland,Forest
475,Water,Cropland,Non_Water,Non_Wetland,Water
476,Water,Wetland,NULL,Wetland,Grassland
