Value,SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,SIBERIA_2024_WorldCover_2021_43WFP_M_R
108,NULL,NULL,Bareland,Water,Non_Wetland,Forest
109,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland
110,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland
111,NULL,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
112,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland
113,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up
114,NULL,NULL,Built-up,NULL,Non_Wetland,Water
115,NULL,NULL,Built-up,NULL,Non_Wetland,Forest
116,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland
117,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland
118,NULL,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
119,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,Forest
123,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
124,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
125,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
126,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
127,NULL,NULL,Built-up,Water,Non_Wetland,Built-up
128,NULL,NULL,Built-up,Water,Non_Wetland,Water
129,NULL,NULL,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
130,NULL,NULL,Built-up,Water,Non_Wetland,Forest
131,NULL,NULL,Water,NULL,Water,Grassland
132,NULL,NULL,Water,NULL,Water,Wetland
133,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
134,NULL,NULL,Water,NULL,Water,Bareland
135,NULL,NULL,Water,NULL,Water,Water
136,NULL,NULL,Water,NULL,Water,Forest
137,NULL,NULL,Water,Non_Water,Water,Grassland
138,NULL,NULL,Water,Non_Water,Water,Wetland
139,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
140,NULL,NULL,Water,Non_Water,Water,Bareland
141,NULL,NULL,Water,Non_Water,Water,Water
142,NULL,NULL,Water,Non_Water,Water,Forest
143,NULL,NULL,Water,Water,Water,Grassland
144,NULL,NULL,Water,Water,Water,Wetland
145,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
146,NULL,NULL,Water,Water,Water,Bareland
147,NULL,NULL,Water,Water,Water,Water
148,NULL,NULL,Water,Water,Water,Forest
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL
150,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
151,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
152,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
153,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
154,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
155,NULL,NULL,Forest,NULL,Non_Wetland,Water
156,NULL,NULL,Forest,NULL,Non_Wetland,Forest
157,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
159,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
160,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
161,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
162,NULL,NULL,Forest,Water,Non_Wetland,Grassland
163,NULL,NULL,Forest,Water,Non_Wetland,Wetland
164,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
165,NULL,NULL,Forest,Water,Non_Wetland,Bareland
166,NULL,NULL,Forest,Water,Non_Wetland,Water
167,NULL,NULL,Forest,Water,Non_Wetland,Forest
168,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
169,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
170,NULL,Cropland,NULL,Water,Non_Wetland,Wetland
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
174,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
175,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
176,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
177,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
178,NULL,Cropland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
179,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
180,NULL,Cropland,Wetland,NULL,Wetland,Grassland
181,NULL,Cropland,Wetland,NULL,Wetland,Wetland
182,NULL,Cropland,Wetland,NULL,Wetland,Lichens_and_Mosses
183,NULL,Cropland,Wetland,NULL,Wetland,Forest
184,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
185,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
186,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
187,NULL,Cropland,Wetland,Water,Wetland,Grassland
188,NULL,Cropland,Wetland,Water,Wetland,Wetland
189,NULL,Cropland,Wetland,Water,Wetland,Water
190,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
191,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
192,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
193,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
194,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
195,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
196,NULL,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
197,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
198,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
199,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
200,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
201,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
202,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
203,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
204,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
205,NULL,Cropland,Bareland,Water,Non_Wetland,Water
206,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
207,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
208,NULL,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
209,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
210,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
211,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
212,NULL,Cropland,Water,Non_Water,Water,Wetland
213,NULL,Cropland,Water,Water,Water,Grassland
214,NULL,Cropland,Water,Water,Water,Wetland
215,NULL,Cropland,Water,Water,Water,Water
216,NULL,Cropland,Water,Water,Water,Forest
217,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
218,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
219,NULL,Cropland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
220,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
221,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
222,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
223,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
224,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
225,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
226,NULL,Cropland,Forest,Water,Non_Wetland,Wetland
227,NULL,Cropland,Forest,Water,Non_Wetland,Forest
228,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
229,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
230,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
231,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
232,NULL,Wetland,NULL,NULL,Non_Wetland,Water
233,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
234,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
235,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
236,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
237,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
238,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
239,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
240,NULL,Wetland,NULL,Water,Non_Wetland,Water
241,NULL,Wetland,NULL,Water,Non_Wetland,Forest
242,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
243,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
244,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
245,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
246,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
247,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
248,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
249,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
250,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
251,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
252,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
253,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
254,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
255,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
256,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
257,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
258,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
259,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
260,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
261,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
262,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
263,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
264,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
265,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
266,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
267,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
268,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
269,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
270,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
271,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
272,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
273,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
274,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
275,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
276,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
277,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
278,NULL,Wetland,Grassland,Water,Non_Wetland,Water
279,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
280,NULL,Wetland,Wetland,NULL,Wetland,NULL
281,NULL,Wetland,Wetland,NULL,Wetland,Grassland
282,NULL,Wetland,Wetland,NULL,Wetland,Wetland
283,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
284,NULL,Wetland,Wetland,NULL,Wetland,Bareland
285,NULL,Wetland,Wetland,NULL,Wetland,Built-up
286,NULL,Wetland,Wetland,NULL,Wetland,Water
287,NULL,Wetland,Wetland,NULL,Wetland,Forest
288,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
289,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
290,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
291,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
292,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up
293,NULL,Wetland,Wetland,Non_Water,Wetland,Water
294,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
295,NULL,Wetland,Wetland,Water,Wetland,Grassland
296,NULL,Wetland,Wetland,Water,Wetland,Wetland
297,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
298,NULL,Wetland,Wetland,Water,Wetland,Bareland
299,NULL,Wetland,Wetland,Water,Wetland,Built-up
300,NULL,Wetland,Wetland,Water,Wetland,Water
301,NULL,Wetland,Wetland,Water,Wetland,Forest
302,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
303,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
304,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
305,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
306,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
307,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
308,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
309,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
310,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
311,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
312,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
313,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
314,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
315,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
316,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
317,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
318,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
319,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
320,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
321,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
322,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
323,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
324,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
325,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
326,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
327,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
328,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
329,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
330,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
331,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
332,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
333,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
334,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
335,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
336,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
337,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
338,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
339,NULL,Wetland,Bareland,Water,Non_Wetland,Built-up
340,NULL,Wetland,Bareland,Water,Non_Wetland,Water
341,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
342,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
343,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
344,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
345,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
346,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
347,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
348,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
349,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
350,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
351,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
352,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
353,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
354,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
355,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
356,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
357,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
358,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
359,NULL,Wetland,Built-up,Water,Non_Wetland,Built-up
360,NULL,Wetland,Built-up,Water,Non_Wetland,Water
361,NULL,Wetland,Built-up,Water,Non_Wetland,Forest
362,NULL,Wetland,Water,NULL,Water,Grassland
363,NULL,Wetland,Water,NULL,Water,Wetland
364,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
365,NULL,Wetland,Water,NULL,Water,Bareland
366,NULL,Wetland,Water,NULL,Water,Built-up
367,NULL,Wetland,Water,NULL,Water,Water
368,NULL,Wetland,Water,NULL,Water,Forest
369,NULL,Wetland,Water,Non_Water,Water,Grassland
370,NULL,Wetland,Water,Non_Water,Water,Wetland
371,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
372,NULL,Wetland,Water,Non_Water,Water,Bareland
373,NULL,Wetland,Water,Non_Water,Water,Water
374,NULL,Wetland,Water,Non_Water,Water,Forest
375,NULL,Wetland,Water,Water,Water,Grassland
376,NULL,Wetland,Water,Water,Water,Wetland
377,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
378,NULL,Wetland,Water,Water,Water,Bareland
379,NULL,Wetland,Water,Water,Water,Built-up
380,NULL,Wetland,Water,Water,Water,Water
381,NULL,Wetland,Water,Water,Water,Forest
382,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
383,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
384,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
385,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
386,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
387,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up
388,NULL,Wetland,Forest,NULL,Non_Wetland,Water
389,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
390,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
391,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
392,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
393,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
394,NULL,Wetland,Forest,Non_Water,Non_Wetland,Built-up
395,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
396,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
397,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
398,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
399,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
400,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
401,NULL,Wetland,Forest,Water,Non_Wetland,Water
402,NULL,Wetland,Forest,Water,Non_Wetland,Forest
403,NULL,Bareland,NULL,NULL,Non_Wetland,Water
404,NULL,Bareland,NULL,NULL,Non_Wetland,Forest
405,NULL,Bareland,NULL,Non_Water,Non_Wetland,Wetland
406,NULL,Bareland,NULL,Non_Water,Non_Wetland,Forest
407,NULL,Bareland,NULL,Water,Non_Wetland,Grassland
408,NULL,Bareland,NULL,Water,Non_Wetland,Water
409,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
410,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
411,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
412,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
413,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
