Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,SIBERIA_2024_WorldCover_2021_44WMS_M_R
263,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
264,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
265,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
266,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
267,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
268,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
269,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
270,Wetland,Bareland,NULL,Non_Wetland,NULL
271,Wetland,Bareland,NULL,Non_Wetland,Grassland
272,Wetland,Bareland,NULL,Non_Wetland,Wetland
273,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
274,Wetland,Bareland,NULL,Non_Wetland,Bareland
275,Wetland,Bareland,NULL,Non_Wetland,Built-up
276,Wetland,Bareland,NULL,Non_Wetland,Water
277,Wetland,Bareland,NULL,Non_Wetland,Forest
278,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
279,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
280,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
281,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
282,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
283,Wetland,Bareland,Non_Water,Non_Wetland,Water
284,Wetland,Bareland,Non_Water,Non_Wetland,Forest
285,Wetland,Bareland,Water,Non_Wetland,Grassland
286,Wetland,Bareland,Water,Non_Wetland,Wetland
287,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
288,Wetland,Bareland,Water,Non_Wetland,Bareland
289,Wetland,Bareland,Water,Non_Wetland,Built-up
290,Wetland,Bareland,Water,Non_Wetland,Water
291,Wetland,Bareland,Water,Non_Wetland,Forest
292,Wetland,Built-up,NULL,Non_Wetland,Grassland
293,Wetland,Built-up,NULL,Non_Wetland,Wetland
294,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
295,Wetland,Built-up,NULL,Non_Wetland,Bareland
296,Wetland,Built-up,NULL,Non_Wetland,Built-up
297,Wetland,Built-up,NULL,Non_Wetland,Water
298,Wetland,Built-up,NULL,Non_Wetland,Forest
299,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
300,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
301,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
302,Wetland,Built-up,Non_Water,Non_Wetland,Water
303,Wetland,Built-up,Non_Water,Non_Wetland,Forest
304,Wetland,Built-up,Water,Non_Wetland,Wetland
305,Wetland,Built-up,Water,Non_Wetland,Water
306,Wetland,Built-up,Water,Non_Wetland,Forest
307,Wetland,Water,NULL,Water,Grassland
308,Wetland,Water,NULL,Water,Wetland
309,Wetland,Water,NULL,Water,Lichens_and_Mosses
310,Wetland,Water,NULL,Water,Water
311,Wetland,Water,NULL,Water,Forest
312,Wetland,Water,Non_Water,Water,Grassland
313,Wetland,Water,Non_Water,Water,Wetland
314,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
315,Wetland,Water,Non_Water,Water,Bareland
316,Wetland,Water,Non_Water,Water,Water
317,Wetland,Water,Non_Water,Water,Forest
318,Wetland,Water,Water,Water,Grassland
319,Wetland,Water,Water,Water,Wetland
320,Wetland,Water,Water,Water,Lichens_and_Mosses
321,Wetland,Water,Water,Water,Bareland
322,Wetland,Water,Water,Water,Built-up
323,Wetland,Water,Water,Water,Water
324,Wetland,Water,Water,Water,Forest
325,Wetland,Forest,NULL,Non_Wetland,NULL
326,Wetland,Forest,NULL,Non_Wetland,Grassland
327,Wetland,Forest,NULL,Non_Wetland,Wetland
328,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
329,Wetland,Forest,NULL,Non_Wetland,Bareland
330,Wetland,Forest,NULL,Non_Wetland,Built-up
331,Wetland,Forest,NULL,Non_Wetland,Water
332,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
333,Wetland,Forest,NULL,Non_Wetland,Forest
334,Wetland,Forest,Non_Water,Non_Wetland,NULL
335,Wetland,Forest,Non_Water,Non_Wetland,Grassland
336,Wetland,Forest,Non_Water,Non_Wetland,Wetland
337,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
338,Wetland,Forest,Non_Water,Non_Wetland,Water
339,Wetland,Forest,Non_Water,Non_Wetland,Forest
340,Wetland,Forest,Water,Non_Wetland,Grassland
341,Wetland,Forest,Water,Non_Wetland,Wetland
342,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
343,Wetland,Forest,Water,Non_Wetland,Water
344,Wetland,Forest,Water,Non_Wetland,Forest
345,Bareland,NULL,NULL,Non_Wetland,Grassland
346,Bareland,NULL,NULL,Non_Wetland,Wetland
347,Bareland,NULL,NULL,Non_Wetland,Water
348,Bareland,NULL,NULL,Non_Wetland,Forest
349,Bareland,NULL,Water,Non_Wetland,Water
350,Bareland,NULL,Water,Non_Wetland,Forest
351,Bareland,Shrubland,NULL,Non_Wetland,Grassland
352,Bareland,Shrubland,NULL,Non_Wetland,Wetland
353,Bareland,Shrubland,NULL,Non_Wetland,Bareland
354,Bareland,Shrubland,NULL,Non_Wetland,Forest
355,Bareland,Shrubland,Water,Non_Wetland,Grassland
356,Bareland,Shrubland,Water,Non_Wetland,Wetland
357,Bareland,Shrubland,Water,Non_Wetland,Forest
358,Bareland,Grassland,NULL,Non_Wetland,Grassland
359,Bareland,Grassland,NULL,Non_Wetland,Bareland
360,Bareland,Grassland,NULL,Non_Wetland,Forest
361,Bareland,Wetland,NULL,Wetland,NULL
362,Bareland,Wetland,NULL,Wetland,Grassland
363,Bareland,Wetland,NULL,Wetland,Wetland
364,Bareland,Wetland,NULL,Wetland,Bareland
365,Bareland,Wetland,NULL,Wetland,Water
366,Bareland,Wetland,NULL,Wetland,Forest
367,Bareland,Wetland,Non_Water,Wetland,Wetland
368,Bareland,Wetland,Non_Water,Wetland,Water
369,Bareland,Wetland,Water,Wetland,Grassland
370,Bareland,Wetland,Water,Wetland,Wetland
371,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
372,Bareland,Wetland,Water,Wetland,Bareland
373,Bareland,Wetland,Water,Wetland,Water
374,Bareland,Wetland,Water,Wetland,Forest
375,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
376,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
377,Bareland,Bareland,NULL,Non_Wetland,Grassland
378,Bareland,Bareland,NULL,Non_Wetland,Wetland
379,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
380,Bareland,Bareland,NULL,Non_Wetland,Bareland
381,Bareland,Bareland,NULL,Non_Wetland,Built-up
382,Bareland,Bareland,NULL,Non_Wetland,Water
383,Bareland,Bareland,NULL,Non_Wetland,Forest
384,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
385,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
386,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
387,Bareland,Bareland,Non_Water,Non_Wetland,Water
388,Bareland,Bareland,Non_Water,Non_Wetland,Forest
389,Bareland,Bareland,Water,Non_Wetland,Grassland
390,Bareland,Bareland,Water,Non_Wetland,Bareland
391,Bareland,Bareland,Water,Non_Wetland,Water
392,Bareland,Built-up,NULL,Non_Wetland,Grassland
393,Bareland,Built-up,NULL,Non_Wetland,Bareland
394,Bareland,Built-up,NULL,Non_Wetland,Built-up
395,Bareland,Built-up,NULL,Non_Wetland,Forest
396,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
397,Bareland,Water,NULL,Water,Grassland
398,Bareland,Water,NULL,Water,Wetland
399,Bareland,Water,NULL,Water,Lichens_and_Mosses
400,Bareland,Water,NULL,Water,Bareland
401,Bareland,Water,NULL,Water,Water
402,Bareland,Water,NULL,Water,Forest
403,Bareland,Water,Non_Water,Water,Grassland
404,Bareland,Water,Non_Water,Water,Wetland
405,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
406,Bareland,Water,Non_Water,Water,Bareland
407,Bareland,Water,Non_Water,Water,Water
408,Bareland,Water,Non_Water,Water,Forest
409,Bareland,Water,Water,Water,Grassland
410,Bareland,Water,Water,Water,Wetland
411,Bareland,Water,Water,Water,Lichens_and_Mosses
412,Bareland,Water,Water,Water,Bareland
413,Bareland,Water,Water,Water,Water
414,Bareland,Water,Water,Water,Forest
415,Bareland,Forest,NULL,Non_Wetland,Grassland
416,Bareland,Forest,NULL,Non_Wetland,Wetland
417,Bareland,Forest,NULL,Non_Wetland,Bareland
418,Bareland,Forest,NULL,Non_Wetland,Water
419,Bareland,Forest,NULL,Non_Wetland,Forest
420,Bareland,Forest,Water,Non_Wetland,Wetland
421,Bareland,Forest,Water,Non_Wetland,Water
422,Bareland,Forest,Water,Non_Wetland,Forest
423,Built-up,NULL,NULL,Non_Wetland,Forest
424,Built-up,NULL,Non_Water,Non_Wetland,Forest
425,Built-up,Shrubland,NULL,Non_Wetland,NULL
426,Built-up,Shrubland,NULL,Non_Wetland,Grassland
427,Built-up,Shrubland,NULL,Non_Wetland,Wetland
428,Built-up,Shrubland,NULL,Non_Wetland,Bareland
429,Built-up,Shrubland,NULL,Non_Wetland,Built-up
430,Built-up,Shrubland,NULL,Non_Wetland,Forest
431,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
432,Built-up,Shrubland,Water,Non_Wetland,Forest
433,Built-up,Grassland,NULL,Non_Wetland,Grassland
434,Built-up,Grassland,NULL,Non_Wetland,Wetland
435,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
436,Built-up,Grassland,NULL,Non_Wetland,Bareland
437,Built-up,Grassland,NULL,Non_Wetland,Built-up
438,Built-up,Grassland,NULL,Non_Wetland,Forest
439,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
440,Built-up,Wetland,NULL,Wetland,Grassland
441,Built-up,Wetland,NULL,Wetland,Wetland
442,Built-up,Wetland,NULL,Wetland,Bareland
443,Built-up,Wetland,NULL,Wetland,Built-up
444,Built-up,Wetland,NULL,Wetland,Water
445,Built-up,Wetland,NULL,Wetland,Forest
446,Built-up,Wetland,Water,Wetland,Wetland
447,Built-up,Wetland,Water,Wetland,Water
448,Built-up,Wetland,Water,Wetland,Forest
449,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
450,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
451,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
452,Built-up,Bareland,NULL,Non_Wetland,NULL
453,Built-up,Bareland,NULL,Non_Wetland,Grassland
454,Built-up,Bareland,NULL,Non_Wetland,Wetland
455,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
456,Built-up,Bareland,NULL,Non_Wetland,Bareland
457,Built-up,Bareland,NULL,Non_Wetland,Built-up
458,Built-up,Bareland,NULL,Non_Wetland,Water
459,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
460,Built-up,Bareland,NULL,Non_Wetland,Forest
461,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
462,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
463,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
464,Built-up,Bareland,Non_Water,Non_Wetland,Water
465,Built-up,Bareland,Non_Water,Non_Wetland,Forest
466,Built-up,Bareland,Water,Non_Wetland,Grassland
467,Built-up,Bareland,Water,Non_Wetland,Wetland
468,Built-up,Bareland,Water,Non_Wetland,Bareland
469,Built-up,Bareland,Water,Non_Wetland,Built-up
470,Built-up,Bareland,Water,Non_Wetland,Water
471,Built-up,Bareland,Water,Non_Wetland,Forest
472,Built-up,Built-up,NULL,Non_Wetland,Grassland
473,Built-up,Built-up,NULL,Non_Wetland,Wetland
474,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
475,Built-up,Built-up,NULL,Non_Wetland,Bareland
476,Built-up,Built-up,NULL,Non_Wetland,Built-up
477,Built-up,Built-up,NULL,Non_Wetland,Water
478,Built-up,Built-up,NULL,Non_Wetland,Forest
479,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
480,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
481,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
482,Built-up,Built-up,Non_Water,Non_Wetland,Forest
483,Built-up,Built-up,Water,Non_Wetland,Bareland
