Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXM_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXM_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXM_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXM_M_R,SIBERIA_2024_WorldCover_2021_42VXM_M_R
484,Built-up,Grassland,NULL,Non_Wetland,Forest
485,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
486,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
487,Built-up,Grassland,Water,Non_Wetland,Bareland
488,Built-up,Grassland,Water,Non_Wetland,Forest
489,Built-up,Cropland,NULL,Non_Wetland,NULL
490,Built-up,Cropland,NULL,Non_Wetland,Grassland
491,Built-up,Cropland,NULL,Non_Wetland,Cropland
492,Built-up,Cropland,NULL,Non_Wetland,Wetland
493,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
494,Built-up,Cropland,NULL,Non_Wetland,Bareland
495,Built-up,Cropland,NULL,Non_Wetland,Built-up
496,Built-up,Cropland,NULL,Non_Wetland,Water
497,Built-up,Cropland,NULL,Non_Wetland,Forest
498,Built-up,Cropland,Non_Water,Non_Wetland,Water
499,Built-up,Cropland,Non_Water,Non_Wetland,Forest
500,Built-up,Cropland,Water,Non_Wetland,Grassland
501,Built-up,Cropland,Water,Non_Wetland,Bareland
502,Built-up,Cropland,Water,Non_Wetland,Water
503,Built-up,Cropland,Water,Non_Wetland,Forest
504,Built-up,Wetland,NULL,Wetland,NULL
505,Built-up,Wetland,NULL,Wetland,Grassland
506,Built-up,Wetland,NULL,Wetland,Wetland
507,Built-up,Wetland,NULL,Wetland,Bareland
508,Built-up,Wetland,NULL,Wetland,Built-up
509,Built-up,Wetland,NULL,Wetland,Water
510,Built-up,Wetland,NULL,Wetland,Forest
511,Built-up,Wetland,Non_Water,Wetland,Wetland
512,Built-up,Wetland,Non_Water,Wetland,Forest
513,Built-up,Wetland,Water,Wetland,Wetland
514,Built-up,Wetland,Water,Wetland,Water
515,Built-up,Wetland,Water,Wetland,Forest
516,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
517,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
518,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
519,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
520,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
521,Built-up,Bareland,NULL,Non_Wetland,NULL
522,Built-up,Bareland,NULL,Non_Wetland,Grassland
523,Built-up,Bareland,NULL,Non_Wetland,Cropland
524,Built-up,Bareland,NULL,Non_Wetland,Wetland
525,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
526,Built-up,Bareland,NULL,Non_Wetland,Bareland
527,Built-up,Bareland,NULL,Non_Wetland,Built-up
528,Built-up,Bareland,NULL,Non_Wetland,Water
529,Built-up,Bareland,NULL,Non_Wetland,Forest
530,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
531,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
532,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
533,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
534,Built-up,Bareland,Non_Water,Non_Wetland,Forest
535,Built-up,Bareland,Water,Non_Wetland,Grassland
536,Built-up,Bareland,Water,Non_Wetland,Wetland
537,Built-up,Bareland,Water,Non_Wetland,Bareland
538,Built-up,Bareland,Water,Non_Wetland,Built-up
539,Built-up,Bareland,Water,Non_Wetland,Water
540,Built-up,Bareland,Water,Non_Wetland,Forest
541,Built-up,Built-up,NULL,Non_Wetland,NULL
542,Built-up,Built-up,NULL,Non_Wetland,Grassland
543,Built-up,Built-up,NULL,Non_Wetland,Cropland
544,Built-up,Built-up,NULL,Non_Wetland,Wetland
545,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
546,Built-up,Built-up,NULL,Non_Wetland,Bareland
547,Built-up,Built-up,NULL,Non_Wetland,Built-up
548,Built-up,Built-up,NULL,Non_Wetland,Water
549,Built-up,Built-up,NULL,Non_Wetland,Forest
550,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
551,Built-up,Built-up,Water,Non_Wetland,Grassland
552,Built-up,Built-up,Water,Non_Wetland,Wetland
553,Built-up,Built-up,Water,Non_Wetland,Bareland
554,Built-up,Built-up,Water,Non_Wetland,Built-up
555,Built-up,Built-up,Water,Non_Wetland,Water
556,Built-up,Built-up,Water,Non_Wetland,Forest
557,Built-up,Water,NULL,Water,Grassland
558,Built-up,Water,NULL,Water,Wetland
559,Built-up,Water,NULL,Water,Bareland
560,Built-up,Water,NULL,Water,Water
561,Built-up,Water,Water,Water,Water
562,Built-up,Forest,NULL,Non_Wetland,NULL
563,Built-up,Forest,NULL,Non_Wetland,Grassland
564,Built-up,Forest,NULL,Non_Wetland,Cropland
565,Built-up,Forest,NULL,Non_Wetland,Wetland
566,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
567,Built-up,Forest,NULL,Non_Wetland,Bareland
568,Built-up,Forest,NULL,Non_Wetland,Built-up
569,Built-up,Forest,NULL,Non_Wetland,Water
570,Built-up,Forest,NULL,Non_Wetland,Forest
571,Built-up,Forest,Non_Water,Non_Wetland,Grassland
572,Built-up,Forest,Non_Water,Non_Wetland,Forest
573,Built-up,Forest,Water,Non_Wetland,Water
574,Built-up,Forest,Water,Non_Wetland,Forest
575,Water,NULL,NULL,Non_Wetland,NULL
576,Water,NULL,NULL,Non_Wetland,Grassland
577,Water,NULL,NULL,Non_Wetland,Wetland
578,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
579,Water,NULL,NULL,Non_Wetland,Bareland
580,Water,NULL,NULL,Non_Wetland,Water
581,Water,NULL,NULL,Non_Wetland,Forest
582,Water,NULL,Non_Water,Non_Wetland,Grassland
583,Water,NULL,Non_Water,Non_Wetland,Wetland
584,Water,NULL,Non_Water,Non_Wetland,Water
585,Water,NULL,Non_Water,Non_Wetland,Forest
586,Water,NULL,Water,Non_Wetland,Grassland
587,Water,NULL,Water,Non_Wetland,Wetland
588,Water,NULL,Water,Non_Wetland,Bareland
589,Water,NULL,Water,Non_Wetland,Water
590,Water,NULL,Water,Non_Wetland,Forest
591,Water,Shrubland,NULL,Non_Wetland,Grassland
592,Water,Shrubland,NULL,Non_Wetland,Wetland
593,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
594,Water,Shrubland,NULL,Non_Wetland,Bareland
595,Water,Shrubland,NULL,Non_Wetland,Water
596,Water,Shrubland,NULL,Non_Wetland,Forest
597,Water,Shrubland,Non_Water,Non_Wetland,Grassland
598,Water,Shrubland,Non_Water,Non_Wetland,Wetland
599,Water,Shrubland,Non_Water,Non_Wetland,Water
600,Water,Shrubland,Non_Water,Non_Wetland,Forest
601,Water,Shrubland,Water,Non_Wetland,Grassland
602,Water,Shrubland,Water,Non_Wetland,Wetland
603,Water,Shrubland,Water,Non_Wetland,Bareland
604,Water,Shrubland,Water,Non_Wetland,Water
605,Water,Shrubland,Water,Non_Wetland,Forest
606,Water,Grassland,NULL,Non_Wetland,Grassland
607,Water,Grassland,NULL,Non_Wetland,Wetland
608,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
609,Water,Grassland,NULL,Non_Wetland,Bareland
610,Water,Grassland,NULL,Non_Wetland,Built-up
611,Water,Grassland,NULL,Non_Wetland,Water
612,Water,Grassland,NULL,Non_Wetland,Forest
613,Water,Grassland,Non_Water,Non_Wetland,Grassland
614,Water,Grassland,Non_Water,Non_Wetland,Bareland
615,Water,Grassland,Non_Water,Non_Wetland,Water
616,Water,Grassland,Non_Water,Non_Wetland,Forest
617,Water,Grassland,Water,Non_Wetland,Grassland
618,Water,Grassland,Water,Non_Wetland,Bareland
619,Water,Grassland,Water,Non_Wetland,Water
620,Water,Grassland,Water,Non_Wetland,Forest
621,Water,Cropland,NULL,Non_Wetland,NULL
622,Water,Cropland,NULL,Non_Wetland,Grassland
623,Water,Cropland,NULL,Non_Wetland,Wetland
624,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
625,Water,Cropland,NULL,Non_Wetland,Bareland
626,Water,Cropland,NULL,Non_Wetland,Water
627,Water,Cropland,NULL,Non_Wetland,Forest
628,Water,Cropland,Non_Water,Non_Wetland,Grassland
629,Water,Cropland,Non_Water,Non_Wetland,Bareland
630,Water,Cropland,Non_Water,Non_Wetland,Water
631,Water,Cropland,Non_Water,Non_Wetland,Forest
632,Water,Cropland,Water,Non_Wetland,Grassland
633,Water,Cropland,Water,Non_Wetland,Wetland
634,Water,Cropland,Water,Non_Wetland,Bareland
635,Water,Cropland,Water,Non_Wetland,Water
636,Water,Cropland,Water,Non_Wetland,Forest
637,Water,Wetland,NULL,Wetland,NULL
638,Water,Wetland,NULL,Wetland,Grassland
639,Water,Wetland,NULL,Wetland,Wetland
640,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
641,Water,Wetland,NULL,Wetland,Bareland
642,Water,Wetland,NULL,Wetland,Water
643,Water,Wetland,NULL,Wetland,Forest
644,Water,Wetland,Non_Water,Wetland,Grassland
645,Water,Wetland,Non_Water,Wetland,Wetland
646,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
647,Water,Wetland,Non_Water,Wetland,Bareland
648,Water,Wetland,Non_Water,Wetland,Water
649,Water,Wetland,Non_Water,Wetland,Forest
650,Water,Wetland,Water,Wetland,NULL
651,Water,Wetland,Water,Wetland,Grassland
652,Water,Wetland,Water,Wetland,Wetland
653,Water,Wetland,Water,Wetland,Lichens_and_Mosses
654,Water,Wetland,Water,Wetland,Bareland
655,Water,Wetland,Water,Wetland,Built-up
656,Water,Wetland,Water,Wetland,Water
657,Water,Wetland,Water,Wetland,Forest
658,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
659,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
660,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
661,Water,Bareland,NULL,Non_Wetland,NULL
662,Water,Bareland,NULL,Non_Wetland,Grassland
663,Water,Bareland,NULL,Non_Wetland,Wetland
664,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
665,Water,Bareland,NULL,Non_Wetland,Bareland
666,Water,Bareland,NULL,Non_Wetland,Built-up
667,Water,Bareland,NULL,Non_Wetland,Water
668,Water,Bareland,NULL,Non_Wetland,Forest
669,Water,Bareland,Non_Water,Non_Wetland,Grassland
670,Water,Bareland,Non_Water,Non_Wetland,Wetland
671,Water,Bareland,Non_Water,Non_Wetland,Bareland
672,Water,Bareland,Non_Water,Non_Wetland,Water
673,Water,Bareland,Non_Water,Non_Wetland,Forest
674,Water,Bareland,Water,Non_Wetland,NULL
675,Water,Bareland,Water,Non_Wetland,Grassland
676,Water,Bareland,Water,Non_Wetland,Wetland
677,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
678,Water,Bareland,Water,Non_Wetland,Bareland
679,Water,Bareland,Water,Non_Wetland,Built-up
680,Water,Bareland,Water,Non_Wetland,Water
681,Water,Bareland,Water,Non_Wetland,Forest
682,Water,Built-up,NULL,Non_Wetland,Grassland
683,Water,Built-up,NULL,Non_Wetland,Wetland
684,Water,Built-up,NULL,Non_Wetland,Bareland
685,Water,Built-up,NULL,Non_Wetland,Built-up
686,Water,Built-up,NULL,Non_Wetland,Water
687,Water,Built-up,NULL,Non_Wetland,Forest
688,Water,Built-up,Non_Water,Non_Wetland,Grassland
689,Water,Built-up,Non_Water,Non_Wetland,Bareland
690,Water,Built-up,Non_Water,Non_Wetland,Built-up
691,Water,Built-up,Non_Water,Non_Wetland,Water
692,Water,Built-up,Non_Water,Non_Wetland,Forest
693,Water,Built-up,Water,Non_Wetland,Grassland
694,Water,Built-up,Water,Non_Wetland,Wetland
695,Water,Built-up,Water,Non_Wetland,Bareland
696,Water,Built-up,Water,Non_Wetland,Built-up
697,Water,Built-up,Water,Non_Wetland,Water
698,Water,Built-up,Water,Non_Wetland,Forest
699,Water,Water,NULL,Water,NULL
700,Water,Water,NULL,Water,Grassland
701,Water,Water,NULL,Water,Wetland
702,Water,Water,NULL,Water,Lichens_and_Mosses
703,Water,Water,NULL,Water,Bareland
704,Water,Water,NULL,Water,Built-up
705,Water,Water,NULL,Water,Water
706,Water,Water,NULL,Water,Forest
707,Water,Water,Non_Water,Water,Grassland
708,Water,Water,Non_Water,Water,Wetland
709,Water,Water,Non_Water,Water,Lichens_and_Mosses
710,Water,Water,Non_Water,Water,Bareland
711,Water,Water,Non_Water,Water,Water
712,Water,Water,Non_Water,Water,Forest
713,Water,Water,Water,Water,NULL
714,Water,Water,Water,Water,Grassland
715,Water,Water,Water,Water,Wetland
716,Water,Water,Water,Water,Lichens_and_Mosses
717,Water,Water,Water,Water,Bareland
718,Water,Water,Water,Water,Built-up
719,Water,Water,Water,Water,Water
720,Water,Water,Water,Water,Forest
721,Water,Forest,NULL,Non_Wetland,NULL
722,Water,Forest,NULL,Non_Wetland,Grassland
723,Water,Forest,NULL,Non_Wetland,Wetland
724,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
725,Water,Forest,NULL,Non_Wetland,Bareland
726,Water,Forest,NULL,Non_Wetland,Built-up
727,Water,Forest,NULL,Non_Wetland,Water
728,Water,Forest,NULL,Non_Wetland,Forest
729,Water,Forest,Non_Water,Non_Wetland,Grassland
730,Water,Forest,Non_Water,Non_Wetland,Wetland
731,Water,Forest,Non_Water,Non_Wetland,Bareland
732,Water,Forest,Non_Water,Non_Wetland,Water
733,Water,Forest,Non_Water,Non_Wetland,Forest
734,Water,Forest,Water,Non_Wetland,NULL
735,Water,Forest,Water,Non_Wetland,Grassland
736,Water,Forest,Water,Non_Wetland,Cropland
737,Water,Forest,Water,Non_Wetland,Wetland
738,Water,Forest,Water,Non_Wetland,Bareland
739,Water,Forest,Water,Non_Wetland,Built-up
740,Water,Forest,Water,Non_Wetland,Water
741,Water,Forest,Water,Non_Wetland,Forest
742,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
743,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
744,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
746,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
747,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
748,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
749,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
750,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
751,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
752,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
754,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
755,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
757,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
759,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
760,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
761,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
762,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
763,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
764,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Water
765,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Water
767,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
768,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
769,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
770,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
771,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
772,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
773,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
774,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
775,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
776,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
777,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
778,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
782,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
783,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
784,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
785,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
786,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
787,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
788,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
789,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
790,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
791,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
792,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
793,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
794,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
795,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
796,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
797,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
798,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
799,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
800,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
801,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
802,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
803,Permanent_ice_and_snow,Water,NULL,Water,Wetland
804,Permanent_ice_and_snow,Water,NULL,Water,Bareland
805,Permanent_ice_and_snow,Water,NULL,Water,Water
806,Permanent_ice_and_snow,Water,NULL,Water,Forest
807,Permanent_ice_and_snow,Water,Water,Water,Bareland
808,Permanent_ice_and_snow,Water,Water,Water,Forest
809,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
810,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
811,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Cropland
812,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
813,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
814,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
815,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
816,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
817,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
818,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
819,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
820,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
821,Forest,NULL,NULL,Non_Wetland,NULL
822,Forest,NULL,NULL,Non_Wetland,Grassland
823,Forest,NULL,NULL,Non_Wetland,Wetland
824,Forest,NULL,NULL,Non_Wetland,Bareland
825,Forest,NULL,NULL,Non_Wetland,Built-up
826,Forest,NULL,NULL,Non_Wetland,Water
827,Forest,NULL,NULL,Non_Wetland,Forest
828,Forest,NULL,Non_Water,Non_Wetland,NULL
829,Forest,NULL,Non_Water,Non_Wetland,Grassland
830,Forest,NULL,Non_Water,Non_Wetland,Wetland
831,Forest,NULL,Non_Water,Non_Wetland,Water
832,Forest,NULL,Non_Water,Non_Wetland,Forest
833,Forest,NULL,Water,Non_Wetland,NULL
834,Forest,NULL,Water,Non_Wetland,Grassland
835,Forest,NULL,Water,Non_Wetland,Wetland
836,Forest,NULL,Water,Non_Wetland,Water
837,Forest,NULL,Water,Non_Wetland,Forest
838,Forest,Shrubland,NULL,Non_Wetland,NULL
839,Forest,Shrubland,NULL,Non_Wetland,Grassland
840,Forest,Shrubland,NULL,Non_Wetland,Wetland
841,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
842,Forest,Shrubland,NULL,Non_Wetland,Bareland
843,Forest,Shrubland,NULL,Non_Wetland,Built-up
844,Forest,Shrubland,NULL,Non_Wetland,Water
845,Forest,Shrubland,NULL,Non_Wetland,Forest
846,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
847,Forest,Shrubland,Non_Water,Non_Wetland,Forest
848,Forest,Shrubland,Water,Non_Wetland,Grassland
849,Forest,Shrubland,Water,Non_Wetland,Wetland
850,Forest,Shrubland,Water,Non_Wetland,Water
851,Forest,Shrubland,Water,Non_Wetland,Forest
852,Forest,Grassland,NULL,Non_Wetland,NULL
853,Forest,Grassland,NULL,Non_Wetland,Grassland
854,Forest,Grassland,NULL,Non_Wetland,Cropland
855,Forest,Grassland,NULL,Non_Wetland,Wetland
856,Forest,Grassland,NULL,Non_Wetland,Bareland
857,Forest,Grassland,NULL,Non_Wetland,Built-up
858,Forest,Grassland,NULL,Non_Wetland,Forest
859,Forest,Grassland,Non_Water,Non_Wetland,Grassland
860,Forest,Grassland,Non_Water,Non_Wetland,Forest
861,Forest,Grassland,Water,Non_Wetland,Forest
862,Forest,Cropland,NULL,Non_Wetland,NULL
863,Forest,Cropland,NULL,Non_Wetland,Grassland
864,Forest,Cropland,NULL,Non_Wetland,Wetland
865,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
866,Forest,Cropland,NULL,Non_Wetland,Bareland
867,Forest,Cropland,NULL,Non_Wetland,Built-up
868,Forest,Cropland,NULL,Non_Wetland,Water
869,Forest,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
870,Forest,Cropland,NULL,Non_Wetland,Forest
871,Forest,Cropland,Non_Water,Non_Wetland,Bareland
872,Forest,Cropland,Non_Water,Non_Wetland,Forest
873,Forest,Cropland,Water,Non_Wetland,Grassland
874,Forest,Cropland,Water,Non_Wetland,Bareland
875,Forest,Cropland,Water,Non_Wetland,Forest
876,Forest,Wetland,NULL,Wetland,NULL
877,Forest,Wetland,NULL,Wetland,Grassland
878,Forest,Wetland,NULL,Wetland,Wetland
879,Forest,Wetland,NULL,Wetland,Bareland
880,Forest,Wetland,NULL,Wetland,Built-up
881,Forest,Wetland,NULL,Wetland,Water
882,Forest,Wetland,NULL,Wetland,Forest
883,Forest,Wetland,Non_Water,Wetland,NULL
884,Forest,Wetland,Non_Water,Wetland,Grassland
885,Forest,Wetland,Non_Water,Wetland,Wetland
886,Forest,Wetland,Non_Water,Wetland,Water
887,Forest,Wetland,Non_Water,Wetland,Forest
888,Forest,Wetland,Water,Wetland,Grassland
889,Forest,Wetland,Water,Wetland,Wetland
890,Forest,Wetland,Water,Wetland,Water
891,Forest,Wetland,Water,Wetland,Forest
892,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
893,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
894,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
895,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
896,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
897,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
898,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
899,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
900,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
901,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
902,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
903,Forest,Bareland,NULL,Non_Wetland,NULL
904,Forest,Bareland,NULL,Non_Wetland,Grassland
905,Forest,Bareland,NULL,Non_Wetland,Cropland
906,Forest,Bareland,NULL,Non_Wetland,Wetland
907,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
908,Forest,Bareland,NULL,Non_Wetland,Bareland
909,Forest,Bareland,NULL,Non_Wetland,Built-up
910,Forest,Bareland,NULL,Non_Wetland,Water
911,Forest,Bareland,NULL,Non_Wetland,Forest
912,Forest,Bareland,Non_Water,Non_Wetland,NULL
913,Forest,Bareland,Non_Water,Non_Wetland,Grassland
914,Forest,Bareland,Non_Water,Non_Wetland,Wetland
915,Forest,Bareland,Non_Water,Non_Wetland,Bareland
916,Forest,Bareland,Non_Water,Non_Wetland,Water
917,Forest,Bareland,Non_Water,Non_Wetland,Forest
918,Forest,Bareland,Water,Non_Wetland,Grassland
919,Forest,Bareland,Water,Non_Wetland,Wetland
920,Forest,Bareland,Water,Non_Wetland,Bareland
921,Forest,Bareland,Water,Non_Wetland,Water
922,Forest,Bareland,Water,Non_Wetland,Forest
923,Forest,Built-up,NULL,Non_Wetland,NULL
924,Forest,Built-up,NULL,Non_Wetland,Grassland
925,Forest,Built-up,NULL,Non_Wetland,Cropland
926,Forest,Built-up,NULL,Non_Wetland,Wetland
927,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
928,Forest,Built-up,NULL,Non_Wetland,Bareland
929,Forest,Built-up,NULL,Non_Wetland,Built-up
930,Forest,Built-up,NULL,Non_Wetland,Water
931,Forest,Built-up,NULL,Non_Wetland,Forest
932,Forest,Built-up,Non_Water,Non_Wetland,Grassland
933,Forest,Built-up,Non_Water,Non_Wetland,Forest
934,Forest,Built-up,Water,Non_Wetland,Grassland
935,Forest,Built-up,Water,Non_Wetland,Water
936,Forest,Built-up,Water,Non_Wetland,Forest
937,Forest,Water,NULL,Water,Grassland
938,Forest,Water,NULL,Water,Wetland
939,Forest,Water,NULL,Water,Bareland
940,Forest,Water,NULL,Water,Water
941,Forest,Water,NULL,Water,Forest
942,Forest,Water,Non_Water,Water,Grassland
943,Forest,Water,Non_Water,Water,Wetland
944,Forest,Water,Non_Water,Water,Water
945,Forest,Water,Non_Water,Water,Forest
946,Forest,Water,Water,Water,Grassland
947,Forest,Water,Water,Water,Wetland
948,Forest,Water,Water,Water,Water
949,Forest,Water,Water,Water,Forest
950,Forest,Forest,NULL,Non_Wetland,NULL
951,Forest,Forest,NULL,Non_Wetland,Grassland
952,Forest,Forest,NULL,Non_Wetland,Cropland
953,Forest,Forest,NULL,Non_Wetland,Wetland
954,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
955,Forest,Forest,NULL,Non_Wetland,Bareland
956,Forest,Forest,NULL,Non_Wetland,Built-up
957,Forest,Forest,NULL,Non_Wetland,Water
958,Forest,Forest,NULL,Non_Wetland,Forest
959,Forest,Forest,Non_Water,Non_Wetland,NULL
960,Forest,Forest,Non_Water,Non_Wetland,Grassland
961,Forest,Forest,Non_Water,Non_Wetland,Wetland
962,Forest,Forest,Non_Water,Non_Wetland,Water
963,Forest,Forest,Non_Water,Non_Wetland,Forest
964,Forest,Forest,Water,Non_Wetland,NULL
965,Forest,Forest,Water,Non_Wetland,Grassland
966,Forest,Forest,Water,Non_Wetland,Wetland
967,Forest,Forest,Water,Non_Wetland,Water
968,Forest,Forest,Water,Non_Wetland,Forest
