Value,SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,SIBERIA_2024_WorldCover_2021_45XVA_M_R
107,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
108,NULL,NULL,Water,NULL,Water,Bareland
109,NULL,NULL,Water,NULL,Water,Water
110,NULL,NULL,Water,Non_Water,Water,Grassland
111,NULL,NULL,Water,Non_Water,Water,Wetland
112,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
113,NULL,NULL,Water,Non_Water,Water,Water
114,NULL,NULL,Water,Water,Water,Grassland
115,NULL,NULL,Water,Water,Water,Wetland
116,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
117,NULL,NULL,Water,Water,Water,Bareland
118,NULL,NULL,Water,Water,Water,Water
119,NULL,NULL,Water,Water,Water,Forest
120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
121,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
122,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
123,NULL,NULL,Forest,NULL,Non_Wetland,Water
124,NULL,NULL,Forest,NULL,Non_Wetland,Forest
125,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
126,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
127,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
128,NULL,NULL,Forest,Water,Non_Wetland,Grassland
129,NULL,NULL,Forest,Water,Non_Wetland,Wetland
130,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
131,NULL,NULL,Forest,Water,Non_Wetland,Water
132,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
133,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
134,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
135,NULL,Wetland,NULL,NULL,Non_Wetland,Water
136,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
137,NULL,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
138,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
139,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
140,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
141,NULL,Wetland,NULL,Water,Non_Wetland,Water
142,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
143,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
144,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
145,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
146,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
147,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
148,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
149,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
150,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
151,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
152,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
153,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
154,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
155,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
156,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
157,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
158,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
159,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
160,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
161,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
162,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
163,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
164,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
165,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
166,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
167,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
168,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
169,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
170,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
171,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
172,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
173,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
174,NULL,Wetland,Grassland,Water,Non_Wetland,Water
175,NULL,Wetland,Wetland,NULL,Wetland,Grassland
176,NULL,Wetland,Wetland,NULL,Wetland,Wetland
177,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
178,NULL,Wetland,Wetland,NULL,Wetland,Bareland
179,NULL,Wetland,Wetland,NULL,Wetland,Water
180,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
181,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
182,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
183,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
184,NULL,Wetland,Wetland,Non_Water,Wetland,Water
185,NULL,Wetland,Wetland,Water,Wetland,Grassland
186,NULL,Wetland,Wetland,Water,Wetland,Wetland
187,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
188,NULL,Wetland,Wetland,Water,Wetland,Bareland
189,NULL,Wetland,Wetland,Water,Wetland,Water
190,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
191,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
192,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
193,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
194,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
195,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
196,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
197,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
198,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
199,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
200,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
201,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
202,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
203,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
204,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
205,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
206,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
207,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
208,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
209,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
210,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
211,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
212,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
213,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
214,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
215,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
216,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
217,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
218,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
219,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
220,NULL,Wetland,Bareland,Water,Non_Wetland,Water
221,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
222,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
223,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
224,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
225,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
226,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
227,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
228,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
229,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
230,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
231,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
232,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
233,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
234,NULL,Wetland,Built-up,Water,Non_Wetland,Water
235,NULL,Wetland,Water,NULL,Water,Grassland
236,NULL,Wetland,Water,NULL,Water,Wetland
237,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
238,NULL,Wetland,Water,NULL,Water,Water
239,NULL,Wetland,Water,Non_Water,Water,Grassland
240,NULL,Wetland,Water,Non_Water,Water,Wetland
241,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
242,NULL,Wetland,Water,Non_Water,Water,Water
243,NULL,Wetland,Water,Water,Water,Grassland
244,NULL,Wetland,Water,Water,Water,Wetland
245,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
246,NULL,Wetland,Water,Water,Water,Bareland
247,NULL,Wetland,Water,Water,Water,Water
248,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
249,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
250,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
251,NULL,Wetland,Forest,NULL,Non_Wetland,Water
252,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
253,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
254,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
255,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
256,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
257,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
258,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
259,NULL,Wetland,Forest,Water,Non_Wetland,Water
260,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
261,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
262,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
263,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
264,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
265,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
266,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
267,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
268,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
269,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
270,NULL,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
271,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
272,NULL,Bareland,Wetland,NULL,Wetland,Bareland
273,NULL,Bareland,Wetland,NULL,Wetland,Water
274,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
275,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
276,NULL,Bareland,Wetland,Non_Water,Wetland,Water
277,NULL,Bareland,Wetland,Water,Wetland,Grassland
278,NULL,Bareland,Wetland,Water,Wetland,Wetland
279,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
280,NULL,Bareland,Wetland,Water,Wetland,Bareland
281,NULL,Bareland,Wetland,Water,Wetland,Water
282,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
283,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
284,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
285,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
286,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
287,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
288,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
289,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
290,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
291,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
292,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
293,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
294,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
295,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
296,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
297,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
298,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
299,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
300,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
301,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
302,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
303,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
304,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
305,NULL,Bareland,Bareland,Water,Non_Wetland,Water
306,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
307,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
308,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
309,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
310,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
311,NULL,Bareland,Built-up,Water,Non_Wetland,Water
312,NULL,Bareland,Water,NULL,Water,Water
313,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
314,NULL,Bareland,Water,Water,Water,Bareland
315,NULL,Bareland,Water,Water,Water,Water
316,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
317,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
318,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
319,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
320,NULL,Water,NULL,NULL,Non_Wetland,Grassland
321,NULL,Water,NULL,NULL,Non_Wetland,Water
322,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
323,NULL,Water,NULL,Non_Water,Non_Wetland,Water
324,NULL,Water,NULL,Water,Non_Wetland,Grassland
325,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
326,NULL,Water,NULL,Water,Non_Wetland,Water
327,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
328,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
329,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
330,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
331,NULL,Water,Shrubland,NULL,Non_Wetland,Water
332,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
333,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
334,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
335,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
336,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
337,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
338,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
339,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
340,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
341,NULL,Water,Shrubland,Water,Non_Wetland,Water
342,NULL,Water,Shrubland,Water,Non_Wetland,Forest
343,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
344,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
345,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
346,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
347,NULL,Water,Grassland,NULL,Non_Wetland,Water
348,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
349,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
350,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
351,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
352,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
353,NULL,Water,Grassland,Water,Non_Wetland,Grassland
354,NULL,Water,Grassland,Water,Non_Wetland,Wetland
355,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
356,NULL,Water,Grassland,Water,Non_Wetland,Bareland
357,NULL,Water,Grassland,Water,Non_Wetland,Water
358,NULL,Water,Wetland,NULL,Wetland,Grassland
359,NULL,Water,Wetland,NULL,Wetland,Wetland
360,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
361,NULL,Water,Wetland,NULL,Wetland,Bareland
362,NULL,Water,Wetland,NULL,Wetland,Water
363,NULL,Water,Wetland,Non_Water,Wetland,Grassland
364,NULL,Water,Wetland,Non_Water,Wetland,Wetland
365,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
366,NULL,Water,Wetland,Non_Water,Wetland,Bareland
367,NULL,Water,Wetland,Non_Water,Wetland,Water
368,NULL,Water,Wetland,Water,Wetland,Grassland
369,NULL,Water,Wetland,Water,Wetland,Wetland
370,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
371,NULL,Water,Wetland,Water,Wetland,Bareland
372,NULL,Water,Wetland,Water,Wetland,Water
373,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
374,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
375,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
376,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
377,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
378,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
379,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
380,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
381,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
382,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
383,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
384,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
385,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
386,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
387,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
388,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
389,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
390,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
391,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
392,NULL,Water,Bareland,NULL,Non_Wetland,Water
393,NULL,Water,Bareland,NULL,Non_Wetland,Forest
394,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
395,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
396,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
397,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
398,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
399,NULL,Water,Bareland,Water,Non_Wetland,Grassland
400,NULL,Water,Bareland,Water,Non_Wetland,Wetland
401,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
402,NULL,Water,Bareland,Water,Non_Wetland,Bareland
403,NULL,Water,Bareland,Water,Non_Wetland,Water
