Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,SIBERIA_2024_WorldCover_2021_41VPH_M_R
262,Wetland,Cropland,NULL,Non_Wetland,NULL
263,Wetland,Cropland,NULL,Non_Wetland,Grassland
264,Wetland,Cropland,NULL,Non_Wetland,Wetland
265,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
266,Wetland,Cropland,NULL,Non_Wetland,Bareland
267,Wetland,Cropland,NULL,Non_Wetland,Built-up
268,Wetland,Cropland,NULL,Non_Wetland,Forest
269,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
270,Wetland,Cropland,Non_Water,Non_Wetland,Forest
271,Wetland,Cropland,Water,Non_Wetland,Wetland
272,Wetland,Cropland,Water,Non_Wetland,Forest
273,Wetland,Wetland,NULL,Wetland,NULL
274,Wetland,Wetland,NULL,Wetland,Grassland
275,Wetland,Wetland,NULL,Wetland,Wetland
276,Wetland,Wetland,NULL,Wetland,Bareland
277,Wetland,Wetland,NULL,Wetland,Built-up
278,Wetland,Wetland,NULL,Wetland,Water
279,Wetland,Wetland,NULL,Wetland,Forest
280,Wetland,Wetland,Non_Water,Wetland,NULL
281,Wetland,Wetland,Non_Water,Wetland,Grassland
282,Wetland,Wetland,Non_Water,Wetland,Cropland
283,Wetland,Wetland,Non_Water,Wetland,Wetland
284,Wetland,Wetland,Non_Water,Wetland,Bareland
285,Wetland,Wetland,Non_Water,Wetland,Water
286,Wetland,Wetland,Non_Water,Wetland,Forest
287,Wetland,Wetland,Water,Wetland,NULL
288,Wetland,Wetland,Water,Wetland,Grassland
289,Wetland,Wetland,Water,Wetland,Cropland
290,Wetland,Wetland,Water,Wetland,Wetland
291,Wetland,Wetland,Water,Wetland,Bareland
292,Wetland,Wetland,Water,Wetland,Water
293,Wetland,Wetland,Water,Wetland,Forest
294,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
295,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
296,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
297,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
298,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
299,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
300,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
301,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
302,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
303,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
304,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
305,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
306,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
307,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Built-up
308,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
309,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
310,Wetland,Bareland,NULL,Non_Wetland,NULL
311,Wetland,Bareland,NULL,Non_Wetland,Grassland
312,Wetland,Bareland,NULL,Non_Wetland,Cropland
313,Wetland,Bareland,NULL,Non_Wetland,Wetland
314,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
315,Wetland,Bareland,NULL,Non_Wetland,Bareland
316,Wetland,Bareland,NULL,Non_Wetland,Built-up
317,Wetland,Bareland,NULL,Non_Wetland,Water
318,Wetland,Bareland,NULL,Non_Wetland,Forest
319,Wetland,Bareland,Non_Water,Non_Wetland,NULL
320,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
321,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
322,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
323,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
324,Wetland,Bareland,Non_Water,Non_Wetland,Water
325,Wetland,Bareland,Non_Water,Non_Wetland,Forest
326,Wetland,Bareland,Water,Non_Wetland,Grassland
327,Wetland,Bareland,Water,Non_Wetland,Wetland
328,Wetland,Bareland,Water,Non_Wetland,Bareland
329,Wetland,Bareland,Water,Non_Wetland,Water
330,Wetland,Bareland,Water,Non_Wetland,Forest
331,Wetland,Built-up,NULL,Non_Wetland,NULL
332,Wetland,Built-up,NULL,Non_Wetland,Grassland
333,Wetland,Built-up,NULL,Non_Wetland,Cropland
334,Wetland,Built-up,NULL,Non_Wetland,Wetland
335,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
336,Wetland,Built-up,NULL,Non_Wetland,Bareland
337,Wetland,Built-up,NULL,Non_Wetland,Built-up
338,Wetland,Built-up,NULL,Non_Wetland,Water
339,Wetland,Built-up,NULL,Non_Wetland,Forest
340,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
341,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
342,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
343,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
344,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
345,Wetland,Built-up,Non_Water,Non_Wetland,Water
346,Wetland,Built-up,Non_Water,Non_Wetland,Forest
347,Wetland,Built-up,Water,Non_Wetland,Grassland
348,Wetland,Built-up,Water,Non_Wetland,Wetland
349,Wetland,Built-up,Water,Non_Wetland,Bareland
350,Wetland,Built-up,Water,Non_Wetland,Built-up
351,Wetland,Built-up,Water,Non_Wetland,Water
352,Wetland,Built-up,Water,Non_Wetland,Forest
353,Wetland,Water,NULL,Water,NULL
354,Wetland,Water,NULL,Water,Grassland
355,Wetland,Water,NULL,Water,Wetland
356,Wetland,Water,NULL,Water,Bareland
357,Wetland,Water,NULL,Water,Water
358,Wetland,Water,NULL,Water,Forest
359,Wetland,Water,Non_Water,Water,Grassland
360,Wetland,Water,Non_Water,Water,Wetland
361,Wetland,Water,Non_Water,Water,Water
362,Wetland,Water,Non_Water,Water,Forest
363,Wetland,Water,Water,Water,NULL
364,Wetland,Water,Water,Water,Grassland
365,Wetland,Water,Water,Water,Wetland
366,Wetland,Water,Water,Water,Water
367,Wetland,Water,Water,Water,Forest
368,Wetland,Forest,NULL,Non_Wetland,NULL
369,Wetland,Forest,NULL,Non_Wetland,Grassland
370,Wetland,Forest,NULL,Non_Wetland,Wetland
371,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
372,Wetland,Forest,NULL,Non_Wetland,Bareland
373,Wetland,Forest,NULL,Non_Wetland,Built-up
374,Wetland,Forest,NULL,Non_Wetland,Water
375,Wetland,Forest,NULL,Non_Wetland,Forest
376,Wetland,Forest,Non_Water,Non_Wetland,NULL
377,Wetland,Forest,Non_Water,Non_Wetland,Grassland
378,Wetland,Forest,Non_Water,Non_Wetland,Wetland
379,Wetland,Forest,Non_Water,Non_Wetland,Water
380,Wetland,Forest,Non_Water,Non_Wetland,Forest
381,Wetland,Forest,Water,Non_Wetland,NULL
382,Wetland,Forest,Water,Non_Wetland,Grassland
383,Wetland,Forest,Water,Non_Wetland,Wetland
384,Wetland,Forest,Water,Non_Wetland,Water
385,Wetland,Forest,Water,Non_Wetland,Forest
386,Bareland,NULL,NULL,Non_Wetland,Grassland
387,Bareland,NULL,NULL,Non_Wetland,Bareland
388,Bareland,NULL,NULL,Non_Wetland,Water
389,Bareland,NULL,NULL,Non_Wetland,Forest
390,Bareland,Shrubland,NULL,Non_Wetland,Grassland
391,Bareland,Shrubland,NULL,Non_Wetland,Bareland
392,Bareland,Shrubland,NULL,Non_Wetland,Water
393,Bareland,Shrubland,NULL,Non_Wetland,Forest
394,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
395,Bareland,Grassland,NULL,Non_Wetland,Grassland
396,Bareland,Grassland,NULL,Non_Wetland,Bareland
397,Bareland,Cropland,NULL,Non_Wetland,NULL
398,Bareland,Cropland,NULL,Non_Wetland,Grassland
399,Bareland,Cropland,NULL,Non_Wetland,Wetland
400,Bareland,Cropland,NULL,Non_Wetland,Bareland
401,Bareland,Cropland,NULL,Non_Wetland,Built-up
402,Bareland,Cropland,NULL,Non_Wetland,Forest
403,Bareland,Wetland,NULL,Wetland,NULL
404,Bareland,Wetland,NULL,Wetland,Grassland
405,Bareland,Wetland,NULL,Wetland,Wetland
406,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
407,Bareland,Wetland,NULL,Wetland,Bareland
408,Bareland,Wetland,NULL,Wetland,Built-up
409,Bareland,Wetland,NULL,Wetland,Water
410,Bareland,Wetland,NULL,Wetland,Forest
411,Bareland,Wetland,Non_Water,Wetland,Bareland
412,Bareland,Wetland,Water,Wetland,Water
413,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
414,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
415,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
416,Bareland,Bareland,NULL,Non_Wetland,NULL
417,Bareland,Bareland,NULL,Non_Wetland,Grassland
418,Bareland,Bareland,NULL,Non_Wetland,Cropland
419,Bareland,Bareland,NULL,Non_Wetland,Wetland
420,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
421,Bareland,Bareland,NULL,Non_Wetland,Bareland
422,Bareland,Bareland,NULL,Non_Wetland,Built-up
423,Bareland,Bareland,NULL,Non_Wetland,Water
424,Bareland,Bareland,NULL,Non_Wetland,Forest
425,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
426,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
427,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
428,Bareland,Bareland,Non_Water,Non_Wetland,Water
429,Bareland,Bareland,Water,Non_Wetland,Grassland
430,Bareland,Bareland,Water,Non_Wetland,Bareland
431,Bareland,Bareland,Water,Non_Wetland,Water
432,Bareland,Built-up,NULL,Non_Wetland,Grassland
433,Bareland,Built-up,NULL,Non_Wetland,Wetland
434,Bareland,Built-up,NULL,Non_Wetland,Bareland
435,Bareland,Built-up,NULL,Non_Wetland,Built-up
436,Bareland,Built-up,NULL,Non_Wetland,Water
437,Bareland,Built-up,NULL,Non_Wetland,Forest
438,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
439,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
440,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
441,Bareland,Built-up,Non_Water,Non_Wetland,Water
442,Bareland,Built-up,Water,Non_Wetland,Bareland
443,Bareland,Built-up,Water,Non_Wetland,Water
444,Bareland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
445,Bareland,Water,NULL,Water,Grassland
446,Bareland,Water,NULL,Water,Built-up
447,Bareland,Water,NULL,Water,Water
448,Bareland,Water,Non_Water,Water,Grassland
449,Bareland,Water,Water,Water,Water
450,Bareland,Forest,NULL,Non_Wetland,NULL
451,Bareland,Forest,NULL,Non_Wetland,Grassland
452,Bareland,Forest,NULL,Non_Wetland,Wetland
453,Bareland,Forest,NULL,Non_Wetland,Bareland
454,Bareland,Forest,NULL,Non_Wetland,Water
455,Bareland,Forest,NULL,Non_Wetland,Forest
456,Bareland,Forest,Water,Non_Wetland,Bareland
457,Built-up,NULL,NULL,Non_Wetland,Built-up
458,Built-up,NULL,NULL,Non_Wetland,Forest
459,Built-up,Shrubland,NULL,Non_Wetland,Grassland
460,Built-up,Shrubland,NULL,Non_Wetland,Bareland
461,Built-up,Shrubland,NULL,Non_Wetland,Built-up
462,Built-up,Shrubland,NULL,Non_Wetland,Forest
463,Built-up,Grassland,NULL,Non_Wetland,Grassland
464,Built-up,Grassland,NULL,Non_Wetland,Cropland
465,Built-up,Grassland,NULL,Non_Wetland,Built-up
466,Built-up,Grassland,NULL,Non_Wetland,Forest
467,Built-up,Cropland,NULL,Non_Wetland,Grassland
468,Built-up,Cropland,NULL,Non_Wetland,Wetland
469,Built-up,Cropland,NULL,Non_Wetland,Bareland
470,Built-up,Cropland,NULL,Non_Wetland,Built-up
471,Built-up,Cropland,NULL,Non_Wetland,Forest
472,Built-up,Wetland,NULL,Wetland,NULL
473,Built-up,Wetland,NULL,Wetland,Grassland
474,Built-up,Wetland,NULL,Wetland,Wetland
475,Built-up,Wetland,NULL,Wetland,Bareland
476,Built-up,Wetland,NULL,Wetland,Built-up
477,Built-up,Wetland,NULL,Wetland,Water
478,Built-up,Wetland,NULL,Wetland,Forest
479,Built-up,Wetland,Non_Water,Wetland,Water
480,Built-up,Wetland,Non_Water,Wetland,Forest
481,Built-up,Wetland,Water,Wetland,Water
482,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
