Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VLP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VLP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VLP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VLP_M_R,SIBERIA_2024_WorldCover_2021_44VLP_M_R
268,Wetland,Wetland,Water,Wetland,Water
269,Wetland,Wetland,Water,Wetland,Forest
270,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
271,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
272,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
273,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
274,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
275,Wetland,Bareland,NULL,Non_Wetland,NULL
276,Wetland,Bareland,NULL,Non_Wetland,Grassland
277,Wetland,Bareland,NULL,Non_Wetland,Wetland
278,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
279,Wetland,Bareland,NULL,Non_Wetland,Bareland
280,Wetland,Bareland,NULL,Non_Wetland,Built-up
281,Wetland,Bareland,NULL,Non_Wetland,Water
282,Wetland,Bareland,NULL,Non_Wetland,Forest
283,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
284,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
285,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
286,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
287,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
288,Wetland,Bareland,Non_Water,Non_Wetland,Water
289,Wetland,Bareland,Non_Water,Non_Wetland,Forest
290,Wetland,Bareland,Water,Non_Wetland,NULL
291,Wetland,Bareland,Water,Non_Wetland,Grassland
292,Wetland,Bareland,Water,Non_Wetland,Wetland
293,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
294,Wetland,Bareland,Water,Non_Wetland,Bareland
295,Wetland,Bareland,Water,Non_Wetland,Built-up
296,Wetland,Bareland,Water,Non_Wetland,Water
297,Wetland,Bareland,Water,Non_Wetland,Forest
298,Wetland,Built-up,NULL,Non_Wetland,NULL
299,Wetland,Built-up,NULL,Non_Wetland,Grassland
300,Wetland,Built-up,NULL,Non_Wetland,Wetland
301,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
302,Wetland,Built-up,NULL,Non_Wetland,Bareland
303,Wetland,Built-up,NULL,Non_Wetland,Built-up
304,Wetland,Built-up,NULL,Non_Wetland,Water
305,Wetland,Built-up,NULL,Non_Wetland,Forest
306,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
307,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
308,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
309,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
310,Wetland,Built-up,Water,Non_Wetland,Grassland
311,Wetland,Built-up,Water,Non_Wetland,Wetland
312,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
313,Wetland,Built-up,Water,Non_Wetland,Bareland
314,Wetland,Built-up,Water,Non_Wetland,Built-up
315,Wetland,Built-up,Water,Non_Wetland,Water
316,Wetland,Water,NULL,Water,NULL
317,Wetland,Water,NULL,Water,Grassland
318,Wetland,Water,NULL,Water,Wetland
319,Wetland,Water,NULL,Water,Bareland
320,Wetland,Water,NULL,Water,Water
321,Wetland,Water,NULL,Water,Forest
322,Wetland,Water,Non_Water,Water,NULL
323,Wetland,Water,Non_Water,Water,Grassland
324,Wetland,Water,Non_Water,Water,Wetland
325,Wetland,Water,Non_Water,Water,Water
326,Wetland,Water,Non_Water,Water,Forest
327,Wetland,Water,Water,Water,NULL
328,Wetland,Water,Water,Water,Grassland
329,Wetland,Water,Water,Water,Wetland
330,Wetland,Water,Water,Water,Lichens_and_Mosses
331,Wetland,Water,Water,Water,Bareland
332,Wetland,Water,Water,Water,Water
333,Wetland,Water,Water,Water,Forest
334,Wetland,Forest,NULL,Non_Wetland,NULL
335,Wetland,Forest,NULL,Non_Wetland,Grassland
336,Wetland,Forest,NULL,Non_Wetland,Wetland
337,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
338,Wetland,Forest,NULL,Non_Wetland,Bareland
339,Wetland,Forest,NULL,Non_Wetland,Built-up
340,Wetland,Forest,NULL,Non_Wetland,Water
341,Wetland,Forest,NULL,Non_Wetland,Forest
342,Wetland,Forest,Non_Water,Non_Wetland,NULL
343,Wetland,Forest,Non_Water,Non_Wetland,Grassland
344,Wetland,Forest,Non_Water,Non_Wetland,Wetland
345,Wetland,Forest,Non_Water,Non_Wetland,Bareland
346,Wetland,Forest,Non_Water,Non_Wetland,Water
347,Wetland,Forest,Non_Water,Non_Wetland,Forest
348,Wetland,Forest,Water,Non_Wetland,NULL
349,Wetland,Forest,Water,Non_Wetland,Grassland
350,Wetland,Forest,Water,Non_Wetland,Wetland
351,Wetland,Forest,Water,Non_Wetland,Water
352,Wetland,Forest,Water,Non_Wetland,Forest
353,Bareland,NULL,NULL,Non_Wetland,Wetland
354,Bareland,NULL,NULL,Non_Wetland,Water
355,Bareland,Shrubland,NULL,Non_Wetland,Bareland
356,Bareland,Shrubland,NULL,Non_Wetland,Built-up
357,Bareland,Shrubland,NULL,Non_Wetland,Forest
358,Bareland,Grassland,NULL,Non_Wetland,Grassland
359,Bareland,Grassland,NULL,Non_Wetland,Bareland
360,Bareland,Grassland,NULL,Non_Wetland,Forest
361,Bareland,Wetland,NULL,Wetland,NULL
362,Bareland,Wetland,NULL,Wetland,Grassland
363,Bareland,Wetland,NULL,Wetland,Wetland
364,Bareland,Wetland,NULL,Wetland,Built-up
365,Bareland,Wetland,NULL,Wetland,Water
366,Bareland,Wetland,NULL,Wetland,Forest
367,Bareland,Wetland,Non_Water,Wetland,Bareland
368,Bareland,Wetland,Non_Water,Wetland,Water
369,Bareland,Wetland,Water,Wetland,Bareland
370,Bareland,Wetland,Water,Wetland,Water
371,Bareland,Bareland,NULL,Non_Wetland,Grassland
372,Bareland,Bareland,NULL,Non_Wetland,Wetland
373,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
374,Bareland,Bareland,NULL,Non_Wetland,Bareland
375,Bareland,Bareland,NULL,Non_Wetland,Built-up
376,Bareland,Bareland,NULL,Non_Wetland,Water
377,Bareland,Bareland,NULL,Non_Wetland,Forest
378,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
379,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
380,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
381,Bareland,Bareland,Non_Water,Non_Wetland,Water
382,Bareland,Bareland,Non_Water,Non_Wetland,Forest
383,Bareland,Bareland,Water,Non_Wetland,Bareland
384,Bareland,Bareland,Water,Non_Wetland,Built-up
385,Bareland,Bareland,Water,Non_Wetland,Water
386,Bareland,Bareland,Water,Non_Wetland,Forest
387,Bareland,Built-up,NULL,Non_Wetland,Grassland
388,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
389,Bareland,Built-up,NULL,Non_Wetland,Bareland
390,Bareland,Built-up,NULL,Non_Wetland,Built-up
391,Bareland,Built-up,NULL,Non_Wetland,Water
392,Bareland,Built-up,NULL,Non_Wetland,Forest
393,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
394,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
395,Bareland,Built-up,Non_Water,Non_Wetland,Water
396,Bareland,Built-up,Water,Non_Wetland,Bareland
397,Bareland,Built-up,Water,Non_Wetland,Built-up
398,Bareland,Built-up,Water,Non_Wetland,Forest
399,Bareland,Water,NULL,Water,Wetland
400,Bareland,Water,NULL,Water,Bareland
401,Bareland,Water,NULL,Water,Water
402,Bareland,Water,NULL,Water,Forest
403,Bareland,Water,Non_Water,Water,Bareland
404,Bareland,Water,Non_Water,Water,Water
405,Bareland,Water,Water,Water,Grassland
406,Bareland,Water,Water,Water,Wetland
407,Bareland,Water,Water,Water,Bareland
408,Bareland,Water,Water,Water,Water
409,Bareland,Water,Water,Water,Forest
410,Bareland,Forest,NULL,Non_Wetland,NULL
411,Bareland,Forest,NULL,Non_Wetland,Grassland
412,Bareland,Forest,NULL,Non_Wetland,Wetland
413,Bareland,Forest,NULL,Non_Wetland,Bareland
414,Bareland,Forest,NULL,Non_Wetland,Built-up
415,Bareland,Forest,NULL,Non_Wetland,Water
416,Bareland,Forest,NULL,Non_Wetland,Forest
417,Bareland,Forest,Non_Water,Non_Wetland,Forest
418,Bareland,Forest,Water,Non_Wetland,Grassland
419,Bareland,Forest,Water,Non_Wetland,Water
420,Bareland,Forest,Water,Non_Wetland,Forest
421,Built-up,NULL,NULL,Non_Wetland,Grassland
422,Built-up,NULL,NULL,Non_Wetland,Built-up
423,Built-up,NULL,NULL,Non_Wetland,Forest
424,Built-up,Shrubland,NULL,Non_Wetland,Grassland
425,Built-up,Shrubland,NULL,Non_Wetland,Wetland
426,Built-up,Shrubland,NULL,Non_Wetland,Bareland
427,Built-up,Shrubland,NULL,Non_Wetland,Built-up
428,Built-up,Shrubland,NULL,Non_Wetland,Water
429,Built-up,Shrubland,NULL,Non_Wetland,Forest
430,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
431,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
432,Built-up,Shrubland,Water,Non_Wetland,Grassland
433,Built-up,Shrubland,Water,Non_Wetland,Wetland
434,Built-up,Shrubland,Water,Non_Wetland,Built-up
435,Built-up,Shrubland,Water,Non_Wetland,Forest
436,Built-up,Grassland,NULL,Non_Wetland,Grassland
437,Built-up,Grassland,NULL,Non_Wetland,Wetland
438,Built-up,Grassland,NULL,Non_Wetland,Bareland
439,Built-up,Grassland,NULL,Non_Wetland,Built-up
440,Built-up,Grassland,NULL,Non_Wetland,Forest
441,Built-up,Grassland,Non_Water,Non_Wetland,Forest
442,Built-up,Grassland,Water,Non_Wetland,Wetland
443,Built-up,Grassland,Water,Non_Wetland,Built-up
444,Built-up,Grassland,Water,Non_Wetland,Forest
445,Built-up,Wetland,NULL,Wetland,NULL
446,Built-up,Wetland,NULL,Wetland,Grassland
447,Built-up,Wetland,NULL,Wetland,Wetland
448,Built-up,Wetland,NULL,Wetland,Bareland
449,Built-up,Wetland,NULL,Wetland,Built-up
450,Built-up,Wetland,NULL,Wetland,Forest
451,Built-up,Wetland,Non_Water,Wetland,Wetland
452,Built-up,Wetland,Water,Wetland,Wetland
453,Built-up,Wetland,Water,Wetland,Bareland
454,Built-up,Wetland,Water,Wetland,Built-up
455,Built-up,Wetland,Water,Wetland,Water
456,Built-up,Wetland,Water,Wetland,Forest
457,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
458,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
459,Built-up,Bareland,NULL,Non_Wetland,NULL
460,Built-up,Bareland,NULL,Non_Wetland,Grassland
461,Built-up,Bareland,NULL,Non_Wetland,Cropland
462,Built-up,Bareland,NULL,Non_Wetland,Wetland
463,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
464,Built-up,Bareland,NULL,Non_Wetland,Bareland
465,Built-up,Bareland,NULL,Non_Wetland,Built-up
466,Built-up,Bareland,NULL,Non_Wetland,Water
467,Built-up,Bareland,NULL,Non_Wetland,Forest
468,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
469,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
470,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
471,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
472,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
473,Built-up,Bareland,Non_Water,Non_Wetland,Forest
474,Built-up,Bareland,Water,Non_Wetland,Grassland
475,Built-up,Bareland,Water,Non_Wetland,Wetland
476,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
477,Built-up,Bareland,Water,Non_Wetland,Bareland
478,Built-up,Bareland,Water,Non_Wetland,Built-up
479,Built-up,Bareland,Water,Non_Wetland,Water
480,Built-up,Bareland,Water,Non_Wetland,Forest
481,Built-up,Built-up,NULL,Non_Wetland,Grassland
482,Built-up,Built-up,NULL,Non_Wetland,Wetland
483,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,Built-up,NULL,Non_Wetland,Bareland
485,Built-up,Built-up,NULL,Non_Wetland,Built-up
486,Built-up,Built-up,NULL,Non_Wetland,Water
487,Built-up,Built-up,NULL,Non_Wetland,Forest
488,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
489,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
490,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
