Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,SIBERIA_2024_WorldCover_2021_44WPU_M_R
171,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
172,Wetland,Shrubland,NULL,Non_Wetland,Bareland
173,Wetland,Shrubland,NULL,Non_Wetland,Water
174,Wetland,Shrubland,NULL,Non_Wetland,Forest
175,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
176,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
177,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
178,Wetland,Shrubland,Non_Water,Non_Wetland,Water
179,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
180,Wetland,Shrubland,Water,Non_Wetland,Grassland
181,Wetland,Shrubland,Water,Non_Wetland,Wetland
182,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
183,Wetland,Shrubland,Water,Non_Wetland,Water
184,Wetland,Shrubland,Water,Non_Wetland,Forest
185,Wetland,Grassland,NULL,Non_Wetland,Grassland
186,Wetland,Grassland,NULL,Non_Wetland,Wetland
187,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
188,Wetland,Grassland,NULL,Non_Wetland,Water
189,Wetland,Grassland,NULL,Non_Wetland,Forest
190,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
191,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
192,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
193,Wetland,Grassland,Non_Water,Non_Wetland,Water
194,Wetland,Grassland,Non_Water,Non_Wetland,Forest
195,Wetland,Grassland,Water,Non_Wetland,Grassland
196,Wetland,Grassland,Water,Non_Wetland,Wetland
197,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
198,Wetland,Grassland,Water,Non_Wetland,Water
199,Wetland,Grassland,Water,Non_Wetland,Forest
200,Wetland,Wetland,NULL,Wetland,Grassland
201,Wetland,Wetland,NULL,Wetland,Wetland
202,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
203,Wetland,Wetland,NULL,Wetland,Water
204,Wetland,Wetland,NULL,Wetland,Forest
205,Wetland,Wetland,Non_Water,Wetland,Grassland
206,Wetland,Wetland,Non_Water,Wetland,Wetland
207,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
208,Wetland,Wetland,Non_Water,Wetland,Water
209,Wetland,Wetland,Non_Water,Wetland,Forest
210,Wetland,Wetland,Water,Wetland,Grassland
211,Wetland,Wetland,Water,Wetland,Wetland
212,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
213,Wetland,Wetland,Water,Wetland,Bareland
214,Wetland,Wetland,Water,Wetland,Water
215,Wetland,Wetland,Water,Wetland,Forest
216,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
217,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
218,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
219,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
220,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
221,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
222,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
223,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
224,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
225,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
226,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
227,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
228,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
229,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
230,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
231,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
232,Wetland,Bareland,NULL,Non_Wetland,Grassland
233,Wetland,Bareland,NULL,Non_Wetland,Wetland
234,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
235,Wetland,Bareland,NULL,Non_Wetland,Bareland
236,Wetland,Bareland,NULL,Non_Wetland,Water
237,Wetland,Bareland,NULL,Non_Wetland,Forest
238,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
239,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
240,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
241,Wetland,Bareland,Non_Water,Non_Wetland,Water
242,Wetland,Bareland,Non_Water,Non_Wetland,Forest
243,Wetland,Bareland,Water,Non_Wetland,Grassland
244,Wetland,Bareland,Water,Non_Wetland,Wetland
245,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
246,Wetland,Bareland,Water,Non_Wetland,Water
247,Wetland,Bareland,Water,Non_Wetland,Forest
248,Wetland,Built-up,NULL,Non_Wetland,Grassland
249,Wetland,Built-up,NULL,Non_Wetland,Wetland
250,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
251,Wetland,Built-up,NULL,Non_Wetland,Water
252,Wetland,Built-up,NULL,Non_Wetland,Forest
253,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
254,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
255,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
256,Wetland,Built-up,Non_Water,Non_Wetland,Water
257,Wetland,Built-up,Non_Water,Non_Wetland,Forest
258,Wetland,Built-up,Water,Non_Wetland,Wetland
259,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
260,Wetland,Built-up,Water,Non_Wetland,Water
261,Wetland,Built-up,Water,Non_Wetland,Forest
262,Wetland,Water,NULL,Water,Grassland
263,Wetland,Water,NULL,Water,Wetland
264,Wetland,Water,NULL,Water,Lichens_and_Mosses
265,Wetland,Water,NULL,Water,Water
266,Wetland,Water,NULL,Water,Forest
267,Wetland,Water,Non_Water,Water,Grassland
268,Wetland,Water,Non_Water,Water,Wetland
269,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
270,Wetland,Water,Non_Water,Water,Water
271,Wetland,Water,Non_Water,Water,Forest
272,Wetland,Water,Water,Water,Grassland
273,Wetland,Water,Water,Water,Wetland
274,Wetland,Water,Water,Water,Lichens_and_Mosses
275,Wetland,Water,Water,Water,Bareland
276,Wetland,Water,Water,Water,Water
277,Wetland,Water,Water,Water,Forest
278,Wetland,Forest,NULL,Non_Wetland,Grassland
279,Wetland,Forest,NULL,Non_Wetland,Wetland
280,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
281,Wetland,Forest,NULL,Non_Wetland,Bareland
282,Wetland,Forest,NULL,Non_Wetland,Water
283,Wetland,Forest,NULL,Non_Wetland,Forest
284,Wetland,Forest,Non_Water,Non_Wetland,Grassland
285,Wetland,Forest,Non_Water,Non_Wetland,Wetland
286,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
287,Wetland,Forest,Non_Water,Non_Wetland,Water
288,Wetland,Forest,Non_Water,Non_Wetland,Forest
289,Wetland,Forest,Water,Non_Wetland,Grassland
290,Wetland,Forest,Water,Non_Wetland,Wetland
291,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
292,Wetland,Forest,Water,Non_Wetland,Water
293,Wetland,Forest,Water,Non_Wetland,Forest
294,Bareland,NULL,NULL,Non_Wetland,Wetland
295,Bareland,NULL,NULL,Non_Wetland,Water
296,Bareland,NULL,NULL,Non_Wetland,Forest
297,Bareland,Shrubland,NULL,Non_Wetland,Grassland
298,Bareland,Shrubland,NULL,Non_Wetland,Forest
299,Bareland,Wetland,NULL,Wetland,Wetland
300,Bareland,Wetland,NULL,Wetland,Forest
301,Bareland,Bareland,NULL,Non_Wetland,Wetland
302,Bareland,Bareland,NULL,Non_Wetland,Forest
303,Bareland,Water,NULL,Water,Wetland
304,Bareland,Water,NULL,Water,Water
305,Bareland,Water,Water,Water,Wetland
306,Bareland,Water,Water,Water,Water
307,Bareland,Forest,NULL,Non_Wetland,Grassland
308,Bareland,Forest,NULL,Non_Wetland,Wetland
309,Bareland,Forest,NULL,Non_Wetland,Water
310,Bareland,Forest,NULL,Non_Wetland,Forest
311,Bareland,Forest,Non_Water,Non_Wetland,Forest
312,Bareland,Forest,Water,Non_Wetland,Wetland
313,Bareland,Forest,Water,Non_Wetland,Water
314,Bareland,Forest,Water,Non_Wetland,Forest
315,Built-up,NULL,NULL,Non_Wetland,Wetland
316,Built-up,Shrubland,NULL,Non_Wetland,Wetland
317,Built-up,Wetland,NULL,Wetland,Wetland
318,Built-up,Bareland,NULL,Non_Wetland,Wetland
319,Water,NULL,NULL,Non_Wetland,Grassland
320,Water,NULL,NULL,Non_Wetland,Wetland
321,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
322,Water,NULL,NULL,Non_Wetland,Bareland
323,Water,NULL,NULL,Non_Wetland,Water
324,Water,NULL,NULL,Non_Wetland,Forest
325,Water,NULL,Non_Water,Non_Wetland,Grassland
326,Water,NULL,Non_Water,Non_Wetland,Wetland
327,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
328,Water,NULL,Non_Water,Non_Wetland,Water
329,Water,NULL,Non_Water,Non_Wetland,Forest
330,Water,NULL,Water,Non_Wetland,Grassland
331,Water,NULL,Water,Non_Wetland,Wetland
332,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
333,Water,NULL,Water,Non_Wetland,Bareland
334,Water,NULL,Water,Non_Wetland,Water
335,Water,NULL,Water,Non_Wetland,Forest
336,Water,Shrubland,NULL,Non_Wetland,Grassland
337,Water,Shrubland,NULL,Non_Wetland,Wetland
338,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
339,Water,Shrubland,NULL,Non_Wetland,Water
340,Water,Shrubland,NULL,Non_Wetland,Forest
341,Water,Shrubland,Non_Water,Non_Wetland,Grassland
342,Water,Shrubland,Non_Water,Non_Wetland,Wetland
343,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
344,Water,Shrubland,Non_Water,Non_Wetland,Bareland
345,Water,Shrubland,Non_Water,Non_Wetland,Water
346,Water,Shrubland,Non_Water,Non_Wetland,Forest
347,Water,Shrubland,Water,Non_Wetland,Grassland
348,Water,Shrubland,Water,Non_Wetland,Wetland
349,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
350,Water,Shrubland,Water,Non_Wetland,Bareland
351,Water,Shrubland,Water,Non_Wetland,Water
352,Water,Shrubland,Water,Non_Wetland,Forest
353,Water,Grassland,NULL,Non_Wetland,Grassland
354,Water,Grassland,NULL,Non_Wetland,Wetland
355,Water,Grassland,NULL,Non_Wetland,Water
356,Water,Grassland,NULL,Non_Wetland,Forest
357,Water,Grassland,Non_Water,Non_Wetland,Grassland
358,Water,Grassland,Non_Water,Non_Wetland,Forest
359,Water,Grassland,Water,Non_Wetland,Grassland
360,Water,Grassland,Water,Non_Wetland,Wetland
361,Water,Grassland,Water,Non_Wetland,Water
362,Water,Grassland,Water,Non_Wetland,Forest
363,Water,Wetland,NULL,Wetland,Grassland
364,Water,Wetland,NULL,Wetland,Wetland
365,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
366,Water,Wetland,NULL,Wetland,Water
367,Water,Wetland,NULL,Wetland,Forest
368,Water,Wetland,Non_Water,Wetland,Grassland
369,Water,Wetland,Non_Water,Wetland,Wetland
370,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
371,Water,Wetland,Non_Water,Wetland,Bareland
372,Water,Wetland,Non_Water,Wetland,Water
373,Water,Wetland,Non_Water,Wetland,Forest
374,Water,Wetland,Water,Wetland,Grassland
375,Water,Wetland,Water,Wetland,Wetland
376,Water,Wetland,Water,Wetland,Lichens_and_Mosses
377,Water,Wetland,Water,Wetland,Bareland
378,Water,Wetland,Water,Wetland,Water
379,Water,Wetland,Water,Wetland,Forest
380,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
381,Water,Bareland,NULL,Non_Wetland,Grassland
382,Water,Bareland,NULL,Non_Wetland,Wetland
383,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
384,Water,Bareland,NULL,Non_Wetland,Bareland
385,Water,Bareland,NULL,Non_Wetland,Water
386,Water,Bareland,NULL,Non_Wetland,Forest
387,Water,Bareland,Non_Water,Non_Wetland,Grassland
388,Water,Bareland,Non_Water,Non_Wetland,Wetland
389,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
390,Water,Bareland,Non_Water,Non_Wetland,Water
391,Water,Bareland,Non_Water,Non_Wetland,Forest
392,Water,Bareland,Water,Non_Wetland,Grassland
393,Water,Bareland,Water,Non_Wetland,Wetland
394,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
395,Water,Bareland,Water,Non_Wetland,Water
396,Water,Bareland,Water,Non_Wetland,Forest
397,Water,Built-up,NULL,Non_Wetland,Grassland
398,Water,Built-up,NULL,Non_Wetland,Wetland
399,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
400,Water,Built-up,NULL,Non_Wetland,Water
401,Water,Built-up,NULL,Non_Wetland,Forest
402,Water,Built-up,Non_Water,Non_Wetland,Water
403,Water,Built-up,Water,Non_Wetland,Wetland
404,Water,Built-up,Water,Non_Wetland,Water
405,Water,Water,NULL,Water,Grassland
406,Water,Water,NULL,Water,Wetland
407,Water,Water,NULL,Water,Lichens_and_Mosses
408,Water,Water,NULL,Water,Bareland
409,Water,Water,NULL,Water,Water
410,Water,Water,NULL,Water,Forest
411,Water,Water,Non_Water,Water,Grassland
412,Water,Water,Non_Water,Water,Wetland
413,Water,Water,Non_Water,Water,Lichens_and_Mosses
414,Water,Water,Non_Water,Water,Bareland
415,Water,Water,Non_Water,Water,Water
416,Water,Water,Non_Water,Water,Forest
417,Water,Water,Water,Water,Grassland
418,Water,Water,Water,Water,Wetland
419,Water,Water,Water,Water,Lichens_and_Mosses
420,Water,Water,Water,Water,Bareland
421,Water,Water,Water,Water,Water
422,Water,Water,Water,Water,Forest
423,Water,Forest,NULL,Non_Wetland,Grassland
424,Water,Forest,NULL,Non_Wetland,Wetland
425,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
426,Water,Forest,NULL,Non_Wetland,Bareland
427,Water,Forest,NULL,Non_Wetland,Water
428,Water,Forest,NULL,Non_Wetland,Forest
429,Water,Forest,Non_Water,Non_Wetland,Grassland
430,Water,Forest,Non_Water,Non_Wetland,Wetland
431,Water,Forest,Non_Water,Non_Wetland,Water
432,Water,Forest,Non_Water,Non_Wetland,Forest
433,Water,Forest,Water,Non_Wetland,Grassland
434,Water,Forest,Water,Non_Wetland,Wetland
435,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
436,Water,Forest,Water,Non_Wetland,Bareland
437,Water,Forest,Water,Non_Wetland,Water
438,Water,Forest,Water,Non_Wetland,Forest
439,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
440,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
441,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
442,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
443,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
444,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
445,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
446,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
447,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
448,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
449,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
450,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
451,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
452,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
453,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
454,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
455,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
456,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
457,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
458,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
459,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
460,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
461,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
462,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
463,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
464,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
465,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
466,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
467,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
468,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
469,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
470,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
471,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
472,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
473,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
474,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
