Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFR_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFR_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFR_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFR_M_R,SIBERIA_2024_WorldCover_2021_43WFR_M_R
170,Wetland,NULL,Water,Non_Wetland,Grassland
171,Wetland,NULL,Water,Non_Wetland,Wetland
172,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
173,Wetland,NULL,Water,Non_Wetland,Bareland
174,Wetland,NULL,Water,Non_Wetland,Water
175,Wetland,NULL,Water,Non_Wetland,Forest
176,Wetland,Shrubland,NULL,Non_Wetland,NULL
177,Wetland,Shrubland,NULL,Non_Wetland,Grassland
178,Wetland,Shrubland,NULL,Non_Wetland,Wetland
179,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
180,Wetland,Shrubland,NULL,Non_Wetland,Bareland
181,Wetland,Shrubland,NULL,Non_Wetland,Water
182,Wetland,Shrubland,NULL,Non_Wetland,Forest
183,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
184,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
185,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
186,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
187,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
188,Wetland,Shrubland,Non_Water,Non_Wetland,Water
189,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
190,Wetland,Shrubland,Water,Non_Wetland,Grassland
191,Wetland,Shrubland,Water,Non_Wetland,Wetland
192,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
193,Wetland,Shrubland,Water,Non_Wetland,Bareland
194,Wetland,Shrubland,Water,Non_Wetland,Water
195,Wetland,Shrubland,Water,Non_Wetland,Forest
196,Wetland,Grassland,NULL,Non_Wetland,Grassland
197,Wetland,Grassland,NULL,Non_Wetland,Wetland
198,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
199,Wetland,Grassland,NULL,Non_Wetland,Bareland
200,Wetland,Grassland,NULL,Non_Wetland,Water
201,Wetland,Grassland,NULL,Non_Wetland,Forest
202,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
203,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
204,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
205,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
206,Wetland,Grassland,Non_Water,Non_Wetland,Water
207,Wetland,Grassland,Non_Water,Non_Wetland,Forest
208,Wetland,Grassland,Water,Non_Wetland,Grassland
209,Wetland,Grassland,Water,Non_Wetland,Wetland
210,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
211,Wetland,Grassland,Water,Non_Wetland,Bareland
212,Wetland,Grassland,Water,Non_Wetland,Water
213,Wetland,Grassland,Water,Non_Wetland,Forest
214,Wetland,Wetland,NULL,NULL,Grassland
215,Wetland,Wetland,NULL,NULL,Wetland
216,Wetland,Wetland,NULL,NULL,Water
217,Wetland,Wetland,NULL,Wetland,Grassland
218,Wetland,Wetland,NULL,Wetland,Wetland
219,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
220,Wetland,Wetland,NULL,Wetland,Bareland
221,Wetland,Wetland,NULL,Wetland,Water
222,Wetland,Wetland,NULL,Wetland,Forest
223,Wetland,Wetland,Non_Water,NULL,Wetland
224,Wetland,Wetland,Non_Water,NULL,Water
225,Wetland,Wetland,Non_Water,NULL,Forest
226,Wetland,Wetland,Non_Water,Wetland,Grassland
227,Wetland,Wetland,Non_Water,Wetland,Wetland
228,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
229,Wetland,Wetland,Non_Water,Wetland,Bareland
230,Wetland,Wetland,Non_Water,Wetland,Water
231,Wetland,Wetland,Non_Water,Wetland,Forest
232,Wetland,Wetland,Water,NULL,Wetland
233,Wetland,Wetland,Water,NULL,Water
234,Wetland,Wetland,Water,Wetland,NULL
235,Wetland,Wetland,Water,Wetland,Grassland
236,Wetland,Wetland,Water,Wetland,Wetland
237,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
238,Wetland,Wetland,Water,Wetland,Bareland
239,Wetland,Wetland,Water,Wetland,Water
240,Wetland,Wetland,Water,Wetland,Forest
241,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
242,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
243,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
244,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
245,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
246,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
247,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
248,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
249,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
250,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
251,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
252,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
253,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
254,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
255,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
256,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
257,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
258,Wetland,Bareland,NULL,Non_Wetland,Grassland
259,Wetland,Bareland,NULL,Non_Wetland,Wetland
260,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
261,Wetland,Bareland,NULL,Non_Wetland,Bareland
262,Wetland,Bareland,NULL,Non_Wetland,Water
263,Wetland,Bareland,NULL,Non_Wetland,Forest
264,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
265,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
266,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
267,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
268,Wetland,Bareland,Non_Water,Non_Wetland,Water
269,Wetland,Bareland,Non_Water,Non_Wetland,Forest
270,Wetland,Bareland,Water,Non_Wetland,Grassland
271,Wetland,Bareland,Water,Non_Wetland,Wetland
272,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
273,Wetland,Bareland,Water,Non_Wetland,Bareland
274,Wetland,Bareland,Water,Non_Wetland,Water
275,Wetland,Bareland,Water,Non_Wetland,Forest
276,Wetland,Built-up,NULL,Non_Wetland,Grassland
277,Wetland,Built-up,NULL,Non_Wetland,Wetland
278,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
279,Wetland,Built-up,NULL,Non_Wetland,Bareland
280,Wetland,Built-up,NULL,Non_Wetland,Water
281,Wetland,Built-up,NULL,Non_Wetland,Forest
282,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
283,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
284,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
285,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
286,Wetland,Built-up,Non_Water,Non_Wetland,Water
287,Wetland,Built-up,Non_Water,Non_Wetland,Forest
288,Wetland,Built-up,Water,Non_Wetland,Grassland
289,Wetland,Built-up,Water,Non_Wetland,Wetland
290,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
291,Wetland,Built-up,Water,Non_Wetland,Bareland
292,Wetland,Built-up,Water,Non_Wetland,Water
293,Wetland,Water,NULL,NULL,Wetland
294,Wetland,Water,NULL,NULL,Water
295,Wetland,Water,NULL,Water,Grassland
296,Wetland,Water,NULL,Water,Wetland
297,Wetland,Water,NULL,Water,Lichens_and_Mosses
298,Wetland,Water,NULL,Water,Bareland
299,Wetland,Water,NULL,Water,Water
300,Wetland,Water,NULL,Water,Forest
301,Wetland,Water,Non_Water,NULL,Wetland
302,Wetland,Water,Non_Water,NULL,Water
303,Wetland,Water,Non_Water,Water,Grassland
304,Wetland,Water,Non_Water,Water,Wetland
305,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
306,Wetland,Water,Non_Water,Water,Bareland
307,Wetland,Water,Non_Water,Water,Water
308,Wetland,Water,Non_Water,Water,Forest
309,Wetland,Water,Water,NULL,Grassland
310,Wetland,Water,Water,NULL,Wetland
311,Wetland,Water,Water,NULL,Water
312,Wetland,Water,Water,NULL,Forest
313,Wetland,Water,Water,Water,NULL
314,Wetland,Water,Water,Water,Grassland
315,Wetland,Water,Water,Water,Wetland
316,Wetland,Water,Water,Water,Lichens_and_Mosses
317,Wetland,Water,Water,Water,Bareland
318,Wetland,Water,Water,Water,Water
319,Wetland,Water,Water,Water,Forest
320,Wetland,Forest,NULL,Non_Wetland,NULL
321,Wetland,Forest,NULL,Non_Wetland,Grassland
322,Wetland,Forest,NULL,Non_Wetland,Wetland
323,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
324,Wetland,Forest,NULL,Non_Wetland,Bareland
325,Wetland,Forest,NULL,Non_Wetland,Water
326,Wetland,Forest,NULL,Non_Wetland,Forest
327,Wetland,Forest,Non_Water,Non_Wetland,NULL
328,Wetland,Forest,Non_Water,Non_Wetland,Grassland
329,Wetland,Forest,Non_Water,Non_Wetland,Wetland
330,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
331,Wetland,Forest,Non_Water,Non_Wetland,Bareland
332,Wetland,Forest,Non_Water,Non_Wetland,Water
333,Wetland,Forest,Non_Water,Non_Wetland,Forest
334,Wetland,Forest,Water,Non_Wetland,Grassland
335,Wetland,Forest,Water,Non_Wetland,Wetland
336,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
337,Wetland,Forest,Water,Non_Wetland,Bareland
338,Wetland,Forest,Water,Non_Wetland,Water
339,Wetland,Forest,Water,Non_Wetland,Forest
340,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
341,Bareland,NULL,Water,Non_Wetland,Wetland
342,Bareland,Shrubland,NULL,Non_Wetland,Wetland
343,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
344,Bareland,Shrubland,NULL,Non_Wetland,Bareland
345,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
346,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
347,Bareland,Shrubland,Water,Non_Wetland,Wetland
348,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
349,Bareland,Shrubland,Water,Non_Wetland,Bareland
350,Bareland,Shrubland,Water,Non_Wetland,Water
351,Bareland,Grassland,NULL,Non_Wetland,Wetland
352,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
353,Bareland,Grassland,NULL,Non_Wetland,Bareland
354,Bareland,Grassland,NULL,Non_Wetland,Water
355,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
356,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
357,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
358,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
359,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
360,Bareland,Grassland,Water,Non_Wetland,Bareland
361,Bareland,Wetland,NULL,Wetland,Grassland
362,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
363,Bareland,Wetland,NULL,Wetland,Bareland
364,Bareland,Wetland,NULL,Wetland,Water
365,Bareland,Wetland,NULL,Wetland,Forest
366,Bareland,Wetland,Non_Water,Wetland,Grassland
367,Bareland,Wetland,Non_Water,Wetland,Wetland
368,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
369,Bareland,Wetland,Non_Water,Wetland,Bareland
370,Bareland,Wetland,Non_Water,Wetland,Water
371,Bareland,Wetland,Water,NULL,Wetland
372,Bareland,Wetland,Water,Wetland,Grassland
373,Bareland,Wetland,Water,Wetland,Wetland
374,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
375,Bareland,Wetland,Water,Wetland,Bareland
376,Bareland,Wetland,Water,Wetland,Water
377,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
378,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
379,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
380,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
381,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
382,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
383,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
384,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
385,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
386,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
387,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
388,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
389,Bareland,Bareland,NULL,Non_Wetland,Grassland
390,Bareland,Bareland,NULL,Non_Wetland,Wetland
391,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
392,Bareland,Bareland,NULL,Non_Wetland,Bareland
393,Bareland,Bareland,NULL,Non_Wetland,Built-up
394,Bareland,Bareland,NULL,Non_Wetland,Water
395,Bareland,Bareland,NULL,Non_Wetland,Forest
396,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
397,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
398,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
399,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
400,Bareland,Bareland,Non_Water,Non_Wetland,Water
401,Bareland,Bareland,Water,Non_Wetland,Grassland
402,Bareland,Bareland,Water,Non_Wetland,Wetland
403,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
404,Bareland,Bareland,Water,Non_Wetland,Bareland
405,Bareland,Bareland,Water,Non_Wetland,Water
406,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
407,Bareland,Built-up,NULL,Non_Wetland,Bareland
408,Bareland,Built-up,NULL,Non_Wetland,Built-up
409,Bareland,Built-up,NULL,Non_Wetland,Water
410,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
411,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
412,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
413,Bareland,Built-up,Water,Non_Wetland,Grassland
414,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
415,Bareland,Built-up,Water,Non_Wetland,Bareland
416,Bareland,Built-up,Water,Non_Wetland,Built-up
417,Bareland,Built-up,Water,Non_Wetland,Water
418,Bareland,Water,NULL,Water,Lichens_and_Mosses
419,Bareland,Water,NULL,Water,Bareland
420,Bareland,Water,NULL,Water,Water
421,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
422,Bareland,Water,Non_Water,Water,Bareland
423,Bareland,Water,Non_Water,Water,Water
424,Bareland,Water,Water,NULL,Wetland
425,Bareland,Water,Water,NULL,Water
426,Bareland,Water,Water,Water,Grassland
427,Bareland,Water,Water,Water,Wetland
428,Bareland,Water,Water,Water,Lichens_and_Mosses
429,Bareland,Water,Water,Water,Bareland
430,Bareland,Water,Water,Water,Water
431,Bareland,Forest,NULL,Non_Wetland,Grassland
432,Bareland,Forest,NULL,Non_Wetland,Wetland
433,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
434,Bareland,Forest,NULL,Non_Wetland,Bareland
435,Bareland,Forest,NULL,Non_Wetland,Water
436,Bareland,Forest,Non_Water,Non_Wetland,Wetland
437,Bareland,Forest,Water,Non_Wetland,Wetland
438,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
439,Bareland,Forest,Water,Non_Wetland,Bareland
440,Bareland,Forest,Water,Non_Wetland,Water
441,Built-up,Shrubland,NULL,Non_Wetland,Grassland
442,Built-up,Shrubland,NULL,Non_Wetland,Wetland
443,Built-up,Shrubland,NULL,Non_Wetland,Built-up
444,Built-up,Shrubland,NULL,Non_Wetland,Forest
445,Built-up,Grassland,NULL,Non_Wetland,Grassland
446,Built-up,Grassland,NULL,Non_Wetland,Wetland
447,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
448,Built-up,Grassland,NULL,Non_Wetland,Bareland
449,Built-up,Grassland,NULL,Non_Wetland,Built-up
450,Built-up,Grassland,NULL,Non_Wetland,Water
451,Built-up,Grassland,NULL,Non_Wetland,Forest
452,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
453,Built-up,Wetland,NULL,Wetland,Grassland
454,Built-up,Wetland,NULL,Wetland,Wetland
455,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
456,Built-up,Wetland,NULL,Wetland,Bareland
457,Built-up,Wetland,NULL,Wetland,Built-up
458,Built-up,Wetland,NULL,Wetland,Water
459,Built-up,Wetland,NULL,Wetland,Forest
460,Built-up,Wetland,Non_Water,Wetland,Wetland
461,Built-up,Wetland,Water,Wetland,Water
462,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
463,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
464,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
465,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
466,Built-up,Bareland,NULL,Non_Wetland,Grassland
467,Built-up,Bareland,NULL,Non_Wetland,Wetland
468,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
469,Built-up,Bareland,NULL,Non_Wetland,Bareland
470,Built-up,Bareland,NULL,Non_Wetland,Built-up
