Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPM_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPM_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPM_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPM_M_R,SIBERIA_2024_WorldCover_2021_41WPM_M_R
262,Wetland,Water,NULL,Water,Wetland
263,Wetland,Water,NULL,Water,Water
264,Wetland,Water,NULL,Water,Forest
265,Wetland,Water,Non_Water,Water,NULL
266,Wetland,Water,Non_Water,Water,Grassland
267,Wetland,Water,Non_Water,Water,Wetland
268,Wetland,Water,Non_Water,Water,Bareland
269,Wetland,Water,Non_Water,Water,Water
270,Wetland,Water,Non_Water,Water,Forest
271,Wetland,Water,Water,Water,NULL
272,Wetland,Water,Water,Water,Grassland
273,Wetland,Water,Water,Water,Wetland
274,Wetland,Water,Water,Water,Water
275,Wetland,Water,Water,Water,Forest
276,Wetland,Forest,NULL,Non_Wetland,NULL
277,Wetland,Forest,NULL,Non_Wetland,Grassland
278,Wetland,Forest,NULL,Non_Wetland,Cropland
279,Wetland,Forest,NULL,Non_Wetland,Wetland
280,Wetland,Forest,NULL,Non_Wetland,Built-up
281,Wetland,Forest,NULL,Non_Wetland,Water
282,Wetland,Forest,NULL,Non_Wetland,Forest
283,Wetland,Forest,Non_Water,Non_Wetland,NULL
284,Wetland,Forest,Non_Water,Non_Wetland,Grassland
285,Wetland,Forest,Non_Water,Non_Wetland,Wetland
286,Wetland,Forest,Non_Water,Non_Wetland,Water
287,Wetland,Forest,Non_Water,Non_Wetland,Forest
288,Wetland,Forest,Water,Non_Wetland,NULL
289,Wetland,Forest,Water,Non_Wetland,Grassland
290,Wetland,Forest,Water,Non_Wetland,Wetland
291,Wetland,Forest,Water,Non_Wetland,Water
292,Wetland,Forest,Water,Non_Wetland,Forest
293,Bareland,NULL,NULL,Non_Wetland,Forest
294,Bareland,Shrubland,NULL,Non_Wetland,Forest
295,Bareland,Wetland,NULL,Wetland,NULL
296,Bareland,Wetland,NULL,Wetland,Wetland
297,Bareland,Wetland,NULL,Wetland,Water
298,Bareland,Wetland,NULL,Wetland,Forest
299,Bareland,Wetland,Non_Water,Wetland,Grassland
300,Bareland,Wetland,Water,Wetland,Wetland
301,Bareland,Wetland,Water,Wetland,Bareland
302,Bareland,Wetland,Water,Wetland,Water
303,Bareland,Bareland,NULL,Non_Wetland,Grassland
304,Bareland,Bareland,NULL,Non_Wetland,Water
305,Bareland,Bareland,NULL,Non_Wetland,Forest
306,Bareland,Bareland,Water,Non_Wetland,Grassland
307,Bareland,Bareland,Water,Non_Wetland,Bareland
308,Bareland,Bareland,Water,Non_Wetland,Water
309,Bareland,Built-up,NULL,Non_Wetland,Forest
310,Bareland,Water,Water,Water,NULL
311,Bareland,Water,Water,Water,Water
312,Bareland,Forest,NULL,Non_Wetland,Grassland
313,Bareland,Forest,NULL,Non_Wetland,Wetland
314,Bareland,Forest,NULL,Non_Wetland,Built-up
315,Bareland,Forest,NULL,Non_Wetland,Water
316,Bareland,Forest,NULL,Non_Wetland,Forest
317,Bareland,Forest,Water,Non_Wetland,Forest
318,Built-up,NULL,NULL,Non_Wetland,Grassland
319,Built-up,NULL,NULL,Non_Wetland,Forest
320,Built-up,Shrubland,NULL,Non_Wetland,Grassland
321,Built-up,Shrubland,NULL,Non_Wetland,Wetland
322,Built-up,Shrubland,NULL,Non_Wetland,Built-up
323,Built-up,Shrubland,NULL,Non_Wetland,Forest
324,Built-up,Grassland,NULL,Non_Wetland,Grassland
325,Built-up,Grassland,NULL,Non_Wetland,Built-up
326,Built-up,Grassland,NULL,Non_Wetland,Forest
327,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
328,Built-up,Cropland,NULL,Non_Wetland,Grassland
329,Built-up,Cropland,NULL,Non_Wetland,Wetland
330,Built-up,Cropland,NULL,Non_Wetland,Built-up
331,Built-up,Cropland,NULL,Non_Wetland,Forest
332,Built-up,Wetland,NULL,Wetland,Grassland
333,Built-up,Wetland,NULL,Wetland,Wetland
334,Built-up,Wetland,NULL,Wetland,Built-up
335,Built-up,Wetland,NULL,Wetland,Forest
336,Built-up,Wetland,Non_Water,Wetland,Grassland
337,Built-up,Wetland,Non_Water,Wetland,Wetland
338,Built-up,Wetland,Non_Water,Wetland,Forest
339,Built-up,Wetland,Water,Wetland,Bareland
340,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
341,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
342,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
343,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
344,Built-up,Bareland,NULL,Non_Wetland,Grassland
345,Built-up,Bareland,NULL,Non_Wetland,Wetland
346,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
347,Built-up,Bareland,NULL,Non_Wetland,Bareland
348,Built-up,Bareland,NULL,Non_Wetland,Built-up
349,Built-up,Bareland,NULL,Non_Wetland,Forest
350,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
351,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
352,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
353,Built-up,Bareland,Non_Water,Non_Wetland,Forest
354,Built-up,Bareland,Water,Non_Wetland,Forest
355,Built-up,Built-up,NULL,Non_Wetland,Grassland
356,Built-up,Built-up,NULL,Non_Wetland,Wetland
357,Built-up,Built-up,NULL,Non_Wetland,Bareland
358,Built-up,Built-up,NULL,Non_Wetland,Built-up
359,Built-up,Built-up,NULL,Non_Wetland,Forest
360,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
361,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
362,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
363,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
364,Built-up,Built-up,Non_Water,Non_Wetland,Water
365,Built-up,Built-up,Non_Water,Non_Wetland,Forest
366,Built-up,Built-up,Water,Non_Wetland,Grassland
367,Built-up,Built-up,Water,Non_Wetland,Bareland
368,Built-up,Built-up,Water,Non_Wetland,Built-up
369,Built-up,Built-up,Water,Non_Wetland,Water
370,Built-up,Water,Water,Water,Water
371,Built-up,Forest,NULL,Non_Wetland,Grassland
372,Built-up,Forest,NULL,Non_Wetland,Wetland
373,Built-up,Forest,NULL,Non_Wetland,Built-up
374,Built-up,Forest,NULL,Non_Wetland,Forest
375,Built-up,Forest,Non_Water,Non_Wetland,Grassland
376,Built-up,Forest,Non_Water,Non_Wetland,Wetland
377,Built-up,Forest,Water,Non_Wetland,Grassland
378,Water,NULL,NULL,Non_Wetland,NULL
379,Water,NULL,NULL,Non_Wetland,Grassland
380,Water,NULL,NULL,Non_Wetland,Wetland
381,Water,NULL,NULL,Non_Wetland,Water
382,Water,NULL,NULL,Non_Wetland,Forest
383,Water,NULL,Non_Water,Non_Wetland,Grassland
384,Water,NULL,Non_Water,Non_Wetland,Wetland
385,Water,NULL,Non_Water,Non_Wetland,Water
386,Water,NULL,Non_Water,Non_Wetland,Forest
387,Water,NULL,Water,Non_Wetland,Grassland
388,Water,NULL,Water,Non_Wetland,Wetland
389,Water,NULL,Water,Non_Wetland,Water
390,Water,NULL,Water,Non_Wetland,Forest
391,Water,Shrubland,NULL,Non_Wetland,Grassland
392,Water,Shrubland,NULL,Non_Wetland,Wetland
393,Water,Shrubland,NULL,Non_Wetland,Bareland
394,Water,Shrubland,NULL,Non_Wetland,Water
395,Water,Shrubland,NULL,Non_Wetland,Forest
396,Water,Shrubland,Non_Water,Non_Wetland,Grassland
397,Water,Shrubland,Non_Water,Non_Wetland,Wetland
398,Water,Shrubland,Non_Water,Non_Wetland,Bareland
399,Water,Shrubland,Non_Water,Non_Wetland,Water
400,Water,Shrubland,Non_Water,Non_Wetland,Forest
401,Water,Shrubland,Water,Non_Wetland,Grassland
402,Water,Shrubland,Water,Non_Wetland,Wetland
403,Water,Shrubland,Water,Non_Wetland,Water
404,Water,Shrubland,Water,Non_Wetland,Forest
405,Water,Grassland,NULL,Non_Wetland,Grassland
406,Water,Grassland,NULL,Non_Wetland,Wetland
407,Water,Grassland,NULL,Non_Wetland,Water
408,Water,Grassland,NULL,Non_Wetland,Forest
409,Water,Grassland,Non_Water,Non_Wetland,Grassland
410,Water,Grassland,Non_Water,Non_Wetland,Wetland
411,Water,Grassland,Water,Non_Wetland,Grassland
412,Water,Grassland,Water,Non_Wetland,Wetland
413,Water,Cropland,NULL,Non_Wetland,Grassland
414,Water,Cropland,NULL,Non_Wetland,Wetland
415,Water,Cropland,NULL,Non_Wetland,Bareland
416,Water,Cropland,NULL,Non_Wetland,Water
417,Water,Cropland,NULL,Non_Wetland,Forest
418,Water,Cropland,Non_Water,Non_Wetland,Grassland
419,Water,Cropland,Non_Water,Non_Wetland,Wetland
420,Water,Cropland,Non_Water,Non_Wetland,Water
421,Water,Cropland,Water,Non_Wetland,Grassland
422,Water,Cropland,Water,Non_Wetland,Wetland
423,Water,Cropland,Water,Non_Wetland,Water
424,Water,Wetland,NULL,Wetland,NULL
425,Water,Wetland,NULL,Wetland,Grassland
426,Water,Wetland,NULL,Wetland,Wetland
427,Water,Wetland,NULL,Wetland,Bareland
428,Water,Wetland,NULL,Wetland,Water
429,Water,Wetland,NULL,Wetland,Forest
430,Water,Wetland,Non_Water,Wetland,Grassland
431,Water,Wetland,Non_Water,Wetland,Cropland
432,Water,Wetland,Non_Water,Wetland,Wetland
433,Water,Wetland,Non_Water,Wetland,Bareland
434,Water,Wetland,Non_Water,Wetland,Built-up
435,Water,Wetland,Non_Water,Wetland,Water
436,Water,Wetland,Non_Water,Wetland,Forest
437,Water,Wetland,Water,Wetland,NULL
438,Water,Wetland,Water,Wetland,Grassland
439,Water,Wetland,Water,Wetland,Cropland
440,Water,Wetland,Water,Wetland,Wetland
441,Water,Wetland,Water,Wetland,Bareland
442,Water,Wetland,Water,Wetland,Built-up
443,Water,Wetland,Water,Wetland,Water
444,Water,Wetland,Water,Wetland,Forest
445,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
446,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
447,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
448,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
449,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
450,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
451,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
452,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
453,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
454,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
455,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
456,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
457,Water,Bareland,NULL,Non_Wetland,Grassland
458,Water,Bareland,NULL,Non_Wetland,Cropland
459,Water,Bareland,NULL,Non_Wetland,Wetland
460,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
461,Water,Bareland,NULL,Non_Wetland,Bareland
462,Water,Bareland,NULL,Non_Wetland,Built-up
463,Water,Bareland,NULL,Non_Wetland,Water
464,Water,Bareland,NULL,Non_Wetland,Forest
465,Water,Bareland,Non_Water,Non_Wetland,Grassland
466,Water,Bareland,Non_Water,Non_Wetland,Wetland
467,Water,Bareland,Non_Water,Non_Wetland,Bareland
468,Water,Bareland,Non_Water,Non_Wetland,Built-up
469,Water,Bareland,Non_Water,Non_Wetland,Water
470,Water,Bareland,Non_Water,Non_Wetland,Forest
471,Water,Bareland,Water,Non_Wetland,Grassland
472,Water,Bareland,Water,Non_Wetland,Wetland
473,Water,Bareland,Water,Non_Wetland,Bareland
474,Water,Bareland,Water,Non_Wetland,Built-up
475,Water,Bareland,Water,Non_Wetland,Water
476,Water,Bareland,Water,Non_Wetland,Forest
477,Water,Built-up,NULL,Non_Wetland,Grassland
478,Water,Built-up,NULL,Non_Wetland,Wetland
479,Water,Built-up,NULL,Non_Wetland,Bareland
480,Water,Built-up,NULL,Non_Wetland,Built-up
481,Water,Built-up,Non_Water,Non_Wetland,Grassland
482,Water,Built-up,Non_Water,Non_Wetland,Wetland
483,Water,Built-up,Non_Water,Non_Wetland,Bareland
484,Water,Built-up,Non_Water,Non_Wetland,Built-up
485,Water,Built-up,Non_Water,Non_Wetland,Water
486,Water,Built-up,Non_Water,Non_Wetland,Forest
487,Water,Built-up,Water,Non_Wetland,Grassland
488,Water,Built-up,Water,Non_Wetland,Wetland
489,Water,Built-up,Water,Non_Wetland,Bareland
490,Water,Built-up,Water,Non_Wetland,Built-up
491,Water,Built-up,Water,Non_Wetland,Water
