Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_WorldCover_2021_42VUQ_M_R
263,Wetland,Cropland,NULL,Non_Wetland,Wetland
264,Wetland,Cropland,NULL,Non_Wetland,Bareland
265,Wetland,Cropland,NULL,Non_Wetland,Built-up
266,Wetland,Cropland,NULL,Non_Wetland,Water
267,Wetland,Cropland,NULL,Non_Wetland,Forest
268,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
269,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
270,Wetland,Cropland,Non_Water,Non_Wetland,Water
271,Wetland,Cropland,Water,Non_Wetland,Grassland
272,Wetland,Cropland,Water,Non_Wetland,Wetland
273,Wetland,Cropland,Water,Non_Wetland,Water
274,Wetland,Cropland,Water,Non_Wetland,Forest
275,Wetland,Wetland,NULL,Wetland,NULL
276,Wetland,Wetland,NULL,Wetland,Grassland
277,Wetland,Wetland,NULL,Wetland,Cropland
278,Wetland,Wetland,NULL,Wetland,Wetland
279,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
280,Wetland,Wetland,NULL,Wetland,Bareland
281,Wetland,Wetland,NULL,Wetland,Built-up
282,Wetland,Wetland,NULL,Wetland,Water
283,Wetland,Wetland,NULL,Wetland,Forest
284,Wetland,Wetland,Non_Water,Wetland,NULL
285,Wetland,Wetland,Non_Water,Wetland,Grassland
286,Wetland,Wetland,Non_Water,Wetland,Cropland
287,Wetland,Wetland,Non_Water,Wetland,Wetland
288,Wetland,Wetland,Non_Water,Wetland,Bareland
289,Wetland,Wetland,Non_Water,Wetland,Built-up
290,Wetland,Wetland,Non_Water,Wetland,Water
291,Wetland,Wetland,Non_Water,Wetland,Forest
292,Wetland,Wetland,Water,Wetland,NULL
293,Wetland,Wetland,Water,Wetland,Grassland
294,Wetland,Wetland,Water,Wetland,Cropland
295,Wetland,Wetland,Water,Wetland,Wetland
296,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
297,Wetland,Wetland,Water,Wetland,Bareland
298,Wetland,Wetland,Water,Wetland,Water
299,Wetland,Wetland,Water,Wetland,Forest
300,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
301,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
302,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
303,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
304,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
305,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
306,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
307,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
308,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
309,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
310,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
311,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
312,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
313,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
314,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
315,Wetland,Bareland,NULL,Non_Wetland,NULL
316,Wetland,Bareland,NULL,Non_Wetland,Grassland
317,Wetland,Bareland,NULL,Non_Wetland,Wetland
318,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
319,Wetland,Bareland,NULL,Non_Wetland,Bareland
320,Wetland,Bareland,NULL,Non_Wetland,Built-up
321,Wetland,Bareland,NULL,Non_Wetland,Water
322,Wetland,Bareland,NULL,Non_Wetland,Forest
323,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
324,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
325,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
326,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
327,Wetland,Bareland,Non_Water,Non_Wetland,Water
328,Wetland,Bareland,Non_Water,Non_Wetland,Forest
329,Wetland,Bareland,Water,Non_Wetland,Grassland
330,Wetland,Bareland,Water,Non_Wetland,Wetland
331,Wetland,Bareland,Water,Non_Wetland,Bareland
332,Wetland,Bareland,Water,Non_Wetland,Built-up
333,Wetland,Bareland,Water,Non_Wetland,Water
334,Wetland,Bareland,Water,Non_Wetland,Forest
335,Wetland,Built-up,NULL,Non_Wetland,Grassland
336,Wetland,Built-up,NULL,Non_Wetland,Wetland
337,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
338,Wetland,Built-up,NULL,Non_Wetland,Bareland
339,Wetland,Built-up,NULL,Non_Wetland,Built-up
340,Wetland,Built-up,NULL,Non_Wetland,Water
341,Wetland,Built-up,NULL,Non_Wetland,Forest
342,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
343,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
344,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
345,Wetland,Built-up,Non_Water,Non_Wetland,Water
346,Wetland,Built-up,Non_Water,Non_Wetland,Forest
347,Wetland,Built-up,Water,Non_Wetland,Grassland
348,Wetland,Built-up,Water,Non_Wetland,Bareland
349,Wetland,Built-up,Water,Non_Wetland,Built-up
350,Wetland,Built-up,Water,Non_Wetland,Water
351,Wetland,Water,NULL,Water,NULL
352,Wetland,Water,NULL,Water,Grassland
353,Wetland,Water,NULL,Water,Wetland
354,Wetland,Water,NULL,Water,Water
355,Wetland,Water,NULL,Water,Forest
356,Wetland,Water,Non_Water,Water,Grassland
357,Wetland,Water,Non_Water,Water,Wetland
358,Wetland,Water,Non_Water,Water,Water
359,Wetland,Water,Non_Water,Water,Forest
360,Wetland,Water,Water,Water,NULL
361,Wetland,Water,Water,Water,Grassland
362,Wetland,Water,Water,Water,Wetland
363,Wetland,Water,Water,Water,Water
364,Wetland,Water,Water,Water,Forest
365,Wetland,Forest,NULL,Non_Wetland,NULL
366,Wetland,Forest,NULL,Non_Wetland,Grassland
367,Wetland,Forest,NULL,Non_Wetland,Wetland
368,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
369,Wetland,Forest,NULL,Non_Wetland,Bareland
370,Wetland,Forest,NULL,Non_Wetland,Built-up
371,Wetland,Forest,NULL,Non_Wetland,Water
372,Wetland,Forest,NULL,Non_Wetland,Forest
373,Wetland,Forest,Non_Water,Non_Wetland,Grassland
374,Wetland,Forest,Non_Water,Non_Wetland,Cropland
375,Wetland,Forest,Non_Water,Non_Wetland,Wetland
376,Wetland,Forest,Non_Water,Non_Wetland,Water
377,Wetland,Forest,Non_Water,Non_Wetland,Forest
378,Wetland,Forest,Water,Non_Wetland,NULL
379,Wetland,Forest,Water,Non_Wetland,Grassland
380,Wetland,Forest,Water,Non_Wetland,Wetland
381,Wetland,Forest,Water,Non_Wetland,Water
382,Wetland,Forest,Water,Non_Wetland,Forest
383,Bareland,NULL,NULL,Non_Wetland,Grassland
384,Bareland,NULL,NULL,Non_Wetland,Bareland
385,Bareland,NULL,NULL,Non_Wetland,Forest
386,Bareland,NULL,Water,Non_Wetland,Forest
387,Bareland,Shrubland,NULL,Non_Wetland,Grassland
388,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
389,Bareland,Shrubland,NULL,Non_Wetland,Bareland
390,Bareland,Shrubland,NULL,Non_Wetland,Built-up
391,Bareland,Shrubland,NULL,Non_Wetland,Forest
392,Bareland,Grassland,NULL,Non_Wetland,Grassland
393,Bareland,Grassland,NULL,Non_Wetland,Built-up
394,Bareland,Grassland,NULL,Non_Wetland,Water
395,Bareland,Grassland,NULL,Non_Wetland,Forest
396,Bareland,Cropland,NULL,Non_Wetland,Grassland
397,Bareland,Cropland,NULL,Non_Wetland,Wetland
398,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
399,Bareland,Cropland,NULL,Non_Wetland,Bareland
400,Bareland,Cropland,NULL,Non_Wetland,Built-up
401,Bareland,Cropland,NULL,Non_Wetland,Water
402,Bareland,Cropland,NULL,Non_Wetland,Forest
403,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
404,Bareland,Cropland,Water,Non_Wetland,Water
405,Bareland,Wetland,NULL,Wetland,Grassland
406,Bareland,Wetland,NULL,Wetland,Wetland
407,Bareland,Wetland,NULL,Wetland,Bareland
408,Bareland,Wetland,NULL,Wetland,Built-up
409,Bareland,Wetland,NULL,Wetland,Water
410,Bareland,Wetland,NULL,Wetland,Forest
411,Bareland,Wetland,Non_Water,Wetland,Bareland
412,Bareland,Wetland,Non_Water,Wetland,Water
413,Bareland,Wetland,Water,Wetland,Grassland
414,Bareland,Wetland,Water,Wetland,Bareland
415,Bareland,Wetland,Water,Wetland,Water
416,Bareland,Wetland,Water,Wetland,Forest
417,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
418,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
419,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
420,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
421,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
422,Bareland,Bareland,NULL,Non_Wetland,Grassland
423,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
424,Bareland,Bareland,NULL,Non_Wetland,Bareland
425,Bareland,Bareland,NULL,Non_Wetland,Built-up
426,Bareland,Bareland,NULL,Non_Wetland,Water
427,Bareland,Bareland,NULL,Non_Wetland,Forest
428,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
429,Bareland,Bareland,Water,Non_Wetland,Grassland
430,Bareland,Bareland,Water,Non_Wetland,Bareland
431,Bareland,Bareland,Water,Non_Wetland,Water
432,Bareland,Bareland,Water,Non_Wetland,Forest
433,Bareland,Built-up,NULL,Non_Wetland,Grassland
434,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
435,Bareland,Built-up,NULL,Non_Wetland,Bareland
436,Bareland,Built-up,NULL,Non_Wetland,Built-up
437,Bareland,Built-up,NULL,Non_Wetland,Water
438,Bareland,Built-up,NULL,Non_Wetland,Forest
439,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
440,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
441,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
442,Bareland,Built-up,Non_Water,Non_Wetland,Water
443,Bareland,Built-up,Water,Non_Wetland,Bareland
444,Bareland,Built-up,Water,Non_Wetland,Built-up
445,Bareland,Water,NULL,Water,Grassland
446,Bareland,Water,NULL,Water,Bareland
447,Bareland,Water,NULL,Water,Forest
448,Bareland,Water,Non_Water,Water,Bareland
449,Bareland,Water,Water,Water,Water
450,Bareland,Water,Water,Water,Forest
451,Bareland,Forest,NULL,Non_Wetland,Grassland
452,Bareland,Forest,NULL,Non_Wetland,Wetland
453,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
454,Bareland,Forest,NULL,Non_Wetland,Bareland
455,Bareland,Forest,NULL,Non_Wetland,Built-up
456,Bareland,Forest,NULL,Non_Wetland,Water
457,Bareland,Forest,NULL,Non_Wetland,Forest
458,Bareland,Forest,Non_Water,Non_Wetland,Water
459,Bareland,Forest,Water,Non_Wetland,Water
460,Bareland,Forest,Water,Non_Wetland,Forest
461,Built-up,NULL,NULL,Non_Wetland,Grassland
462,Built-up,NULL,NULL,Non_Wetland,Wetland
463,Built-up,NULL,NULL,Non_Wetland,Bareland
464,Built-up,NULL,NULL,Non_Wetland,Built-up
465,Built-up,NULL,NULL,Non_Wetland,Water
466,Built-up,NULL,NULL,Non_Wetland,Forest
467,Built-up,NULL,Water,Non_Wetland,Forest
468,Built-up,Shrubland,NULL,Non_Wetland,Grassland
469,Built-up,Shrubland,NULL,Non_Wetland,Cropland
470,Built-up,Shrubland,NULL,Non_Wetland,Wetland
471,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
472,Built-up,Shrubland,NULL,Non_Wetland,Bareland
473,Built-up,Shrubland,NULL,Non_Wetland,Built-up
474,Built-up,Shrubland,NULL,Non_Wetland,Water
475,Built-up,Shrubland,NULL,Non_Wetland,Forest
476,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
477,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
478,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
479,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
480,Built-up,Shrubland,Water,Non_Wetland,Grassland
481,Built-up,Shrubland,Water,Non_Wetland,Forest
