Value,SIBERIA_2024_ESA_CALU_2024_43WFQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_WorldCover_2021_43WFQ_M_R
411,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
412,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
413,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
414,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
415,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
416,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
417,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
418,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
419,NULL,Bareland,Bareland,Water,Non_Wetland,Water
420,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
421,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
422,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
423,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
424,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
425,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
426,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
427,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
428,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
429,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
430,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
431,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
432,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
433,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
434,NULL,Bareland,Built-up,Water,Non_Wetland,Water
435,NULL,Bareland,Water,NULL,Water,Grassland
436,NULL,Bareland,Water,NULL,Water,Wetland
437,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
438,NULL,Bareland,Water,NULL,Water,Bareland
439,NULL,Bareland,Water,Non_Water,Water,Grassland
440,NULL,Bareland,Water,Non_Water,Water,Wetland
441,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
442,NULL,Bareland,Water,Non_Water,Water,Bareland
443,NULL,Bareland,Water,Non_Water,Water,Water
444,NULL,Bareland,Water,Water,NULL,Wetland
445,NULL,Bareland,Water,Water,NULL,Water
446,NULL,Bareland,Water,Water,Water,Grassland
447,NULL,Bareland,Water,Water,Water,Wetland
448,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
449,NULL,Bareland,Water,Water,Water,Bareland
450,NULL,Bareland,Water,Water,Water,Water
451,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
452,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
453,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
454,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
455,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
456,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
457,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
458,NULL,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
459,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
460,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
461,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
462,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
464,NULL,Bareland,Forest,Water,Non_Wetland,Water
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
472,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
473,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
474,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
475,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
483,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
484,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
485,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
486,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
487,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland
488,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
489,NULL,Built-up,Wetland,NULL,Wetland,Grassland
490,NULL,Built-up,Wetland,NULL,Wetland,Wetland
491,NULL,Built-up,Wetland,NULL,Wetland,Water
492,NULL,Built-up,Wetland,NULL,Wetland,Forest
493,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
494,NULL,Built-up,Wetland,Water,Wetland,Grassland
495,NULL,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
496,NULL,Built-up,Wetland,Water,Wetland,Water
497,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
498,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
499,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
500,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
501,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
502,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
503,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
504,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
505,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
506,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
507,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
508,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
509,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
510,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
511,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
512,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
513,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
514,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
515,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
516,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
517,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
518,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
519,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
520,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
521,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
522,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
523,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
524,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
525,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
526,NULL,Built-up,Bareland,Water,Non_Wetland,Water
527,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
528,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
529,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
530,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
531,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
532,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
535,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
536,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
537,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
538,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
539,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
540,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
541,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
542,NULL,Built-up,Built-up,Water,Non_Wetland,Water
543,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
544,NULL,Built-up,Water,NULL,Water,Grassland
545,NULL,Built-up,Water,NULL,Water,Wetland
546,NULL,Built-up,Water,NULL,Water,Lichens_and_Mosses
547,NULL,Built-up,Water,NULL,Water,Bareland
548,NULL,Built-up,Water,NULL,Water,Built-up
549,NULL,Built-up,Water,NULL,Water,Water
550,NULL,Built-up,Water,NULL,Water,Forest
551,NULL,Built-up,Water,Non_Water,Water,Grassland
552,NULL,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
553,NULL,Built-up,Water,Non_Water,Water,Bareland
554,NULL,Built-up,Water,Water,Water,Built-up
555,NULL,Built-up,Water,Water,Water,Water
556,NULL,Built-up,Water,Water,Water,Forest
557,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
558,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
559,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
560,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
561,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
562,NULL,Built-up,Forest,NULL,Non_Wetland,Water
563,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
564,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
565,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
566,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
567,NULL,Built-up,Forest,Water,Non_Wetland,Wetland
568,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
569,NULL,Built-up,Forest,Water,Non_Wetland,Water
570,NULL,Water,NULL,NULL,Non_Wetland,Grassland
571,NULL,Water,NULL,NULL,Non_Wetland,Wetland
572,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
573,NULL,Water,NULL,NULL,Non_Wetland,Water
574,NULL,Water,NULL,NULL,Non_Wetland,Forest
575,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
576,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
577,NULL,Water,NULL,Non_Water,Non_Wetland,Water
578,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
579,NULL,Water,NULL,Water,Non_Wetland,Grassland
580,NULL,Water,NULL,Water,Non_Wetland,Wetland
581,NULL,Water,NULL,Water,Non_Wetland,Water
582,NULL,Water,NULL,Water,Non_Wetland,Forest
583,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
584,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
585,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
586,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
587,NULL,Water,Shrubland,NULL,Non_Wetland,Water
588,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
589,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
590,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
591,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
592,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
593,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
594,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
595,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
597,NULL,Water,Shrubland,Water,Non_Wetland,Water
598,NULL,Water,Shrubland,Water,Non_Wetland,Forest
599,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
600,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
601,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
602,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
603,NULL,Water,Grassland,NULL,Non_Wetland,Water
604,NULL,Water,Grassland,NULL,Non_Wetland,Forest
605,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
606,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
607,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
608,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
609,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
610,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
611,NULL,Water,Grassland,Water,Non_Wetland,Grassland
612,NULL,Water,Grassland,Water,Non_Wetland,Wetland
613,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
614,NULL,Water,Grassland,Water,Non_Wetland,Bareland
615,NULL,Water,Grassland,Water,Non_Wetland,Water
616,NULL,Water,Grassland,Water,Non_Wetland,Forest
617,NULL,Water,Wetland,NULL,Wetland,Grassland
618,NULL,Water,Wetland,NULL,Wetland,Wetland
619,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
620,NULL,Water,Wetland,NULL,Wetland,Bareland
621,NULL,Water,Wetland,NULL,Wetland,Water
622,NULL,Water,Wetland,NULL,Wetland,Forest
623,NULL,Water,Wetland,Non_Water,NULL,Wetland
624,NULL,Water,Wetland,Non_Water,NULL,Water
625,NULL,Water,Wetland,Non_Water,Wetland,Grassland
626,NULL,Water,Wetland,Non_Water,Wetland,Wetland
627,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
628,NULL,Water,Wetland,Non_Water,Wetland,Bareland
629,NULL,Water,Wetland,Non_Water,Wetland,Water
630,NULL,Water,Wetland,Non_Water,Wetland,Forest
631,NULL,Water,Wetland,Water,NULL,Wetland
632,NULL,Water,Wetland,Water,NULL,Water
633,NULL,Water,Wetland,Water,Wetland,Grassland
634,NULL,Water,Wetland,Water,Wetland,Wetland
635,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
636,NULL,Water,Wetland,Water,Wetland,Bareland
637,NULL,Water,Wetland,Water,Wetland,Water
638,NULL,Water,Wetland,Water,Wetland,Forest
639,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
640,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
641,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
642,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
643,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
644,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
645,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
646,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
647,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
648,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
649,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
650,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
651,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
652,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
653,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
654,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
655,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
656,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
657,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
658,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
659,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
660,NULL,Water,Bareland,NULL,Non_Wetland,Water
661,NULL,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
662,NULL,Water,Bareland,NULL,Non_Wetland,Forest
663,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
664,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
665,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
666,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
667,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
668,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
669,NULL,Water,Bareland,Water,Non_Wetland,Grassland
670,NULL,Water,Bareland,Water,Non_Wetland,Wetland
671,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
672,NULL,Water,Bareland,Water,Non_Wetland,Bareland
673,NULL,Water,Bareland,Water,Non_Wetland,Water
674,NULL,Water,Bareland,Water,Non_Wetland,Forest
675,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
676,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
677,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
678,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
679,NULL,Water,Built-up,NULL,Non_Wetland,Water
680,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
681,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
682,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
683,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
684,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
685,NULL,Water,Built-up,Water,Non_Wetland,Grassland
686,NULL,Water,Built-up,Water,Non_Wetland,Wetland
687,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
688,NULL,Water,Built-up,Water,Non_Wetland,Bareland
689,NULL,Water,Built-up,Water,Non_Wetland,Water
690,NULL,Water,Water,NULL,Water,NULL
691,NULL,Water,Water,NULL,Water,Grassland
692,NULL,Water,Water,NULL,Water,Wetland
693,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
694,NULL,Water,Water,NULL,Water,Bareland
695,NULL,Water,Water,NULL,Water,Water
696,NULL,Water,Water,NULL,Water,Forest
697,NULL,Water,Water,Non_Water,NULL,Wetland
698,NULL,Water,Water,Non_Water,NULL,Water
699,NULL,Water,Water,Non_Water,Water,Grassland
700,NULL,Water,Water,Non_Water,Water,Wetland
701,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
702,NULL,Water,Water,Non_Water,Water,Bareland
703,NULL,Water,Water,Non_Water,Water,Water
704,NULL,Water,Water,Non_Water,Water,Forest
705,NULL,Water,Water,Water,NULL,Wetland
706,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
707,NULL,Water,Water,Water,NULL,Water
708,NULL,Water,Water,Water,NULL,Forest
709,NULL,Water,Water,Water,Water,Grassland
710,NULL,Water,Water,Water,Water,Wetland
711,NULL,Water,Water,Water,Water,Lichens_and_Mosses
712,NULL,Water,Water,Water,Water,Bareland
713,NULL,Water,Water,Water,Water,Water
714,NULL,Water,Water,Water,Water,Forest
715,NULL,Water,Forest,NULL,Non_Wetland,NULL
716,NULL,Water,Forest,NULL,Non_Wetland,Grassland
717,NULL,Water,Forest,NULL,Non_Wetland,Wetland
718,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
719,NULL,Water,Forest,NULL,Non_Wetland,Bareland
720,NULL,Water,Forest,NULL,Non_Wetland,Water
721,NULL,Water,Forest,NULL,Non_Wetland,Forest
722,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
723,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
724,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
725,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
726,NULL,Water,Forest,Non_Water,Non_Wetland,Water
727,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
728,NULL,Water,Forest,Water,Non_Wetland,Grassland
729,NULL,Water,Forest,Water,Non_Wetland,Wetland
730,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
731,NULL,Water,Forest,Water,Non_Wetland,Bareland
732,NULL,Water,Forest,Water,Non_Wetland,Water
733,NULL,Water,Forest,Water,Non_Wetland,Forest
734,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
735,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
736,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
737,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
738,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
739,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
740,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
741,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
742,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
743,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
744,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
745,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
747,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
748,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
749,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
750,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
751,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
752,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
753,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
754,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
755,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
756,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
757,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
758,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
759,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
760,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
761,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
762,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
763,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
764,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
765,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
766,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
767,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
768,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
769,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
770,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
771,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
772,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
773,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
774,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
775,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
776,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
777,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
778,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
779,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
780,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
781,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
782,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
783,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
784,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
785,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
786,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
787,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
788,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
789,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
790,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
791,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
792,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
793,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
794,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
795,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
796,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
797,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
798,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
799,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
800,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
801,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
802,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
803,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
804,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
805,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
806,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
807,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
808,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
809,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
810,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
811,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
812,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
813,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
814,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
815,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
