Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,SIBERIA_2024_WorldCover_2021_42WWU_M_R
257,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
258,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
259,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
260,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
261,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
262,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
263,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
264,Wetland,Bareland,NULL,Non_Wetland,Grassland
265,Wetland,Bareland,NULL,Non_Wetland,Wetland
266,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
267,Wetland,Bareland,NULL,Non_Wetland,Bareland
268,Wetland,Bareland,NULL,Non_Wetland,Built-up
269,Wetland,Bareland,NULL,Non_Wetland,Water
270,Wetland,Bareland,NULL,Non_Wetland,Forest
271,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
272,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
273,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
274,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
275,Wetland,Bareland,Non_Water,Non_Wetland,Water
276,Wetland,Bareland,Non_Water,Non_Wetland,Forest
277,Wetland,Bareland,Water,Non_Wetland,Grassland
278,Wetland,Bareland,Water,Non_Wetland,Wetland
279,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
280,Wetland,Bareland,Water,Non_Wetland,Bareland
281,Wetland,Bareland,Water,Non_Wetland,Water
282,Wetland,Bareland,Water,Non_Wetland,Forest
283,Wetland,Built-up,NULL,Non_Wetland,Grassland
284,Wetland,Built-up,NULL,Non_Wetland,Wetland
285,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
286,Wetland,Built-up,NULL,Non_Wetland,Bareland
287,Wetland,Built-up,NULL,Non_Wetland,Built-up
288,Wetland,Built-up,NULL,Non_Wetland,Forest
289,Wetland,Built-up,Non_Water,Non_Wetland,Forest
290,Wetland,Water,NULL,NULL,Grassland
291,Wetland,Water,NULL,NULL,Wetland
292,Wetland,Water,NULL,NULL,Water
293,Wetland,Water,NULL,NULL,Forest
294,Wetland,Water,NULL,Water,Grassland
295,Wetland,Water,NULL,Water,Wetland
296,Wetland,Water,NULL,Water,Lichens_and_Mosses
297,Wetland,Water,NULL,Water,Bareland
298,Wetland,Water,NULL,Water,Built-up
299,Wetland,Water,NULL,Water,Water
300,Wetland,Water,NULL,Water,Forest
301,Wetland,Water,Non_Water,NULL,Wetland
302,Wetland,Water,Non_Water,NULL,Water
303,Wetland,Water,Non_Water,NULL,Forest
304,Wetland,Water,Non_Water,Water,Grassland
305,Wetland,Water,Non_Water,Water,Wetland
306,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
307,Wetland,Water,Non_Water,Water,Water
308,Wetland,Water,Non_Water,Water,Forest
309,Wetland,Water,Water,NULL,Grassland
310,Wetland,Water,Water,NULL,Wetland
311,Wetland,Water,Water,NULL,Water
312,Wetland,Water,Water,NULL,Forest
313,Wetland,Water,Water,Water,Grassland
314,Wetland,Water,Water,Water,Wetland
315,Wetland,Water,Water,Water,Lichens_and_Mosses
316,Wetland,Water,Water,Water,Bareland
317,Wetland,Water,Water,Water,Water
318,Wetland,Water,Water,Water,Forest
319,Wetland,Forest,NULL,Non_Wetland,NULL
320,Wetland,Forest,NULL,Non_Wetland,Grassland
321,Wetland,Forest,NULL,Non_Wetland,Wetland
322,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
323,Wetland,Forest,NULL,Non_Wetland,Bareland
324,Wetland,Forest,NULL,Non_Wetland,Built-up
325,Wetland,Forest,NULL,Non_Wetland,Water
326,Wetland,Forest,NULL,Non_Wetland,Forest
327,Wetland,Forest,Non_Water,Non_Wetland,Grassland
328,Wetland,Forest,Non_Water,Non_Wetland,Wetland
329,Wetland,Forest,Non_Water,Non_Wetland,Bareland
330,Wetland,Forest,Non_Water,Non_Wetland,Water
331,Wetland,Forest,Non_Water,Non_Wetland,Forest
332,Wetland,Forest,Water,Non_Wetland,Grassland
333,Wetland,Forest,Water,Non_Wetland,Wetland
334,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
335,Wetland,Forest,Water,Non_Wetland,Bareland
336,Wetland,Forest,Water,Non_Wetland,Water
337,Wetland,Forest,Water,Non_Wetland,Forest
338,Bareland,Shrubland,NULL,Non_Wetland,Bareland
339,Bareland,Shrubland,NULL,Non_Wetland,Built-up
340,Bareland,Grassland,NULL,Non_Wetland,Grassland
341,Bareland,Grassland,NULL,Non_Wetland,Bareland
342,Bareland,Grassland,NULL,Non_Wetland,Built-up
343,Bareland,Grassland,NULL,Non_Wetland,Water
344,Bareland,Grassland,NULL,Non_Wetland,Forest
345,Bareland,Wetland,NULL,Wetland,Grassland
346,Bareland,Wetland,NULL,Wetland,Wetland
347,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
348,Bareland,Wetland,NULL,Wetland,Water
349,Bareland,Wetland,NULL,Wetland,Forest
350,Bareland,Wetland,Non_Water,Wetland,Wetland
351,Bareland,Wetland,Non_Water,Wetland,Water
352,Bareland,Wetland,Water,Wetland,Wetland
353,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
354,Bareland,Wetland,Water,Wetland,Bareland
355,Bareland,Wetland,Water,Wetland,Water
356,Bareland,Wetland,Water,Wetland,Forest
357,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
358,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
359,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
360,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
361,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
362,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
363,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
364,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
365,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
366,Bareland,Bareland,NULL,Non_Wetland,Grassland
367,Bareland,Bareland,NULL,Non_Wetland,Wetland
368,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
369,Bareland,Bareland,NULL,Non_Wetland,Bareland
370,Bareland,Bareland,NULL,Non_Wetland,Built-up
371,Bareland,Bareland,NULL,Non_Wetland,Water
372,Bareland,Bareland,NULL,Non_Wetland,Forest
373,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
374,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
375,Bareland,Bareland,Non_Water,Non_Wetland,Water
376,Bareland,Bareland,Water,Non_Wetland,Grassland
377,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
378,Bareland,Bareland,Water,Non_Wetland,Bareland
379,Bareland,Bareland,Water,Non_Wetland,Water
380,Bareland,Built-up,NULL,Non_Wetland,Grassland
381,Bareland,Built-up,NULL,Non_Wetland,Bareland
382,Bareland,Built-up,NULL,Non_Wetland,Built-up
383,Bareland,Built-up,NULL,Non_Wetland,Water
384,Bareland,Built-up,NULL,Non_Wetland,Forest
385,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
386,Bareland,Built-up,Water,Non_Wetland,Built-up
387,Bareland,Water,NULL,NULL,Wetland
388,Bareland,Water,NULL,Water,Wetland
389,Bareland,Water,NULL,Water,Lichens_and_Mosses
390,Bareland,Water,NULL,Water,Bareland
391,Bareland,Water,NULL,Water,Forest
392,Bareland,Water,Non_Water,Water,Wetland
393,Bareland,Water,Non_Water,Water,Water
394,Bareland,Water,Water,NULL,Water
395,Bareland,Water,Water,Water,Wetland
396,Bareland,Water,Water,Water,Water
397,Bareland,Water,Water,Water,Forest
398,Bareland,Forest,NULL,Non_Wetland,Grassland
399,Bareland,Forest,NULL,Non_Wetland,Wetland
400,Bareland,Forest,NULL,Non_Wetland,Bareland
401,Bareland,Forest,NULL,Non_Wetland,Forest
402,Bareland,Forest,Non_Water,Non_Wetland,Forest
403,Built-up,Shrubland,NULL,Non_Wetland,Wetland
404,Built-up,Shrubland,NULL,Non_Wetland,Built-up
405,Built-up,Shrubland,NULL,Non_Wetland,Forest
406,Built-up,Grassland,NULL,Non_Wetland,Grassland
407,Built-up,Grassland,NULL,Non_Wetland,Wetland
408,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
409,Built-up,Grassland,NULL,Non_Wetland,Bareland
410,Built-up,Grassland,NULL,Non_Wetland,Built-up
411,Built-up,Grassland,NULL,Non_Wetland,Forest
412,Built-up,Wetland,NULL,Wetland,Grassland
413,Built-up,Wetland,NULL,Wetland,Built-up
414,Built-up,Wetland,NULL,Wetland,Forest
415,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
416,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
417,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
418,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
419,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
420,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
421,Built-up,Bareland,NULL,Non_Wetland,Grassland
422,Built-up,Bareland,NULL,Non_Wetland,Wetland
423,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
424,Built-up,Bareland,NULL,Non_Wetland,Bareland
425,Built-up,Bareland,NULL,Non_Wetland,Built-up
426,Built-up,Bareland,NULL,Non_Wetland,Water
427,Built-up,Bareland,NULL,Non_Wetland,Forest
428,Built-up,Bareland,Non_Water,Non_Wetland,Forest
429,Built-up,Bareland,Water,Non_Wetland,Bareland
430,Built-up,Bareland,Water,Non_Wetland,Forest
431,Built-up,Built-up,NULL,Non_Wetland,Grassland
432,Built-up,Built-up,NULL,Non_Wetland,Wetland
433,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
434,Built-up,Built-up,NULL,Non_Wetland,Bareland
435,Built-up,Built-up,NULL,Non_Wetland,Built-up
436,Built-up,Built-up,NULL,Non_Wetland,Forest
437,Built-up,Built-up,Water,Non_Wetland,Bareland
438,Built-up,Built-up,Water,Non_Wetland,Built-up
439,Built-up,Water,NULL,Water,Built-up
440,Built-up,Forest,NULL,Non_Wetland,Grassland
441,Built-up,Forest,NULL,Non_Wetland,Wetland
442,Built-up,Forest,NULL,Non_Wetland,Bareland
443,Built-up,Forest,NULL,Non_Wetland,Built-up
444,Built-up,Forest,NULL,Non_Wetland,Forest
445,Water,NULL,NULL,Non_Wetland,Grassland
446,Water,NULL,NULL,Non_Wetland,Wetland
447,Water,NULL,NULL,Non_Wetland,Bareland
448,Water,NULL,NULL,Non_Wetland,Water
449,Water,NULL,NULL,Non_Wetland,Forest
450,Water,NULL,Non_Water,Non_Wetland,Grassland
451,Water,NULL,Non_Water,Non_Wetland,Wetland
452,Water,NULL,Non_Water,Non_Wetland,Water
453,Water,NULL,Non_Water,Non_Wetland,Forest
454,Water,NULL,Water,Non_Wetland,Grassland
455,Water,NULL,Water,Non_Wetland,Wetland
456,Water,NULL,Water,Non_Wetland,Water
457,Water,NULL,Water,Non_Wetland,Forest
458,Water,Shrubland,NULL,Non_Wetland,Grassland
459,Water,Shrubland,NULL,Non_Wetland,Wetland
460,Water,Shrubland,NULL,Non_Wetland,Built-up
461,Water,Shrubland,NULL,Non_Wetland,Water
462,Water,Shrubland,NULL,Non_Wetland,Forest
463,Water,Shrubland,Non_Water,Non_Wetland,Grassland
464,Water,Shrubland,Non_Water,Non_Wetland,Wetland
465,Water,Shrubland,Non_Water,Non_Wetland,Water
466,Water,Shrubland,Non_Water,Non_Wetland,Forest
467,Water,Shrubland,Water,Non_Wetland,Grassland
468,Water,Shrubland,Water,Non_Wetland,Wetland
469,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
470,Water,Shrubland,Water,Non_Wetland,Water
471,Water,Shrubland,Water,Non_Wetland,Forest
472,Water,Grassland,NULL,Non_Wetland,Grassland
473,Water,Grassland,NULL,Non_Wetland,Wetland
474,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
475,Water,Grassland,NULL,Non_Wetland,Bareland
476,Water,Grassland,NULL,Non_Wetland,Water
477,Water,Grassland,NULL,Non_Wetland,Forest
478,Water,Grassland,Non_Water,Non_Wetland,Grassland
