Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWG_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWG_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWG_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWG_M_R,SIBERIA_2024_WorldCover_2021_45VWG_M_R
261,Wetland,Built-up,NULL,Non_Wetland,Grassland
262,Wetland,Built-up,NULL,Non_Wetland,Wetland
263,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
264,Wetland,Built-up,NULL,Non_Wetland,Bareland
265,Wetland,Built-up,NULL,Non_Wetland,Water
266,Wetland,Built-up,NULL,Non_Wetland,Forest
267,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
268,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
269,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
270,Wetland,Built-up,Non_Water,Non_Wetland,Forest
271,Wetland,Built-up,Water,Non_Wetland,Grassland
272,Wetland,Built-up,Water,Non_Wetland,Wetland
273,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
274,Wetland,Built-up,Water,Non_Wetland,Water
275,Wetland,Built-up,Water,Non_Wetland,Forest
276,Wetland,Water,NULL,Water,NULL
277,Wetland,Water,NULL,Water,Grassland
278,Wetland,Water,NULL,Water,Wetland
279,Wetland,Water,NULL,Water,Lichens_and_Mosses
280,Wetland,Water,NULL,Water,Water
281,Wetland,Water,NULL,Water,Forest
282,Wetland,Water,Non_Water,Water,Grassland
283,Wetland,Water,Non_Water,Water,Wetland
284,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
285,Wetland,Water,Non_Water,Water,Water
286,Wetland,Water,Non_Water,Water,Forest
287,Wetland,Water,Water,Water,NULL
288,Wetland,Water,Water,Water,Grassland
289,Wetland,Water,Water,Water,Wetland
290,Wetland,Water,Water,Water,Lichens_and_Mosses
291,Wetland,Water,Water,Water,Bareland
292,Wetland,Water,Water,Water,Water
293,Wetland,Water,Water,Water,Forest
294,Wetland,Forest,NULL,Non_Wetland,NULL
295,Wetland,Forest,NULL,Non_Wetland,Grassland
296,Wetland,Forest,NULL,Non_Wetland,Wetland
297,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
298,Wetland,Forest,NULL,Non_Wetland,Bareland
299,Wetland,Forest,NULL,Non_Wetland,Water
300,Wetland,Forest,NULL,Non_Wetland,Forest
301,Wetland,Forest,Non_Water,Non_Wetland,NULL
302,Wetland,Forest,Non_Water,Non_Wetland,Grassland
303,Wetland,Forest,Non_Water,Non_Wetland,Wetland
304,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
305,Wetland,Forest,Non_Water,Non_Wetland,Water
306,Wetland,Forest,Non_Water,Non_Wetland,Forest
307,Wetland,Forest,Water,Non_Wetland,Grassland
308,Wetland,Forest,Water,Non_Wetland,Wetland
309,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
310,Wetland,Forest,Water,Non_Wetland,Water
311,Wetland,Forest,Water,Non_Wetland,Forest
312,Bareland,NULL,NULL,Non_Wetland,Water
313,Bareland,NULL,NULL,Non_Wetland,Forest
314,Bareland,NULL,Non_Water,Non_Wetland,Forest
315,Bareland,NULL,Water,Non_Wetland,Lichens_and_Mosses
316,Bareland,NULL,Water,Non_Wetland,Bareland
317,Bareland,NULL,Water,Non_Wetland,Water
318,Bareland,Shrubland,NULL,Non_Wetland,Grassland
319,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
320,Bareland,Shrubland,NULL,Non_Wetland,Bareland
321,Bareland,Shrubland,NULL,Non_Wetland,Water
322,Bareland,Shrubland,NULL,Non_Wetland,Forest
323,Bareland,Shrubland,Water,Non_Wetland,Grassland
324,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
325,Bareland,Shrubland,Water,Non_Wetland,Bareland
326,Bareland,Shrubland,Water,Non_Wetland,Water
327,Bareland,Grassland,NULL,Non_Wetland,Grassland
328,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
329,Bareland,Grassland,NULL,Non_Wetland,Bareland
330,Bareland,Grassland,NULL,Non_Wetland,Water
331,Bareland,Grassland,NULL,Non_Wetland,Forest
332,Bareland,Grassland,Water,Non_Wetland,Grassland
333,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
334,Bareland,Grassland,Water,Non_Wetland,Bareland
335,Bareland,Grassland,Water,Non_Wetland,Water
336,Bareland,Grassland,Water,Non_Wetland,Forest
337,Bareland,Wetland,NULL,Wetland,Grassland
338,Bareland,Wetland,NULL,Wetland,Wetland
339,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
340,Bareland,Wetland,NULL,Wetland,Bareland
341,Bareland,Wetland,NULL,Wetland,Water
342,Bareland,Wetland,NULL,Wetland,Forest
343,Bareland,Wetland,Non_Water,Wetland,Water
344,Bareland,Wetland,Water,Wetland,Grassland
345,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
346,Bareland,Wetland,Water,Wetland,Bareland
347,Bareland,Wetland,Water,Wetland,Water
348,Bareland,Wetland,Water,Wetland,Forest
349,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
350,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
351,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
352,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
353,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
354,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
355,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
356,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
357,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
358,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Forest
359,Bareland,Bareland,NULL,Non_Wetland,Grassland
360,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
361,Bareland,Bareland,NULL,Non_Wetland,Bareland
362,Bareland,Bareland,NULL,Non_Wetland,Water
363,Bareland,Bareland,NULL,Non_Wetland,Forest
364,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
365,Bareland,Bareland,Non_Water,Non_Wetland,Forest
366,Bareland,Bareland,Water,Non_Wetland,Grassland
367,Bareland,Bareland,Water,Non_Wetland,Wetland
368,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
369,Bareland,Bareland,Water,Non_Wetland,Bareland
370,Bareland,Bareland,Water,Non_Wetland,Water
371,Bareland,Bareland,Water,Non_Wetland,Forest
372,Bareland,Built-up,NULL,Non_Wetland,Grassland
373,Bareland,Built-up,NULL,Non_Wetland,Bareland
374,Bareland,Built-up,NULL,Non_Wetland,Forest
375,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
376,Bareland,Water,NULL,Water,Grassland
377,Bareland,Water,NULL,Water,Lichens_and_Mosses
378,Bareland,Water,NULL,Water,Bareland
379,Bareland,Water,NULL,Water,Water
380,Bareland,Water,NULL,Water,Forest
381,Bareland,Water,Water,Water,Grassland
382,Bareland,Water,Water,Water,Lichens_and_Mosses
383,Bareland,Water,Water,Water,Bareland
384,Bareland,Water,Water,Water,Water
385,Bareland,Water,Water,Water,Forest
386,Bareland,Forest,NULL,Non_Wetland,Grassland
387,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
388,Bareland,Forest,NULL,Non_Wetland,Water
389,Bareland,Forest,NULL,Non_Wetland,Forest
390,Bareland,Forest,Water,Non_Wetland,Bareland
391,Bareland,Forest,Water,Non_Wetland,Forest
392,Built-up,Shrubland,NULL,Non_Wetland,Grassland
393,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
394,Built-up,Shrubland,NULL,Non_Wetland,Forest
395,Built-up,Grassland,NULL,Non_Wetland,Bareland
396,Built-up,Cropland,NULL,Non_Wetland,Bareland
397,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
398,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
399,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
400,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
401,Built-up,Bareland,NULL,Non_Wetland,Grassland
402,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
403,Built-up,Bareland,NULL,Non_Wetland,Bareland
404,Built-up,Bareland,NULL,Non_Wetland,Built-up
405,Built-up,Bareland,NULL,Non_Wetland,Forest
406,Built-up,Bareland,Water,Non_Wetland,Grassland
407,Built-up,Bareland,Water,Non_Wetland,Forest
408,Built-up,Built-up,NULL,Non_Wetland,Grassland
409,Built-up,Built-up,NULL,Non_Wetland,Bareland
410,Built-up,Built-up,NULL,Non_Wetland,Forest
411,Water,NULL,NULL,Non_Wetland,Grassland
412,Water,NULL,NULL,Non_Wetland,Wetland
413,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
414,Water,NULL,NULL,Non_Wetland,Bareland
415,Water,NULL,NULL,Non_Wetland,Water
416,Water,NULL,NULL,Non_Wetland,Forest
417,Water,NULL,Non_Water,Non_Wetland,Wetland
418,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
419,Water,NULL,Non_Water,Non_Wetland,Water
420,Water,NULL,Non_Water,Non_Wetland,Forest
421,Water,NULL,Water,Non_Wetland,Grassland
422,Water,NULL,Water,Non_Wetland,Wetland
423,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
424,Water,NULL,Water,Non_Wetland,Bareland
425,Water,NULL,Water,Non_Wetland,Water
426,Water,NULL,Water,Non_Wetland,Forest
427,Water,Shrubland,NULL,Non_Wetland,Grassland
428,Water,Shrubland,NULL,Non_Wetland,Wetland
429,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
430,Water,Shrubland,NULL,Non_Wetland,Bareland
431,Water,Shrubland,NULL,Non_Wetland,Water
432,Water,Shrubland,NULL,Non_Wetland,Forest
433,Water,Shrubland,Non_Water,Non_Wetland,Wetland
434,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
435,Water,Shrubland,Non_Water,Non_Wetland,Water
436,Water,Shrubland,Non_Water,Non_Wetland,Forest
437,Water,Shrubland,Water,Non_Wetland,Grassland
438,Water,Shrubland,Water,Non_Wetland,Wetland
439,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
440,Water,Shrubland,Water,Non_Wetland,Bareland
441,Water,Shrubland,Water,Non_Wetland,Water
442,Water,Shrubland,Water,Non_Wetland,Forest
443,Water,Grassland,NULL,Non_Wetland,Grassland
444,Water,Grassland,NULL,Non_Wetland,Wetland
445,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
446,Water,Grassland,NULL,Non_Wetland,Bareland
447,Water,Grassland,NULL,Non_Wetland,Water
448,Water,Grassland,NULL,Non_Wetland,Forest
449,Water,Grassland,Non_Water,Non_Wetland,Forest
450,Water,Grassland,Water,Non_Wetland,Grassland
451,Water,Grassland,Water,Non_Wetland,Wetland
452,Water,Grassland,Water,Non_Wetland,Bareland
453,Water,Grassland,Water,Non_Wetland,Water
454,Water,Grassland,Water,Non_Wetland,Forest
455,Water,Cropland,NULL,Non_Wetland,Grassland
456,Water,Cropland,NULL,Non_Wetland,Wetland
457,Water,Cropland,NULL,Non_Wetland,Bareland
458,Water,Cropland,NULL,Non_Wetland,Water
459,Water,Cropland,NULL,Non_Wetland,Forest
460,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
461,Water,Cropland,Non_Water,Non_Wetland,Forest
462,Water,Cropland,Water,Non_Wetland,Grassland
463,Water,Cropland,Water,Non_Wetland,Bareland
464,Water,Cropland,Water,Non_Wetland,Water
465,Water,Cropland,Water,Non_Wetland,Forest
466,Water,Wetland,NULL,Wetland,NULL
467,Water,Wetland,NULL,Wetland,Grassland
468,Water,Wetland,NULL,Wetland,Wetland
469,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
470,Water,Wetland,NULL,Wetland,Bareland
471,Water,Wetland,NULL,Wetland,Water
472,Water,Wetland,NULL,Wetland,Forest
473,Water,Wetland,Non_Water,Wetland,Grassland
474,Water,Wetland,Non_Water,Wetland,Wetland
475,Water,Wetland,Non_Water,Wetland,Bareland
476,Water,Wetland,Non_Water,Wetland,Water
477,Water,Wetland,Non_Water,Wetland,Forest
478,Water,Wetland,Water,Wetland,NULL
479,Water,Wetland,Water,Wetland,Grassland
480,Water,Wetland,Water,Wetland,Wetland
481,Water,Wetland,Water,Wetland,Lichens_and_Mosses
482,Water,Wetland,Water,Wetland,Bareland
483,Water,Wetland,Water,Wetland,Water
484,Water,Wetland,Water,Wetland,Forest
