Value,SIBERIA_2024_ESA_CALU_2024_43WFV_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,SIBERIA_2024_WorldCover_2021_43WFV_M_R
410,NULL,Water,Wetland,Non_Water,Wetland,Bareland
411,NULL,Water,Wetland,Non_Water,Wetland,Water
412,NULL,Water,Wetland,Water,NULL,Wetland
413,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
414,NULL,Water,Wetland,Water,NULL,Bareland
415,NULL,Water,Wetland,Water,NULL,Water
416,NULL,Water,Wetland,Water,Wetland,Grassland
417,NULL,Water,Wetland,Water,Wetland,Wetland
418,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
419,NULL,Water,Wetland,Water,Wetland,Bareland
420,NULL,Water,Wetland,Water,Wetland,Water
421,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
422,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
423,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
424,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
425,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
426,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
427,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
428,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
429,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
430,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
431,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
432,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
433,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
434,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
435,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
436,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
437,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
438,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
439,NULL,Water,Bareland,NULL,Non_Wetland,Water
440,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
441,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
442,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
443,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
444,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
445,NULL,Water,Bareland,Water,Non_Wetland,Grassland
446,NULL,Water,Bareland,Water,Non_Wetland,Wetland
447,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
448,NULL,Water,Bareland,Water,Non_Wetland,Bareland
449,NULL,Water,Bareland,Water,Non_Wetland,Water
450,NULL,Water,Bareland,Water,Non_Wetland,Forest
451,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
452,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
453,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
454,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
455,NULL,Water,Built-up,NULL,Non_Wetland,Water
456,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
457,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
458,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
459,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
460,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
461,NULL,Water,Built-up,Water,Non_Wetland,Grassland
462,NULL,Water,Built-up,Water,Non_Wetland,Wetland
463,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
464,NULL,Water,Built-up,Water,Non_Wetland,Bareland
465,NULL,Water,Built-up,Water,Non_Wetland,Water
466,NULL,Water,Water,NULL,NULL,Wetland
467,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
468,NULL,Water,Water,NULL,NULL,Bareland
469,NULL,Water,Water,NULL,NULL,Water
470,NULL,Water,Water,NULL,Water,Grassland
471,NULL,Water,Water,NULL,Water,Wetland
472,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
473,NULL,Water,Water,NULL,Water,Bareland
474,NULL,Water,Water,NULL,Water,Water
475,NULL,Water,Water,Non_Water,NULL,Water
476,NULL,Water,Water,Non_Water,Water,Grassland
477,NULL,Water,Water,Non_Water,Water,Wetland
478,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
479,NULL,Water,Water,Non_Water,Water,Bareland
480,NULL,Water,Water,Non_Water,Water,Water
481,NULL,Water,Water,Water,NULL,Wetland
482,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
483,NULL,Water,Water,Water,NULL,Water
484,NULL,Water,Water,Water,Water,Grassland
485,NULL,Water,Water,Water,Water,Wetland
486,NULL,Water,Water,Water,Water,Lichens_and_Mosses
487,NULL,Water,Water,Water,Water,Bareland
488,NULL,Water,Water,Water,Water,Water
489,NULL,Water,Forest,NULL,Non_Wetland,Grassland
490,NULL,Water,Forest,NULL,Non_Wetland,Wetland
491,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
492,NULL,Water,Forest,NULL,Non_Wetland,Water
493,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
494,NULL,Water,Forest,Non_Water,Non_Wetland,Water
495,NULL,Water,Forest,Water,Non_Wetland,Grassland
496,NULL,Water,Forest,Water,Non_Wetland,Wetland
497,NULL,Water,Forest,Water,Non_Wetland,Water
498,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
499,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
500,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
501,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
502,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
503,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
504,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
505,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
506,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
507,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
508,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
509,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
510,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
511,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
512,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
513,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
514,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
515,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
516,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
517,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
518,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
519,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
520,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
521,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
522,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
523,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
525,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
526,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
527,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
528,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
529,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
530,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
531,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
532,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
533,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
534,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
535,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
536,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
537,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
538,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
539,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
540,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
541,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
542,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
543,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
544,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
545,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
546,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
547,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
548,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
549,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
550,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
551,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
552,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
553,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
554,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
555,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
556,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
557,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
558,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
559,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
560,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
561,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
562,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
563,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
564,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
565,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
567,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
568,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
569,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
570,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
571,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
572,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
573,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
574,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
575,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
576,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
577,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
578,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
579,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
580,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
581,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
582,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
583,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
584,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
585,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
586,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
587,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
588,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
589,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
590,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
591,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
592,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
593,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
594,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
595,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
596,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
597,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
598,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
599,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
600,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
601,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
602,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
603,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
604,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
605,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
606,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
607,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
608,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
609,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
610,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
611,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
612,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
613,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
614,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
615,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
616,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
617,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
618,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
619,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
620,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
621,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
622,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
623,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
624,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
625,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
626,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
627,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
628,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
629,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
630,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
631,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
632,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
633,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
635,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
636,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
637,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
638,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
639,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
640,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
641,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
642,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
643,NULL,Forest,Shrubland,Water,Non_Wetland,Water
644,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
645,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
646,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
647,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
648,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
649,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
650,NULL,Forest,Wetland,NULL,Wetland,Wetland
651,NULL,Forest,Wetland,NULL,Wetland,Bareland
652,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
653,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
654,NULL,Forest,Wetland,Water,Wetland,Grassland
655,NULL,Forest,Wetland,Water,Wetland,Wetland
656,NULL,Forest,Wetland,Water,Wetland,Water
657,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
658,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
659,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
660,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
661,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
662,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
663,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
664,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
665,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
666,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
667,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
668,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
669,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
670,NULL,Forest,Bareland,Water,Non_Wetland,Water
671,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
672,NULL,Forest,Built-up,Water,Non_Wetland,Water
673,NULL,Forest,Water,NULL,Water,Wetland
674,NULL,Forest,Water,NULL,Water,Water
675,NULL,Forest,Water,Non_Water,Water,Wetland
676,NULL,Forest,Water,Water,Water,Wetland
677,NULL,Forest,Water,Water,Water,Water
678,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
