Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,SIBERIA_2024_WorldCover_2021_42WVU_M_R
260,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
261,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
262,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
263,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
264,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
265,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
266,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
267,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
268,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
269,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
270,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
271,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
272,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
273,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
274,Wetland,Bareland,NULL,Non_Wetland,NULL
275,Wetland,Bareland,NULL,Non_Wetland,Grassland
276,Wetland,Bareland,NULL,Non_Wetland,Wetland
277,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
278,Wetland,Bareland,NULL,Non_Wetland,Bareland
279,Wetland,Bareland,NULL,Non_Wetland,Built-up
280,Wetland,Bareland,NULL,Non_Wetland,Water
281,Wetland,Bareland,NULL,Non_Wetland,Forest
282,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
283,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
284,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
285,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
286,Wetland,Bareland,Non_Water,Non_Wetland,Water
287,Wetland,Bareland,Non_Water,Non_Wetland,Forest
288,Wetland,Bareland,Water,Non_Wetland,Grassland
289,Wetland,Bareland,Water,Non_Wetland,Wetland
290,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
291,Wetland,Bareland,Water,Non_Wetland,Bareland
292,Wetland,Bareland,Water,Non_Wetland,Built-up
293,Wetland,Bareland,Water,Non_Wetland,Water
294,Wetland,Bareland,Water,Non_Wetland,Forest
295,Wetland,Built-up,NULL,Non_Wetland,Grassland
296,Wetland,Built-up,NULL,Non_Wetland,Wetland
297,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
298,Wetland,Built-up,NULL,Non_Wetland,Bareland
299,Wetland,Built-up,NULL,Non_Wetland,Built-up
300,Wetland,Built-up,NULL,Non_Wetland,Forest
301,Wetland,Built-up,Non_Water,Non_Wetland,Water
302,Wetland,Built-up,Water,Non_Wetland,Grassland
303,Wetland,Built-up,Water,Non_Wetland,Built-up
304,Wetland,Built-up,Water,Non_Wetland,Water
305,Wetland,Built-up,Water,Non_Wetland,Forest
306,Wetland,Water,NULL,NULL,Grassland
307,Wetland,Water,NULL,NULL,Wetland
308,Wetland,Water,NULL,NULL,Water
309,Wetland,Water,NULL,NULL,Forest
310,Wetland,Water,NULL,Water,Grassland
311,Wetland,Water,NULL,Water,Wetland
312,Wetland,Water,NULL,Water,Lichens_and_Mosses
313,Wetland,Water,NULL,Water,Bareland
314,Wetland,Water,NULL,Water,Water
315,Wetland,Water,NULL,Water,Forest
316,Wetland,Water,Non_Water,NULL,Wetland
317,Wetland,Water,Non_Water,NULL,Water
318,Wetland,Water,Non_Water,Water,Grassland
319,Wetland,Water,Non_Water,Water,Wetland
320,Wetland,Water,Non_Water,Water,Bareland
321,Wetland,Water,Non_Water,Water,Water
322,Wetland,Water,Non_Water,Water,Forest
323,Wetland,Water,Water,NULL,Grassland
324,Wetland,Water,Water,NULL,Wetland
325,Wetland,Water,Water,NULL,Water
326,Wetland,Water,Water,Water,Grassland
327,Wetland,Water,Water,Water,Wetland
328,Wetland,Water,Water,Water,Lichens_and_Mosses
329,Wetland,Water,Water,Water,Bareland
330,Wetland,Water,Water,Water,Water
331,Wetland,Water,Water,Water,Forest
332,Wetland,Forest,NULL,Non_Wetland,NULL
333,Wetland,Forest,NULL,Non_Wetland,Grassland
334,Wetland,Forest,NULL,Non_Wetland,Wetland
335,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
336,Wetland,Forest,NULL,Non_Wetland,Bareland
337,Wetland,Forest,NULL,Non_Wetland,Built-up
338,Wetland,Forest,NULL,Non_Wetland,Water
339,Wetland,Forest,NULL,Non_Wetland,Forest
340,Wetland,Forest,Non_Water,Non_Wetland,NULL
341,Wetland,Forest,Non_Water,Non_Wetland,Grassland
342,Wetland,Forest,Non_Water,Non_Wetland,Wetland
343,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
344,Wetland,Forest,Non_Water,Non_Wetland,Water
345,Wetland,Forest,Non_Water,Non_Wetland,Forest
346,Wetland,Forest,Water,Non_Wetland,Grassland
347,Wetland,Forest,Water,Non_Wetland,Wetland
348,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
349,Wetland,Forest,Water,Non_Wetland,Bareland
350,Wetland,Forest,Water,Non_Wetland,Water
351,Wetland,Forest,Water,Non_Wetland,Forest
352,Bareland,Shrubland,NULL,Non_Wetland,Grassland
353,Bareland,Shrubland,NULL,Non_Wetland,Bareland
354,Bareland,Shrubland,NULL,Non_Wetland,Built-up
355,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
356,Bareland,Shrubland,Water,Non_Wetland,Grassland
357,Bareland,Wetland,NULL,Wetland,Grassland
358,Bareland,Wetland,NULL,Wetland,Wetland
359,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
360,Bareland,Wetland,NULL,Wetland,Bareland
361,Bareland,Wetland,NULL,Wetland,Water
362,Bareland,Wetland,NULL,Wetland,Forest
363,Bareland,Wetland,Non_Water,Wetland,Water
364,Bareland,Wetland,Non_Water,Wetland,Forest
365,Bareland,Wetland,Water,Wetland,Grassland
366,Bareland,Wetland,Water,Wetland,Wetland
367,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
368,Bareland,Wetland,Water,Wetland,Bareland
369,Bareland,Wetland,Water,Wetland,Water
370,Bareland,Wetland,Water,Wetland,Forest
371,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
372,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
373,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
374,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
375,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
376,Bareland,Bareland,NULL,Non_Wetland,Grassland
377,Bareland,Bareland,NULL,Non_Wetland,Wetland
378,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
379,Bareland,Bareland,NULL,Non_Wetland,Bareland
380,Bareland,Bareland,NULL,Non_Wetland,Built-up
381,Bareland,Bareland,NULL,Non_Wetland,Water
382,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
383,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
384,Bareland,Bareland,Non_Water,Non_Wetland,Forest
385,Bareland,Bareland,Water,Non_Wetland,Grassland
386,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
387,Bareland,Bareland,Water,Non_Wetland,Bareland
388,Bareland,Bareland,Water,Non_Wetland,Water
389,Bareland,Built-up,NULL,Non_Wetland,Grassland
390,Bareland,Built-up,NULL,Non_Wetland,Bareland
391,Bareland,Built-up,NULL,Non_Wetland,Built-up
392,Bareland,Built-up,NULL,Non_Wetland,Water
393,Bareland,Water,NULL,Water,Bareland
394,Bareland,Water,NULL,Water,Forest
395,Bareland,Water,Water,NULL,Water
396,Bareland,Water,Water,Water,Wetland
397,Bareland,Water,Water,Water,Bareland
398,Bareland,Water,Water,Water,Water
399,Bareland,Water,Water,Water,Forest
400,Bareland,Forest,NULL,Non_Wetland,Grassland
401,Bareland,Forest,NULL,Non_Wetland,Forest
402,Bareland,Forest,Non_Water,Non_Wetland,Bareland
403,Bareland,Forest,Non_Water,Non_Wetland,Forest
404,Bareland,Forest,Water,Non_Wetland,Water
405,Bareland,Forest,Water,Non_Wetland,Forest
406,Built-up,NULL,NULL,Non_Wetland,Grassland
407,Built-up,NULL,NULL,Non_Wetland,Water
408,Built-up,NULL,NULL,Non_Wetland,Forest
409,Built-up,Shrubland,NULL,Non_Wetland,Grassland
410,Built-up,Shrubland,NULL,Non_Wetland,Wetland
411,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
412,Built-up,Shrubland,NULL,Non_Wetland,Built-up
413,Built-up,Shrubland,NULL,Non_Wetland,Forest
414,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
415,Built-up,Shrubland,Water,Non_Wetland,Built-up
416,Built-up,Grassland,NULL,Non_Wetland,Grassland
417,Built-up,Grassland,NULL,Non_Wetland,Wetland
418,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
419,Built-up,Grassland,NULL,Non_Wetland,Built-up
420,Built-up,Grassland,NULL,Non_Wetland,Forest
421,Built-up,Grassland,Water,Non_Wetland,Forest
422,Built-up,Wetland,NULL,Wetland,Grassland
423,Built-up,Wetland,NULL,Wetland,Wetland
424,Built-up,Wetland,NULL,Wetland,Built-up
425,Built-up,Wetland,NULL,Wetland,Water
426,Built-up,Wetland,NULL,Wetland,Forest
427,Built-up,Wetland,Water,Wetland,Grassland
428,Built-up,Wetland,Water,Wetland,Bareland
429,Built-up,Wetland,Water,Wetland,Built-up
430,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
431,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
432,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
433,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
434,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
435,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
436,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
437,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
438,Built-up,Bareland,NULL,Non_Wetland,Grassland
439,Built-up,Bareland,NULL,Non_Wetland,Wetland
440,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
441,Built-up,Bareland,NULL,Non_Wetland,Bareland
442,Built-up,Bareland,NULL,Non_Wetland,Built-up
443,Built-up,Bareland,NULL,Non_Wetland,Forest
444,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
445,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
446,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
447,Built-up,Bareland,Non_Water,Non_Wetland,Forest
448,Built-up,Bareland,Water,Non_Wetland,Grassland
449,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
450,Built-up,Bareland,Water,Non_Wetland,Bareland
451,Built-up,Bareland,Water,Non_Wetland,Water
452,Built-up,Built-up,NULL,Non_Wetland,Grassland
453,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
454,Built-up,Built-up,NULL,Non_Wetland,Bareland
455,Built-up,Built-up,NULL,Non_Wetland,Built-up
456,Built-up,Built-up,NULL,Non_Wetland,Forest
457,Built-up,Built-up,Non_Water,Non_Wetland,Forest
458,Built-up,Built-up,Water,Non_Wetland,Grassland
459,Built-up,Built-up,Water,Non_Wetland,Built-up
460,Built-up,Built-up,Water,Non_Wetland,Water
461,Built-up,Forest,NULL,Non_Wetland,Grassland
462,Built-up,Forest,NULL,Non_Wetland,Wetland
463,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
464,Built-up,Forest,NULL,Non_Wetland,Bareland
465,Built-up,Forest,NULL,Non_Wetland,Built-up
466,Built-up,Forest,NULL,Non_Wetland,Water
467,Built-up,Forest,NULL,Non_Wetland,Forest
468,Water,NULL,NULL,Non_Wetland,Grassland
469,Water,NULL,NULL,Non_Wetland,Wetland
470,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
471,Water,NULL,NULL,Non_Wetland,Bareland
472,Water,NULL,NULL,Non_Wetland,Water
473,Water,NULL,NULL,Non_Wetland,Forest
474,Water,NULL,Non_Water,Non_Wetland,Grassland
475,Water,NULL,Non_Water,Non_Wetland,Wetland
476,Water,NULL,Non_Water,Non_Wetland,Water
477,Water,NULL,Non_Water,Non_Wetland,Forest
