Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WMV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WMV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WMV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WMV_M_R,SIBERIA_2024_WorldCover_2021_44WMV_M_R
472,Bareland,Forest,NULL,Non_Wetland,Bareland
473,Bareland,Forest,NULL,Non_Wetland,Water
474,Bareland,Forest,NULL,Non_Wetland,Forest
475,Bareland,Forest,Non_Water,Non_Wetland,Grassland
476,Bareland,Forest,Non_Water,Non_Wetland,Wetland
477,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
478,Bareland,Forest,Water,Non_Wetland,Wetland
479,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
480,Bareland,Forest,Water,Non_Wetland,Bareland
481,Bareland,Forest,Water,Non_Wetland,Water
482,Built-up,NULL,NULL,Non_Wetland,Grassland
483,Built-up,NULL,NULL,Non_Wetland,Wetland
484,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
485,Built-up,NULL,NULL,Non_Wetland,Bareland
486,Built-up,NULL,NULL,Non_Wetland,Forest
487,Built-up,Shrubland,NULL,Non_Wetland,Grassland
488,Built-up,Shrubland,NULL,Non_Wetland,Wetland
489,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
490,Built-up,Shrubland,NULL,Non_Wetland,Bareland
491,Built-up,Shrubland,NULL,Non_Wetland,Built-up
492,Built-up,Shrubland,NULL,Non_Wetland,Water
493,Built-up,Shrubland,NULL,Non_Wetland,Forest
494,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
495,Built-up,Shrubland,Water,Non_Wetland,Wetland
496,Built-up,Shrubland,Water,Non_Wetland,Bareland
497,Built-up,Shrubland,Water,Non_Wetland,Water
498,Built-up,Grassland,NULL,Non_Wetland,Grassland
499,Built-up,Grassland,NULL,Non_Wetland,Wetland
500,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
501,Built-up,Grassland,NULL,Non_Wetland,Bareland
502,Built-up,Grassland,NULL,Non_Wetland,Built-up
503,Built-up,Grassland,NULL,Non_Wetland,Water
504,Built-up,Grassland,NULL,Non_Wetland,Forest
505,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
506,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
507,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
508,Built-up,Grassland,Non_Water,Non_Wetland,Forest
509,Built-up,Grassland,Water,Non_Wetland,Wetland
510,Built-up,Grassland,Water,Non_Wetland,Bareland
511,Built-up,Grassland,Water,Non_Wetland,Water
512,Built-up,Wetland,NULL,Wetland,Grassland
513,Built-up,Wetland,NULL,Wetland,Wetland
514,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
515,Built-up,Wetland,NULL,Wetland,Bareland
516,Built-up,Wetland,NULL,Wetland,Water
517,Built-up,Wetland,NULL,Wetland,Forest
518,Built-up,Wetland,Non_Water,Wetland,Wetland
519,Built-up,Wetland,Non_Water,Wetland,Forest
520,Built-up,Wetland,Water,Wetland,Grassland
521,Built-up,Wetland,Water,Wetland,Bareland
522,Built-up,Wetland,Water,Wetland,Built-up
523,Built-up,Wetland,Water,Wetland,Water
524,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
525,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
526,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
527,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
528,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
529,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
530,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
531,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
532,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
533,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
534,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
535,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
536,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
537,Built-up,Bareland,NULL,Non_Wetland,Grassland
538,Built-up,Bareland,NULL,Non_Wetland,Wetland
539,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
540,Built-up,Bareland,NULL,Non_Wetland,Bareland
541,Built-up,Bareland,NULL,Non_Wetland,Built-up
542,Built-up,Bareland,NULL,Non_Wetland,Water
543,Built-up,Bareland,NULL,Non_Wetland,Forest
544,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
545,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
546,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
547,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
548,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
549,Built-up,Bareland,Non_Water,Non_Wetland,Water
550,Built-up,Bareland,Non_Water,Non_Wetland,Forest
551,Built-up,Bareland,Water,Non_Wetland,Grassland
552,Built-up,Bareland,Water,Non_Wetland,Wetland
553,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
554,Built-up,Bareland,Water,Non_Wetland,Bareland
555,Built-up,Bareland,Water,Non_Wetland,Built-up
556,Built-up,Bareland,Water,Non_Wetland,Water
557,Built-up,Bareland,Water,Non_Wetland,Forest
558,Built-up,Built-up,NULL,Non_Wetland,Grassland
559,Built-up,Built-up,NULL,Non_Wetland,Wetland
560,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
561,Built-up,Built-up,NULL,Non_Wetland,Bareland
562,Built-up,Built-up,NULL,Non_Wetland,Built-up
563,Built-up,Built-up,NULL,Non_Wetland,Water
564,Built-up,Built-up,NULL,Non_Wetland,Forest
565,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
566,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
567,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
568,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
569,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
570,Built-up,Built-up,Non_Water,Non_Wetland,Forest
571,Built-up,Built-up,Water,Non_Wetland,Grassland
572,Built-up,Built-up,Water,Non_Wetland,Wetland
573,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
574,Built-up,Built-up,Water,Non_Wetland,Bareland
575,Built-up,Built-up,Water,Non_Wetland,Built-up
576,Built-up,Built-up,Water,Non_Wetland,Water
577,Built-up,Water,NULL,Water,Grassland
578,Built-up,Water,NULL,Water,Wetland
579,Built-up,Water,NULL,Water,Lichens_and_Mosses
580,Built-up,Water,NULL,Water,Bareland
581,Built-up,Water,NULL,Water,Built-up
582,Built-up,Water,NULL,Water,Water
583,Built-up,Water,NULL,Water,Forest
584,Built-up,Water,Non_Water,Water,Grassland
585,Built-up,Water,Non_Water,Water,Water
586,Built-up,Water,Water,Water,Grassland
587,Built-up,Water,Water,Water,Bareland
588,Built-up,Water,Water,Water,Water
589,Built-up,Water,Water,Water,Forest
590,Built-up,Forest,NULL,Non_Wetland,Grassland
591,Built-up,Forest,NULL,Non_Wetland,Wetland
592,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
593,Built-up,Forest,NULL,Non_Wetland,Bareland
594,Built-up,Forest,NULL,Non_Wetland,Built-up
595,Built-up,Forest,NULL,Non_Wetland,Water
596,Built-up,Forest,NULL,Non_Wetland,Forest
597,Built-up,Forest,Non_Water,Non_Wetland,Wetland
598,Built-up,Forest,Non_Water,Non_Wetland,Bareland
599,Built-up,Forest,Water,Non_Wetland,Wetland
600,Built-up,Forest,Water,Non_Wetland,Water
601,Water,NULL,NULL,Non_Wetland,Grassland
602,Water,NULL,NULL,Non_Wetland,Wetland
603,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
604,Water,NULL,NULL,Non_Wetland,Bareland
605,Water,NULL,NULL,Non_Wetland,Water
606,Water,NULL,NULL,Non_Wetland,Forest
607,Water,NULL,Non_Water,Non_Wetland,Grassland
608,Water,NULL,Non_Water,Non_Wetland,Wetland
609,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Water,NULL,Non_Water,Non_Wetland,Bareland
611,Water,NULL,Non_Water,Non_Wetland,Water
612,Water,NULL,Non_Water,Non_Wetland,Forest
613,Water,NULL,Water,Non_Wetland,Grassland
614,Water,NULL,Water,Non_Wetland,Wetland
615,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
616,Water,NULL,Water,Non_Wetland,Bareland
617,Water,NULL,Water,Non_Wetland,Water
618,Water,NULL,Water,Non_Wetland,Forest
619,Water,Shrubland,NULL,Non_Wetland,Grassland
620,Water,Shrubland,NULL,Non_Wetland,Wetland
621,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
622,Water,Shrubland,NULL,Non_Wetland,Bareland
623,Water,Shrubland,NULL,Non_Wetland,Water
624,Water,Shrubland,NULL,Non_Wetland,Forest
625,Water,Shrubland,Non_Water,Non_Wetland,Grassland
626,Water,Shrubland,Non_Water,Non_Wetland,Wetland
627,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
628,Water,Shrubland,Non_Water,Non_Wetland,Bareland
629,Water,Shrubland,Non_Water,Non_Wetland,Water
630,Water,Shrubland,Non_Water,Non_Wetland,Forest
631,Water,Shrubland,Water,Non_Wetland,Grassland
632,Water,Shrubland,Water,Non_Wetland,Wetland
633,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
634,Water,Shrubland,Water,Non_Wetland,Bareland
635,Water,Shrubland,Water,Non_Wetland,Water
636,Water,Shrubland,Water,Non_Wetland,Forest
637,Water,Grassland,NULL,Non_Wetland,Grassland
638,Water,Grassland,NULL,Non_Wetland,Wetland
639,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
640,Water,Grassland,NULL,Non_Wetland,Bareland
641,Water,Grassland,NULL,Non_Wetland,Built-up
642,Water,Grassland,NULL,Non_Wetland,Water
643,Water,Grassland,NULL,Non_Wetland,Forest
644,Water,Grassland,Non_Water,Non_Wetland,Grassland
645,Water,Grassland,Non_Water,Non_Wetland,Wetland
646,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
647,Water,Grassland,Non_Water,Non_Wetland,Bareland
648,Water,Grassland,Non_Water,Non_Wetland,Water
649,Water,Grassland,Non_Water,Non_Wetland,Forest
650,Water,Grassland,Water,Non_Wetland,Grassland
651,Water,Grassland,Water,Non_Wetland,Wetland
652,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
653,Water,Grassland,Water,Non_Wetland,Bareland
654,Water,Grassland,Water,Non_Wetland,Water
655,Water,Grassland,Water,Non_Wetland,Forest
656,Water,Wetland,NULL,Wetland,Grassland
657,Water,Wetland,NULL,Wetland,Wetland
658,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
659,Water,Wetland,NULL,Wetland,Bareland
660,Water,Wetland,NULL,Wetland,Built-up
661,Water,Wetland,NULL,Wetland,Water
662,Water,Wetland,NULL,Wetland,Forest
663,Water,Wetland,Non_Water,NULL,Wetland
664,Water,Wetland,Non_Water,Wetland,Grassland
665,Water,Wetland,Non_Water,Wetland,Wetland
666,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
667,Water,Wetland,Non_Water,Wetland,Bareland
668,Water,Wetland,Non_Water,Wetland,Water
669,Water,Wetland,Non_Water,Wetland,Forest
670,Water,Wetland,Water,NULL,Wetland
671,Water,Wetland,Water,NULL,Water
672,Water,Wetland,Water,Wetland,Grassland
673,Water,Wetland,Water,Wetland,Wetland
674,Water,Wetland,Water,Wetland,Lichens_and_Mosses
675,Water,Wetland,Water,Wetland,Bareland
676,Water,Wetland,Water,Wetland,Water
677,Water,Wetland,Water,Wetland,Forest
678,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
679,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
680,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
681,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
682,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
683,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
684,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
685,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
686,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
687,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
688,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
689,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
690,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
691,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
692,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
693,Water,Bareland,NULL,Non_Wetland,Grassland
694,Water,Bareland,NULL,Non_Wetland,Wetland
695,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
696,Water,Bareland,NULL,Non_Wetland,Bareland
697,Water,Bareland,NULL,Non_Wetland,Water
698,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
699,Water,Bareland,NULL,Non_Wetland,Forest
700,Water,Bareland,Non_Water,Non_Wetland,Grassland
701,Water,Bareland,Non_Water,Non_Wetland,Wetland
702,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
703,Water,Bareland,Non_Water,Non_Wetland,Bareland
704,Water,Bareland,Non_Water,Non_Wetland,Water
705,Water,Bareland,Non_Water,Non_Wetland,Forest
706,Water,Bareland,Water,Non_Wetland,Grassland
707,Water,Bareland,Water,Non_Wetland,Wetland
708,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
709,Water,Bareland,Water,Non_Wetland,Bareland
710,Water,Bareland,Water,Non_Wetland,Water
711,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
712,Water,Bareland,Water,Non_Wetland,Forest
713,Water,Built-up,NULL,Non_Wetland,Grassland
714,Water,Built-up,NULL,Non_Wetland,Wetland
715,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
716,Water,Built-up,NULL,Non_Wetland,Bareland
717,Water,Built-up,NULL,Non_Wetland,Water
718,Water,Built-up,NULL,Non_Wetland,Forest
719,Water,Built-up,Non_Water,Non_Wetland,Grassland
720,Water,Built-up,Non_Water,Non_Wetland,Wetland
721,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
722,Water,Built-up,Non_Water,Non_Wetland,Bareland
723,Water,Built-up,Non_Water,Non_Wetland,Water
724,Water,Built-up,Water,Non_Wetland,Grassland
725,Water,Built-up,Water,Non_Wetland,Wetland
726,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
727,Water,Built-up,Water,Non_Wetland,Bareland
728,Water,Built-up,Water,Non_Wetland,Water
729,Water,Built-up,Water,Non_Wetland,Forest
730,Water,Water,NULL,NULL,Wetland
731,Water,Water,NULL,Water,NULL
732,Water,Water,NULL,Water,Grassland
733,Water,Water,NULL,Water,Wetland
734,Water,Water,NULL,Water,Lichens_and_Mosses
735,Water,Water,NULL,Water,Bareland
736,Water,Water,NULL,Water,Water
737,Water,Water,NULL,Water,Forest
738,Water,Water,Non_Water,NULL,Wetland
739,Water,Water,Non_Water,NULL,Water
740,Water,Water,Non_Water,Water,Grassland
741,Water,Water,Non_Water,Water,Wetland
742,Water,Water,Non_Water,Water,Lichens_and_Mosses
743,Water,Water,Non_Water,Water,Bareland
744,Water,Water,Non_Water,Water,Water
745,Water,Water,Non_Water,Water,Forest
746,Water,Water,Water,NULL,Wetland
747,Water,Water,Water,NULL,Water
748,Water,Water,Water,Water,Grassland
749,Water,Water,Water,Water,Wetland
750,Water,Water,Water,Water,Lichens_and_Mosses
751,Water,Water,Water,Water,Bareland
752,Water,Water,Water,Water,Water
753,Water,Water,Water,Water,Forest
754,Water,Forest,NULL,Non_Wetland,NULL
755,Water,Forest,NULL,Non_Wetland,Grassland
756,Water,Forest,NULL,Non_Wetland,Wetland
757,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
758,Water,Forest,NULL,Non_Wetland,Bareland
759,Water,Forest,NULL,Non_Wetland,Built-up
760,Water,Forest,NULL,Non_Wetland,Water
761,Water,Forest,NULL,Non_Wetland,Forest
762,Water,Forest,Non_Water,Non_Wetland,NULL
763,Water,Forest,Non_Water,Non_Wetland,Grassland
764,Water,Forest,Non_Water,Non_Wetland,Wetland
765,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Water,Forest,Non_Water,Non_Wetland,Bareland
767,Water,Forest,Non_Water,Non_Wetland,Water
768,Water,Forest,Non_Water,Non_Wetland,Forest
769,Water,Forest,Water,Non_Wetland,Grassland
770,Water,Forest,Water,Non_Wetland,Wetland
771,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
772,Water,Forest,Water,Non_Wetland,Bareland
773,Water,Forest,Water,Non_Wetland,Water
774,Water,Forest,Water,Non_Wetland,Forest
775,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
776,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
777,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
779,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
780,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
781,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
782,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
783,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
784,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
785,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
786,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
787,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
788,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
789,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
790,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
791,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
792,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
793,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
794,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
795,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
796,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
797,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
798,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
799,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
800,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
801,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
802,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
803,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
804,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
805,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
806,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
807,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
808,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
809,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
810,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
811,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
812,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
813,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
815,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
816,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
817,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
818,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
819,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
820,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
821,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
822,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
823,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
824,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
825,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
826,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
827,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
828,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
829,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
830,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
831,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
832,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
833,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
834,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
835,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
836,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
837,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
838,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
839,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
840,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
841,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
842,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
843,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
844,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
845,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
846,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
847,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
848,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
849,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
850,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
851,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
852,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
853,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
854,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
855,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
856,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
857,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
858,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
859,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
860,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
861,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
862,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
863,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
864,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
865,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
866,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
867,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
868,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
869,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
870,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
871,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
872,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
873,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
874,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
875,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
876,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
877,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
878,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
879,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
880,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
881,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
882,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
883,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
884,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
885,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
886,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
887,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
888,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
889,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
890,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
891,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
892,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
893,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
894,Permanent_ice_and_snow,Water,NULL,Water,Grassland
895,Permanent_ice_and_snow,Water,NULL,Water,Wetland
896,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
897,Permanent_ice_and_snow,Water,NULL,Water,Bareland
898,Permanent_ice_and_snow,Water,NULL,Water,Water
899,Permanent_ice_and_snow,Water,NULL,Water,Forest
900,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
901,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
902,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
903,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
904,Permanent_ice_and_snow,Water,Non_Water,Water,Water
905,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
906,Permanent_ice_and_snow,Water,Water,Water,Grassland
907,Permanent_ice_and_snow,Water,Water,Water,Wetland
908,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
909,Permanent_ice_and_snow,Water,Water,Water,Bareland
910,Permanent_ice_and_snow,Water,Water,Water,Water
911,Permanent_ice_and_snow,Water,Water,Water,Forest
912,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
913,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
914,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
915,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
916,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
917,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
