Value,SIBERIA_2024_ESA_CALU_2024_43WEU_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,SIBERIA_2024_WorldCover_2021_43WEU_M_R
189,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
190,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
191,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
192,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
193,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
194,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
195,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
196,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
197,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
198,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
199,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
200,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
201,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
202,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
203,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
204,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
205,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
206,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
207,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
208,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
209,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
210,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
211,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
212,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
213,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
214,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
215,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
216,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
217,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
218,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
219,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
220,NULL,Wetland,Bareland,Water,Non_Wetland,Water
221,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
222,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
223,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
224,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
225,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
226,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
227,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
228,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
229,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
230,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
231,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
232,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
233,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
234,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
235,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
236,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
237,NULL,Wetland,Built-up,Water,Non_Wetland,Water
238,NULL,Wetland,Water,NULL,NULL,Wetland
239,NULL,Wetland,Water,NULL,Water,Grassland
240,NULL,Wetland,Water,NULL,Water,Wetland
241,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
242,NULL,Wetland,Water,NULL,Water,Bareland
243,NULL,Wetland,Water,NULL,Water,Water
244,NULL,Wetland,Water,NULL,Water,Forest
245,NULL,Wetland,Water,Non_Water,Water,Grassland
246,NULL,Wetland,Water,Non_Water,Water,Wetland
247,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
248,NULL,Wetland,Water,Non_Water,Water,Bareland
249,NULL,Wetland,Water,Non_Water,Water,Water
250,NULL,Wetland,Water,Water,NULL,Water
251,NULL,Wetland,Water,Water,Water,Grassland
252,NULL,Wetland,Water,Water,Water,Wetland
253,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
254,NULL,Wetland,Water,Water,Water,Bareland
255,NULL,Wetland,Water,Water,Water,Water
256,NULL,Wetland,Water,Water,Water,Forest
257,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
258,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
259,NULL,Wetland,Forest,NULL,Non_Wetland,Water
260,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
261,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
262,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
263,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
264,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
265,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
266,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
267,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
268,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
269,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
270,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
271,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
272,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
273,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
274,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
275,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
276,NULL,Bareland,Wetland,NULL,Wetland,Grassland
277,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
278,NULL,Bareland,Wetland,NULL,Wetland,Bareland
279,NULL,Bareland,Wetland,NULL,Wetland,Water
280,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
281,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
282,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
283,NULL,Bareland,Wetland,Non_Water,Wetland,Water
284,NULL,Bareland,Wetland,Water,Wetland,Wetland
285,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
286,NULL,Bareland,Wetland,Water,Wetland,Bareland
287,NULL,Bareland,Wetland,Water,Wetland,Water
288,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
289,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
290,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
291,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
292,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
293,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
294,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
295,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
296,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
297,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
298,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
299,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
300,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
301,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
302,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
303,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
304,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
305,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
306,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
307,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
308,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
309,NULL,Bareland,Bareland,Water,Non_Wetland,Water
310,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
311,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
312,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
313,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
314,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
315,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
316,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
317,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
318,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
319,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
320,NULL,Bareland,Built-up,Water,Non_Wetland,Water
321,NULL,Bareland,Water,NULL,Water,Wetland
322,NULL,Bareland,Water,NULL,Water,Water
323,NULL,Bareland,Water,Non_Water,Water,Water
324,NULL,Bareland,Water,Water,Water,Grassland
325,NULL,Bareland,Water,Water,Water,Wetland
326,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
327,NULL,Bareland,Water,Water,Water,Bareland
328,NULL,Bareland,Water,Water,Water,Water
329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
332,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
333,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
334,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
335,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
336,NULL,Built-up,Wetland,NULL,Wetland,Grassland
337,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
338,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
339,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
340,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
341,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
342,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
343,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
348,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
349,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
350,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
351,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
352,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
353,NULL,Water,Shrubland,NULL,Non_Wetland,Water
354,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
355,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
356,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
357,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
358,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
359,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
360,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
361,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
362,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
363,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
364,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
365,NULL,Water,Shrubland,Water,Non_Wetland,Water
366,NULL,Water,Shrubland,Water,Non_Wetland,Forest
367,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
368,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
369,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
370,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
371,NULL,Water,Grassland,NULL,Non_Wetland,Water
372,NULL,Water,Grassland,NULL,Non_Wetland,Forest
373,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
374,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
375,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
376,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
377,NULL,Water,Grassland,Water,Non_Wetland,Grassland
378,NULL,Water,Grassland,Water,Non_Wetland,Wetland
379,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
380,NULL,Water,Grassland,Water,Non_Wetland,Water
381,NULL,Water,Wetland,NULL,NULL,Wetland
382,NULL,Water,Wetland,NULL,NULL,Water
383,NULL,Water,Wetland,NULL,Wetland,Grassland
384,NULL,Water,Wetland,NULL,Wetland,Wetland
385,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
386,NULL,Water,Wetland,NULL,Wetland,Bareland
387,NULL,Water,Wetland,NULL,Wetland,Water
388,NULL,Water,Wetland,Non_Water,NULL,Water
389,NULL,Water,Wetland,Non_Water,Wetland,Grassland
390,NULL,Water,Wetland,Non_Water,Wetland,Wetland
391,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
392,NULL,Water,Wetland,Non_Water,Wetland,Bareland
393,NULL,Water,Wetland,Non_Water,Wetland,Water
394,NULL,Water,Wetland,Water,NULL,Wetland
395,NULL,Water,Wetland,Water,NULL,Water
396,NULL,Water,Wetland,Water,Wetland,Grassland
397,NULL,Water,Wetland,Water,Wetland,Wetland
398,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
399,NULL,Water,Wetland,Water,Wetland,Bareland
400,NULL,Water,Wetland,Water,Wetland,Water
401,NULL,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
402,NULL,Water,Wetland,Water,Wetland,Forest
403,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
404,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
405,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
406,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
407,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
408,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
409,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
