Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNL_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNL_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNL_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNL_M_R,SIBERIA_2024_WorldCover_2021_41VNL_M_R
262,Wetland,Bareland,Water,Non_Wetland,Water
263,Wetland,Bareland,Water,Non_Wetland,Forest
264,Wetland,Built-up,NULL,Non_Wetland,Grassland
265,Wetland,Built-up,NULL,Non_Wetland,Wetland
266,Wetland,Built-up,NULL,Non_Wetland,Bareland
267,Wetland,Built-up,NULL,Non_Wetland,Built-up
268,Wetland,Built-up,NULL,Non_Wetland,Forest
269,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
270,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
271,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
272,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
273,Wetland,Built-up,Non_Water,Non_Wetland,Water
274,Wetland,Built-up,Non_Water,Non_Wetland,Forest
275,Wetland,Built-up,Water,Non_Wetland,Grassland
276,Wetland,Built-up,Water,Non_Wetland,Wetland
277,Wetland,Built-up,Water,Non_Wetland,Water
278,Wetland,Water,NULL,Water,NULL
279,Wetland,Water,NULL,Water,Grassland
280,Wetland,Water,NULL,Water,Wetland
281,Wetland,Water,NULL,Water,Water
282,Wetland,Water,NULL,Water,Forest
283,Wetland,Water,Non_Water,Water,NULL
284,Wetland,Water,Non_Water,Water,Grassland
285,Wetland,Water,Non_Water,Water,Cropland
286,Wetland,Water,Non_Water,Water,Wetland
287,Wetland,Water,Non_Water,Water,Bareland
288,Wetland,Water,Non_Water,Water,Water
289,Wetland,Water,Non_Water,Water,Forest
290,Wetland,Water,Water,Water,NULL
291,Wetland,Water,Water,Water,Grassland
292,Wetland,Water,Water,Water,Wetland
293,Wetland,Water,Water,Water,Water
294,Wetland,Water,Water,Water,Forest
295,Wetland,Forest,NULL,Non_Wetland,NULL
296,Wetland,Forest,NULL,Non_Wetland,Grassland
297,Wetland,Forest,NULL,Non_Wetland,Cropland
298,Wetland,Forest,NULL,Non_Wetland,Wetland
299,Wetland,Forest,NULL,Non_Wetland,Built-up
300,Wetland,Forest,NULL,Non_Wetland,Water
301,Wetland,Forest,NULL,Non_Wetland,Forest
302,Wetland,Forest,Non_Water,Non_Wetland,NULL
303,Wetland,Forest,Non_Water,Non_Wetland,Grassland
304,Wetland,Forest,Non_Water,Non_Wetland,Cropland
305,Wetland,Forest,Non_Water,Non_Wetland,Wetland
306,Wetland,Forest,Non_Water,Non_Wetland,Water
307,Wetland,Forest,Non_Water,Non_Wetland,Forest
308,Wetland,Forest,Water,Non_Wetland,Grassland
309,Wetland,Forest,Water,Non_Wetland,Wetland
310,Wetland,Forest,Water,Non_Wetland,Water
311,Wetland,Forest,Water,Non_Wetland,Forest
312,Bareland,Shrubland,NULL,Non_Wetland,Bareland
313,Bareland,Wetland,NULL,Wetland,Wetland
314,Bareland,Wetland,NULL,Wetland,Water
315,Bareland,Wetland,NULL,Wetland,Forest
316,Bareland,Wetland,Non_Water,Wetland,Wetland
317,Bareland,Wetland,Non_Water,Wetland,Water
318,Bareland,Wetland,Water,Wetland,Water
319,Bareland,Wetland,Water,Wetland,Forest
320,Bareland,Bareland,NULL,Non_Wetland,Grassland
321,Bareland,Bareland,NULL,Non_Wetland,Wetland
322,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
323,Bareland,Bareland,NULL,Non_Wetland,Bareland
324,Bareland,Bareland,NULL,Non_Wetland,Built-up
325,Bareland,Bareland,NULL,Non_Wetland,Water
326,Bareland,Built-up,NULL,Non_Wetland,Grassland
327,Bareland,Built-up,NULL,Non_Wetland,Bareland
328,Bareland,Built-up,NULL,Non_Wetland,Built-up
329,Bareland,Built-up,NULL,Non_Wetland,Water
330,Bareland,Water,NULL,Water,Forest
331,Bareland,Water,Non_Water,Water,Bareland
332,Bareland,Water,Water,Water,Wetland
333,Bareland,Water,Water,Water,Water
334,Bareland,Forest,NULL,Non_Wetland,Water
335,Bareland,Forest,NULL,Non_Wetland,Forest
336,Built-up,NULL,NULL,Non_Wetland,Grassland
337,Built-up,NULL,NULL,Non_Wetland,Built-up
338,Built-up,NULL,NULL,Non_Wetland,Water
339,Built-up,NULL,NULL,Non_Wetland,Forest
340,Built-up,Shrubland,NULL,Non_Wetland,Grassland
341,Built-up,Shrubland,NULL,Non_Wetland,Cropland
342,Built-up,Shrubland,NULL,Non_Wetland,Wetland
343,Built-up,Shrubland,NULL,Non_Wetland,Built-up
344,Built-up,Shrubland,NULL,Non_Wetland,Forest
345,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
346,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
347,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
348,Built-up,Grassland,NULL,Non_Wetland,Grassland
349,Built-up,Grassland,NULL,Non_Wetland,Wetland
350,Built-up,Grassland,NULL,Non_Wetland,Built-up
351,Built-up,Grassland,NULL,Non_Wetland,Water
352,Built-up,Grassland,NULL,Non_Wetland,Forest
353,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
354,Built-up,Cropland,NULL,Non_Wetland,Grassland
355,Built-up,Cropland,NULL,Non_Wetland,Cropland
356,Built-up,Cropland,NULL,Non_Wetland,Wetland
357,Built-up,Cropland,NULL,Non_Wetland,Bareland
358,Built-up,Cropland,NULL,Non_Wetland,Built-up
359,Built-up,Cropland,NULL,Non_Wetland,Forest
360,Built-up,Wetland,NULL,Wetland,Grassland
361,Built-up,Wetland,NULL,Wetland,Wetland
362,Built-up,Wetland,NULL,Wetland,Built-up
363,Built-up,Wetland,NULL,Wetland,Forest
364,Built-up,Wetland,Non_Water,Wetland,Grassland
365,Built-up,Wetland,Non_Water,Wetland,Wetland
366,Built-up,Wetland,Non_Water,Wetland,Bareland
367,Built-up,Wetland,Non_Water,Wetland,Forest
368,Built-up,Wetland,Water,Wetland,Grassland
369,Built-up,Wetland,Water,Wetland,Bareland
370,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
371,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
372,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
373,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
374,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
375,Built-up,Bareland,NULL,Non_Wetland,NULL
376,Built-up,Bareland,NULL,Non_Wetland,Grassland
377,Built-up,Bareland,NULL,Non_Wetland,Cropland
378,Built-up,Bareland,NULL,Non_Wetland,Wetland
379,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
380,Built-up,Bareland,NULL,Non_Wetland,Bareland
381,Built-up,Bareland,NULL,Non_Wetland,Built-up
382,Built-up,Bareland,NULL,Non_Wetland,Forest
383,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
384,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
385,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
386,Built-up,Bareland,Non_Water,Non_Wetland,Forest
387,Built-up,Bareland,Water,Non_Wetland,Grassland
388,Built-up,Bareland,Water,Non_Wetland,Bareland
389,Built-up,Bareland,Water,Non_Wetland,Forest
390,Built-up,Built-up,NULL,Non_Wetland,Grassland
391,Built-up,Built-up,NULL,Non_Wetland,Cropland
392,Built-up,Built-up,NULL,Non_Wetland,Wetland
393,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
394,Built-up,Built-up,NULL,Non_Wetland,Bareland
395,Built-up,Built-up,NULL,Non_Wetland,Built-up
396,Built-up,Built-up,NULL,Non_Wetland,Water
397,Built-up,Built-up,NULL,Non_Wetland,Forest
398,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
399,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
400,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
401,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
402,Built-up,Built-up,Non_Water,Non_Wetland,Water
403,Built-up,Built-up,Non_Water,Non_Wetland,Forest
404,Built-up,Built-up,Water,Non_Wetland,Grassland
405,Built-up,Built-up,Water,Non_Wetland,Bareland
406,Built-up,Built-up,Water,Non_Wetland,Built-up
407,Built-up,Built-up,Water,Non_Wetland,Water
408,Built-up,Built-up,Water,Non_Wetland,Forest
409,Built-up,Water,NULL,Water,Grassland
410,Built-up,Water,NULL,Water,Water
411,Built-up,Water,NULL,Water,Forest
412,Built-up,Water,Water,Water,Built-up
413,Built-up,Water,Water,Water,Water
414,Built-up,Forest,NULL,Non_Wetland,Grassland
415,Built-up,Forest,NULL,Non_Wetland,Wetland
416,Built-up,Forest,NULL,Non_Wetland,Bareland
417,Built-up,Forest,NULL,Non_Wetland,Built-up
418,Built-up,Forest,NULL,Non_Wetland,Forest
419,Built-up,Forest,Non_Water,Non_Wetland,Grassland
420,Built-up,Forest,Non_Water,Non_Wetland,Wetland
421,Built-up,Forest,Non_Water,Non_Wetland,Forest
422,Built-up,Forest,Water,Non_Wetland,Grassland
423,Water,NULL,NULL,Non_Wetland,NULL
424,Water,NULL,NULL,Non_Wetland,Grassland
425,Water,NULL,NULL,Non_Wetland,Wetland
426,Water,NULL,NULL,Non_Wetland,Water
427,Water,NULL,NULL,Non_Wetland,Forest
428,Water,NULL,Non_Water,Non_Wetland,Grassland
429,Water,NULL,Non_Water,Non_Wetland,Wetland
430,Water,NULL,Non_Water,Non_Wetland,Water
431,Water,NULL,Non_Water,Non_Wetland,Forest
432,Water,NULL,Water,Non_Wetland,Grassland
433,Water,NULL,Water,Non_Wetland,Wetland
434,Water,NULL,Water,Non_Wetland,Bareland
435,Water,NULL,Water,Non_Wetland,Water
436,Water,NULL,Water,Non_Wetland,Forest
437,Water,Shrubland,NULL,Non_Wetland,NULL
438,Water,Shrubland,NULL,Non_Wetland,Grassland
439,Water,Shrubland,NULL,Non_Wetland,Wetland
440,Water,Shrubland,NULL,Non_Wetland,Bareland
441,Water,Shrubland,NULL,Non_Wetland,Water
442,Water,Shrubland,NULL,Non_Wetland,Forest
443,Water,Shrubland,Non_Water,Non_Wetland,Grassland
444,Water,Shrubland,Non_Water,Non_Wetland,Cropland
445,Water,Shrubland,Non_Water,Non_Wetland,Wetland
446,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
447,Water,Shrubland,Non_Water,Non_Wetland,Bareland
448,Water,Shrubland,Non_Water,Non_Wetland,Water
449,Water,Shrubland,Non_Water,Non_Wetland,Forest
450,Water,Shrubland,Water,Non_Wetland,Grassland
451,Water,Shrubland,Water,Non_Wetland,Wetland
452,Water,Shrubland,Water,Non_Wetland,Bareland
453,Water,Shrubland,Water,Non_Wetland,Water
454,Water,Shrubland,Water,Non_Wetland,Forest
455,Water,Grassland,NULL,Non_Wetland,Grassland
456,Water,Grassland,NULL,Non_Wetland,Wetland
457,Water,Grassland,NULL,Non_Wetland,Water
458,Water,Grassland,NULL,Non_Wetland,Forest
459,Water,Grassland,Non_Water,Non_Wetland,Grassland
460,Water,Grassland,Non_Water,Non_Wetland,Wetland
461,Water,Grassland,Non_Water,Non_Wetland,Water
462,Water,Grassland,Water,Non_Wetland,Grassland
463,Water,Grassland,Water,Non_Wetland,Wetland
464,Water,Grassland,Water,Non_Wetland,Water
465,Water,Cropland,NULL,Non_Wetland,Grassland
466,Water,Cropland,NULL,Non_Wetland,Wetland
467,Water,Cropland,NULL,Non_Wetland,Water
468,Water,Cropland,NULL,Non_Wetland,Forest
469,Water,Cropland,Non_Water,Non_Wetland,Grassland
470,Water,Cropland,Non_Water,Non_Wetland,Cropland
471,Water,Cropland,Non_Water,Non_Wetland,Wetland
472,Water,Cropland,Non_Water,Non_Wetland,Bareland
473,Water,Cropland,Non_Water,Non_Wetland,Water
474,Water,Cropland,Non_Water,Non_Wetland,Forest
475,Water,Cropland,Water,Non_Wetland,Grassland
476,Water,Cropland,Water,Non_Wetland,Wetland
477,Water,Cropland,Water,Non_Wetland,Bareland
478,Water,Cropland,Water,Non_Wetland,Water
479,Water,Cropland,Water,Non_Wetland,Forest
480,Water,Wetland,NULL,Wetland,NULL
481,Water,Wetland,NULL,Wetland,Grassland
482,Water,Wetland,NULL,Wetland,Wetland
483,Water,Wetland,NULL,Wetland,Bareland
484,Water,Wetland,NULL,Wetland,Built-up
485,Water,Wetland,NULL,Wetland,Water
486,Water,Wetland,NULL,Wetland,Forest
487,Water,Wetland,Non_Water,Wetland,NULL
488,Water,Wetland,Non_Water,Wetland,Grassland
489,Water,Wetland,Non_Water,Wetland,Cropland
490,Water,Wetland,Non_Water,Wetland,Wetland
