Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXS_M_R,SIBERIA_2024_WorldCover_2021_42WXS_M_R
257,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
258,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
259,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
260,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
261,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
262,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
263,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
264,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
265,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
266,Wetland,Bareland,NULL,Non_Wetland,NULL
267,Wetland,Bareland,NULL,Non_Wetland,Grassland
268,Wetland,Bareland,NULL,Non_Wetland,Wetland
269,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
270,Wetland,Bareland,NULL,Non_Wetland,Bareland
271,Wetland,Bareland,NULL,Non_Wetland,Built-up
272,Wetland,Bareland,NULL,Non_Wetland,Water
273,Wetland,Bareland,NULL,Non_Wetland,Forest
274,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
275,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
276,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
277,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
278,Wetland,Bareland,Non_Water,Non_Wetland,Water
279,Wetland,Bareland,Non_Water,Non_Wetland,Forest
280,Wetland,Bareland,Water,Non_Wetland,Grassland
281,Wetland,Bareland,Water,Non_Wetland,Wetland
282,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
283,Wetland,Bareland,Water,Non_Wetland,Bareland
284,Wetland,Bareland,Water,Non_Wetland,Water
285,Wetland,Bareland,Water,Non_Wetland,Forest
286,Wetland,Built-up,NULL,Non_Wetland,Grassland
287,Wetland,Built-up,NULL,Non_Wetland,Wetland
288,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
289,Wetland,Built-up,NULL,Non_Wetland,Bareland
290,Wetland,Built-up,NULL,Non_Wetland,Built-up
291,Wetland,Built-up,NULL,Non_Wetland,Forest
292,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
293,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
294,Wetland,Built-up,Non_Water,Non_Wetland,Water
295,Wetland,Built-up,Water,Non_Wetland,Bareland
296,Wetland,Built-up,Water,Non_Wetland,Forest
297,Wetland,Water,NULL,Water,Grassland
298,Wetland,Water,NULL,Water,Wetland
299,Wetland,Water,NULL,Water,Lichens_and_Mosses
300,Wetland,Water,NULL,Water,Water
301,Wetland,Water,NULL,Water,Forest
302,Wetland,Water,Non_Water,Water,Grassland
303,Wetland,Water,Non_Water,Water,Wetland
304,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
305,Wetland,Water,Non_Water,Water,Bareland
306,Wetland,Water,Non_Water,Water,Water
307,Wetland,Water,Non_Water,Water,Forest
308,Wetland,Water,Water,Water,Grassland
309,Wetland,Water,Water,Water,Wetland
310,Wetland,Water,Water,Water,Lichens_and_Mosses
311,Wetland,Water,Water,Water,Bareland
312,Wetland,Water,Water,Water,Water
313,Wetland,Water,Water,Water,Forest
314,Wetland,Forest,NULL,Non_Wetland,NULL
315,Wetland,Forest,NULL,Non_Wetland,Grassland
316,Wetland,Forest,NULL,Non_Wetland,Wetland
317,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
318,Wetland,Forest,NULL,Non_Wetland,Bareland
319,Wetland,Forest,NULL,Non_Wetland,Water
320,Wetland,Forest,NULL,Non_Wetland,Forest
321,Wetland,Forest,Non_Water,Non_Wetland,Grassland
322,Wetland,Forest,Non_Water,Non_Wetland,Wetland
323,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
324,Wetland,Forest,Non_Water,Non_Wetland,Water
325,Wetland,Forest,Non_Water,Non_Wetland,Forest
326,Wetland,Forest,Water,Non_Wetland,Grassland
327,Wetland,Forest,Water,Non_Wetland,Wetland
328,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
329,Wetland,Forest,Water,Non_Wetland,Bareland
330,Wetland,Forest,Water,Non_Wetland,Water
331,Wetland,Forest,Water,Non_Wetland,Forest
332,Bareland,NULL,NULL,Non_Wetland,Grassland
333,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
334,Bareland,NULL,NULL,Non_Wetland,Forest
335,Bareland,NULL,Non_Water,Non_Wetland,Wetland
336,Bareland,NULL,Non_Water,Non_Wetland,Forest
337,Bareland,NULL,Water,Non_Wetland,Grassland
338,Bareland,NULL,Water,Non_Wetland,Forest
339,Bareland,Shrubland,NULL,Non_Wetland,Grassland
340,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
341,Bareland,Shrubland,NULL,Non_Wetland,Bareland
342,Bareland,Shrubland,NULL,Non_Wetland,Forest
343,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
344,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
345,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
346,Bareland,Shrubland,Non_Water,Non_Wetland,Water
347,Bareland,Shrubland,Water,Non_Wetland,Grassland
348,Bareland,Shrubland,Water,Non_Wetland,Wetland
349,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
350,Bareland,Shrubland,Water,Non_Wetland,Bareland
351,Bareland,Shrubland,Water,Non_Wetland,Water
352,Bareland,Grassland,NULL,Non_Wetland,Forest
353,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
354,Bareland,Wetland,NULL,Wetland,Grassland
355,Bareland,Wetland,NULL,Wetland,Wetland
356,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
357,Bareland,Wetland,NULL,Wetland,Bareland
358,Bareland,Wetland,NULL,Wetland,Water
359,Bareland,Wetland,NULL,Wetland,Forest
360,Bareland,Wetland,Non_Water,Wetland,Grassland
361,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
362,Bareland,Wetland,Non_Water,Wetland,Bareland
363,Bareland,Wetland,Non_Water,Wetland,Water
364,Bareland,Wetland,Non_Water,Wetland,Forest
365,Bareland,Wetland,Water,Wetland,Grassland
366,Bareland,Wetland,Water,Wetland,Wetland
367,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
368,Bareland,Wetland,Water,Wetland,Bareland
369,Bareland,Wetland,Water,Wetland,Water
370,Bareland,Wetland,Water,Wetland,Forest
371,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
372,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
373,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
374,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
375,Bareland,Bareland,NULL,Non_Wetland,Grassland
376,Bareland,Bareland,NULL,Non_Wetland,Wetland
377,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
378,Bareland,Bareland,NULL,Non_Wetland,Bareland
379,Bareland,Bareland,NULL,Non_Wetland,Built-up
380,Bareland,Bareland,NULL,Non_Wetland,Water
381,Bareland,Bareland,NULL,Non_Wetland,Forest
382,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
383,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
384,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
386,Bareland,Bareland,Non_Water,Non_Wetland,Water
387,Bareland,Bareland,Non_Water,Non_Wetland,Forest
388,Bareland,Bareland,Water,Non_Wetland,Grassland
389,Bareland,Bareland,Water,Non_Wetland,Wetland
390,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
391,Bareland,Bareland,Water,Non_Wetland,Bareland
392,Bareland,Bareland,Water,Non_Wetland,Water
393,Bareland,Bareland,Water,Non_Wetland,Forest
394,Bareland,Built-up,NULL,Non_Wetland,Grassland
395,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
396,Bareland,Built-up,NULL,Non_Wetland,Bareland
397,Bareland,Built-up,NULL,Non_Wetland,Built-up
398,Bareland,Built-up,NULL,Non_Wetland,Water
399,Bareland,Built-up,NULL,Non_Wetland,Forest
400,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
401,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
402,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
403,Bareland,Built-up,Non_Water,Non_Wetland,Water
404,Bareland,Built-up,Water,Non_Wetland,Grassland
405,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
406,Bareland,Built-up,Water,Non_Wetland,Bareland
407,Bareland,Built-up,Water,Non_Wetland,Water
408,Bareland,Water,NULL,Water,Grassland
409,Bareland,Water,NULL,Water,Bareland
410,Bareland,Water,NULL,Water,Water
411,Bareland,Water,NULL,Water,Forest
412,Bareland,Water,Non_Water,Water,Grassland
413,Bareland,Water,Non_Water,Water,Wetland
414,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
415,Bareland,Water,Non_Water,Water,Bareland
416,Bareland,Water,Non_Water,Water,Water
417,Bareland,Water,Water,Water,Grassland
418,Bareland,Water,Water,Water,Wetland
419,Bareland,Water,Water,Water,Lichens_and_Mosses
420,Bareland,Water,Water,Water,Bareland
421,Bareland,Water,Water,Water,Water
422,Bareland,Water,Water,Water,Forest
423,Bareland,Forest,NULL,Non_Wetland,Grassland
424,Bareland,Forest,NULL,Non_Wetland,Wetland
425,Bareland,Forest,NULL,Non_Wetland,Bareland
426,Bareland,Forest,NULL,Non_Wetland,Water
427,Bareland,Forest,NULL,Non_Wetland,Forest
428,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
429,Bareland,Forest,Non_Water,Non_Wetland,Bareland
430,Bareland,Forest,Non_Water,Non_Wetland,Water
431,Bareland,Forest,Non_Water,Non_Wetland,Forest
432,Bareland,Forest,Water,Non_Wetland,Grassland
433,Bareland,Forest,Water,Non_Wetland,Wetland
434,Bareland,Forest,Water,Non_Wetland,Bareland
435,Bareland,Forest,Water,Non_Wetland,Water
436,Bareland,Forest,Water,Non_Wetland,Forest
437,Built-up,NULL,NULL,Non_Wetland,Grassland
438,Built-up,NULL,NULL,Non_Wetland,Forest
439,Built-up,Shrubland,NULL,Non_Wetland,Grassland
440,Built-up,Shrubland,NULL,Non_Wetland,Wetland
441,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
442,Built-up,Shrubland,NULL,Non_Wetland,Bareland
443,Built-up,Shrubland,NULL,Non_Wetland,Forest
444,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
445,Built-up,Shrubland,Water,Non_Wetland,Water
446,Built-up,Grassland,NULL,Non_Wetland,Grassland
447,Built-up,Grassland,NULL,Non_Wetland,Bareland
448,Built-up,Grassland,NULL,Non_Wetland,Built-up
449,Built-up,Grassland,NULL,Non_Wetland,Forest
450,Built-up,Cropland,NULL,Non_Wetland,Grassland
451,Built-up,Cropland,NULL,Non_Wetland,Forest
452,Built-up,Wetland,NULL,Wetland,Grassland
453,Built-up,Wetland,NULL,Wetland,Wetland
454,Built-up,Wetland,NULL,Wetland,Bareland
455,Built-up,Wetland,NULL,Wetland,Water
456,Built-up,Wetland,NULL,Wetland,Forest
457,Built-up,Wetland,Water,Wetland,Wetland
458,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
459,Built-up,Wetland,Water,Wetland,Bareland
460,Built-up,Wetland,Water,Wetland,Water
461,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
462,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
463,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
464,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
465,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
466,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
467,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
468,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
469,Built-up,Bareland,NULL,Non_Wetland,Grassland
470,Built-up,Bareland,NULL,Non_Wetland,Wetland
471,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
472,Built-up,Bareland,NULL,Non_Wetland,Bareland
