Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNM_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNM_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNM_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNM_M_R,SIBERIA_2024_WorldCover_2021_41WNM_M_R
266,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
267,Built-up,Shrubland,Water,Non_Wetland,Grassland
268,Built-up,Grassland,NULL,Non_Wetland,Grassland
269,Built-up,Grassland,NULL,Non_Wetland,Built-up
270,Built-up,Grassland,NULL,Non_Wetland,Forest
271,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
272,Built-up,Cropland,NULL,Non_Wetland,Grassland
273,Built-up,Cropland,NULL,Non_Wetland,Wetland
274,Built-up,Cropland,NULL,Non_Wetland,Bareland
275,Built-up,Cropland,NULL,Non_Wetland,Built-up
276,Built-up,Cropland,NULL,Non_Wetland,Forest
277,Built-up,Cropland,Water,Non_Wetland,Grassland
278,Built-up,Wetland,NULL,Wetland,Grassland
279,Built-up,Wetland,NULL,Wetland,Wetland
280,Built-up,Wetland,NULL,Wetland,Built-up
281,Built-up,Wetland,NULL,Wetland,Water
282,Built-up,Wetland,NULL,Wetland,Forest
283,Built-up,Wetland,Non_Water,Wetland,Grassland
284,Built-up,Wetland,Non_Water,Wetland,Wetland
285,Built-up,Wetland,Non_Water,Wetland,Forest
286,Built-up,Wetland,Water,Wetland,Grassland
287,Built-up,Wetland,Water,Wetland,Bareland
288,Built-up,Wetland,Water,Wetland,Built-up
289,Built-up,Wetland,Water,Wetland,Water
290,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
291,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
292,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
293,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
294,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
295,Built-up,Bareland,NULL,Non_Wetland,Grassland
296,Built-up,Bareland,NULL,Non_Wetland,Wetland
297,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
298,Built-up,Bareland,NULL,Non_Wetland,Bareland
299,Built-up,Bareland,NULL,Non_Wetland,Built-up
300,Built-up,Bareland,NULL,Non_Wetland,Water
301,Built-up,Bareland,NULL,Non_Wetland,Forest
302,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
303,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
304,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
305,Built-up,Bareland,Non_Water,Non_Wetland,Forest
306,Built-up,Bareland,Water,Non_Wetland,Grassland
307,Built-up,Bareland,Water,Non_Wetland,Bareland
308,Built-up,Bareland,Water,Non_Wetland,Built-up
309,Built-up,Bareland,Water,Non_Wetland,Water
310,Built-up,Bareland,Water,Non_Wetland,Forest
311,Built-up,Built-up,NULL,Non_Wetland,Grassland
312,Built-up,Built-up,NULL,Non_Wetland,Wetland
313,Built-up,Built-up,NULL,Non_Wetland,Bareland
314,Built-up,Built-up,NULL,Non_Wetland,Built-up
315,Built-up,Built-up,NULL,Non_Wetland,Water
316,Built-up,Built-up,NULL,Non_Wetland,Forest
317,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
318,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
319,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
320,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
321,Built-up,Built-up,Non_Water,Non_Wetland,Water
322,Built-up,Built-up,Non_Water,Non_Wetland,Forest
323,Built-up,Built-up,Water,Non_Wetland,Grassland
324,Built-up,Built-up,Water,Non_Wetland,Bareland
325,Built-up,Built-up,Water,Non_Wetland,Built-up
326,Built-up,Built-up,Water,Non_Wetland,Water
327,Built-up,Built-up,Water,Non_Wetland,Forest
328,Built-up,Water,NULL,Water,Forest
329,Built-up,Water,Water,Water,Water
330,Built-up,Forest,NULL,Non_Wetland,Grassland
331,Built-up,Forest,NULL,Non_Wetland,Wetland
332,Built-up,Forest,NULL,Non_Wetland,Bareland
333,Built-up,Forest,NULL,Non_Wetland,Built-up
334,Built-up,Forest,NULL,Non_Wetland,Water
335,Built-up,Forest,NULL,Non_Wetland,Forest
336,Built-up,Forest,Non_Water,Non_Wetland,Grassland
337,Built-up,Forest,Non_Water,Non_Wetland,Wetland
338,Built-up,Forest,Non_Water,Non_Wetland,Forest
339,Built-up,Forest,Water,Non_Wetland,Grassland
340,Water,NULL,NULL,Non_Wetland,Grassland
341,Water,NULL,NULL,Non_Wetland,Wetland
342,Water,NULL,NULL,Non_Wetland,Water
343,Water,NULL,NULL,Non_Wetland,Forest
344,Water,NULL,Non_Water,Non_Wetland,Grassland
345,Water,NULL,Non_Water,Non_Wetland,Wetland
346,Water,NULL,Non_Water,Non_Wetland,Water
347,Water,NULL,Non_Water,Non_Wetland,Forest
348,Water,NULL,Water,Non_Wetland,Grassland
349,Water,NULL,Water,Non_Wetland,Wetland
350,Water,NULL,Water,Non_Wetland,Water
351,Water,NULL,Water,Non_Wetland,Forest
352,Water,Shrubland,NULL,Non_Wetland,Grassland
353,Water,Shrubland,NULL,Non_Wetland,Wetland
354,Water,Shrubland,NULL,Non_Wetland,Water
355,Water,Shrubland,NULL,Non_Wetland,Forest
356,Water,Shrubland,Non_Water,Non_Wetland,Grassland
357,Water,Shrubland,Non_Water,Non_Wetland,Wetland
358,Water,Shrubland,Non_Water,Non_Wetland,Bareland
359,Water,Shrubland,Non_Water,Non_Wetland,Water
360,Water,Shrubland,Non_Water,Non_Wetland,Forest
361,Water,Shrubland,Water,Non_Wetland,Grassland
362,Water,Shrubland,Water,Non_Wetland,Wetland
363,Water,Shrubland,Water,Non_Wetland,Water
364,Water,Shrubland,Water,Non_Wetland,Forest
365,Water,Grassland,NULL,Non_Wetland,Grassland
366,Water,Grassland,NULL,Non_Wetland,Wetland
367,Water,Grassland,NULL,Non_Wetland,Water
368,Water,Grassland,NULL,Non_Wetland,Forest
369,Water,Grassland,Non_Water,Non_Wetland,Grassland
370,Water,Grassland,Water,Non_Wetland,Grassland
371,Water,Grassland,Water,Non_Wetland,Wetland
372,Water,Cropland,NULL,Non_Wetland,Grassland
373,Water,Cropland,NULL,Non_Wetland,Wetland
374,Water,Cropland,NULL,Non_Wetland,Water
375,Water,Cropland,NULL,Non_Wetland,Forest
376,Water,Cropland,Non_Water,Non_Wetland,Grassland
377,Water,Cropland,Non_Water,Non_Wetland,Wetland
378,Water,Cropland,Water,Non_Wetland,Grassland
379,Water,Cropland,Water,Non_Wetland,Wetland
380,Water,Cropland,Water,Non_Wetland,Water
381,Water,Wetland,NULL,Wetland,NULL
382,Water,Wetland,NULL,Wetland,Grassland
383,Water,Wetland,NULL,Wetland,Wetland
384,Water,Wetland,NULL,Wetland,Water
385,Water,Wetland,NULL,Wetland,Forest
386,Water,Wetland,Non_Water,Wetland,Grassland
387,Water,Wetland,Non_Water,Wetland,Wetland
388,Water,Wetland,Non_Water,Wetland,Built-up
389,Water,Wetland,Non_Water,Wetland,Water
390,Water,Wetland,Non_Water,Wetland,Forest
391,Water,Wetland,Water,Wetland,Grassland
392,Water,Wetland,Water,Wetland,Wetland
393,Water,Wetland,Water,Wetland,Bareland
394,Water,Wetland,Water,Wetland,Built-up
395,Water,Wetland,Water,Wetland,Water
396,Water,Wetland,Water,Wetland,Forest
397,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
398,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
399,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
400,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
401,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
402,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
403,Water,Bareland,NULL,Non_Wetland,Grassland
404,Water,Bareland,NULL,Non_Wetland,Wetland
405,Water,Bareland,NULL,Non_Wetland,Bareland
406,Water,Bareland,NULL,Non_Wetland,Built-up
407,Water,Bareland,NULL,Non_Wetland,Water
408,Water,Bareland,NULL,Non_Wetland,Forest
409,Water,Bareland,Non_Water,Non_Wetland,Grassland
410,Water,Bareland,Non_Water,Non_Wetland,Wetland
411,Water,Bareland,Non_Water,Non_Wetland,Bareland
412,Water,Bareland,Non_Water,Non_Wetland,Built-up
413,Water,Bareland,Non_Water,Non_Wetland,Water
414,Water,Bareland,Non_Water,Non_Wetland,Forest
415,Water,Bareland,Water,Non_Wetland,Grassland
416,Water,Bareland,Water,Non_Wetland,Wetland
417,Water,Bareland,Water,Non_Wetland,Bareland
418,Water,Bareland,Water,Non_Wetland,Built-up
419,Water,Bareland,Water,Non_Wetland,Water
420,Water,Bareland,Water,Non_Wetland,Forest
421,Water,Built-up,NULL,Non_Wetland,Grassland
422,Water,Built-up,NULL,Non_Wetland,Wetland
423,Water,Built-up,NULL,Non_Wetland,Bareland
424,Water,Built-up,NULL,Non_Wetland,Built-up
425,Water,Built-up,NULL,Non_Wetland,Water
426,Water,Built-up,NULL,Non_Wetland,Forest
427,Water,Built-up,Non_Water,Non_Wetland,Grassland
428,Water,Built-up,Non_Water,Non_Wetland,Wetland
429,Water,Built-up,Non_Water,Non_Wetland,Bareland
430,Water,Built-up,Non_Water,Non_Wetland,Built-up
431,Water,Built-up,Non_Water,Non_Wetland,Water
432,Water,Built-up,Non_Water,Non_Wetland,Forest
433,Water,Built-up,Water,Non_Wetland,Wetland
434,Water,Built-up,Water,Non_Wetland,Built-up
435,Water,Built-up,Water,Non_Wetland,Water
436,Water,Water,NULL,Water,NULL
437,Water,Water,NULL,Water,Grassland
438,Water,Water,NULL,Water,Wetland
439,Water,Water,NULL,Water,Built-up
440,Water,Water,NULL,Water,Water
441,Water,Water,NULL,Water,Forest
442,Water,Water,Non_Water,Water,Grassland
443,Water,Water,Non_Water,Water,Wetland
444,Water,Water,Non_Water,Water,Water
445,Water,Water,Non_Water,Water,Forest
446,Water,Water,Water,Water,Grassland
447,Water,Water,Water,Water,Wetland
448,Water,Water,Water,Water,Bareland
449,Water,Water,Water,Water,Water
450,Water,Water,Water,Water,Forest
451,Water,Forest,NULL,Non_Wetland,Grassland
452,Water,Forest,NULL,Non_Wetland,Wetland
453,Water,Forest,NULL,Non_Wetland,Water
454,Water,Forest,NULL,Non_Wetland,Forest
455,Water,Forest,Non_Water,Non_Wetland,Grassland
456,Water,Forest,Non_Water,Non_Wetland,Wetland
457,Water,Forest,Non_Water,Non_Wetland,Water
458,Water,Forest,Non_Water,Non_Wetland,Forest
459,Water,Forest,Water,Non_Wetland,Grassland
460,Water,Forest,Water,Non_Wetland,Wetland
461,Water,Forest,Water,Non_Wetland,Water
462,Water,Forest,Water,Non_Wetland,Forest
463,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
464,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
465,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
466,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
467,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
468,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
469,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
470,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
471,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
472,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
473,Permanent_ice_and_snow,Water,NULL,Water,Wetland
474,Permanent_ice_and_snow,Water,Water,Water,Forest
475,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
476,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
477,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
478,Forest,NULL,NULL,Non_Wetland,NULL
479,Forest,NULL,NULL,Non_Wetland,Grassland
480,Forest,NULL,NULL,Non_Wetland,Wetland
481,Forest,NULL,NULL,Non_Wetland,Water
482,Forest,NULL,NULL,Non_Wetland,Forest
483,Forest,NULL,Non_Water,Non_Wetland,Grassland
484,Forest,NULL,Non_Water,Non_Wetland,Wetland
485,Forest,NULL,Non_Water,Non_Wetland,Water
486,Forest,NULL,Non_Water,Non_Wetland,Forest
487,Forest,NULL,Water,Non_Wetland,Grassland
488,Forest,NULL,Water,Non_Wetland,Wetland
489,Forest,NULL,Water,Non_Wetland,Water
490,Forest,NULL,Water,Non_Wetland,Forest
491,Forest,Shrubland,NULL,Non_Wetland,NULL
492,Forest,Shrubland,NULL,Non_Wetland,Grassland
493,Forest,Shrubland,NULL,Non_Wetland,Wetland
494,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
