Value,SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,SIBERIA_2024_WorldCover_2021_43WDP_M_R
107,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
108,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
109,NULL,NULL,Built-up,Water,Non_Wetland,Built-up
110,NULL,NULL,Built-up,Water,Non_Wetland,Water
111,NULL,NULL,Water,NULL,Water,Grassland
112,NULL,NULL,Water,NULL,Water,Wetland
113,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
114,NULL,NULL,Water,NULL,Water,Bareland
115,NULL,NULL,Water,NULL,Water,Water
116,NULL,NULL,Water,NULL,Water,Forest
117,NULL,NULL,Water,Non_Water,Water,Grassland
118,NULL,NULL,Water,Non_Water,Water,Wetland
119,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
120,NULL,NULL,Water,Non_Water,Water,Water
121,NULL,NULL,Water,Non_Water,Water,Forest
122,NULL,NULL,Water,Water,Water,Grassland
123,NULL,NULL,Water,Water,Water,Wetland
124,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
125,NULL,NULL,Water,Water,Water,Water
126,NULL,NULL,Water,Water,Water,Forest
127,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
128,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
129,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
130,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
131,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
132,NULL,NULL,Forest,NULL,Non_Wetland,Water
133,NULL,NULL,Forest,NULL,Non_Wetland,Forest
134,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
136,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
137,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
138,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
139,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
140,NULL,NULL,Forest,Water,Non_Wetland,Grassland
141,NULL,NULL,Forest,Water,Non_Wetland,Wetland
142,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
143,NULL,NULL,Forest,Water,Non_Wetland,Bareland
144,NULL,NULL,Forest,Water,Non_Wetland,Water
145,NULL,NULL,Forest,Water,Non_Wetland,Forest
146,NULL,Cropland,Wetland,NULL,Wetland,Grassland
147,NULL,Cropland,Wetland,NULL,Wetland,Wetland
148,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
149,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
150,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
151,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
152,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
153,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
154,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
155,NULL,Wetland,NULL,NULL,Non_Wetland,Water
156,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
157,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
158,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
159,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
160,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
161,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
162,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
163,NULL,Wetland,NULL,Water,Non_Wetland,Water
164,NULL,Wetland,NULL,Water,Non_Wetland,Forest
165,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
168,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
169,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
170,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
171,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
172,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
173,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
174,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
175,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
176,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
177,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
178,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
179,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
180,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
181,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
182,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
183,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
184,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
185,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
186,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
187,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
188,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
189,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
190,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
191,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
192,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
193,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
194,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
195,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
196,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
197,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
198,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
199,NULL,Wetland,Grassland,Water,Non_Wetland,Water
200,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
201,NULL,Wetland,Wetland,NULL,Wetland,Grassland
202,NULL,Wetland,Wetland,NULL,Wetland,Wetland
203,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
204,NULL,Wetland,Wetland,NULL,Wetland,Bareland
205,NULL,Wetland,Wetland,NULL,Wetland,Built-up
206,NULL,Wetland,Wetland,NULL,Wetland,Water
207,NULL,Wetland,Wetland,NULL,Wetland,Forest
208,NULL,Wetland,Wetland,Non_Water,NULL,Water
209,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
210,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
211,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
212,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
213,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up
214,NULL,Wetland,Wetland,Non_Water,Wetland,Water
215,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
216,NULL,Wetland,Wetland,Water,NULL,Water
217,NULL,Wetland,Wetland,Water,Wetland,Grassland
218,NULL,Wetland,Wetland,Water,Wetland,Wetland
219,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
220,NULL,Wetland,Wetland,Water,Wetland,Bareland
221,NULL,Wetland,Wetland,Water,Wetland,Water
222,NULL,Wetland,Wetland,Water,Wetland,Forest
223,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
224,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
225,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
226,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
227,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
228,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
229,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
230,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
231,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
232,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
233,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
234,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
235,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
236,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
237,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
238,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
239,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
240,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
241,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
242,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
243,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
244,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
245,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
246,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
247,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
248,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
249,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
250,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
251,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
252,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
253,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
254,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
255,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
256,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
257,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
258,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
259,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
260,NULL,Wetland,Bareland,Water,Non_Wetland,Water
261,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
262,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
263,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
264,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
265,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
266,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
267,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
268,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
269,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
270,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
271,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
272,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
273,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
274,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
275,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
276,NULL,Wetland,Built-up,Water,Non_Wetland,Built-up
277,NULL,Wetland,Built-up,Water,Non_Wetland,Water
278,NULL,Wetland,Water,NULL,Water,Grassland
279,NULL,Wetland,Water,NULL,Water,Wetland
280,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
281,NULL,Wetland,Water,NULL,Water,Bareland
282,NULL,Wetland,Water,NULL,Water,Water
283,NULL,Wetland,Water,NULL,Water,Forest
284,NULL,Wetland,Water,Non_Water,NULL,Wetland
285,NULL,Wetland,Water,Non_Water,Water,Grassland
286,NULL,Wetland,Water,Non_Water,Water,Wetland
287,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
288,NULL,Wetland,Water,Non_Water,Water,Water
289,NULL,Wetland,Water,Non_Water,Water,Forest
290,NULL,Wetland,Water,Water,Water,Grassland
291,NULL,Wetland,Water,Water,Water,Wetland
292,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
293,NULL,Wetland,Water,Water,Water,Bareland
294,NULL,Wetland,Water,Water,Water,Water
295,NULL,Wetland,Water,Water,Water,Forest
296,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
297,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
298,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
299,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
300,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up
301,NULL,Wetland,Forest,NULL,Non_Wetland,Water
302,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
303,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
304,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
305,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
306,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
307,NULL,Wetland,Forest,Non_Water,Non_Wetland,Built-up
308,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
309,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
310,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
311,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
312,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
313,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
314,NULL,Wetland,Forest,Water,Non_Wetland,Water
315,NULL,Wetland,Forest,Water,Non_Wetland,Forest
316,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
317,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
318,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
319,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
320,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
321,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
322,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
323,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
324,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Water
325,NULL,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
326,NULL,Bareland,Wetland,NULL,Wetland,Grassland
327,NULL,Bareland,Wetland,NULL,Wetland,Wetland
328,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
329,NULL,Bareland,Wetland,NULL,Wetland,Bareland
330,NULL,Bareland,Wetland,NULL,Wetland,Water
331,NULL,Bareland,Wetland,NULL,Wetland,Forest
332,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
333,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
334,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
335,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
336,NULL,Bareland,Wetland,Non_Water,Wetland,Water
337,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
338,NULL,Bareland,Wetland,Water,Wetland,Grassland
339,NULL,Bareland,Wetland,Water,Wetland,Wetland
340,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
341,NULL,Bareland,Wetland,Water,Wetland,Bareland
342,NULL,Bareland,Wetland,Water,Wetland,Water
343,NULL,Bareland,Wetland,Water,Wetland,Forest
344,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
345,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
346,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
347,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
348,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
349,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
350,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
351,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
352,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
353,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
354,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
355,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
356,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
357,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
358,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
359,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
360,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
361,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
362,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
363,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
364,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
365,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
366,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
367,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
368,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
369,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
370,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
371,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
372,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
373,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
374,NULL,Bareland,Bareland,Water,Non_Wetland,Water
375,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
376,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
377,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
378,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
379,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
380,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
381,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
382,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
383,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
384,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
385,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
386,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
387,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
388,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
389,NULL,Bareland,Built-up,Water,Non_Wetland,Water
390,NULL,Bareland,Water,NULL,Water,Grassland
391,NULL,Bareland,Water,NULL,Water,Wetland
392,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
393,NULL,Bareland,Water,NULL,Water,Bareland
394,NULL,Bareland,Water,NULL,Water,Water
395,NULL,Bareland,Water,NULL,Water,Forest
396,NULL,Bareland,Water,Non_Water,Water,Grassland
397,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
398,NULL,Bareland,Water,Non_Water,Water,Bareland
399,NULL,Bareland,Water,Non_Water,Water,Water
400,NULL,Bareland,Water,Water,Water,Grassland
401,NULL,Bareland,Water,Water,Water,Wetland
402,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
403,NULL,Bareland,Water,Water,Water,Bareland
404,NULL,Bareland,Water,Water,Water,Water
405,NULL,Bareland,Water,Water,Water,Forest
406,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
407,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
408,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
409,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
410,NULL,Bareland,Forest,NULL,Non_Wetland,Water
